candidate_id,objective_family,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,oriented_may_stress_spread,may_stress_n_dates,one_bar_lag_recent_oriented,cost10_recent_proxy,control_dominance_ratio_premay_max,pre_may_positive,lag_ok,may_stress_clean,decision
a7al2z1_2785f094943ec26b,Z0_funding_basis_premium_dislocation,1.0,0.0003641176247248,0.002683298073178,0.0005379736661297,,0,-0.0006879465959802,-0.0014620263338702,4.010275835019887,True,False,False,HOLD_A7AL2Z4_ONE_BAR_LAG_FRAGILE
a7al2z1_0f6949bf2fb808d8,Z7_market_regime_price_breadth,-1.0,0.0008840357978155,0.0012985672117935,0.0011006444020083,,0,0.0003309465168056,-0.0008993555979916,13.39592169336996,True,True,False,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_156476a0c1baf8a6,Z7_market_regime_price_breadth,-1.0,0.0008840357978155,0.0012985672117935,0.0011006444020083,,0,0.0003309465168056,-0.0008993555979916,13.39592169336996,True,True,False,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_06179c2b2c6fa22c,Z2_liquidity_taker_microstructure_lite,1.0,0.0003854016853006,0.0002429613558686,0.000111305733571,0.0004001823141347,576,0.0005932471502218,-0.0018886942664289,21.32991128850386,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_0a75fb1c32beed6e,Z2_liquidity_taker_microstructure_lite,1.0,0.0003854016853006,0.0002429613558686,0.000111305733571,,0,0.0005932471502218,-0.0018886942664289,21.32991128850386,True,True,False,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_004c9dd933b4db99,Z5_latent_listing_meme_neutral_structure,-1.0,0.0027948253269594,0.0042652034077298,0.0048049391831285,0.0027670044583417,552,0.0048621039597561,0.0028049391831285,27.122738171033514,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_23b1d0ac27d832c5,Z5_latent_listing_meme_neutral_structure,-1.0,0.00284099920041,0.0030851884767871,0.0045995998714346,0.0024515426150477,552,0.0045649916614174,0.0025995998714346,28.47924352609822,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_1b2c2d5174c6f84b,Z5_latent_listing_meme_neutral_structure,-1.0,0.0037085655281474,0.0035655174564523,0.0045645268135458,0.0022584461472289,552,0.0047218602407478,0.0025645268135458,29.85839904018349,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_0137caa89f7a1268,Z1_price_range_volatility_structure,-1.0,0.0001546697069468,0.0036836111580114,0.007431488752986,0.0058293504070228,576,0.0072795972429143,0.005431488752986,39.89542623479131,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_0d64b81aeb0a9836,Z7_market_regime_price_breadth,-1.0,0.0005454961797998,0.000271928141033,0.0004244513573738,,0,-0.0004285191371785,-0.0015755486426261,42.75882827923165,True,False,False,HOLD_A7AL2Z4_ONE_BAR_LAG_FRAGILE
a7al2z1_2d6e3bd57d32e9b1,Z1_price_range_volatility_structure,-1.0,0.0009476058476059,0.0017345132349824,0.0008168698191726,0.0010426454479361,576,0.000327494209635,-0.0011831301808273,49.474717434322834,True,True,True,HOLD_A7AL2Z4_CONTROL_DOMINATED
a7al2z1_005d486584e1be09,Z5_latent_listing_meme_neutral_structure,-1.0,0.0004103432069997,0.0005514694424416,4.753558245381607e-05,0.0014320826121235,574,-0.0010127202857051,-0.0019524644175461,329.9146722925364,True,False,True,HOLD_A7AL2Z4_ONE_BAR_LAG_FRAGILE
