ts_utc,market,data_type,interval,symbol,month,url,checksum_url,path,checksum_path,status,bytes,sha256,expected_sha256,checksum_ok,error
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-10,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-10.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-10.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-10.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-10.zip.CHECKSUM,exists_checksum_ok,1843977,0e861a7bc10588a4cb430435bb90c7ff58259186fab94567f18c9c68368b774e,0e861a7bc10588a4cb430435bb90c7ff58259186fab94567f18c9c68368b774e,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-03,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-03.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-03.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-03.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-03.zip.CHECKSUM,exists_checksum_ok,1952903,924ec6ff2368c9b89da5e27809114fa7f86e3791856f5d1593d2fc89f9d48824,924ec6ff2368c9b89da5e27809114fa7f86e3791856f5d1593d2fc89f9d48824,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-09,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-09.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-09.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-09.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-09.zip.CHECKSUM,exists_checksum_ok,1789981,020fa5881d4a98644d141e8effcef217823551c336cbebf7154e6af48c2c85b6,020fa5881d4a98644d141e8effcef217823551c336cbebf7154e6af48c2c85b6,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-02,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-02.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-02.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-02.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-02.zip.CHECKSUM,exists_checksum_ok,1705907,36c6238d8d96ac0ee90c78a1ea1f79af0e967c7e427e2b1f954a262457ffa1ac,36c6238d8d96ac0ee90c78a1ea1f79af0e967c7e427e2b1f954a262457ffa1ac,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-08,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-08.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-08.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-08.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-08.zip.CHECKSUM,exists_checksum_ok,1888987,11d08ab3273e6ba7b30ab068c91fc02954ee121ed863b30891e3f76c18c92fcc,11d08ab3273e6ba7b30ab068c91fc02954ee121ed863b30891e3f76c18c92fcc,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-04,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-04.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-04.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-04.zip.CHECKSUM,exists_checksum_ok,1825847,3f5c5f7a3452988f9496131e47776781f267a4e986f6554fbad336e270963801,3f5c5f7a3452988f9496131e47776781f267a4e986f6554fbad336e270963801,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-05,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-05.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-05.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-05.zip.CHECKSUM,exists_checksum_ok,1929670,5d2db5744b1bc5941ae81aac1ad8b7ac939f84043b58a05234c759c6940863d2,5d2db5744b1bc5941ae81aac1ad8b7ac939f84043b58a05234c759c6940863d2,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-09,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-09.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-09.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-09.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-09.zip.CHECKSUM,exists_checksum_ok,1753729,c548a8bd4d9f1671f645f0054d9b314d72b1fb52d3042a79d2627b03c7943548,c548a8bd4d9f1671f645f0054d9b314d72b1fb52d3042a79d2627b03c7943548,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2024-07,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2024-07.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-07.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2024-07.zip.CHECKSUM,exists_checksum_ok,1907121,e6ea7544989309d85ba24de50abb8ffae0958bf05141e55e163f9913d6b7b0b9,e6ea7544989309d85ba24de50abb8ffae0958bf05141e55e163f9913d6b7b0b9,True,
2026-05-22T11:44:05Z,futures_um,klines,1m,1000BONKUSDT,2025-11,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-11.zip,https://data.binance.vision/data/futures/um/monthly/klines/1000BONKUSDT/1m/1000BONKUSDT-1m-2025-11.zip.CHECKSUM,G:\AlphaFactory_CryptoData\raw\binance_vision\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-11.zip,G:\AlphaFactory_CryptoData\metadata\checksums\binance_vision_monthly\futures_um\klines\1000BONKUSDT\1m\1000BONKUSDT-1m-2025-11.zip.CHECKSUM,exists_checksum_ok,1744584,620c185e76e41274c5d6cfedb90165e562bd586b93cd4600d7856fa42de1df8c,620c185e76e41274c5d6cfedb90165e562bd586b93cd4600d7856fa42de1df8c,True,
