candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay,decision,reasons,warnings,label_t1_positive_premay_splits,label_t2_positive_premay_splits,one_bar_lag_positive_premay_splits,timevarying_latent_positive_premay_splits,timevarying_latent_audited,net_2bps_positive_premay_splits,net_5bps_positive_premay_splits,net_10bps_positive_premay_splits,control_ratio_premay_max_by_split,recent_net_mean_spread_10bps,recent_turnover,recent_newey_west_tstat_lag24,selector_score_no_may
a7al2q_33d51890b0068eb6,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,mark_close,168,336,168|336,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::168|336,,local_mutation,00e7101479907982,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.8904793014345642,0.0018577716280496588,0.001898792515439211,,13.467292326615095
a7al2q_100786d679e5b988,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,72))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,4,72,4|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|72,,local_mutation,012d946e9fa38380,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.7837193150370825,0.0016953814505579904,0.13923863950594523,,13.411662135520908
a7al2q_2ec6136e6ff32eb3,"Sub(Abs(ZScore(Mean(open_interest_value_mean,96))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,mark_close,96,12,96|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::96|12,,local_mutation,0056c8d8c318cda6,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.9289268616254807,0.0017327007563599254,0.002525578394322057,,13.303773894734444
a7al2q_ca72f5849cff347a,"Mul(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Delta(mark_close,72))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,mark_close,12,72,12|72,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|mark_close::12|72,,local_mutation,011f9e60cb2a1072,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,0.9186554799806426,0.0015093671856899553,0.13702645405106462,,13.090711705709312
a7al2q_7cf43aae9a3604a4,"Mul(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,mark_close,48,336,48|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|mark_close::48|336,,local_mutation,0106d95c1c17c227,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,1.6048356494514293,0.0020061583455265415,0.0718407226472486,,12.901322696075113
a7al2q_4e2ad10685353df3,"Mul(Abs(ZScore(Mean(open_interest_value_last,4))),Abs(ZScore(Delta(index_close,720))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,4,720,4|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::4|720,,local_mutation,00e22f78ea249dd6,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,1.802647980554238,0.0013348690203767262,0.09597197898423818,,12.032221039822488
a7al2q_894ef6556dc4dd53,"Sub(Abs(ZScore(Mean(open_interest_value_mean,504))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,504,96,504|96,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::504|96,,local_mutation,01109a0e75564ee1,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,1.3806160795391744,0.000809227763955528,0.0013273112729283803,,11.928611684416353
a7al2q_e6be44ccbba38b66,"Sub(Abs(ZScore(Mean(open_interest_value_last,504))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_last,open_interest|price,abs_level_gap,open_interest_value_last,mark_close,504,12,504|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|mark_close::504|12,,local_mutation,011ab202f394d0e0,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,1.5084452943801938,0.0009217174344240883,0.0013273112729283803,,11.913272140043896
a7al2q_a5c03992d01f4b7e,"Sub(Abs(ZScore(Mean(open_interest_value_last,504))),Abs(ZScore(Mean(trade_close,24))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,open_interest_value_last,trade_close,504,24,504|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_last|trade_close::504|24,,local_mutation,012213eddc2afd3a,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,1.6085599450872554,0.0009120926049758479,0.0013641810305097242,,11.803532659888592
a7al2q_8e279dd3d23e1613,"Sub(Abs(ZScore(Delta(open_interest_last,336))),Abs(ZScore(Delta(trade_close,168))))",open_interest_last|trade_close,open_interest|price,abs_delta_gap,open_interest_last,trade_close,336,168,336|168,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|trade_close::336|168,,local_mutation,0027676a2169cd1a,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,1.8718382230555923,0.0004999618533164002,0.21769748363904506,,11.128123630260808
a7al2q_86bb796aa404fadd,"Mul(Abs(ZScore(Mean(open_interest_value_mean,720))),Abs(ZScore(Delta(index_close,336))))",index_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,index_close,720,336,720|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|index_close::720|336,,local_mutation,011a77c72a4ca4f4,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,3.5123140913494035,0.0017316213198170784,0.0722278551018527,,10.719307228467676
a7al2q_8b64d810bb3b0c96,"Mul(Abs(ZScore(Mean(open_interest_value_last,72))),Abs(ZScore(Delta(index_close,4))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,72,4,72|4,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::72|4,,local_mutation,00f84b485e6f4471,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,3.240913496525665,0.001455504791770614,0.3705410636925061,,10.71459129524495
a7al2q_07a399f87a92a0d2,"Mul(ZScore(Delta(open_interest_last,504)),ZScore(Delta(index_close,12)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,504,12,504|12,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::504|12,,local_mutation,00894a1a49a07cd3,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,2.8913250216304345,0.0004394284624981448,0.3829108673610471,,10.04810344086771
a7al2q_7add750c5afd623c,"Add(ZScore(Delta(open_interest_last,72)),Neg(ZScore(Mean(index_close,168))))",index_close|open_interest_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_last,index_close,72,168,72|168,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|index_close::72|168,,local_mutation,01c991132d5601f2,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,5.134074904213181,0.0021062902657964086,0.12602083141303347,,9.472215361583228
a7al2q_e7f3ac7f42ea12ab,"Mul(Abs(ZScore(Mean(open_interest_last,504))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,504,336,504|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::504|336,,local_mutation,004ae9006bad89c9,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,4.659831289898338,0.0005434376227946428,0.07703935846621808,,8.383606332896305
a7al2q_5283ae4eef4cf18b,"Mul(Abs(ZScore(Mean(open_interest_mean,504))),Abs(ZScore(Delta(index_close,336))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,504,336,504|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::504|336,,local_mutation,00f37160279b26f6,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,4.689491822912914,0.0005458892459526924,0.07783205825421698,,8.356397423039779
a7al2q_b73c1ada9ca478f6,"Mul(ZScore(Delta(open_interest_mean,504)),ZScore(Delta(index_close,336)))",index_close|open_interest_mean,open_interest|price,oi_delta_x_price_delta,open_interest_mean,index_close,504,336,504|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_mean|index_close::504|336,,local_mutation,009b138c9e83c9ee,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2,2,2,,False,2,2,2,2.013757769017457,0.0011534150015449199,0.1158816480781639,,8.139657232527464
a7al2q_cb8e24ab5beec723,"Mul(ZScore(Delta(open_interest_mean,168)),ZScore(Delta(index_close,168)))",index_close|open_interest_mean,open_interest|price,oi_delta_x_price_delta,open_interest_mean,index_close,168,168,168|168,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_mean|index_close::168|168,,local_mutation,01d398438ad5dd23,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,2,4.875185281464377,0.0003994873371355968,0.1730666420868283,,7.524302055671219
a7al2q_dca37c649bd07b2c,"Mul(ZScore(Delta(open_interest_last,96)),ZScore(Delta(index_close,12)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,96,12,96|12,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::96|12,,local_mutation,00ce52045ffa756a,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,1,3.931558666481806,-8.34500957998341e-05,0.42444464927643094,,7.4849912377183605
a7al2q_1a74d652104b593d,"Sub(ZScore(Delta(open_interest_mean,48)),ZScore(Delta(mark_close,96)))",mark_close|open_interest_mean,open_interest|price,delta_spread,open_interest_mean,mark_close,48,96,48|96,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|mark_close::48|96,,local_mutation,0169ec6178207c06,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,6.934076924610052,0.000885699708910156,0.1649184256613513,,6.451622784300104
a7al2q_e64593ae611d474b,"Mul(Abs(ZScore(Mean(open_interest_value_mean,336))),Abs(ZScore(Delta(index_close,12))))",index_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,index_close,336,12,336|12,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|index_close::336|12,,local_mutation,019756c551a97e3c,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,7.637260107994034,0.0012725933525378288,0.2665314775555351,,6.135333244543795
a7al2q_7ab7421584d602af,"Add(ZScore(Delta(open_interest_mean,24)),Neg(ZScore(Mean(index_close,72))))",index_close|open_interest_mean,open_interest|price,oi_delta_plus_neg_price_level,open_interest_mean,index_close,24,72,24|72,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_mean|index_close::24|72,,local_mutation,00d4fff14fff5cde,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,10.345429707737907,0.002107243994848083,0.1746889114204074,,4.261814287110177
a7al2q_5732109429ac7cd1,"Sub(ZScore(Mean(open_interest_value_last,12)),ZScore(Mean(trade_close,8)))",open_interest_value_last|trade_close,open_interest|price,level_spread,open_interest_value_last,trade_close,12,8,12|8,skeleton-3c104d6d475f05ac,a7al2q_local_oi_price::level_spread::open_interest_value_last|trade_close::12|8,,local_mutation,00bde55165e47e33,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,10.668791702950516,0.002289550215475929,0.005788551940270993,,4.120758512525413
a7al2q_ceda68bb417b5cad,"Mul(Abs(ZScore(Mean(open_interest_value_last,336))),Abs(ZScore(Delta(index_close,96))))",index_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_last,index_close,336,96,336|96,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_last|index_close::336|96,,local_mutation,002fef3fce4df845,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,9.941975815989,0.001419907878405975,0.13905429071803851,,3.9779320624169747
a7al2q_0b3baa3540853655,"Mul(Abs(ZScore(Mean(open_interest_mean,96))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_mean,index_close,96,24,96|24,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_mean|index_close::96|24,,local_mutation,00b7c371bfb3d17c,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2,2,2,,False,2,2,1,5.535108391312883,0.00011894077602673666,0.2122776292745875,,3.083832384713854
a7al2q_af8aba41cb19fdbe,"Sub(ZScore(Delta(open_interest_mean,24)),ZScore(Delta(trade_close,720)))",open_interest_mean|trade_close,open_interest|price,delta_spread,open_interest_mean,trade_close,24,720,24|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|trade_close::24|720,,local_mutation,00ea8614463284a9,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,11.433098588964327,0.0017152465866665672,0.18810950318001657,,2.78214799770224
a7al2q_ce8a620efc85d44a,"Mul(ZScore(Delta(open_interest_mean,48)),ZScore(Mean(trade_close,168)))",open_interest_mean|trade_close,open_interest|price,oi_delta_x_price_level,open_interest_mean,trade_close,48,168,48|168,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_mean|trade_close::48|168,,local_mutation,00e60f249772d16f,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,11.180745174847521,0.0014051017622984175,0.15597750944787536,,2.724356587450896
a7al2q_fe98f845b4729cb0,"Sub(ZScore(Delta(open_interest_mean,24)),ZScore(Delta(mark_close,720)))",mark_close|open_interest_mean,open_interest|price,delta_spread,open_interest_mean,mark_close,24,720,24|720,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_mean|mark_close::24|720,,local_mutation,01269740ca2c7391,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3,3,3,,False,3,3,3,11.56843899520526,0.0017073274988883777,0.18805419854364455,,2.638888503683117
a7al2q_070161fc8a8254ad,"Mul(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Delta(mark_close,720))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,72,720,72|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::72|720,,local_mutation,006002a10f76ed1a,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2,2,2,,False,2,2,2,6.998742326827476,0.0004910649847572353,0.09018342704396719,,2.4923226579297593
a7al2q_f77b6def03c43da1,"Add(ZScore(Mean(open_interest_mean,24)),Neg(ZScore(Delta(trade_close,336))))",open_interest_mean|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_mean,trade_close,24,336,24|336,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_mean|trade_close::24|336,,local_mutation,01ea6d94e97ad7fa,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1,1,1,,False,1,1,1,4.674226109752392,0.0013296641845631616,0.059710572402986446,,2.1554380748107693
