label_id,horizon,rows,numeric_clues,candidate_count,median_abs_corr,median_control_ratio,median_sign_flip_diagnostic_ratio
L3_liquidity_tier_relative_return,4,2048,114,2048,0.0020974779059029,2.705051235459034,1.0
L1_cross_sectional_relative_return,4,2048,101,2048,0.0024058424633052,2.7567099238284607,1.0
L1_cross_sectional_relative_return,24,2048,92,2048,0.0022594885139486497,1.84512078553497,1.0
L5_vol_adjusted_return,8,2048,88,2048,0.0021942819735786,1.698839469061089,1.0
L3_liquidity_tier_relative_return,8,2048,88,2048,0.0023632388600877,2.625578425185957,1.0
L1_cross_sectional_relative_return,8,2048,85,2048,0.0021283458325611,2.86086963675914,1.0
L3_liquidity_tier_relative_return,24,2048,74,2048,0.00222544910872335,2.1169546283223353,1.0
L5_vol_adjusted_return,4,2048,69,2048,0.0026276405628167,2.0205044002654877,1.0
L3_liquidity_tier_relative_return,1,2048,67,2048,0.0021846275826245,3.705598473259739,1.0
L1_cross_sectional_relative_return,1,2048,63,2048,0.00279358480949645,2.969038694953593,1.0
L5_vol_adjusted_return,24,2048,59,2048,0.00165209144923985,2.090008713579568,1.0
L5_vol_adjusted_return,1,2048,42,2048,0.0022418885655675997,3.19629255459836,1.0
L7_ranked_future_return,24,2048,0,2048,0.0049637240802686,1.00250917313923,1.0
L7_ranked_future_return,4,2048,0,2048,0.0038006334048918504,1.027739827843551,1.0
L7_ranked_future_return,8,2048,0,2048,0.0037187638248796498,1.0333381546768963,1.0
L7_ranked_future_return,1,2048,0,2048,0.0033161484850834,1.6976360732389701,1.0
L0_raw_forward_return,24,2048,0,2048,0.0022099343215828,1.8416430167947024,1.0
L0_raw_forward_return,8,2048,0,2048,0.00232868180704755,1.936184513529689,1.0
L0_raw_forward_return,4,2048,0,2048,0.0028268251313602498,1.99069137046224,1.0
L0_raw_forward_return,1,2048,0,2048,0.0029512727158497003,2.8307718256860426,1.0
