candidate_id,base_candidate_id,object_type,control_mode,production_family,expression,horizon,active_hours__fresh_may_2026,active_hours__recent_oos_2025H2_2026Apr,active_hours__train_2024,active_hours__validation_2025H1,gross_exposure_mean__fresh_may_2026,gross_exposure_mean__recent_oos_2025H2_2026Apr,gross_exposure_mean__train_2024,gross_exposure_mean__validation_2025H1,lag1_net_sum_10bps__fresh_may_2026,lag1_net_sum_10bps__recent_oos_2025H2_2026Apr,lag1_net_sum_10bps__train_2024,lag1_net_sum_10bps__validation_2025H1,lag1_net_sum_20bps__fresh_may_2026,lag1_net_sum_20bps__recent_oos_2025H2_2026Apr,lag1_net_sum_20bps__train_2024,lag1_net_sum_20bps__validation_2025H1,mean_ic__fresh_may_2026,mean_ic__recent_oos_2025H2_2026Apr,mean_ic__train_2024,mean_ic__validation_2025H1,net_sum_10bps__fresh_may_2026,net_sum_10bps__recent_oos_2025H2_2026Apr,net_sum_10bps__train_2024,net_sum_10bps__validation_2025H1,net_sum_20bps__fresh_may_2026,net_sum_20bps__recent_oos_2025H2_2026Apr,net_sum_20bps__train_2024,net_sum_20bps__validation_2025H1,turnover_mean__fresh_may_2026,turnover_mean__recent_oos_2025H2_2026Apr,turnover_mean__train_2024,turnover_mean__validation_2025H1
a7s2m_F0_open_interest_slow_12_030049ddb0ea,a7s2m_F0_open_interest_slow_12_030049ddb0ea,candidate,original,F0_open_interest_slow,"Decay(open_interest_value_change_24h,12)",12,492,7294,8739,4344,0.9742574257425741,0.9997258771929824,0.9960109414178254,1.0,-0.7628768126949016,-0.2755299567914886,0.49485500653249925,-0.4881742488138969,-0.7913768126949017,-0.7188632901248218,-0.014144993467499534,-0.7536742488138969,0.09194667121496393,-0.014841685067739177,-0.01504321617679969,-0.021831559762135952,-0.789954427218896,-0.24600980609463763,-0.24325373972567688,-0.5253622437234218,-0.8184544272188959,-0.6893431394279708,-0.7524204063923423,-0.7906955770567554,0.05643564356435644,0.06076388888888888,0.058031304612111534,0.06108041743400859
a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_row_shuffle_42b3457e3865,a7s2m_F0_open_interest_slow_12_030049ddb0ea,control,row_shuffle,F0_open_interest_slow,"Decay(open_interest_value_change_24h,12)",12,492,7294,8739,4344,0.9742574257425742,0.9997258771929824,0.9960109414178254,1.0,-0.3324209393415769,-5.669672286735899,-7.493397154488778,-3.2994124070086768,-0.7040876060082436,-11.145838953402567,-14.070063821155445,-6.557412407008677,0.00031269543464668647,0.0014452337745599693,0.0021641823623388236,-0.0038529702058869484,-0.29474355260242796,-5.414729916276162,-7.743984492475395,-3.2901535159774675,-0.666243552602428,-10.891063249609495,-14.321484492475395,-6.548153515977468,0.7356435643564356,0.7505939327485381,0.7496580806929565,0.75
a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_sign_flip_54e96d2cc26c,a7s2m_F0_open_interest_slow_12_030049ddb0ea,control,sign_flip,F0_open_interest_slow,"Decay(open_interest_value_change_24h,12)",12,492,7294,8739,4344,0.9742574257425741,0.9997258771929824,0.9960109414178254,1.0,0.7058768126949015,-0.6111367098751779,-1.5128550065325,-0.04282575118610299,0.6773768126949016,-1.0544700432085115,-2.0218550065324994,-0.3083257511861033,-0.09194667121496385,0.014841685067739285,0.015043216176799809,0.021831559762136056,0.732954427218896,-0.6406568605720291,-0.7750795936076578,-0.005304422943244402,0.7044544272188958,-1.0839901939053627,-1.2842462602743236,-0.27063775627657827,0.05643564356435644,0.06076388888888888,0.058031304612111534,0.06108041743400859
a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_time_shuffle_c2b32e2fc4d5,a7s2m_F0_open_interest_slow_12_030049ddb0ea,control,time_shuffle,F0_open_interest_slow,"Decay(open_interest_value_change_24h,12)",12,492,7280,8761,4334,0.9742574257425742,0.9978070175438597,0.9985183496694781,0.9976979742173112,-0.29628044652634106,-6.1530537830825605,-5.424715385505808,-2.4723155686741336,-0.6671137798596742,-11.604887116415894,-11.991382052172476,-5.711315568674134,-0.0002700551481038944,0.004349037415105662,0.0009087763661901094,-0.0021490509059376266,-0.28140728615703664,-6.270242509402013,-5.278423882261247,-2.7774383750899334,-0.6525739528237032,-11.721742509402013,-11.845757215594581,-6.0166050417566,0.734983498349835,0.7471902412280702,0.74849935415242,0.7456645181092696
a7s2m_F0_open_interest_slow_12_030049ddb0ea__ctrl_wrong_lag_816d9e67f8ad,a7s2m_F0_open_interest_slow_12_030049ddb0ea,control,wrong_lag,F0_open_interest_slow,"Decay(open_interest_value_change_24h,12)",12,492,7292,8715,4344,0.9742574257425742,0.9994517543859649,0.9932755869614771,1.0,-0.7895408019768229,2.0924823111521706,-2.2174492589836916,2.890535691560072,-0.8177074686434895,1.6476489778188375,-2.72394925898369,2.624535691560072,0.0862755131047814,-0.0215553496710205,-0.008751557689869592,-0.032710779289732476,-0.706275892193984,1.9837571743262639,-2.453303276879153,2.8226433400411146,-0.7344425588606507,1.538923840992931,-2.9598032768791525,2.5566433400411146,0.05577557755775577,0.060969480994152045,0.057727376339183956,0.06123388581952118
a7s2m_F0_open_interest_slow_12_19af77253e44,a7s2m_F0_open_interest_slow_12_19af77253e44,candidate,original,F0_open_interest_slow,"Decay(open_interest_change_4h,12)",12,492,7294,8759,4344,0.9742574257425742,0.9997258771929824,0.9982904034647823,1.0,-0.5259919420148231,-2.4248966137279515,-1.9211505253664505,-0.9685153792686296,-0.5886586086814899,-3.4458966137279514,-3.1984838586997837,-1.619515379268629,0.07689465006538182,0.003816791289026171,-0.004201954447759708,-0.00417997008817706,-0.4606987796416979,-2.6253364107916313,-2.8086156776279294,-1.3470469373290215,-0.5235321129750312,-3.6463364107916307,-4.08611567762793,-1.9978802706623544,0.12442244224422441,0.13993969298245615,0.14560063824937314,0.1498235113566605
a7s2m_F0_open_interest_slow_12_19af77253e44__ctrl_row_shuffle_420d49919491,a7s2m_F0_open_interest_slow_12_19af77253e44,control,row_shuffle,F0_open_interest_slow,"Decay(open_interest_change_4h,12)",12,492,7294,8759,4344,0.9742574257425742,0.9997258771929824,0.9982904034647823,1.0,-0.25022827709755463,-5.689063690440446,-6.449760331776387,-3.786721186750114,-0.6168949437642213,-11.19089702377378,-13.010093665109721,-7.030554520083447,-0.007916879868099337,0.003154134568901938,-0.0017660590771700839,0.0019919980198371927,-0.2268607009293334,-5.544760905640746,-6.114923114686864,-4.070249416759961,-0.593527367596,-11.04692757230741,-12.676089781353532,-7.313749416759961,0.726072607260726,0.7541346856725145,0.747796520021275,0.7466620626151013
a7s2m_F0_open_interest_slow_12_19af77253e44__ctrl_sign_flip_ac886bcf1a38,a7s2m_F0_open_interest_slow_12_19af77253e44,control,sign_flip,F0_open_interest_slow,"Decay(open_interest_change_4h,12)",12,492,7294,8759,4344,0.9742574257425742,0.9997258771929824,0.9982904034647823,1.0,0.4006586086814899,0.3828966137279516,-0.633516141300217,-0.33348462073137086,0.33799194201482324,-0.6381033862720483,-1.9108494746335496,-0.9844846207313703,-0.07689465006538174,-0.003816791289026099,0.0042019544477598335,0.004179970088177181,0.3350321129750312,0.5833364107916308,0.25361567762793,0.045380270662354505,0.272198779641698,-0.4376635892083689,-1.0238843223720702,-0.6054530626709784,0.12442244224422441,0.13993969298245615,0.14560063824937314,0.1498235113566605
a7s2m_F0_open_interest_slow_12_19af77253e44__ctrl_time_shuffle_7482123f8927,a7s2m_F0_open_interest_slow_12_19af77253e44,control,time_shuffle,F0_open_interest_slow,"Decay(open_interest_change_4h,12)",12,492,7290,8763,4342,0.9742574257425742,0.9991776315789473,0.9987462958741737,0.9995395948434622,-0.39627546388375173,-5.403149152388384,-6.530376416302542,-2.767085392845055,-0.7662754638837518,-10.849815819055049,-13.060043082969209,-5.989252059511722,-0.008599124452782948,-0.00043226022557609026,0.003381184708274504,-0.0013696074096419106,-0.3570729229406386,-5.612991817048557,-6.832780820208415,-2.792282756947138,-0.7269062562739719,-11.059325150381891,-13.363280820208416,-6.014616090280471,0.7323432343234324,0.7464820906432749,0.7443013448826077,0.7417894413750767
a7s2m_F0_open_interest_slow_12_19af77253e44__ctrl_wrong_lag_0405690f7ae8,a7s2m_F0_open_interest_slow_12_19af77253e44,control,wrong_lag,F0_open_interest_slow,"Decay(open_interest_change_4h,12)",12,492,7292,8735,4344,0.9742574257425742,0.9994517543859649,0.9955550490084341,1.0,-0.44740569843968914,0.26794918361593956,-0.015653495496049885,-0.23155969387559516,-0.5105723651063557,-0.75305081638406,-1.2886534954960498,-0.8837263605422616,0.08503894479504241,-0.008105512571338493,-0.0018714289879212505,-0.0032110235460202736,-0.37355634650531944,-0.03834881103812893,0.16383264536429976,-0.7767494945928752,-0.43672301317198614,-1.0593488110381286,-1.1091673546357,-1.4290828279262084,0.12508250825082506,0.13993969298245612,0.14508775928880785,0.15016881522406383
