decision,label_family,count
A7FF12S06_NUMERIC_CLUE,L0_raw_forward_return,3
A7FF12S06_NUMERIC_CLUE,L1_cross_sectional_relative_return,4
A7FF12S06_NUMERIC_CLUE,L3_liquidity_tier_relative_return,5
A7FF12S06_NUMERIC_CLUE,L5_vol_adjusted_return,8
A7FF12S06_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,11
HOLD_A7FF12S06_CONTROL_DOMINATED,L0_raw_forward_return,86
HOLD_A7FF12S06_CONTROL_DOMINATED,L1_cross_sectional_relative_return,87
HOLD_A7FF12S06_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,77
HOLD_A7FF12S06_CONTROL_DOMINATED,L5_vol_adjusted_return,91
HOLD_A7FF12S06_CONTROL_DOMINATED,L7_ranked_future_return,98
HOLD_A7FF12S06_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,20
HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,19
HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,18
HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,26
HOLD_A7FF12S06_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,37
HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L0_raw_forward_return,250
HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,250
HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,260
HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,235
HOLD_A7FF12S06_PRE_MAY_UNSTABLE,L7_ranked_future_return,214
