decision,label_family,count
A7FF10S01_NUMERIC_CLUE,L0_raw_forward_return,26
A7FF10S01_NUMERIC_CLUE,L1_cross_sectional_relative_return,25
A7FF10S01_NUMERIC_CLUE,L3_liquidity_tier_relative_return,32
A7FF10S01_NUMERIC_CLUE,L5_vol_adjusted_return,29
A7FF10S01_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,23
HOLD_A7FF10S01_CONTROL_DOMINATED,L0_raw_forward_return,128
HOLD_A7FF10S01_CONTROL_DOMINATED,L1_cross_sectional_relative_return,128
HOLD_A7FF10S01_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,113
HOLD_A7FF10S01_CONTROL_DOMINATED,L5_vol_adjusted_return,101
HOLD_A7FF10S01_CONTROL_DOMINATED,L7_ranked_future_return,117
HOLD_A7FF10S01_COST2_PROXY_FRAGILE,L0_raw_forward_return,3
HOLD_A7FF10S01_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,4
HOLD_A7FF10S01_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,3
HOLD_A7FF10S01_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,7
HOLD_A7FF10S01_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,7
HOLD_A7FF10S01_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,6
HOLD_A7FF10S01_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,25
HOLD_A7FF10S01_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,61
HOLD_A7FF10S01_PRE_MAY_UNSTABLE,L0_raw_forward_return,220
HOLD_A7FF10S01_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,220
HOLD_A7FF10S01_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,230
HOLD_A7FF10S01_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,229
HOLD_A7FF10S01_PRE_MAY_UNSTABLE,L7_ranked_future_return,183
