candidate_id,cell_id,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,source_field_families,expression,orientation,train_ic_mean,series,fold_id,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F0_validation_2025H1,4296,-5.092642624450367e-05,-0.4461154939018521,0.002939734669469258,-1.6213886163512663,-0.9569436838864487,0.1962290502793296,-0.21877992714638775,-0.39206788324509356,-0.21152123778648657,-0.3304932713001576,-0.06322674370765013,-0.008269664258027097,-0.0035854225230609544,0.0,0.0035762517212347463,0.036540788614256685,0.18227221594064813
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F0_recent_2025H2_2026Apr,7248,-3.477130375919679e-05,-0.3045966209305639,0.0019135829537731258,-1.7006922569939198,-1.3906640907365806,0.17591059602649006,-0.25202240964665834,-0.5993607861631285,-0.23303144790299668,-0.4562359410971203,-0.026154713187386276,-0.006304237541711788,-0.0029609732892908283,0.0,0.00267567158401997,0.036205389992641654,0.1778421633554084
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F1_high_realized_vol,3463,-1.3740286345510837e-05,-0.12036490838667493,0.0023751341704058284,-0.5414516590373463,-0.4659775896050998,0.19434016748483973,-0.04758261161450403,-0.4363163998505242,-0.055741287268952666,-0.3557645919061885,-0.017724190448626238,-0.008225123995901721,-0.003878111966635197,0.0,0.0037058719765054983,0.03723943672880104,0.18031896535527556
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F2_low_liquidity,3463,-7.268733465640436e-05,-0.6367410515901022,0.002588675618969093,-2.6280472177408067,-1.344634599532893,0.1778804504764655,-0.2517162399151283,-0.40942475688813684,-0.23173697293112083,-0.34241270482055464,-0.06322674370765013,-0.0048235193347068,-0.0025365862123320785,0.0,0.0024866461203286077,0.036741144451710964,0.17614097690288508
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F3_high_liquidity_high_vol,3341,-6.456338547705979e-05,-0.5655752567790437,0.002303761859562822,-2.623014940634725,-2.2675116478363213,0.18317868901526488,-0.21570627087885677,-0.4853080478012878,-0.20115108816227745,-0.38701343617891126,-0.017724190448626238,-0.008012587010438074,-0.0037783965574920224,0.0,0.003387171237988458,0.03697845298160886,0.17943626897905177
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F4_basis_dislocation,3463,2.770689399244402e-06,0.02427123913738096,0.0021613148564074286,0.11998359144557154,0.0824720842054866,0.17903551833670228,0.009594897389583364,-0.15515644799426415,0.001426401574013525,-0.1458128621735868,-0.06322674370765013,-0.006165430118360607,-0.002854446217144563,0.0,0.0030809697046157948,0.037001629836491565,0.17707834383915425
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F5_funding_neutral,5775,-7.513679443634542e-05,-0.6581983192623859,0.002290062955441072,-3.070840744828727,-1.7475582002208274,0.16987012987012987,-0.4339149878698948,-0.4981032733557078,-0.3619585631925404,-0.4010800577598509,-0.06322674370765013,-0.006117690650102813,-0.002793405776215178,0.0,0.0025466190077186117,0.03644457579363028,0.171844403514692
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F6_cross_symbol_dispersion,3463,-2.4881745341809062e-06,-0.021796408919424737,0.0023805673753850803,-0.09782557662023313,-0.059142522678894145,0.1542015593416113,-0.008616548411868478,-0.29998346095504064,-0.018320568594888398,-0.2635060895808302,-0.04520086572750062,-0.007752133701790282,-0.003225969480724038,0.0,0.0033409294500838624,0.0306424735987455,0.1409933521498932
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F7_trend_reversal,4178,-0.00011268605476138011,-0.9871298397096897,0.0039027401174799893,-2.702418432985492,-2.9544204543909416,0.5069411201531834,-0.47080233679304606,-0.7239536780905473,-0.3952615853858633,-0.5275420583307675,-0.06322674370765013,-0.01014553383920694,-0.005561242037390231,4.447272449429261e-05,0.005225349240723666,0.10038197571888784,0.4959409860414132
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,F8_low_vol_high_liquidity,478,-0.00022592918891115791,-1.9791396948617432,0.0020525544986512378,-10.302193414602813,-8.068428282163504,0.15481171548117154,-0.10799415229953348,-0.16310368986863108,-0.10328175156798403,-0.15119367073723955,-0.01248109201710558,-0.008002184381493742,-0.003936227827759493,0.0,0.0025845038329230146,0.030334728033472806,0.16527196652719664
