decision,label_family,count
A7FF12S05_NUMERIC_CLUE,L0_raw_forward_return,10
A7FF12S05_NUMERIC_CLUE,L1_cross_sectional_relative_return,10
A7FF12S05_NUMERIC_CLUE,L3_liquidity_tier_relative_return,10
A7FF12S05_NUMERIC_CLUE,L5_vol_adjusted_return,10
A7FF12S05_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,12
HOLD_A7FF12S05_CONTROL_DOMINATED,L0_raw_forward_return,89
HOLD_A7FF12S05_CONTROL_DOMINATED,L1_cross_sectional_relative_return,89
HOLD_A7FF12S05_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,77
HOLD_A7FF12S05_CONTROL_DOMINATED,L5_vol_adjusted_return,92
HOLD_A7FF12S05_CONTROL_DOMINATED,L7_ranked_future_return,103
HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,21
HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,21
HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,22
HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,32
HOLD_A7FF12S05_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,47
HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L0_raw_forward_return,240
HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,240
HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,251
HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,226
HOLD_A7FF12S05_PRE_MAY_UNSTABLE,L7_ranked_future_return,198
