stage_id,authorization_path,authorization_key,authorization_value,authorized_bool
A7AA-0,runtime/a7aa0_label_feature_response_contract/a7aa0_authorization_matrix.json,A7AA-0,"{""status"": ""PASS_A7AA0_LABEL_FEATURE_RESPONSE_CONTRACT_READY_FOR_A7AA1""}",False
A7AA-0,runtime/a7aa0_label_feature_response_contract/a7aa0_authorization_matrix.json,a7aa1_primitive_response_map,"{""authorized"": true}",True
A7AA-0,runtime/a7aa0_label_feature_response_contract/a7aa0_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AA-0,runtime/a7aa0_label_feature_response_contract/a7aa0_authorization_matrix.json,formula_search,"{""authorized"": false}",False
A7AA-0,runtime/a7aa0_label_feature_response_contract/a7aa0_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AA-1,runtime/a7aa1_primitive_response_map/a7aa1_authorization_matrix.json,A7AA-1,"{""status"": ""PASS_A7AA1_PRIMITIVE_RESPONSE_CANDIDATES_FOUND_FORMULA_SEARCH_STILL_HOLD""}",False
A7AA-1,runtime/a7aa1_primitive_response_map/a7aa1_authorization_matrix.json,a7aa2_feature_role_classification,"{""authorized"": true}",True
A7AA-1,runtime/a7aa1_primitive_response_map/a7aa1_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AA-1,runtime/a7aa1_primitive_response_map/a7aa1_authorization_matrix.json,formula_search,"{""authorized"": false}",False
A7AA-1,runtime/a7aa1_primitive_response_map/a7aa1_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AA-2,runtime/a7aa2_feature_role_classification/a7aa2_authorization_matrix.json,A7AA-2,"{""status"": ""PASS_A7AA2_FEATURE_ROLES_READY_FOR_SELECTOR_REWRITE_CONTRACT""}",False
A7AA-2,runtime/a7aa2_feature_role_classification/a7aa2_authorization_matrix.json,a7aa3_selector_rewrite_contract,"{""authorized"": true}",True
A7AA-2,runtime/a7aa2_feature_role_classification/a7aa2_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AA-2,runtime/a7aa2_feature_role_classification/a7aa2_authorization_matrix.json,formula_search,"{""authorized"": false}",False
A7AA-2,runtime/a7aa2_feature_role_classification/a7aa2_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AA-3,runtime/a7aa3_selector_rewrite_contract/a7aa3_authorization_matrix.json,A7AA-3,"{""status"": ""PASS_A7AA3_SELECTOR_REWRITE_CONTRACT_READY_FOR_A7AB0""}",False
A7AA-3,runtime/a7aa3_selector_rewrite_contract/a7aa3_authorization_matrix.json,a7ab0_selector_rewrite_dryrun_contract,"{""authorized"": true}",True
A7AA-3,runtime/a7aa3_selector_rewrite_contract/a7aa3_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AA-3,runtime/a7aa3_selector_rewrite_contract/a7aa3_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AA-3,runtime/a7aa3_selector_rewrite_contract/a7aa3_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-0,runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_authorization_matrix.json,A7AB-0,"{""status"": ""PASS_A7AB0_SELECTOR_REWRITE_DRYRUN_CONTRACT_READY_FOR_A7AB1""}",False
A7AB-0,runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_authorization_matrix.json,a7ab1_selector_rewrite_dryrun,"{""authorized"": true}",True
A7AB-0,runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AB-0,runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-0,runtime/a7ab0_selector_rewrite_dryrun_contract/a7ab0_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-1,runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,A7AB-1,"{""status"": ""PASS_A7AB1_SELECTOR_REWRITE_DRYRUN_READY_FOR_A7AB2_CONTRACT""}",False
A7AB-1,runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,A7AB-2_seed_constrained_micro_generation_contract,"{""authorized"": true}",True
A7AB-1,runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-1,runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-1,runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-1,runtime/a7ab1_selector_rewrite_dryrun/a7ab1_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-2,runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,A7AB-2,"{""status"": ""PASS_A7AB2_SEED_CONSTRAINED_MICRO_GENERATION_CONTRACT_READY_FOR_A7AB3_DRY_GENERATION""}",False
A7AB-2,runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,A7AB-3_seed_constrained_dry_generation,"{""authorized"": true}",True
A7AB-2,runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-2,runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,fast_replay,"{""authorized"": false}",False
A7AB-2,runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-2,runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-2,runtime/a7ab2_seed_constrained_micro_generation_contract/a7ab2_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-3,runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,A7AB-3,"{""status"": ""PASS_A7AB3_SEED_CONSTRAINED_DRY_GENERATION_READY_FOR_A7AB4_MATERIALIZATION_PREFLIGHT""}",False
A7AB-3,runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,A7AB-4_materialization_preflight,"{""authorized"": true}",True
A7AB-3,runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-3,runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,fast_replay,"{""authorized"": false}",False
A7AB-3,runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-3,runtime/a7ab3_seed_constrained_dry_generation/a7ab3_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-4,runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,A7AB-4,"{""status"": ""PASS_A7AB4_MATERIALIZATION_PREFLIGHT_READY_FOR_A7AB5_NUMERIC_REPLAY_CONTRACT""}",False
A7AB-4,runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,A7AB-5_numeric_replay_contract,"{""authorized"": true}",True
A7AB-4,runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-4,runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-4,runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-4,runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,numeric_replay_execution,"{""authorized"": false}",False
A7AB-4,runtime/a7ab4_materialization_preflight/a7ab4_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-5,runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,A7AB-5,"{""status"": ""PASS_A7AB5_NUMERIC_REPLAY_CONTRACT_READY_FOR_A7AB6_SMALL_REPLAY_PREFLIGHT""}",False
A7AB-5,runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,A7AB-6_small_numeric_replay_preflight,"{""authorized"": true}",True
A7AB-5,runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-5,runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-5,runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-5,runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,numeric_replay_execution_scope,"{""authorized"": true, ""horizons_h"": [1, 4], ""labels"": [""L7_ranked_future_return"", ""L1_cross_sectional_relative_return"", ""L0_raw_forward_return""], ""max_candidates"": 128, ""purpose"": ""bounded preflight only""}",True
A7AB-5,runtime/a7ab5_numeric_replay_contract/a7ab5_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-6,runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,A7AB-6,"{""status"": ""PASS_A7AB6_SMALL_NUMERIC_REPLAY_PREFLIGHT_CLUES_FOUND_EXECUTION_HOLD""}",False
A7AB-6,runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,A7AB-7_forensic_contract,"{""authorized"": true}",True
A7AB-6,runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-6,runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-6,runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-6,runtime/a7ab6_small_numeric_replay_preflight/a7ab6_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-7,runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,A7AB-7,"{""status"": ""PASS_A7AB7_CLUE_FORENSIC_CONTRACT_READY_FOR_A7AB8""}",False
A7AB-7,runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,A7AB-8_clue_forensic_execution,"{""authorized"": true}",True
A7AB-7,runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-7,runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-7,runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-7,runtime/a7ab7_clue_forensic_contract/a7ab7_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,A7AB-8,"{""status"": ""PASS_A7AB8_FORENSIC_SURVIVORS_FOUND_EXECUTION_HOLD""}",False
A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,A7AB-9_survivor_freeze_contract,"{""authorized"": true}",True
A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-8,runtime/a7ab8_clue_forensic_execution/a7ab8_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,A7AB-9,"{""status"": ""PASS_A7AB9_SURVIVOR_FREEZE_REPRESENTATIVE_POOL_WITH_WARNINGS""}",False
A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,A7AC-0_representative_forensic_contract,"{""authorized"": true}",True
A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AB-9,runtime/a7ab9_survivor_freeze_contract/a7ab9_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,A7AC-0,"{""status"": ""PASS_A7AC0_REPRESENTATIVE_FORENSIC_CONTRACT_READY_FOR_A7AC1_WITH_WARNINGS""}",False
A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,A7AC-1_representative_forensic_execution,"{""authorized"": true}",True
A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AC-0,runtime/a7ac0_representative_forensic_contract/a7ac0_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,A7AC-1,"{""status"": ""HOLD_A7AC1_REPRESENTATIVE_FORENSIC_PARTIAL_BLOCKERS""}",False
A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,A7AC-1R_representative_quarantine_contract,"{""authorized"": true}",True
A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,A7AC-2_label_diversification_and_neutralization_contract,"{""authorized"": false}",False
A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AC-1,runtime/a7ac1_representative_forensic_execution/a7ac1_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,A7AC-1R,"{""status"": ""PASS_A7AC1R_DIAGNOSTIC_SUBSET_FROZEN_READY_FOR_A7AC2_WITH_WARNINGS""}",False
A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,A7AC-2_label_diversification_and_neutralization_contract,"{""authorized"": true}",True
A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AC-1R,runtime/a7ac1r_representative_quarantine_contract/a7ac1r_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,A7AC-2,"{""status"": ""PASS_A7AC2_LABEL_DIVERSIFICATION_CONTRACT_READY_FOR_A7AC3""}",False
A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,A7AC-3_label_diversification_and_neutralization_diagnostic,"{""authorized"": true}",True
A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AC-2,runtime/a7ac2_label_diversification_contract/a7ac2_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,A7AC-3,"{""status"": ""HOLD_A7AC3_PARTIAL_LABEL_DIVERSIFICATION""}",False
A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,A7AC-4_neutralized_representative_contract,"{""authorized"": false}",False
A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AC-3,runtime/a7ac3_label_diversification_diagnostic/a7ac3_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,A7AD-0,"{""status"": ""PASS_A7AD0_RANKED_LABEL_TRANSLATION_CONTRACT_READY_FOR_A7AD1""}",False
A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,A7AD-1_ranked_label_translation_audit,"{""authorized"": true}",True
A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AD-0,runtime/a7ad0_ranked_label_translation_contract/a7ad0_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,A7AD-1,"{""status"": ""HOLD_A7AD1_RANKED_LABEL_TRANSLATION_TOO_NARROW""}",False
A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,A7AD-2_translated_candidate_forensic_contract,"{""authorized"": false}",False
A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,alpha_proof,"{""authorized"": false}",False
A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AD-1,runtime/a7ad1_ranked_label_translation_audit/a7ad1_authorization_matrix.json,shadow_paper_live,"{""authorized"": false}",False
A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,A7AE-0,"{""status"": ""PASS_A7AE0_LABEL_ADEQUACY_EXTENSION_CONTRACT_READY_FOR_A7AE1""}",False
A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,a7ae1_label_adequacy_response_map,"{""authorized"": true}",True
A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,formula_search,"{""authorized"": false}",False
A7AE-0,runtime/a7ae0_label_adequacy_extension_contract/a7ae0_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,A7AE-1,"{""status"": ""PASS_A7AE1_NON_RANK_LABEL_RESPONSE_CANDIDATES_FOUND_SEARCH_STILL_HOLD""}",False
A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,feature_role_review,"{""authorized"": true}",True
A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,formula_search,"{""authorized"": false}",False
A7AE-1,runtime/a7ae1_label_adequacy_response_map/a7ae1_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,A7AE-2,"{""status"": ""PASS_A7AE2_LABEL_ADEQUACY_ROLES_READY_FOR_SELECTOR_REWRITE_REVIEW""}",False
A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,formula_search,"{""authorized"": false}",False
A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AE-2,runtime/a7ae2_label_adequacy_role_review/a7ae2_authorization_matrix.json,selector_rewrite_review,"{""authorized"": true}",True
A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,A7AF-0,"{""status"": ""PASS_A7AF0_ROLE_AWARE_SELECTOR_CONTRACT_READY_FOR_A7AF1""}",False
A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,a7af1_role_aware_selector_dryrun,"{""authorized"": true}",True
A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AF-0,runtime/a7af0_role_aware_selector_contract/a7af0_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,A7AF-1,"{""status"": ""PASS_A7AF1_ROLE_AWARE_SELECTOR_DRYRUN_READY_FOR_A7AG0_CONTRACT""}",False
A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,a7ag0_role_aware_generation_contract,"{""authorized"": true}",True
A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,alpha_proof_shadow_paper_live,"{""authorized"": false}",False
A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,formula_search_execution,"{""authorized"": false}",False
A7AF-1,runtime/a7af1_role_aware_selector_dryrun/a7af1_authorization_matrix.json,large_search,"{""authorized"": false}",False
A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,A7AG-0,"{""status"": ""PASS_A7AG0_ROLE_AWARE_GENERATION_CONTRACT_READY_FOR_A7AG1_BLUEPRINT_DRYRUN""}",False
A7AG-0,runtime/a7ag0_role_aware_generation_contract/a7ag0_authorization_matrix.json,a7ag1_static_blueprint_dryrun,"{""authorized"": true}",True
