decision,label_family,count
A7FF25R3S01_NUMERIC_CLUE,L0_raw_forward_return,8
A7FF25R3S01_NUMERIC_CLUE,L1_cross_sectional_relative_return,8
A7FF25R3S01_NUMERIC_CLUE,L3_liquidity_tier_relative_return,9
A7FF25R3S01_NUMERIC_CLUE,L5_vol_adjusted_return,6
A7FF25R3S01_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,60
HOLD_A7FF25R3S01_CONTROL_DOMINATED,L0_raw_forward_return,125
HOLD_A7FF25R3S01_CONTROL_DOMINATED,L1_cross_sectional_relative_return,124
HOLD_A7FF25R3S01_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,128
HOLD_A7FF25R3S01_CONTROL_DOMINATED,L5_vol_adjusted_return,116
HOLD_A7FF25R3S01_CONTROL_DOMINATED,L7_ranked_future_return,211
HOLD_A7FF25R3S01_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF25R3S01_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF25R3S01_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF25R3S01_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,25
HOLD_A7FF25R3S01_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,26
HOLD_A7FF25R3S01_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,30
HOLD_A7FF25R3S01_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,34
HOLD_A7FF25R3S01_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,54
HOLD_A7FF25R3S01_PRE_MAY_UNSTABLE,L0_raw_forward_return,437
HOLD_A7FF25R3S01_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,437
HOLD_A7FF25R3S01_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,428
HOLD_A7FF25R3S01_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,440
HOLD_A7FF25R3S01_PRE_MAY_UNSTABLE,L7_ranked_future_return,271
