semantic_pair,decision,count
basis_premium_like|price_like,A7FF25R3S04_NUMERIC_CLUE,39
basis_premium_like|price_like,A7FF25R3S04_RANK_LABEL_DIAGNOSTIC_CLUE,80
basis_premium_like|price_like,HOLD_A7FF25R3S04_CONTROL_DOMINATED,662
basis_premium_like|price_like,HOLD_A7FF25R3S04_COST2_PROXY_FRAGILE,1
basis_premium_like|price_like,HOLD_A7FF25R3S04_ONE_BAR_LAG_FRAGILE,75
basis_premium_like|price_like,HOLD_A7FF25R3S04_PRE_MAY_UNSTABLE,1063
basis_premium_like|volatility_like,A7FF25R3S04_NUMERIC_CLUE,59
basis_premium_like|volatility_like,A7FF25R3S04_RANK_LABEL_DIAGNOSTIC_CLUE,32
basis_premium_like|volatility_like,HOLD_A7FF25R3S04_CONTROL_DOMINATED,415
basis_premium_like|volatility_like,HOLD_A7FF25R3S04_COST2_PROXY_FRAGILE,3
basis_premium_like|volatility_like,HOLD_A7FF25R3S04_ONE_BAR_LAG_FRAGILE,73
basis_premium_like|volatility_like,HOLD_A7FF25R3S04_PRE_MAY_UNSTABLE,818
