candidate_id,cell_id,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,source_field_families,expression,orientation,train_ic_mean,series,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure,active_hour_count
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,raw_10bp,validation_2025H1,4296,0.000683178472252958,5.984643416935912,0.0051828081329313835,12.337327523522672,15.88400299688162,0.6003258845437617,2.9349347167987077,-2.0906523410838744,16.74619701890569,-0.8783605634781404,-0.0320696003300748,-0.014735215102616888,-0.0077102033092897905,0.0009870387671086476,0.00894131284441518,0.00574296712401409,0.3779803681262418,4296
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,raw_10bp,recent_oos_2025H2_2026Apr,7248,0.00012275662124691314,1.0753480021229591,0.005208688776139466,2.2058123846757987,3.0824284270544453,0.5372516556291391,0.8897399907976264,-2.5622830883886603,1.2061212416930593,-0.9268657790177082,-0.02585874198349271,-0.014892825880496017,-0.00855374042169613,0.000421382829844454,0.0077074545302426595,0.006620026923760825,0.4198249375606142,7248
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,raw_10bp,fresh_forward_2026May,416,3.660080801479825e-05,0.32062307820963265,0.0047031192528057065,0.7283778582794933,0.7582867180591041,0.44471153846153844,0.01522593613415607,-0.3942440931470106,0.010655450594771798,-0.3275068055127568,-0.031950857183941216,-0.009092472524061921,-0.00495868628284447,0.0,0.0066523927237542736,0.007598114419914084,0.4393482586922195,367
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,raw_20bp,validation_2025H1,4296,0.000677435505128944,5.934335024929549,0.005183355703969496,12.232324536035202,15.743999695433628,0.6000931098696461,2.9102629300339435,-2.096092199125107,16.31378685970797,-0.8790227133759377,-0.03213224140546815,-0.014735215102616888,-0.0077102033092897905,0.0009862372271713955,0.00894131284441518,0.00574296712401409,0.3779803681262418,4296
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,raw_20bp,recent_oos_2025H2_2026Apr,7248,0.00011613659432315232,1.0173565662708144,0.005208834936598571,2.0867986358481962,2.915256821018475,0.5364238410596026,0.841758035654208,-2.581783708732913,1.1027643076826905,-0.9282792988106028,-0.02594207531682604,-0.014898660833869308,-0.00855374042169613,0.000418609599662142,0.0077074545302426595,0.006620026923760825,0.4198249375606142,7248
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,raw_20bp,fresh_forward_2026May,416,2.9002693594884046e-05,0.25406359589118427,0.004705494039113854,0.5768795714287425,0.6004841668736308,0.44471153846153844,0.012065120535471763,-0.3956607598136772,0.007461301103627527,-0.32846342295455033,-0.032034190517274554,-0.009175805857395256,-0.0050211862828444705,0.0,0.0066523927237542736,0.007598114419914084,0.4393482586922195,367
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,residual_vs_funding_10bp,validation_2025H1,4296,0.0004703241973548748,4.120039968828703,0.005171834594160944,8.511473459935882,10.980281042139142,0.582635009310987,2.020512751836542,-2.2973271494636154,6.117073968060158,-0.9011239533821576,-0.032026827526743816,-0.014454138751627262,-0.008014795751557842,0.0007745425605547825,0.008751612424578281,0.00574296712401409,0.3779803681262418,4296
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,residual_vs_funding_10bp,recent_oos_2025H2_2026Apr,7248,-7.588135716823611e-05,-0.6647206887937483,0.0051892126930512495,-1.368628789224913,-1.9007607455325175,0.5176600441501104,-0.5499880767553753,-3.2847142201658763,-0.4767839006749257,-0.964481678817251,-0.0256693998337874,-0.015139804212089783,-0.008692238074134245,0.00022796640332457826,0.007461436919459514,0.006620026923760825,0.4198249375606142,7248
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,residual_vs_funding_10bp,fresh_forward_2026May,416,-0.00012143321185239606,-1.0637549358269895,0.004674847742580991,-2.4312077106556864,-2.644530468133111,0.47115384615384615,-0.05051621613059676,-0.41968308493446327,-0.05360216367279136,-0.34496877979086926,-0.03213476572937413,-0.009058417383921257,-0.005202642341936514,-9.238627486776052e-05,0.00643158374545321,0.007598114419914084,0.4393482586922195,367
a7o_l1_C0004_1648,C0004,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,liquidity,"SafeDiv(TSMean(ResidualizeVsFundingCore(Add(Mul(TSRank(quote_volume_mean_24,24),ZScore(TSMean(quote_volume_mean_12,48))),Rank(TSMean(quote_volume_mean_24,20)))),24),Clip(Abs(TSMean(quote_volume_mean_12,4)),0.05,4.0))",1.0,0.07079477936686306,residual_vs_core4_10bp,validation_2025H1,4296,0.00048099444101821505,4.213511303319564,0.005176377988642551,8.696933081847076,11.187460341435436,0.5849627560521415,2.066352118614252,-2.324236937621154,6.449995129721074,-0.9037439329581883,-0.032187709426252285,-0.014813662959234796,-0.007904965334085889,0.0007801023212071907,0.008729353402454497,0.00574296712401409,0.3779803681262418,4296
