candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status,execution_lag_1bar_raw_10bp__fresh_forward_2026May,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr,execution_lag_1bar_raw_10bp__validation_2025H1,raw_10bp__fresh_forward_2026May,raw_10bp__recent_oos_2025H2_2026Apr,raw_10bp__validation_2025H1,raw_20bp__fresh_forward_2026May,raw_20bp__recent_oos_2025H2_2026Apr,raw_20bp__validation_2025H1,residual_vs_core4_10bp__fresh_forward_2026May,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr,residual_vs_core4_10bp__validation_2025H1,residual_vs_funding_10bp__fresh_forward_2026May,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr,residual_vs_funding_10bp__validation_2025H1,min_fold_component,positive_fold_rate,mean_turnover,mean_gross_exposure,pilot_rank_score,candidate_decision,reject_reasons,liquidity_volatility_flag,diversity_adjusted_rank_score,deep_selection_stage,deep_audit_status,deep_selection_policy,liquidity_volatility_deep_cap,liquidity_volatility_deep_forced_fill_count,return_corr_cluster
a7o_l1_C0064_0386,C0064,386,H05_volatility_structure_ex_liquidity_mul,P11_volatility_basis,NegRank,H48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F8_low_vol_high_liquidity,mark_index_ratio;realized_vol_12,basis;volatility,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(ZScore(Decay(Neg(Rank(Decay(realized_vol_12,20))),16)))),-4.0,4.0),Rank(TSMean(mark_index_ratio,24)))",ab1a5cc4a7a98bfa,48,generated_candidate,original,0.2797,False,False,selected_for_strict_replay,-17.954462961868085,3.752740904899219,5.649045340990091,-18.02151028435053,3.8230746621722393,5.7702073830179295,-18.38553805031893,3.380935951155245,5.378400466841914,-15.080431403358663,6.189277059488348,8.052027255435393,-14.661941438344952,6.263283745291043,7.888529353868062,2.0,1.0,0.048699089823778206,0.36053713704780294,2.9878252275440556,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,False,2.9878252275440556,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_000
a7o_l1_C0064_1454,C0064,1454,H05_volatility_structure_ex_liquidity_mul,P11_volatility_basis,NegRank,H48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F8_low_vol_high_liquidity,mark_index_ratio;realized_vol_24,basis;volatility,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Mul(SafeDiv(ZScore(TSMean(realized_vol_24,24)),Clip(Abs(ZScore(TSMean(mark_index_ratio,48))),0.05,3.0)),Neg(Rank(Decay(realized_vol_24,72)))))),-4.0,4.0),Rank(TSMean(mark_index_ratio,12)))",582e4a8e5ed5ca55,48,generated_candidate,original,0.2807,False,False,selected_for_strict_replay,-13.673135361404942,4.324893752265304,3.78329427402625,-13.636771277085172,4.321766160853581,3.7898105132100564,-14.30528970878013,3.650739644738424,3.1574976396185157,-9.448217156364805,8.04935230749381,7.4497340529167335,-9.09490212590932,8.109065026907055,7.312918515265818,1.2179463598429492,1.0,0.07503254599304703,0.39396844856310187,2.1991882233446876,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,False,2.1991882233446876,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_001
a7o_l1_C0064_0565,C0064,565,H05_volatility_structure_ex_liquidity_mul,P11_volatility_basis,NegRank,H48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F8_low_vol_high_liquidity,premium_index;realized_vol_12,basis;volatility,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(Neg(Rank(Decay(realized_vol_12,30))),ZScore(TSMean(premium_index,10)))))),-4.0,4.0),Rank(TSMean(premium_index,6)))",a6f89e242a1e608b,48,generated_candidate,original,0.2847,False,False,selected_for_strict_replay,0.0,1.9629938117055583,3.7059995495649964,0.0,2.1226877752119604,3.6995224154672535,0.0,1.5901909828927474,3.182275363415835,0.0,2.1226877752119604,3.6995224154672535,0.0,2.1226877752119604,3.6995224154672535,0.8105256911487689,1.0,0.06245497207028936,0.24759947099189253,1.7949119481311968,A7O_PILOT_RESEARCH_CANDIDATE,,False,1.7949119481311968,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_002
a7o_l1_C0065_1550,C0065,1550,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,RegimeMaskNonMay,H24,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F7_trend_reversal,realized_vol_24;ret_24,price;volatility,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Mul(Rank(TSMean(realized_vol_24,10)),RegimeMaskNonMay(F7_trend_reversal,Mul(Rank(TSMean(ret_24,6)),ZScore(TSMean(realized_vol_24,8))))))),-4.0,4.0),ZScore(TSStd(ret_24,48)))",a2a725411ea72dc2,24,generated_candidate,original,0.3048,False,False,selected_for_strict_replay,0.0,1.3915378713311781,0.5811235834909081,0.0,1.38622696217333,0.7479953814489042,0.0,1.0563773484867958,0.39438039075989123,0.0,1.38622696217333,0.7479953814489042,0.0,1.38622696217333,0.7479953814489042,-0.25184753768890666,0.9846153846153847,0.041935261874475396,0.19926990970320063,0.7222840314578591,A7O_PILOT_RESEARCH_CANDIDATE,,False,0.7222840314578591,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_003
a7o_l1_C0065_0872,C0065,872,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,RegimeMaskNonMay,H24,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F7_trend_reversal,realized_vol_6;ret_6,price;volatility,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(TSRank(Sub(TSMean(RegimeMaskNonMay(F7_trend_reversal,Mul(Rank(TSMean(realized_vol_6,16)),ZScore(TSMean(ret_6,20)))),24),TSMean(realized_vol_6,30)),36))),-4.0,4.0),ZScore(TSStd(realized_vol_6,8)))",4f06614a590649bc,24,generated_candidate,original,0.3058,False,False,selected_for_strict_replay,0.0,-0.001314660667106061,0.11892406507169623,0.0,-0.023083411265026457,0.1300588493489156,0.0,-0.0788808726336799,0.03796300013926918,0.0,-0.023083411265026457,0.1300588493489156,0.0,-0.023083411265026457,0.1300588493489156,-0.3050309842251118,0.7230769230769231,0.007870210300834724,0.03414379909257153,0.41607838627660254,A7O_PILOT_REJECTED,raw_recent_nonpositive;cost20_recent_nonpositive;lag1_recent_nonpositive;residual_funding_recent_nonpositive,False,0.41607838627660254,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_004
a7o_l1_C0065_1258,C0065,1258,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,RegimeMaskNonMay,H24,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F7_trend_reversal,realized_vol_6;ret_12,price;volatility,"Sub(Clip(ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(SmoothInteraction(RegimeMaskNonMay(F7_trend_reversal,Mul(Rank(TSMean(ret_12,24)),ZScore(TSMean(realized_vol_6,30)))),TSStd(ret_12,72))))),-4.0,4.0),ZScore(TSStd(ret_12,36)))",4badb755bcd02284,24,generated_candidate,original,0.3038,False,False,selected_for_strict_replay,0.0,1.8294365744530436,0.0215844015520002,0.0,1.8745122777627692,0.07057437897338927,0.0,1.5381212092756773,-0.2636436474427948,0.0,1.8745122777627692,0.07057437897338927,0.0,1.8745122777627692,0.07057437897338927,-0.5532815858025519,0.9076923076923077,0.04190538496706329,0.19720989457327756,0.34393437564798995,A7O_PILOT_RESEARCH_CANDIDATE,,False,0.34393437564798995,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_005
a7o_l1_C0066_0278,C0066,278,H05_volatility_structure_ex_liquidity_mul,P8_regime_state,TSRankMul,mixed_12_48,same_symbol_rank,Core4,lag_stable,F1_high_realized_vol,quote_volume_mean_24;realized_vol_24,liquidity;volatility,"Sub(Decay(ResidualizeVsCore4(Mul(TSRank(quote_volume_mean_24,48),Mul(TSRank(quote_volume_mean_24,20),ZScore(TSMean(realized_vol_24,30))))),24),Rank(TSMean(realized_vol_24,24)))",1d170bf867d90e17,48,generated_candidate,original,0.30630000000000007,False,False,selected_for_strict_replay,1.7998727066232691,1.773046216740712,4.334644212770512,2.571042906636844,1.7900813571307945,4.378130662390482,2.3177426351994703,1.5033147878206514,4.180931371475016,1.9409323655214292,1.2021944110118052,3.7964414537981956,2.134316111830389,1.201431986252057,3.736290015066523,1.201431986252057,1.0,0.029296281305697242,0.3856134144503199,2.194107915925633,A7O_PILOT_RESEARCH_CANDIDATE,,True,1.8941079159256329,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_006
a7o_l1_C0066_0969,C0066,969,H05_volatility_structure_ex_liquidity_mul,P8_regime_state,TSRankMul,mixed_12_48,same_symbol_rank,Core4,lag_stable,F1_high_realized_vol,quote_volume_mean_24;realized_vol_24,liquidity;volatility,"Sub(Decay(ResidualizeVsCore4(Rank(Delta(Mul(TSRank(quote_volume_mean_24,96),ZScore(TSMean(realized_vol_24,36))),72))),36),Rank(TSMean(realized_vol_24,36)))",4b4a16546ea4c4f3,72,generated_candidate,original,0.3183000000000001,False,False,selected_for_strict_replay,3.332548741560993,6.373085121443873,5.891849269899899,3.2084909875011207,6.453159032863947,5.944374037772161,3.028497042808955,6.319283512598719,5.866093007749728,8.267390049410293,10.959483020178412,10.3695889845981,8.677011171497647,11.030772322514975,10.210062160478026,0.7693284992947206,1.0,0.0130742466639453,0.3095487081322786,1.766059937628734,A7O_PILOT_RESEARCH_CANDIDATE,,True,1.466059937628734,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_007
a7o_l1_C0066_1446,C0066,1446,H05_volatility_structure_ex_liquidity_mul,P8_regime_state,TSRankMul,mixed_12_48,same_symbol_rank,Core4,lag_stable,F1_high_realized_vol,quote_volume_mean_24;realized_vol_24,liquidity;volatility,"Sub(Decay(ResidualizeVsCore4(RollingMin(Add(Mul(TSRank(quote_volume_mean_24,16),ZScore(TSMean(realized_vol_24,24))),Rank(TSMean(realized_vol_24,8))),4)),60),Rank(TSMean(realized_vol_24,60)))",f07d4e97125a863b,12,generated_candidate,original,0.3103000000000001,False,False,selected_for_strict_replay,-3.671945112513462,1.604386968212205,1.883727608033801,-3.827926568942689,1.638093690454381,1.8793328346871496,-3.9998977227888433,1.4663706053734864,1.7136389635510003,0.026842717030483878,5.036358834834674,5.210590590196717,0.6345960781236683,5.10087004314334,4.992077066448845,0.35577639357216245,1.0,0.01901997407623664,0.4930949071120019,1.3510214000531033,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail,True,1.0510214000531033,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_008
a7o_l1_C0067_0368,C0067,368,H00_low_turnover_robust,P0_price_return,TSMeanRank,H24,same_symbol_zscore,none,lag_stable,F9_liquidity_shock,ret_12;ret_24,price,"TSMean(Clip(Decay(ResidualizeVsFundingCore(Add(Rank(TSMean(ret_24,24)),Rank(TSMean(ret_24,48)))),8),-3.0,3.0),12)",02496a8e7038558a,24,generated_candidate,original,0.1785,False,False,selected_for_strict_replay,-10.881724288769012,1.4263136172849482,5.848907909367555,-11.121910696019034,1.4127033063236443,5.557532450302649,-11.279654081771778,1.2613955264088574,5.423758810740113,-9.339360780840725,3.214812603150481,7.362512746475998,-9.31378518380169,3.2131248061762507,7.355256614038236,0.5461552483437934,1.0,0.01642786357708781,0.4534372870778441,1.5420482824495214,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,False,1.5420482824495214,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_009
