seed_id,semantic_pair,operator,operator_origin,expression,materialization_status,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std,stale_signal,sign_flip_signal,time_shuffle_signal,symbol_shuffle_signal,stale_signal_corr,sign_flip_signal_corr,time_shuffle_signal_corr,symbol_shuffle_signal_corr,abs_stale_corr,abs_time_shuffle_corr,abs_symbol_shuffle_corr,active_ratio_num,stale_risk_tier
a7ffcore48se_0000,basis_premium_like,AbsDelta,repaired_native_proxy,"Abs(Delta(index_close,4))",pass,6949596,6937156,6937156,12440,0,6935738,0.99821,0.998006,45.4731976729,6937156,6937156,6925702,6916136,0.8229218359488898,-1.0,0.5192020638426552,-0.0013044777205766,0.8229218359488898,0.5192020638426552,0.0013044777205766,0.998006,high
a7ffcore48se_0001,basis_premium_like,CSRank,native,CSRank(mark_trade_basis_bps),pass,6949596,6946888,6946888,2708,0,6946888,0.99961,0.99961,0.282981677,6946888,6946888,6935434,6925864,0.1085897836451037,-0.9999999999999998,0.074152755693184,0.0022925467350224,0.1085897836451037,0.074152755693184,0.0022925467350224,0.99961,low
a7ffcore48se_0002,basis_premium_like,Delta,native,"Delta(mark_trade_basis_bps,4)",pass,6949596,6944882,6944882,4714,0,6177599,0.999322,0.888915,45.0772939776,6944882,6944882,6933428,6923862,0.7113693484595378,-1.0,-0.0214386400220669,0.0019943760755383,0.7113693484595378,0.0214386400220669,0.0019943760755383,0.888915,medium
a7ffcore48se_0004,basis_premium_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(index_close,4))",pass,6949596,6937156,6937156,12440,0,6937156,0.99821,0.99821,0.2886741853,6937156,6937156,6925702,6916136,0.5861128699900862,-1.0,-0.0139042979800187,0.0157477384370525,0.5861128699900862,0.0139042979800187,0.0157477384370525,0.99821,medium
a7ffcore48se_0005,basis_premium_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(index_close,16)))",pass,6949596,6931617,6931617,17979,0,6931616,0.997413,0.997413,0.0012854512,6931617,6931617,6920163,6910608,0.9514478927506276,-1.0,0.1121071742035987,0.0042597876963843,0.9514478927506276,0.1121071742035987,0.0042597876963843,0.997413,high
a7ffcore48se_0006,basis_premium_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(index_close,4)),-3,3)",pass,6949596,6937156,6937156,12440,0,6937156,0.99821,0.99821,0.2408028855,6937156,6937156,6925702,6916136,0.5257580149803401,-1.0,-0.0015705975060812,0.0288945092551613,0.5257580149803401,0.0015705975060812,0.0288945092551613,0.99821,medium
a7ffcore48se_0007,basis_premium_like|basis_premium_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6923764,0.997891,0.996283,45.5273056972,6934936,6934936,6923482,6913916,0.1989200932900436,-1.0,0.0327001720263567,7.796061975144249e-05,0.1989200932900436,0.0327001720263567,7.796061975144249e-05,0.996283,low
a7ffcore48se_0008,basis_premium_like|basis_premium_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(premium_close_bps,4)))",pass,6949596,6939954,6939954,9642,0,5466151,0.998613,0.786542,0.5142172824,6939954,6939954,6928500,6918934,0.0513549359982539,-1.0,0.0069381274901959,0.0773624003145201,0.0513549359982539,0.0069381274901959,0.0773624003145201,0.786542,low
a7ffcore48se_0009,basis_premium_like|basis_premium_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(premium_close_bps,4)))",pass,6949596,6939942,6939942,9654,0,6173649,0.998611,0.888346,703.0999409836,6939942,6939942,6928488,6918922,0.7485513095194172,-1.0,0.0002607487952828,2.386218080920373e-06,0.7485513095194172,0.0002607487952828,2.386218080920373e-06,0.888346,medium
a7ffcore48se_0010,basis_premium_like|basis_premium_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6924957,0.997891,0.996455,0.9987336272,6934936,6934936,6923482,6913916,0.1521948774753487,-1.0,0.0341149012764056,-0.0001606226570456,0.1521948774753487,0.0341149012764056,0.0001606226570456,0.996455,low
a7ffcore48se_0011,basis_premium_like|basis_premium_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6924957,0.997891,0.996455,0.578195331,6934936,6934936,6923482,6913916,0.0689589098229545,-1.0,0.003758492341008,0.0638138804622867,0.0689589098229545,0.003758492341008,0.0638138804622867,0.996455,low
a7ffcore48se_0012,basis_premium_like|basis_premium_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(mark_index_basis_bps,16)))",pass,6949596,6929364,6929364,20232,0,6929364,0.997089,0.997089,1.4095782568,6929364,6929364,6917910,6908355,0.9969931256332676,-1.0,0.8458865108549187,-0.0120274506416246,0.9969931256332676,0.8458865108549187,0.0120274506416246,0.997089,high
a7ffcore48se_0013,basis_premium_like|basis_premium_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6924957,0.997891,0.996455,0.2408189564,6934936,6934936,6923482,6913916,0.0810729904379878,-1.0,0.0086240725124937,0.0024953869836156,0.0810729904379878,0.0086240725124937,0.0024953869836156,0.996455,low
a7ffcore48se_0023,basis_premium_like|generic_numeric,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(source_metrics,4)))",pass,6949596,15447,15447,6934149,0,13920,0.002223,0.002003,16087.9598659055,15447,15447,15447,15399,0.999875381625274,-1.0,0.4798445342546164,-0.0001866745688159,0.999875381625274,0.4798445342546164,0.0001866745688159,0.002003,high
a7ffcore48se_0028,basis_premium_like|liquidity_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6932123,0.99821,0.997486,45.5182922284,6937156,6937156,6925702,6916136,0.3640796690812978,-1.0,0.1241217380289163,0.0003265356068842,0.3640796690812978,0.1241217380289163,0.0003265356068842,0.997486,medium
a7ffcore48se_0029,basis_premium_like|liquidity_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6944896,6944896,4700,0,6940660,0.999324,0.998714,0.5754660535,6944896,6944896,6933442,6923876,0.2209372975265219,-1.0,0.0851638213282506,0.2070389503624436,0.2209372975265219,0.0851638213282506,0.2070389503624436,0.998714,low
a7ffcore48se_0030,basis_premium_like|liquidity_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(taker_buy_quote_volume,4)))",pass,6949596,6944882,6944882,4714,0,6177599,0.999322,0.888915,237.5735316444,6944882,6944882,6933428,6923862,0.1439820828206674,-1.0,0.0003071328549945,3.8087435081124097e-06,0.1439820828206674,0.0003071328549945,3.8087435081124097e-06,0.888915,low
a7ffcore48se_0031,basis_premium_like|liquidity_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937250,6937250,12346,0,6933538,0.998223,0.997689,0.9985696565,6937250,6937250,6925796,6916230,0.3418225279567329,-1.0,0.1934676176796949,-0.0013084490239697,0.3418225279567329,0.1934676176796949,0.0013084490239697,0.997689,medium
a7ffcore48se_0032,basis_premium_like|liquidity_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6933444,0.99821,0.997676,0.5783861824,6937156,6937156,6925702,6916136,0.264142560187424,-1.0,0.0814050090260386,0.2016434980493683,0.264142560187424,0.0814050090260386,0.2016434980493683,0.997676,medium
a7ffcore48se_0034,basis_premium_like|liquidity_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6933444,0.99821,0.997676,0.2407616251,6937156,6937156,6925702,6916136,0.1793942946251481,-1.0,0.0044726588582062,0.0067543525642693,0.1793942946251481,0.0044726588582062,0.0067543525642693,0.997676,low
a7ffcore48se_0035,basis_premium_like|positioning_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(open_interest_last,4)))",pass,6949596,6930678,6930678,18918,0,6929334,0.997278,0.997084,45.5384938702,6930678,6930678,6919224,6909672,0.5765007621495987,-1.0,0.0339912387217248,7.57621871670179e-05,0.5765007621495987,0.0339912387217248,7.57621871670179e-05,0.997084,medium
a7ffcore48se_0036,basis_premium_like|positioning_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(open_interest_last,4)))",pass,6949596,6937886,6937886,11710,0,6937863,0.998315,0.998312,0.5745503629,6937886,6937886,6926432,6916880,0.4700188897394289,-1.0,0.0152836315913935,0.0194235444923064,0.4700188897394289,0.0152836315913935,0.0194235444923064,0.998312,medium
a7ffcore48se_0037,basis_premium_like|positioning_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(open_interest_last,4)))",pass,6949596,6937872,6937872,11724,0,6171448,0.998313,0.88803,19.3698876679,6937872,6937872,6926418,6916866,0.0329711594916096,-1.0,0.0111165637932734,-6.488504014247139e-05,0.0329711594916096,0.0111165637932734,6.488504014247139e-05,0.88803,low
a7ffcore48se_0038,basis_premium_like|positioning_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(open_interest_last,4)))",pass,6949596,6930772,6930772,18824,0,6930749,0.997291,0.997288,0.9988115061,6930772,6930772,6919318,6909766,0.6118422950567314,-1.0,0.0409698650613166,-8.791516973253373e-05,0.6118422950567314,0.0409698650613166,8.791516973253373e-05,0.997288,medium
a7ffcore48se_0039,basis_premium_like|positioning_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(open_interest_last,4)))",pass,6949596,6930678,6930678,18918,0,6930655,0.997278,0.997275,0.5780833466,6930678,6930678,6919224,6909672,0.5453796909876093,-1.0,0.0164092182883315,0.0203247676226157,0.5453796909876093,0.0164092182883315,0.0203247676226157,0.997275,medium
a7ffcore48se_0041,basis_premium_like|positioning_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(open_interest_last,4)))",pass,6949596,6930678,6930678,18918,0,6930655,0.997278,0.997275,0.2408116859,6930678,6930678,6919224,6909672,0.3438047735898044,-1.0,0.0186896765071064,0.0010245948205237,0.3438047735898044,0.0186896765071064,0.0010245948205237,0.997275,medium
a7ffcore48se_0042,basis_premium_like|price_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935682,6935682,13914,0,6915912,0.997998,0.995153,45.524216224,6935682,6935682,6924228,6914665,-0.0131457226580311,-1.0,-0.0036127945237333,0.0004464435854051,0.0131457226580311,0.0036127945237333,0.0004464435854051,0.995153,low
a7ffcore48se_0043,basis_premium_like|price_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(trade_return_1h,4)))",pass,6949596,6943402,6943402,6194,0,6924358,0.999109,0.996368,0.5748544779,6943402,6943402,6931948,6922385,-0.0128691841640424,-0.9999999999999998,-0.0052261221798781,0.2956455359645537,0.0128691841640424,0.0052261221798781,0.2956455359645537,0.996368,low
a7ffcore48se_0044,basis_premium_like|price_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(trade_return_1h,4)))",pass,6949596,6943388,6943388,6208,0,6176375,0.999107,0.888739,481.4009563235,6943388,6943388,6931934,6922371,-0.2011595468658477,-1.0,-0.0003630123734466,1.14457843733055e-05,0.2011595468658477,0.0003630123734466,1.14457843733055e-05,0.888739,low
a7ffcore48se_0045,basis_premium_like|price_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935776,6935776,13820,0,6917286,0.998011,0.995351,0.9985875142,6935776,6935776,6924322,6914759,-0.0299914326341415,-1.0,-0.0037496599065377,-0.001511017714401,0.0299914326341415,0.0037496599065377,0.001511017714401,0.995351,low
a7ffcore48se_0046,basis_premium_like|price_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935682,6935682,13914,0,6917192,0.997998,0.995337,0.5769235834,6935682,6935682,6924228,6914665,-0.0183602354623813,-1.0,0.0020902253566462,0.2860192987355493,0.0183602354623813,0.0020902253566462,0.2860192987355493,0.995337,low
a7ffcore48se_0047,basis_premium_like|price_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(trade_return_1h,16)))",pass,6949596,6923471,6923471,26125,0,6923471,0.996241,0.996241,1.4093887597,6923471,6923471,6912017,6902479,0.96559933491822,-1.0,0.4984641604175159,0.0011899088226702,0.96559933491822,0.4984641604175159,0.0011899088226702,0.996241,high
a7ffcore48se_0048,basis_premium_like|price_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(trade_return_1h,4)))",pass,6949596,6935682,6935682,13914,0,6917192,0.997998,0.995337,0.2407784408,6935682,6935682,6924228,6914665,-0.0125754747269801,-1.0,0.0541623359533567,0.0099754406188097,0.0125754747269801,0.0541623359533567,0.0099754406188097,0.995337,low
a7ffcore48se_0049,basis_premium_like|state_or_taxonomy,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6932942,6932942,16654,0,6931621,0.997604,0.997414,45.5323074581,6932942,6932942,6921488,6911924,-0.0061148616736566,-1.0,-0.0048045443892683,0.0001241585515218,0.0061148616736566,0.0048045443892683,0.0001241585515218,0.997414,low
a7ffcore48se_0052,basis_premium_like|state_or_taxonomy,Identity,native,"Mul(ZScore(index_close),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6933036,6933036,16560,0,6933036,0.997617,0.997617,0.9988388678,6933036,6933036,6921582,6912018,0.0081170723976384,-1.0,0.0043081483394071,-0.0004762721012806,0.0081170723976384,0.0043081483394071,0.0004762721012806,0.997617,low
a7ffcore48se_0053,basis_premium_like|state_or_taxonomy,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6932942,6932942,16654,0,6932942,0.997604,0.997604,0.5784598813,6932942,6932942,6921488,6911924,0.0148432197764187,-1.0,0.0018473194634868,0.0585111915840378,0.0148432197764187,0.0018473194634868,0.0585111915840378,0.997604,low
a7ffcore48se_0054,basis_premium_like|state_or_taxonomy,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(kline_taker_buy_quote_share,16)))",pass,6949596,6924397,6924397,25199,0,6924397,0.996374,0.996374,1.3954025015,6924397,6924397,6912943,6903404,0.9766498365174524,-1.0,0.5631719301768425,0.0039206364624173,0.9766498365174524,0.5631719301768425,0.0039206364624173,0.996374,high
a7ffcore48se_0055,basis_premium_like|state_or_taxonomy,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6932942,6932942,16654,0,6932942,0.997604,0.997604,0.2408605005,6932942,6932942,6921488,6911924,-0.0120872355578877,-1.0,0.0093654267570786,0.0015045166741942,0.0120872355578877,0.0093654267570786,0.0015045166741942,0.997604,low
a7ffcore48se_0056,basis_premium_like|volatility_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6615412,6615412,334184,0,6610793,0.951913,0.951249,46.3406914804,6615412,6615412,6615412,6595040,0.6472910699463439,-1.0,0.1412070959980745,0.0002521556661599,0.6472910699463439,0.1412070959980745,0.0002521556661599,0.951249,medium
