numeric_probe_id,family_id,max_oriented_ic,max_oriented_spread,min_control_ratio,clean_label_count,eval_rows
a7ffcore30_0187,F2a_basis_funding_independent,0.011817363066613183,0.056532762944698334,0.41525566231704664,9,252566
a7ffcore30_0113,F1b_taker_flow_market_panel,0.009970937182405383,0.07282950729131699,0.17820399003070733,9,252918
a7ffcore30_0057,F1a_aggtrades_flow_microstructure,0.008268810912069664,0.026130715385079384,0.5121762187029582,9,9030
a7ffcore30_0092,F1b_taker_flow_market_panel,0.0052705086957043484,0.03149604797363281,0.1269420617634464,9,251387
a7ffcore30_0183,F2a_basis_funding_independent,0.0051162255990091976,0.055973879992961884,0.03137921831072606,9,252652
a7ffcore30_0161,F2a_basis_funding_independent,0.002918757166194487,0.038338661193847656,0.3090979353957288,9,252835
a7ffcore30_0181,F2a_basis_funding_independent,0.002918757166194487,0.038338661193847656,0.3090979353957288,9,252835
a7ffcore30_0071,F1a_aggtrades_flow_microstructure,0.03867042934641025,0.05900637432932854,0.061357769257896815,6,9006
a7ffcore30_0069,F1a_aggtrades_flow_microstructure,0.028285331075141328,0.0037007778882980347,0.4955467877290076,6,8967
a7ffcore30_0010,F1a_aggtrades_flow_microstructure,0.027094104912791524,0.04818538948893547,0.27279063695555533,6,7428
a7ffcore30_0056,F1a_aggtrades_flow_microstructure,0.026752535863773807,0.051007747650146484,0.15557664715850714,6,7428
a7ffcore30_0026,F1a_aggtrades_flow_microstructure,0.02598829153268873,0.12654554843902588,0.43406376179372474,6,8994
a7ffcore30_0017,F1a_aggtrades_flow_microstructure,0.021316663714242418,0.06799585372209549,0.01455474460383824,6,8967
a7ffcore30_0137,F1b_taker_flow_market_panel,0.020605523026279205,0.04639030247926712,0.287305904929575,6,36812
a7ffcore30_0115,F1b_taker_flow_market_panel,0.0196400993740138,0.14317595958709717,0.46739782356816056,6,48610
a7ffcore30_0062,F1a_aggtrades_flow_microstructure,0.018671324388003094,0.030083801597356796,0.12955345411685912,6,7428
a7ffcore30_0047,F1a_aggtrades_flow_microstructure,0.018612653208486755,0.05966971814632416,0.17286709886093124,6,8910
a7ffcore30_0040,F1a_aggtrades_flow_microstructure,0.018552157722706457,0.12312933802604675,0.20920504022785905,6,8886
a7ffcore30_0061,F1a_aggtrades_flow_microstructure,0.01832546538128199,0.15334388613700867,0.2703083104848041,6,9030
a7ffcore30_0009,F1a_aggtrades_flow_microstructure,0.017891628648478385,0.09854830801486969,0.5787342840711407,6,9030
a7ffcore30_0138,F1b_taker_flow_market_panel,0.017253933364154924,0.17901739478111267,0.17060405387416414,6,49010
a7ffcore30_0099,F1b_taker_flow_market_panel,0.016808812193062524,0.26182079315185547,0.47741569200631984,6,48572
a7ffcore30_0016,F1a_aggtrades_flow_microstructure,0.016807777272629332,0.06266205757856369,0.2565730757702717,6,7428
a7ffcore30_0140,F1b_taker_flow_market_panel,0.015893804462055277,0.09114837646484375,0.41281824167291886,6,36812
a7ffcore30_0058,F1a_aggtrades_flow_microstructure,0.015170728702151717,0.08861856162548065,0.0483662867660207,6,9030
a7ffcore30_0002,F1a_aggtrades_flow_microstructure,0.014758421228177275,0.12208634614944458,0.2388693668780671,6,9030
a7ffcore30_0070,F1a_aggtrades_flow_microstructure,0.014628112978465294,0.09429512172937393,0.2980552591653826,6,9030
a7ffcore30_0175,F2a_basis_funding_independent,0.01429490553602516,0.029807232320308685,0.6209154604352785,6,48908
a7ffcore30_0072,F1a_aggtrades_flow_microstructure,0.01391472577458919,0.1055842861533165,0.2456323273653899,6,9030
a7ffcore30_0233,F2a_basis_funding_independent,0.012596050223209138,0.14802640676498413,0.16516635522328685,6,49010
a7ffcore30_0022,F1a_aggtrades_flow_microstructure,0.012481550886325235,0.12411721050739288,0.01910486864214567,6,9030
a7ffcore30_0192,F2a_basis_funding_independent,0.012392062450371156,0.06564787030220032,0.28940621336760514,6,36812
a7ffcore30_0114,F1b_taker_flow_market_panel,0.011998516670403978,0.03283104673027992,0.7962960980875067,6,48927
a7ffcore30_0159,F1b_taker_flow_market_panel,0.01148710421489767,0.05103565752506256,0.36190952222175515,6,36812
a7ffcore30_0194,F2a_basis_funding_independent,0.01049277897738167,0.13181072473526,0.37531782533901376,6,252459
a7ffcore30_0188,F2a_basis_funding_independent,0.010227589219211089,0.09260082244873047,0.4735235318875898,6,49090
a7ffcore30_0036,F1a_aggtrades_flow_microstructure,0.009303650520066957,0.13290494680404663,0.5247921297666631,6,8886
a7ffcore30_0234,F2a_basis_funding_independent,0.009208829067899438,0.10353055596351624,0.5470523998191622,6,252717
a7ffcore30_0198,F2a_basis_funding_independent,0.009160562987413778,0.0641142725944519,0.5077961442606621,6,49030
a7ffcore30_0000,F1a_aggtrades_flow_microstructure,0.008980434353722947,0.026495661586523056,0.18774329854500618,6,8886
a7ffcore30_0153,F1b_taker_flow_market_panel,0.008594072193026468,0.09656582772731781,0.11695101762421861,6,252918
a7ffcore30_0221,F2a_basis_funding_independent,0.007897507613980042,0.07987453043460846,0.0901404328710016,6,252918
a7ffcore30_0203,F2a_basis_funding_independent,0.00789745936754745,0.07987453043460846,0.09012798571965402,6,252918
a7ffcore30_0223,F2a_basis_funding_independent,0.00780235036472391,0.09181609749794006,0.7042338789054113,6,251782
a7ffcore30_0215,F2a_basis_funding_independent,0.007329527206761081,0.041487328708171844,0.29890535885721287,6,252875
a7ffcore30_0139,F1b_taker_flow_market_panel,0.007163023776807845,0.10992665588855743,0.39876869207270443,6,48908
a7ffcore30_0219,F2a_basis_funding_independent,0.00713724530575946,0.05545546114444733,0.5300848720100302,6,252958
a7ffcore30_0237,F2a_basis_funding_independent,0.00713724530575946,0.05545546114444733,0.5300848720100302,6,252958
a7ffcore30_0023,F1a_aggtrades_flow_microstructure,0.006906273001425838,0.030269810929894447,0.14905342395715626,6,9006
a7ffcore30_0168,F2a_basis_funding_independent,0.006163435943195535,0.019694074988365173,0.1658649088412983,6,252696
a7ffcore30_0176,F2a_basis_funding_independent,0.005813108065343361,0.050042327493429184,0.20930550849905874,6,252958
a7ffcore30_0196,F2a_basis_funding_independent,0.005813108065343361,0.050042327493429184,0.20930550849905874,6,252958
a7ffcore30_0120,F1b_taker_flow_market_panel,0.005399930650727899,0.033136408776044846,0.23828004803773112,6,252875
a7ffcore30_0152,F1b_taker_flow_market_panel,0.0037446334835781283,0.017760179936885834,0.03081493998864947,6,252875
a7ffcore30_0091,F1b_taker_flow_market_panel,0.0036480297638883273,0.057194262742996216,0.0021960264346451695,6,252329
a7ffcore30_0136,F1b_taker_flow_market_panel,0.003399721436650741,0.051986053586006165,0.1164132323283187,6,252329
a7ffcore30_0129,F1b_taker_flow_market_panel,0.0030435906751344935,0.06167788803577423,0.41989332045597605,6,252836
a7ffcore30_0135,F1b_taker_flow_market_panel,0.0025422844082111803,0.013502918183803558,0.25267235232429547,6,252517
a7ffcore30_0158,F1b_taker_flow_market_panel,0.0023805919759074838,0.0254485085606575,0.13838006895053934,6,252560
a7ffcore30_0133,F1b_taker_flow_market_panel,0.043487270963397454,0.1496255099773407,0.9812394262658843,3,253098
a7ffcore30_0154,F1b_taker_flow_market_panel,0.04064600591308017,0.09103402495384216,0.2670262560249273,3,253136
a7ffcore30_0025,F1a_aggtrades_flow_microstructure,0.03259714533756514,0.1081698015332222,0.012204060128227182,3,9018
a7ffcore30_0032,F1a_aggtrades_flow_microstructure,0.029546805822378428,0.0689697340130806,0.9926883312796504,3,9030
a7ffcore30_0076,F1a_aggtrades_flow_microstructure,0.028565137866401368,0.13363829255104065,0.7212935846216253,3,9030
a7ffcore30_0030,F1a_aggtrades_flow_microstructure,0.02575067697592989,0.07087571918964386,0.48759331194812366,3,9030
a7ffcore30_0018,F1a_aggtrades_flow_microstructure,0.024165232366767337,0.04017516225576401,0.3640594686095285,3,8886
a7ffcore30_0015,F1a_aggtrades_flow_microstructure,0.02270325570735957,0.07261855900287628,0.3682776771156734,3,9006
a7ffcore30_0055,F1a_aggtrades_flow_microstructure,0.021532694819011426,0.06709790229797363,0.8544347427783471,3,9030
a7ffcore30_0044,F1a_aggtrades_flow_microstructure,0.021145428532373032,0.1612699329853058,0.5219140898471268,3,8886
a7ffcore30_0053,F1a_aggtrades_flow_microstructure,0.020915449056845645,0.05023396760225296,0.9677009063754829,3,9030
a7ffcore30_0038,F1a_aggtrades_flow_microstructure,0.020631716710486667,0.035156697034835815,0.4609045211379096,3,9030
a7ffcore30_0045,F1a_aggtrades_flow_microstructure,0.02032987877693134,0.11362511664628983,0.18380828813285754,3,9018
a7ffcore30_0060,F1a_aggtrades_flow_microstructure,0.019767892338395945,0.09968367218971252,0.559052784384766,3,9030
a7ffcore30_0039,F1a_aggtrades_flow_microstructure,0.019182943715239136,0.05335994437336922,0.28869453394037137,3,9030
a7ffcore30_0050,F1a_aggtrades_flow_microstructure,0.018649071134371004,0.09437825530767441,0.10321212777202174,3,9030
a7ffcore30_0020,F1a_aggtrades_flow_microstructure,0.018430204545347165,0.11415454745292664,0.4800677441894904,3,7428
a7ffcore30_0079,F1a_aggtrades_flow_microstructure,0.017842427547724863,0.049922265112400055,0.7735922135271446,3,9030
a7ffcore30_0006,F1a_aggtrades_flow_microstructure,0.017289023514278534,0.07214745879173279,0.650769894737521,3,8874
a7ffcore30_0059,F1a_aggtrades_flow_microstructure,0.01715273951406647,0.039015479385852814,0.8063154516863916,3,9006
a7ffcore30_0202,F2a_basis_funding_independent,0.016473900864851312,0.08612213283777237,0.08305661993724033,3,36843
a7ffcore30_0074,F1a_aggtrades_flow_microstructure,0.01637578516791363,0.09187469631433487,0.2959843308961164,3,9030
a7ffcore30_0021,F1a_aggtrades_flow_microstructure,0.015494032217027913,0.07965824753046036,0.2565183346162443,3,8967
a7ffcore30_0108,F1b_taker_flow_market_panel,0.015290481844271842,0.1296440213918686,0.9011200785512785,3,36812
a7ffcore30_0119,F1b_taker_flow_market_panel,0.0119225667950964,0.04308517277240753,0.13904887537246413,3,252652
a7ffcore30_0073,F1a_aggtrades_flow_microstructure,0.01099542315183715,0.020060963928699493,0.9580254555524611,3,9030
a7ffcore30_0063,F1a_aggtrades_flow_microstructure,0.010513199966914608,0.011177350766956806,0.6436881914026699,3,8967
a7ffcore30_0141,F1b_taker_flow_market_panel,0.010252089095321049,0.13082784414291382,0.29822987238395215,3,49010
a7ffcore30_0105,F1b_taker_flow_market_panel,0.009654546940829735,0.029487870633602142,0.6195709815546666,3,252550
a7ffcore30_0162,F2a_basis_funding_independent,0.009163333493492447,0.04965874180197716,0.5980513478151152,3,252957
a7ffcore30_0084,F1b_taker_flow_market_panel,0.008869718576706936,0.01371823251247406,0.48233029814269457,3,252550
a7ffcore30_0029,F1a_aggtrades_flow_microstructure,0.00823988925714616,0.01800740696489811,0.2884510883810172,3,8967
a7ffcore30_0122,F1b_taker_flow_market_panel,0.008239650472073153,0.08099342882633209,0.5257119976715006,3,252717
a7ffcore30_0034,F1a_aggtrades_flow_microstructure,0.008138356132741444,0.04959261417388916,0.1439674542657635,3,9030
a7ffcore30_0096,F1b_taker_flow_market_panel,0.0076469453085189695,0.060170628130435944,0.6075799148469881,3,252957
a7ffcore30_0151,F1b_taker_flow_market_panel,0.007456162540244933,0.16485707461833954,0.39169773430948496,3,48564
a7ffcore30_0117,F1b_taker_flow_market_panel,0.006681508377799331,0.00803028792142868,0.8770415855922717,3,252918
a7ffcore30_0037,F1a_aggtrades_flow_microstructure,0.006546317497731703,0.03092491254210472,0.2862920792907669,3,9030
a7ffcore30_0220,F2a_basis_funding_independent,0.005859125082063369,0.05853481590747833,0.8770780125248199,3,252693
a7ffcore30_0164,F2a_basis_funding_independent,0.005433841012822904,0.05890408158302307,0.4260501746208579,3,252733
a7ffcore30_0185,F2a_basis_funding_independent,0.005433841012822904,0.05890408158302307,0.4260501746208579,3,252733
a7ffcore30_0209,F2a_basis_funding_independent,0.0053807177247862815,0.05268041044473648,0.16641555340018274,3,49080
a7ffcore30_0170,F2a_basis_funding_independent,0.005222498900933698,0.11156903207302094,0.7925590078734241,3,49034
a7ffcore30_0078,F1a_aggtrades_flow_microstructure,0.0051228329933268825,0.05240977555513382,0.2942347564095619,3,8886
a7ffcore30_0230,F2a_basis_funding_independent,0.004795221594899936,0.09807046502828598,0.815476430918879,3,49090
a7ffcore30_0172,F2a_basis_funding_independent,0.004464313903245609,0.041421808302402496,0.37777109924227653,3,251387
a7ffcore30_0235,F2a_basis_funding_independent,0.0028340936190477495,0.013311948627233505,0.7737438533548374,3,252517
a7ffcore30_0236,F2a_basis_funding_independent,0.002816172715863619,0.05175649747252464,0.9835915384951109,3,252348
a7ffcore30_0199,F2a_basis_funding_independent,0.0026820522110440493,0.03842198848724365,0.8481857393000372,3,252835
a7ffcore30_0177,F2a_basis_funding_independent,0.002588394166529913,0.06759922951459885,0.8301102431518057,3,252660
a7ffcore30_0218,F2a_basis_funding_independent,0.002191330091194115,0.05074339359998703,0.45101539333806034,3,252562
a7ffcore30_0210,F2a_basis_funding_independent,0.0021618740196500032,0.06110627204179764,0.7353411252013252,3,252729
a7ffcore30_0171,F2a_basis_funding_independent,0.002034265019806309,0.023453783243894577,0.6899256399764129,3,252348
a7ffcore30_0228,F2a_basis_funding_independent,0.0019011020981987235,0.04294760525226593,0.5616011061409751,3,252875
a7ffcore30_0189,F2a_basis_funding_independent,0.001056530398238966,0.06920196115970612,0.09454520562110783,3,252920
a7ffcore30_0132,F1b_taker_flow_market_panel,0.04082159812995964,0.13080374896526337,1.1343211884653945,0,253136
a7ffcore30_0042,F1a_aggtrades_flow_microstructure,0.03292615894916157,0.1752447485923767,2.5760035202799223,0,9030
a7ffcore30_0167,F2a_basis_funding_independent,0.024817956810036877,0.08754409849643707,1.3097488136739477,0,47672
a7ffcore30_0077,F1a_aggtrades_flow_microstructure,0.023952767010326,0.20803532004356384,1.2798012612869238,0,9030
a7ffcore30_0226,F2a_basis_funding_independent,0.023706577497144103,0.09471063315868378,1.8999107059235685,0,48676
a7ffcore30_0043,F1a_aggtrades_flow_microstructure,0.02343261470024984,0.12031728029251099,1.327417377204773,0,9030
a7ffcore30_0004,F1a_aggtrades_flow_microstructure,0.018370409590866818,0.08974751830101013,2.6400105315519284,0,9030
a7ffcore30_0033,F1a_aggtrades_flow_microstructure,0.01776346944031649,0.10944854468107224,1.9188053163720404,0,9030
a7ffcore30_0027,F1a_aggtrades_flow_microstructure,0.016932605723526083,0.043831147253513336,1.153145526852037,0,8910
a7ffcore30_0024,F1a_aggtrades_flow_microstructure,0.016207530264916125,0.10673008859157562,2.538934954593898,0,9030
a7ffcore30_0049,F1a_aggtrades_flow_microstructure,0.01566320328928963,0.04908696562051773,4.235734850684308,0,9030
a7ffcore30_0080,F1b_taker_flow_market_panel,0.014923342648774797,0.08845300227403641,1.7512683108657952,0,252693
a7ffcore30_0003,F1a_aggtrades_flow_microstructure,0.014720063506474373,0.03151726722717285,3.870441616678663,0,9030
a7ffcore30_0126,F1b_taker_flow_market_panel,0.014381995648713812,0.15709039568901062,3.9492825593702094,0,48410
a7ffcore30_0082,F1b_taker_flow_market_panel,0.014259819495454667,0.1079658716917038,3.3091981069628855,0,253136
a7ffcore30_0098,F1b_taker_flow_market_panel,0.013824127624486275,0.1649067997932434,1.0067358155924058,0,48908
a7ffcore30_0007,F1a_aggtrades_flow_microstructure,0.01351256707236902,0.05129004642367363,2.863144326838011,0,9030
a7ffcore30_0127,F1b_taker_flow_market_panel,0.013214129961004784,0.13664427399635315,1.4524313163006481,0,47171
a7ffcore30_0179,F2a_basis_funding_independent,0.012960494315746626,0.15674135088920593,2.018430645051142,0,48829
a7ffcore30_0212,F2a_basis_funding_independent,0.012911248084480558,0.09516805410385132,2.149108368271226,0,252693
a7ffcore30_0013,F1a_aggtrades_flow_microstructure,0.01254247520596823,0.09255421161651611,1.1677996016877337,0,9030
a7ffcore30_0064,F1a_aggtrades_flow_microstructure,0.012499554667498096,0.09773430973291397,1.2771423491702942,0,8874
a7ffcore30_0083,F1b_taker_flow_market_panel,0.012480756716367157,0.12146363407373428,3.317676985925874,0,253098
a7ffcore30_0224,F2a_basis_funding_independent,0.011681729967276488,0.07408110797405243,1.79370722333,0,252566
a7ffcore30_0118,F1b_taker_flow_market_panel,0.011606701865641939,0.05858302116394043,1.3397877110492111,0,252693
a7ffcore30_0005,F1a_aggtrades_flow_microstructure,0.01104201776559021,0.030731935054063797,2.183383758165237,0,8886
a7ffcore30_0173,F2a_basis_funding_independent,0.010897945992318397,0.07429418712854385,1.8628859057184188,0,252693
a7ffcore30_0106,F1b_taker_flow_market_panel,0.01077715758825441,0.04658793658018112,2.549340014280156,0,252182
a7ffcore30_0125,F1b_taker_flow_market_panel,0.010594967492642427,0.10862734913825989,6.0890738380532134,0,48845
a7ffcore30_0054,F1a_aggtrades_flow_microstructure,0.010558845025865177,0.03260619193315506,1.9731352373431608,0,9030
a7ffcore30_0142,F1b_taker_flow_market_panel,0.010558231896389297,0.09179428219795227,1.6293234090651925,0,252957
a7ffcore30_0035,F1a_aggtrades_flow_microstructure,0.010391878638046985,0.03999672830104828,1.164984853226983,0,8886
a7ffcore30_0066,F1a_aggtrades_flow_microstructure,0.010304250587501564,0.10257697850465775,1.0585226351597767,0,9030
a7ffcore30_0075,F1a_aggtrades_flow_microstructure,0.009478288435301225,0.04659594967961311,3.0475189684971724,0,8886
a7ffcore30_0186,F2a_basis_funding_independent,0.009256955131525555,0.04266077280044556,6.286896175979805,0,48929
a7ffcore30_0101,F1b_taker_flow_market_panel,0.00895109619848499,0.10236714780330658,2.084512844134304,0,252652
a7ffcore30_0147,F1b_taker_flow_market_panel,0.00885251007336158,0.05115727335214615,3.7459639352433363,0,48845
a7ffcore30_0165,F2a_basis_funding_independent,0.008630083409033198,0.021262288093566895,3.1688260386452907,0,252204
a7ffcore30_0090,F1b_taker_flow_market_panel,0.008440876911634572,0.07427159696817398,10.305889472341617,0,252906
a7ffcore30_0121,F1b_taker_flow_market_panel,0.008355094078591951,0.11476857960224152,1.288335236186659,0,252918
a7ffcore30_0206,F2a_basis_funding_independent,0.008187197616113369,0.13928252458572388,9.501533924628788,0,36779
a7ffcore30_0081,F1b_taker_flow_market_panel,0.008126335154943041,0.085429847240448,1.6172250792934046,0,252652
a7ffcore30_0087,F1b_taker_flow_market_panel,0.008098314082168372,0.052535638213157654,4.986086253291185,0,247804
a7ffcore30_0112,F1b_taker_flow_market_panel,0.007949050733019946,0.057528357952833176,1.4985168964646924,0,252957
a7ffcore30_0214,F2a_basis_funding_independent,0.007918351487832117,0.08842186629772186,1.9432710522079195,0,252957
a7ffcore30_0232,F2a_basis_funding_independent,0.007918351487832117,0.08842186629772186,1.9432710522079195,0,252957
a7ffcore30_0174,F2a_basis_funding_independent,0.007800174799482805,0.10991145670413971,1.3504516048855164,0,252918
a7ffcore30_0143,F1b_taker_flow_market_panel,0.007741190218654038,0.09581422060728073,1.1662550417159003,0,252918
a7ffcore30_0145,F1b_taker_flow_market_panel,0.007599138105627443,0.0614943653345108,3.6907221166690833,0,251071
a7ffcore30_0104,F1b_taker_flow_market_panel,0.007496382017958051,0.06785152852535248,7.46999467264053,0,252998
a7ffcore30_0109,F1b_taker_flow_market_panel,0.0074302414456158,0.1807071566581726,1.8701247035989967,0,49010
a7ffcore30_0182,F2a_basis_funding_independent,0.007420758071528631,0.05429298058152199,1.3580378873504326,0,252957
a7ffcore30_0200,F2a_basis_funding_independent,0.007420754046342403,0.05429298058152199,1.3580475679159065,0,252957
a7ffcore30_0156,F1b_taker_flow_market_panel,0.0073233097631111126,0.0475078821182251,1.5025483402805548,0,253136
a7ffcore30_0238,F2a_basis_funding_independent,0.006945159651643644,0.04477804899215698,5.111086944140869,0,49034
a7ffcore30_0184,F2a_basis_funding_independent,0.006940538231533791,0.03380606696009636,1.3539141820043024,0,252820
a7ffcore30_0155,F1b_taker_flow_market_panel,0.0068072610971256255,0.04235955327749252,2.5290440894608834,0,252693
a7ffcore30_0193,F2a_basis_funding_independent,0.006578636021514735,0.1091916561126709,1.2109228841135382,0,252918
a7ffcore30_0213,F2a_basis_funding_independent,0.006578636021514735,0.1091916561126709,1.2109228841135382,0,252918
a7ffcore30_0166,F2a_basis_funding_independent,0.006555174471869227,0.049349039793014526,6.216301464493107,0,251356
a7ffcore30_0111,F1b_taker_flow_market_panel,0.006185497181716572,0.035538867115974426,2.1245195922743956,0,48996
a7ffcore30_0131,F1b_taker_flow_market_panel,0.0061426843030029515,0.020473040640354156,10.300163634762876,0,253098
a7ffcore30_0227,F2a_basis_funding_independent,0.006132254672738005,0.07164889574050903,4.341502789560733,0,247875
a7ffcore30_0190,F2a_basis_funding_independent,0.0059489471751936925,0.04039148986339569,1.3300583520947376,0,252958
a7ffcore30_0208,F2a_basis_funding_independent,0.0059489471751936925,0.04039148986339569,1.3300583520947376,0,252958
a7ffcore30_0197,F2a_basis_funding_independent,0.005897290076890714,0.08157657086849213,3.8834942745377585,0,49034
a7ffcore30_0116,F1b_taker_flow_market_panel,0.005731791607237741,0.037512920796871185,1.895810470548065,0,252957
a7ffcore30_0012,F1a_aggtrades_flow_microstructure,0.00565464837531958,0.09760113060474396,1.2759077820513347,0,9030
a7ffcore30_0048,F1a_aggtrades_flow_microstructure,0.005487360002622747,0.08050377666950226,3.9379135609909066,0,9030
a7ffcore30_0067,F1a_aggtrades_flow_microstructure,0.005373739074915822,0.14514821767807007,1.3971372078781403,0,9018
a7ffcore30_0146,F1b_taker_flow_market_panel,0.005337240967456492,0.056812696158885956,8.693415158315004,0,48963
a7ffcore30_0097,F1b_taker_flow_market_panel,0.005089426012969173,0.048976555466651917,2.4742541722551237,0,48996
a7ffcore30_0086,F1b_taker_flow_market_panel,0.005041994608510579,0.10884889215230942,9.528053009053515,0,251331
a7ffcore30_0088,F1b_taker_flow_market_panel,0.0050119833784215695,0.010564152151346207,2.170741242079498,0,252984
a7ffcore30_0001,F1a_aggtrades_flow_microstructure,0.005011261373542142,0.06928873062133789,1.102832820089757,0,8886
a7ffcore30_0211,F2a_basis_funding_independent,0.004914569375720136,0.06052904203534126,1.09907229737123,0,251594
a7ffcore30_0089,F1b_taker_flow_market_panel,0.004735542865970329,0.034588880836963654,19.52093271459769,0,253098
a7ffcore30_0124,F1b_taker_flow_market_panel,0.004699092044609916,0.06636380404233932,1.2829815444431942,0,48949
a7ffcore30_0130,F1b_taker_flow_market_panel,0.004680395506068519,0.11051971465349197,10.54232390459771,0,253136
a7ffcore30_0052,F1a_aggtrades_flow_microstructure,0.004675124092548215,0.0986093208193779,1.006919577725372,0,8862
a7ffcore30_0085,F1b_taker_flow_market_panel,0.004594888612724166,0.03908832371234894,4.414410448284507,0,252367
a7ffcore30_0205,F2a_basis_funding_independent,0.004120624376873076,0.023449167609214783,9.366161261988616,0,251263
a7ffcore30_0160,F2a_basis_funding_independent,0.004086820729097846,0.13149431347846985,3.1329395836597373,0,36834
a7ffcore30_0107,F1b_taker_flow_market_panel,0.003960197399005887,0.02869146130979061,15.693338914040151,0,252845
a7ffcore30_0093,F1b_taker_flow_market_panel,0.0038383053849514975,0.14626874029636383,3.7326814136813065,0,36834
a7ffcore30_0204,F2a_basis_funding_independent,0.0038365364527770036,0.006847705692052841,15.949600056300806,0,252071
a7ffcore30_0110,F1b_taker_flow_market_panel,0.003675723288836211,0.023553159087896347,1.1028419730358294,0,252957
a7ffcore30_0128,F1b_taker_flow_market_panel,0.003307304373257524,0.03156335651874542,1.981815688417547,0,252693
a7ffcore30_0100,F1b_taker_flow_market_panel,0.003304947303227513,0.016088128089904785,1.0053925391246925,0,252559
a7ffcore30_0150,F1b_taker_flow_market_panel,0.0032549701805862775,0.07123320549726486,6.510565167695539,0,252717
a7ffcore30_0144,F1b_taker_flow_market_panel,0.003245666618959262,0.03050556778907776,6.968493950421861,0,252055
a7ffcore30_0207,F2a_basis_funding_independent,0.0031869177000943922,0.04586579650640488,11.354837314620816,0,252455
a7ffcore30_0225,F2a_basis_funding_independent,0.0031869177000943922,0.04586579650640488,11.354837314620816,0,252455
a7ffcore30_0046,F1a_aggtrades_flow_microstructure,0.0031361783429015152,0.12304461747407913,7.309674816735376,0,8994
a7ffcore30_0103,F1b_taker_flow_market_panel,0.003115983637316184,0.03563452512025833,3.163108933296506,0,252942
a7ffcore30_0148,F1b_taker_flow_market_panel,0.003103760729171608,0.014960411936044693,6.776990105632193,0,252957
a7ffcore30_0149,F1b_taker_flow_market_panel,0.0030087142300056586,0.024608828127384186,5.248770095742872,0,252918
a7ffcore30_0216,F2a_basis_funding_independent,0.0030083726616143428,0.08965575695037842,7.8489405988830745,0,49044
a7ffcore30_0229,F2a_basis_funding_independent,0.0029871526528118873,0.07344238460063934,2.362182643633266,0,252660
a7ffcore30_0191,F2a_basis_funding_independent,0.0027398280359321433,0.07259487360715866,1.7298445062061674,0,252660
a7ffcore30_0065,F1a_aggtrades_flow_microstructure,0.0025138176390462333,0.11591694504022598,2.2940371782712,0,8850
a7ffcore30_0180,F2a_basis_funding_independent,0.0020538889730369594,0.020225994288921356,1.0584625264939038,0,252559
a7ffcore30_0157,F1b_taker_flow_market_panel,0.0019050029704862999,0.04001380503177643,13.53863123646819,0,253098
a7ffcore30_0178,F2a_basis_funding_independent,0.0015504267253579637,0.07597611844539642,2.4406307429711718,0,252729
a7ffcore30_0239,F2a_basis_funding_independent,0.0015504267253579637,0.07597611844539642,2.4406307429711718,0,252729
a7ffcore30_0169,F2a_basis_funding_independent,0.0012250150171187232,0.030310429632663727,1.4275749405349933,0,252920
