candidate_id,semantic_bucket,motif_bucket,replay_rows,positive_validation_recent_cost5,median_spread,median_cost_adjusted_spread,max_tstat,min_control_ratio
a7ffcore5_155172eb90a4ffee4e,liquidity_like|volatility_like,liquidity_shock,12,1,0.0007244182518833372,-0.0003184384994454865,2.248756236867123,0.0815097472952057
a7ffcore5_55d479db927df299ef,liquidity_like|volatility_like,liquidity_shock,12,1,0.000637922385987007,-8.205625320082996e-05,2.18658872446501,0.19149254511486066
a7ffcore5_0460706c8101b16f2f,liquidity_like|volatility_like,liquidity_shock,12,1,0.0005477672723016166,-0.00044043193193652266,2.1668589753160177,0.22297206377944015
a7ffcore5_89d2049d11221f570d,volatility_like,single,12,1,0.002014924956182746,0.0009597934743929564,2.1006237158145384,0.44553706411597804
a7ffcore5_4a1f7c7ea34e49f970,liquidity_like|volatility_like,liquidity_shock,12,1,0.000638752058841222,-4.114916806691158e-05,1.9661351685924224,0.0615944225962846
a7ffcore5_be5c080d95c8a13e44,taker_flow_like|open_interest_like,flow_x_leverage,12,1,0.0001448249564992246,-0.0005551750435007754,1.9423572847365291,0.15815698459888597
a7ffcore5_ff02da2fd4f0d8e0e9,open_interest_like,single,12,1,0.07654828972388632,0.07584828972388633,1.707619844328668,0.08934071508090419
a7ffcore5_636578f5c6f8790d3d,open_interest_like,single,12,1,0.08116963180958979,0.0804696318095898,1.394921493062458,0.1842406564612433
a7ffcore5_e87b3041b2d66982dc,taker_flow_like|open_interest_like,flow_x_leverage,12,1,0.0007301679479124157,-0.00043306242607902895,1.2460947420041089,0.17930210935871121
a7ffcore5_24de13cbccf306e9bd,open_interest_like|positioning_like,delta_x_divergence,12,1,0.04109036275570079,0.04039036275570079,1.2411485322894173,0.6554232211014626
a7ffcore5_6527a26f6a35191da1,open_interest_like|positioning_like,delta_x_divergence,12,1,0.007441300185118892,0.006741300185118892,1.2097512310799838,0.09168411245433704
a7ffcore5_74463938d5563b479a,taker_flow_like|open_interest_like,flow_x_leverage,12,1,4.610748374399755e-05,-0.0005107760662350998,1.2087513432349284,0.597167968898288
a7ffcore5_fe463430faa60b809b,taker_flow_like,single,12,1,0.027222395842026664,0.02652239584202666,1.1353850799110723,0.8693800114696048
a7ffcore5_b4246145a5fe0becc1,taker_flow_like|open_interest_like,flow_x_leverage,12,1,-0.004194080597775261,-0.004894080597775261,0.9095770835502721,0.7094126289703278
a7ffcore5_e47c061c959d628ecb,taker_flow_like,single,12,1,0.060283450633119656,0.05958345063311966,0.8877747000231593,0.22091690423228066
a7ffcore5_1f43d8b7466f67685b,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.00014912650032389418,-0.0006923885806884638,2.4496566673032407,0.31218663332801866
a7ffcore5_b39e253ad9a5084d9a,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.00014459608914576917,-0.0007364831084083713,2.353788313126014,1.2614014464416436
a7ffcore5_2545209b43e8b162b7,taker_flow_like|open_interest_like,flow_x_leverage,12,0,6.114966179446811e-05,-0.0007966722400190223,2.30198804420205,0.19364882295372515
a7ffcore5_1c5baae90be2044d1c,taker_flow_like|open_interest_like,flow_x_leverage,12,0,3.387954358723968e-05,-0.0005596556180119731,2.1514349265267483,0.7853221590310697
a7ffcore5_b8522de8b6805b1c4c,open_interest_like|price_like,mean_reversion_gate,12,0,0.0002403799604646083,-0.0004550129655815506,1.8987152799239668,1.8260719294467511
a7ffcore5_fe6ab6fb0843878019,liquidity_like|volatility_like,safe_div_abs,12,0,0.00039576258698455257,-0.00029212221655596806,1.8762691472065858,1.3251245901856732
a7ffcore5_7f1edcbee2c722cdf1,liquidity_like|volatility_like,safe_div_abs,12,0,0.0005623250153360754,-0.000224339244527218,1.8667642415938206,0.0046247514712139046
a7ffcore5_cd7c08a204b1d4b10e,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.0001128953564006827,-0.0003478117748388507,1.8525038303451322,2.0333531761492174
a7ffcore5_6591c5e3e78f0eb755,taker_flow_like|open_interest_like,flow_x_leverage,12,0,-0.00019452692604819962,-0.0006591799514499717,1.8358590322198556,0.023145822083086333
a7ffcore5_347cfd7114f3a1ae41,liquidity_like|volatility_like,liquidity_shock,12,0,0.0008859411998833572,-0.00014536611829395137,1.7825425129278765,0.257663403518856
a7ffcore5_b064580d00c38b06a9,taker_flow_like|open_interest_like,flow_x_leverage,12,0,1.743032452525449e-05,-0.0006281267240514917,1.7746059557687432,0.8522194298826692
a7ffcore5_2904ff05e6bb681dbc,open_interest_like|price_like,mean_reversion_gate,12,0,-0.00015684614852120942,-0.0008568461485212094,1.7652398452242948,0.5271867653684192
a7ffcore5_0d36019628d9445207,liquidity_like|volatility_like,safe_div_abs,12,0,0.00024396605923325058,-0.0003365925156253755,1.7398464910166582,2.4306342903734164
a7ffcore5_63939f40a439f34abb,taker_flow_like|open_interest_like,flow_x_leverage,12,0,-0.00035507343402243656,-0.0008357267927895614,1.720376132165149,0.2905363169312584
a7ffcore5_abd21a5a171736e21e,liquidity_like,single,12,0,-2.1752150822859556e-06,-0.0005710391191328409,1.6957905446105486,0.6488038879263001
a7ffcore5_736118f153d95df58b,liquidity_like,single,12,0,8.047879640544925e-05,-0.00039376520529455725,1.5741946442645607,0.9363972927682824
a7ffcore5_25b2704821ce1d532b,taker_flow_like|basis_premium_like,gated_sign,12,0,8.668065123580639e-05,-0.00033294260437557175,1.4834148179093414,0.9688949159175614
a7ffcore5_3f91329ef2964f3fc7,taker_flow_like|basis_premium_like,gated_sign,12,0,-0.004513355738627116,-0.005213355738627116,1.4343179910695285,1.7900114537328966
a7ffcore5_f478e18da8849c8f7e,taker_flow_like|basis_premium_like,gated_sign,12,0,-0.00227427583591157,-0.00297427583591157,1.4340950097318172,1.525964641739951
a7ffcore5_93ba861b3b4f99be53,liquidity_like,single,12,0,-0.000922052459481832,-0.0013267982905767924,1.3930090943757993,0.33600797842204877
a7ffcore5_6bc9223f8acc9c7e0b,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.0006471885831656133,-0.00046838014544733594,1.3880907003685765,0.6695495722845017
a7ffcore5_22f94c55c49a93d48b,taker_flow_like,single,12,0,3.393300967156426e-05,-0.0005652764702910419,1.3859553668162894,1.2342201821506784
a7ffcore5_c5ecfea1d2af189266,open_interest_like|price_like,mean_reversion_gate,12,0,-0.00041987386401726097,-0.0009174949799608599,1.3597682586509314,0.23166686322282434
a7ffcore5_2ba317cc57140f6f9f,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.00015316124122577416,-0.0006158232441198944,1.3176931987198637,2.021256805097537
a7ffcore5_f414f2621b03d718f6,open_interest_like|price_like,mean_reversion_gate,12,0,-0.00039708822713617345,-0.0008630328972300922,1.2709648327759642,0.19316876679499176
a7ffcore5_5868db3efa1fa51de5,liquidity_like,single,12,0,-0.14149687482965614,-0.14219687482965615,1.2607645017255396,0.02851550382180429
a7ffcore5_c50f6e97fe917f4167,taker_flow_like,single,12,0,-0.0004700806070396057,-0.0009216990435956037,1.1836196617606936,1.660581814287093
a7ffcore5_cc640529861c49f97b,taker_flow_like,single,12,0,0.009266947530997929,0.00856694753099793,1.1721609140387295,0.26016489056489345
a7ffcore5_3bebbf951fb4027ab4,open_interest_like|price_like,mean_reversion_gate,12,0,0.0003746139347539479,-0.0006402835606985863,1.1394921917278067,0.04259990966284356
a7ffcore5_c105fe668fa7685fa6,open_interest_like|price_like,mean_reversion_gate,12,0,0.0003746139347539479,-0.0006402835606985863,1.1394921917278067,0.04259990966284356
a7ffcore5_0c0b5ec3c3ea91900d,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.00016414366097444218,-0.000617104324478504,1.1380280807354817,1.9379922762846848
a7ffcore5_c84732657e9ffe68d5,liquidity_like,liquidity_shock,12,0,-0.10465195368654746,-0.10535195368654746,1.0632744474180271,0.4149865316970106
a7ffcore5_7851200536e69a684f,taker_flow_like|open_interest_like,flow_x_leverage,12,0,-0.0004885163098977017,-0.000939764836222805,1.0484056261750365,1.7415504508833148
a7ffcore5_3d1036bce80ff6e4e8,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.0004514624329740406,-0.0002485375670259594,1.0479213081932999,0.5914238569668614
a7ffcore5_b14219288b18bf0b0c,liquidity_like|volatility_like,safe_div_abs,12,0,-9.893236268995421e-05,-0.0010572207688269637,1.0447652081799736,0.6854375359911952
a7ffcore5_ead6f57d703b25a5ae,taker_flow_like|open_interest_like,flow_x_leverage,12,0,2.383668745551493e-05,-0.0006167475867793757,1.0419278522133246,3.7000402162699255
a7ffcore5_390ea2e8b9236b3198,open_interest_like|price_like,mean_reversion_gate,12,0,0.0005143112065542078,-0.0005544742690984909,1.0103691851615648,0.2600936335544857
a7ffcore5_f687ee1e9ed95c3b67,open_interest_like|price_like,mean_reversion_gate,12,0,0.0005143112065542078,-0.0005544742690984909,1.0103691851615648,0.2600936335544857
a7ffcore5_6695074813549a8bc9,taker_flow_like,single,12,0,0.027168019788747052,0.02646801978874705,1.0068094266375676,1.8034104787410092
a7ffcore5_e5244edd9837f40696,open_interest_like,single,12,0,-0.00044936993211797517,-0.0011247543667263266,0.9887475670362803,0.381343593826245
a7ffcore5_134c181d2d0d0a7a0d,liquidity_like|volatility_like,liquidity_shock,12,0,5.8023011238617055e-05,-0.0005701376450244252,0.9536914302656507,2.556299173135188
a7ffcore5_c3db204b4025d59ad1,taker_flow_like|basis_premium_like,gated_sign,12,0,0.00025877150391623457,-0.00044579353231123675,0.9278942485182815,3.1850915413837355
a7ffcore5_1366945af1d14e8e7b,open_interest_like|price_like,mean_reversion_gate,12,0,-0.00024118643131641575,-0.000651562654465151,0.8619413895759725,0.31719858615257157
a7ffcore5_1caefe1090deb89fed,open_interest_like|price_like,mean_reversion_gate,12,0,-0.00024118643131641575,-0.000651562654465151,0.8619413895759725,0.31719858615257157
a7ffcore5_94147d9c33bfe08943,taker_flow_like,single,12,0,-0.0006760544770891575,-0.0010845477501489472,0.8599923316949967,4.707622467911545
a7ffcore5_e7f5d8fab7b8470b71,open_interest_like|price_like,mean_reversion_gate,12,0,1.5100206051338487e-05,-0.0005502356602306497,0.8583140901962864,4.756947660108818
a7ffcore5_6f285061a4d5fa2922,liquidity_like|volatility_like,liquidity_shock,12,0,-1.4423584191332776e-05,-0.0006160465175844382,0.837652605446997,3.0851272453086223
a7ffcore5_08bebdf81544e01497,open_interest_like|price_like,mean_reversion_gate,12,0,0.00465813509095143,0.003960446370600818,0.8055587062603304,6.334073191162922
a7ffcore5_5a0eb1293d5ed37629,taker_flow_like,single,12,0,-0.020511554956056412,-0.021211554956056415,0.8024477767341498,0.2658014325015396
a7ffcore5_65b597049ca5e0b759,open_interest_like,single,12,0,0.0005444905139473326,-0.00010901855554688159,0.8008926696093908,0.161014520066032
a7ffcore5_e8b09c1c628442bb96,liquidity_like|volatility_like,safe_div_abs,12,0,-0.03744352116966778,-0.03814352116966778,0.7877863243337752,1.3902554063187689
a7ffcore5_6681094b87ee50474f,open_interest_like|price_like,mean_reversion_gate,12,0,0.00018108126271627716,-0.000782727184258326,0.759484162732484,6.649072011695354
a7ffcore5_74192e756c0281059e,liquidity_like|volatility_like,safe_div_abs,12,0,-0.0008054805124461662,-0.0015771662416497485,0.7498406729972122,0.24520166701267973
a7ffcore5_7a44af96345ac558cb,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.000599376342472517,-0.00033079425508636385,0.7185041346934568,2.312479116862232
a7ffcore5_137b8e94d43629705c,open_interest_like|price_like,mean_reversion_gate,12,0,0.00280005322634228,0.0021000532263422797,0.6621769344069995,0.3212456571857237
a7ffcore5_acaa29d7e5ccadc8d6,open_interest_like|price_like,mean_reversion_gate,12,0,0.00280005322634228,0.0021000532263422797,0.6621769344069995,0.3212456571857237
a7ffcore5_3f920fb235700d5776,taker_flow_like|open_interest_like,flow_x_leverage,12,0,0.00712301558789467,0.00642301558789467,0.6207439222584807,1.9086683630491816
a7ffcore5_eeaa9755bc8fb5cd95,open_interest_like|price_like,mean_reversion_gate,12,0,0.0001992461592845465,-0.0005272782283825217,0.5518608848721109,2.946194331145837
a7ffcore5_2785be37d31870a000,open_interest_like|price_like,mean_reversion_gate,12,0,4.97499391112929e-05,-0.0006809005064074474,0.48127262725379993,3.3963431039448686
a7ffcore5_fdc24ebd7772041b83,open_interest_like|price_like,mean_reversion_gate,12,0,4.97499391112929e-05,-0.0006809005064074474,0.48127262725379993,3.374352347741037
a7ffcore5_a3af6b68eb21e4cf8a,open_interest_like|price_like,mean_reversion_gate,12,0,6.836807340483181e-05,-0.000596510649609478,0.4760046012388322,0.6467931685786841
a7ffcore5_047d48e203fb9e72cd,open_interest_like|price_like,mean_reversion_gate,12,0,-0.0003452265235871701,-0.0008576111892901125,0.47398382997406224,2.096864404555249
a7ffcore5_90f698d22d9bd905b8,taker_flow_like,single,12,0,0.0001298465182325997,-0.0008207445957237002,0.44144586976864647,2.54371692370203
a7ffcore5_43ed9e3126d2bf4c9c,taker_flow_like|open_interest_like,flow_x_leverage,12,0,-0.007769968720196929,-0.00846996872019693,0.40692903838841926,4.552323769840946
a7ffcore5_e150c9b8e60f09f485,taker_flow_like,single,12,0,0.0018884896262254688,0.0011884896262254687,0.2877286579927877,0.835729981556035
a7ffcore5_7b3f61a2d4de6da71c,open_interest_like,delta_x_divergence,12,0,-0.034665547552623736,-0.035365547552623736,0.24520840300972813,0.9091816876987056
a7ffcore5_c0006470328ac9bd1f,open_interest_like|price_like,mean_reversion_gate,12,0,-8.892526729638019e-05,-0.0009331723575713465,0.23528319577134602,3.7152248307694826
a7ffcore5_f408fcf92eed3e3cea,liquidity_like|volatility_like,safe_div_abs,12,0,-6.494917499607783e-06,-0.000775399639683769,0.2314886796531246,5.253594741768291
a7ffcore5_7fba8dd1c3da4e1fde,taker_flow_like|open_interest_like,flow_x_leverage,12,0,-0.01145469397070772,-0.012154693970707718,0.2228080539514643,1.7058733682137235
a7ffcore5_3d81d9a5ae054ace1c,open_interest_like,delta_x_divergence,12,0,0.0032272687525707854,0.0025272687525707853,0.20941098151952334,2.5275702842988417
a7ffcore5_6b18f6829a657421cc,open_interest_like|price_like,mean_reversion_gate,12,0,-9.488345838814027e-06,-0.0007765973512913571,0.20838363457795586,18.870911013878914
a7ffcore5_63fc59fb6987d6a9ee,taker_flow_like|basis_premium_like,gated_sign,12,0,0.0026943853439566827,0.0019943853439566826,0.1950435416073043,0.397832311708548
a7ffcore5_5ba658815822f27f2b,taker_flow_like|open_interest_like,flow_x_leverage,12,0,-0.0002635938577492452,-0.0007879205515669366,0.18582191086049887,0.2513953625039288
a7ffcore5_0df84c13bb1ed0cc5e,liquidity_like|volatility_like,safe_div_abs,12,0,-0.0008260496616572057,-0.0015029047236215544,0.1626899493333502,0.3514062044976437
a7ffcore5_a8001dcaf7a47947c8,open_interest_like,delta_x_divergence,12,0,0.009041840545828309,0.00834184054582831,0.15842258995398864,1.0192425362331825
a7ffcore5_c77ef7fab4afe5c763,taker_flow_like|open_interest_like,flow_x_leverage,12,0,-7.010512603272238e-05,-0.0009925015368919547,0.10486643476500833,1.4795239684805963
a7ffcore5_7bbbc611697574863a,open_interest_like|price_like,mean_reversion_gate,12,0,-2.054281351507945e-05,-0.0007944708687013153,0.07766400635434059,19.95473868928012
a7ffcore5_291837028072641a1c,liquidity_like|volatility_like,safe_div_abs,12,0,-0.00021453021122005807,-0.0011093022724842673,-0.01033528913904028,3.420557864091922
a7ffcore5_1479da223c6a1f7e4c,open_interest_like|price_like,mean_reversion_gate,12,0,-0.0001440863721792473,-0.0008492503753001667,-0.01263102476262707,21.765620688779016
a7ffcore5_f705fad1a710ad28f0,taker_flow_like,single,12,0,-0.006954384358708746,-0.007654384358708745,-0.019060203835074573,1.5689200377103227
a7ffcore5_548e4c9f811a38d9c7,liquidity_like,liquidity_shock,12,0,-0.0006118598029488319,-0.001108567948159215,-0.09098556969818494,5.514215656338982
a7ffcore5_a9fcffd50c32f8b796,taker_flow_like,single,12,0,-9.197641206354017e-05,-0.0007645320662034755,-0.21388535004922968,26.72173403206204
a7ffcore5_38339757ef29d88893,taker_flow_like,single,12,0,-0.031895338051880995,-0.032595338051880994,-0.505264084914877,3.627729783710531
a7ffcore5_2b46573dd56cadfafc,taker_flow_like,single,12,0,-0.0001153600007985516,-0.0008061339415235292,-0.7398807651840258,13.628072624957367
a7ffcore5_839f1e819605cbaa66,taker_flow_like|basis_premium_like,gated_sign,12,0,-0.0009314068680217313,-0.0017494509277850086,-0.7864053479573979,0.9903751385470815
a7ffcore5_c3c0979a0680ff0e0b,liquidity_like|volatility_like,safe_div_abs,12,0,-0.0005263644020481168,-0.001116680621919388,-0.9175192387211313,2.001383011719978
a7ffcore5_bfdcfe65197b45a109,liquidity_like|volatility_like,safe_div_abs,12,0,-0.0015929235175124613,-0.002547845376689937,-1.5638032362781353,0.41762998555578856
