decision,label_family,count
A7FF9_NUMERIC_CLUE,L0_raw_forward_return,24
A7FF9_NUMERIC_CLUE,L1_cross_sectional_relative_return,25
A7FF9_NUMERIC_CLUE,L3_liquidity_tier_relative_return,20
A7FF9_NUMERIC_CLUE,L5_vol_adjusted_return,18
A7FF9_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,14
HOLD_A7FF9_CONTROL_DOMINATED,L0_raw_forward_return,86
HOLD_A7FF9_CONTROL_DOMINATED,L1_cross_sectional_relative_return,85
HOLD_A7FF9_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,71
HOLD_A7FF9_CONTROL_DOMINATED,L5_vol_adjusted_return,87
HOLD_A7FF9_CONTROL_DOMINATED,L7_ranked_future_return,56
HOLD_A7FF9_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,3
HOLD_A7FF9_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,10
HOLD_A7FF9_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,10
HOLD_A7FF9_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,10
HOLD_A7FF9_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,28
HOLD_A7FF9_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,50
HOLD_A7FF9_PRE_MAY_UNSTABLE,L0_raw_forward_return,264
HOLD_A7FF9_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,264
HOLD_A7FF9_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,280
HOLD_A7FF9_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,251
HOLD_A7FF9_PRE_MAY_UNSTABLE,L7_ranked_future_return,264
