decision,label_family,count
A7FF10S03_NUMERIC_CLUE,L0_raw_forward_return,4
A7FF10S03_NUMERIC_CLUE,L1_cross_sectional_relative_return,4
A7FF10S03_NUMERIC_CLUE,L3_liquidity_tier_relative_return,4
A7FF10S03_NUMERIC_CLUE,L5_vol_adjusted_return,7
A7FF10S03_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,26
HOLD_A7FF10S03_CONTROL_DOMINATED,L0_raw_forward_return,74
HOLD_A7FF10S03_CONTROL_DOMINATED,L1_cross_sectional_relative_return,74
HOLD_A7FF10S03_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,78
HOLD_A7FF10S03_CONTROL_DOMINATED,L5_vol_adjusted_return,72
HOLD_A7FF10S03_CONTROL_DOMINATED,L7_ranked_future_return,198
HOLD_A7FF10S03_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF10S03_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF10S03_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF10S03_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,3
HOLD_A7FF10S03_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,3
HOLD_A7FF10S03_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,4
HOLD_A7FF10S03_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,7
HOLD_A7FF10S03_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,15
HOLD_A7FF10S03_PRE_MAY_UNSTABLE,L0_raw_forward_return,302
HOLD_A7FF10S03_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,302
HOLD_A7FF10S03_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,297
HOLD_A7FF10S03_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,298
HOLD_A7FF10S03_PRE_MAY_UNSTABLE,L7_ranked_future_return,145
