decision,label_family,count
A7FF25R3S05_NUMERIC_CLUE,L0_raw_forward_return,12
A7FF25R3S05_NUMERIC_CLUE,L1_cross_sectional_relative_return,10
A7FF25R3S05_NUMERIC_CLUE,L3_liquidity_tier_relative_return,13
A7FF25R3S05_NUMERIC_CLUE,L5_vol_adjusted_return,14
A7FF25R3S05_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,31
HOLD_A7FF25R3S05_CONTROL_DOMINATED,L0_raw_forward_return,117
HOLD_A7FF25R3S05_CONTROL_DOMINATED,L1_cross_sectional_relative_return,119
HOLD_A7FF25R3S05_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,122
HOLD_A7FF25R3S05_CONTROL_DOMINATED,L5_vol_adjusted_return,117
HOLD_A7FF25R3S05_CONTROL_DOMINATED,L7_ranked_future_return,337
HOLD_A7FF25R3S05_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF25R3S05_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF25R3S05_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,2
HOLD_A7FF25R3S05_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,6
HOLD_A7FF25R3S05_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,6
HOLD_A7FF25R3S05_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,6
HOLD_A7FF25R3S05_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,13
HOLD_A7FF25R3S05_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,27
HOLD_A7FF25R3S05_PRE_MAY_UNSTABLE,L0_raw_forward_return,540
HOLD_A7FF25R3S05_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,540
HOLD_A7FF25R3S05_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,533
HOLD_A7FF25R3S05_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,532
HOLD_A7FF25R3S05_PRE_MAY_UNSTABLE,L7_ranked_future_return,281
