decision,label_family,count
A7FF12S01_NUMERIC_CLUE,L0_raw_forward_return,33
A7FF12S01_NUMERIC_CLUE,L1_cross_sectional_relative_return,35
A7FF12S01_NUMERIC_CLUE,L3_liquidity_tier_relative_return,36
A7FF12S01_NUMERIC_CLUE,L5_vol_adjusted_return,56
A7FF12S01_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,41
HOLD_A7FF12S01_CONTROL_DOMINATED,L0_raw_forward_return,90
HOLD_A7FF12S01_CONTROL_DOMINATED,L1_cross_sectional_relative_return,90
HOLD_A7FF12S01_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,90
HOLD_A7FF12S01_CONTROL_DOMINATED,L5_vol_adjusted_return,89
HOLD_A7FF12S01_CONTROL_DOMINATED,L7_ranked_future_return,83
HOLD_A7FF12S01_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,14
HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,13
HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,15
HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,19
HOLD_A7FF12S01_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,53
HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L0_raw_forward_return,222
HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,222
HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,219
HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,196
HOLD_A7FF12S01_PRE_MAY_UNSTABLE,L7_ranked_future_return,183
