candidate_id,interval,horizon,motif_family,priority,expression,feature_families,source_features,train_orientation,symbols,label_type,feature_available_time_rule,execution_time_rule,label_start_rule,label_end_rule,purge_embargo_bars,train_2024_n_dates,train_2024_mean_ic,train_2024_ic_positive_rate,train_2024_gross_annualized,train_2024_gross_sharpe_proxy,train_2024_gross_hit_rate,train_2024_turnover_mean,train_2024_net_low_1bp_annualized,train_2024_net_low_1bp_sharpe_proxy,train_2024_net_normal_5bp_annualized,train_2024_net_normal_5bp_sharpe_proxy,train_2024_net_stress_2x_10bp_annualized,train_2024_net_stress_2x_10bp_sharpe_proxy,train_2024_net_stress_5x_25bp_annualized,train_2024_net_stress_5x_25bp_sharpe_proxy,validation_2025H1_n_dates,validation_2025H1_mean_ic,validation_2025H1_ic_positive_rate,validation_2025H1_gross_annualized,validation_2025H1_gross_sharpe_proxy,validation_2025H1_gross_hit_rate,validation_2025H1_turnover_mean,validation_2025H1_net_low_1bp_annualized,validation_2025H1_net_low_1bp_sharpe_proxy,validation_2025H1_net_normal_5bp_annualized,validation_2025H1_net_normal_5bp_sharpe_proxy,validation_2025H1_net_stress_2x_10bp_annualized,validation_2025H1_net_stress_2x_10bp_sharpe_proxy,validation_2025H1_net_stress_5x_25bp_annualized,validation_2025H1_net_stress_5x_25bp_sharpe_proxy,recent_oos_2025H2_2026_n_dates,recent_oos_2025H2_2026_mean_ic,recent_oos_2025H2_2026_ic_positive_rate,recent_oos_2025H2_2026_gross_annualized,recent_oos_2025H2_2026_gross_sharpe_proxy,recent_oos_2025H2_2026_gross_hit_rate,recent_oos_2025H2_2026_turnover_mean,recent_oos_2025H2_2026_net_low_1bp_annualized,recent_oos_2025H2_2026_net_low_1bp_sharpe_proxy,recent_oos_2025H2_2026_net_normal_5bp_annualized,recent_oos_2025H2_2026_net_normal_5bp_sharpe_proxy,recent_oos_2025H2_2026_net_stress_2x_10bp_annualized,recent_oos_2025H2_2026_net_stress_2x_10bp_sharpe_proxy,recent_oos_2025H2_2026_net_stress_5x_25bp_annualized,recent_oos_2025H2_2026_net_stress_5x_25bp_sharpe_proxy,placebo_gate_pass,hard_blockers,core_gate_pass,baseline_ablation_pass,low_order_best_recent_net_normal_5bp_annualized,marginal_vs_low_order_best,decision
crypto_a1_1h_1_price_momentum_continuation_cd58bdfa34b6,1h,1,price_momentum_continuation,medium,Rank(ret_3),['price'],['ret_3'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8760,0.025657520338151423,0.5191780821917809,-0.9919663130644353,-1.6690679132565884,0.5060502283105023,0.875290177721962,-1.7601723901006687,-2.9611953231020194,-4.827189172838426,-8.114889592874237,-8.66096015126062,-14.534466520693043,-20.162273086527204,-33.48247795843163,4320,0.023178587346909914,0.51875,0.11915552124821016,0.23335274357023825,0.5106481481481482,0.8863162769159527,-0.6642108839781802,-1.3006450730198627,-3.769863118291679,-7.377440541256506,-7.651928411183552,-14.9464530256326,-19.298124289859174,-37.21962246542792,7272,0.04226406468746355,0.5467546754675467,1.077022051667973,2.8405351985163247,0.5332783278327833,0.8996928437170494,0.2915727542964844,0.7689484277570524,-2.8609509700880573,-7.537888486611635,-6.801605625568734,-17.863155160722958,-18.623569592010764,-47.82061901232013,False,[],False,True,,,HOLD_RESEARCH
crypto_a1_1h_1_price_momentum_continuation_fd4cc71299e6,1h,1,price_momentum_continuation,medium,Rank(ret_24),['price'],['ret_24'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8748,0.013803032226934372,0.5170324645633287,-1.3859174397349214,-2.29891834156679,0.49851394604481025,0.33257221143966204,-1.677617028212287,-2.7825689702928638,-2.844415382121753,-4.7155783352566,-4.302913324508585,-7.126292011166298,-8.678407151669077,-14.290672388205294,4320,0.023233335484258006,0.5236111111111111,0.15795944541531473,0.2841928353402722,0.5127314814814815,0.34081963417457745,-0.147247620194802,-0.2649029995347868,-1.3414796183425224,-2.412955051036445,-2.8342696160271714,-5.09442699166762,-7.31263960908112,-13.072195655507317,7272,0.03466811800162335,0.5408415841584159,1.0587411067767774,2.770071933035629,0.5305280528052805,0.3616650621189199,0.7429108932219476,1.9434661256689783,-0.5243634844427484,-1.3706415901772122,-2.1084564565236175,-5.4995743915375295,-6.860735372766225,-17.65093022991058,False,[],False,True,,,HOLD_RESEARCH
crypto_a1_1h_1_price_momentum_continuation_caae96ebcea8,1h,1,price_momentum_continuation,medium,Rank(ret_6),['price'],['ret_6'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8760,0.027409071235413984,0.5276255707762557,-0.932049636780255,-1.5573044020865803,0.505593607305936,0.6384671005061461,-1.4934851649711693,-2.49517463816635,-3.730673885144706,-6.23032211259593,-6.527159785361626,-10.88782329493542,-14.916617486012386,-24.688452093279015,4320,0.012118839323636325,0.5131944444444444,-0.7849175118757832,-1.4716516707556262,0.49699074074074073,0.6385737439222042,-1.3398975624737068,-2.511568081123453,-3.577459961177112,-6.699280792012251,-6.374412959556365,-11.912638900373913,-14.765271954694128,-27.277579739332552,7272,0.04007555782646437,0.5496424642464246,0.9827077205342994,2.566022550184219,0.5345159515951595,0.6592399028102508,0.4065699137950941,1.0615712091117075,-1.9034067056520247,-4.96633277655902,-4.7908774799609235,-12.467822821905116,-13.45328980288762,-34.35916833450938,False,[],False,True,,,HOLD_RESEARCH
crypto_a1_1h_1_price_momentum_continuation_7b779638e1a8,1h,1,price_momentum_continuation,medium,Rank(ret_12),['price'],['ret_12'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8760,0.01578409369710362,0.5149543378995434,-1.860065319421066,-3.107836548921682,0.4965753424657534,0.46310461620428506,-2.2679326605467955,-3.78899333863655,-3.890651235726611,-6.497618566974584,-5.91904945470138,-9.87524283802239,-12.004244111625686,-19.896786597009395,4320,0.009716665832547145,0.5099537037037037,-0.7479289746834723,-1.3922341121278001,0.5087962962962963,0.45743613490777185,-1.14704445235532,-2.134548413092284,-2.749900669072154,-5.1121724684415675,-4.753470939968194,-8.819863946261163,-10.764181752656317,-19.770771607837613,7272,0.03707819216558932,0.5407040704070407,0.7758412509740283,2.030956213159604,0.529015401540154,0.4858570577178747,0.35391104108185156,0.9265507362046549,-1.3485320891615817,-3.5302537774959712,-3.476586001965872,-9.087558476896014,-9.860747740378745,-25.42502317131482,False,[],False,True,,,HOLD_RESEARCH
crypto_a1_1h_1_basis_premium_continuation_2f57cd57cb58,1h,1,basis_premium_continuation,medium,Rank(premium_index),['basis'],['premium_index'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8760,0.017429409970173903,0.5190639269406393,1.8578863104474757,3.671513167973377,0.5140410958904109,1.069832933744339,0.9220830162068339,1.8218556255347629,-2.8266115836333308,-5.579145136445908,-7.512479833433536,-14.793420362380553,-21.57008458283415,-41.88776948957995,4320,0.006237713032648358,0.5006944444444444,0.177389082879737,0.3786285387119768,0.50625,1.1414679323917574,-0.8198189068211352,-1.7493321369904882,-4.819522541921853,-10.269923773073847,-9.819152085797752,-20.861308382543903,-24.818040717425443,-51.828402831922425,7272,0.010204563904500332,0.5122387238723872,0.2465067151132101,0.7816781506108235,0.5057755775577558,1.011919497547334,-0.6343975274819095,-2.0120406474271437,-4.180163446887769,-13.248076161106592,-8.61237084614509,-27.19764046886412,-21.908993043917057,-67.30364191897065,False,[],False,True,,,HOLD_RESEARCH
crypto_a1_1h_1_basis_premium_continuation_97d363b5f73e,1h,1,basis_premium_continuation,medium,Rank(mark_minus_index),['basis'],['mark_minus_index'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8760,0.0080441668031634,0.5136986301369864,0.516846885630754,1.0261988329571232,0.5037671232876713,0.28652433687255013,0.26757949372716877,0.5312466801192253,-0.7364017826742475,-1.4615685390408515,-1.9913783781760168,-3.948279147874596,-5.756308164681327,-11.329975597102008,4320,0.02319340793262164,0.5138888888888888,0.22101831268772462,0.42539618236483984,0.5175925925925926,0.31897815852434974,-0.06102809585140144,-0.11745380415316783,-1.1787275633207237,-2.268369995520599,-2.575851897657375,-4.953558374481343,-6.767224900667332,-12.935760242847454,7272,0.014047062415712604,0.5167766776677668,0.19263488405641435,0.5261375835360503,0.5071507150715071,0.19350845825883647,0.02056998315693649,0.05617671021191859,-0.6574836545820268,-1.794497303029525,-1.5050507017557309,-4.100841110832213,-4.047751843276842,-10.906435948583171,False,[],False,True,,,HOLD_RESEARCH
crypto_a1_1h_1_price_basis_confirmation_a3ece719e014,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_3),Rank(premium_index))","['basis', 'price']","['ret_3', 'premium_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8760,0.02422355681492201,0.5214611872146119,0.5835576480299347,1.0887353394462214,0.5127853881278539,1.0346310461620427,-0.3250717770523145,-0.6064585351119604,-3.9504189628041133,-7.367214000305162,-8.482102944993862,-15.796530568207455,-22.077154891563108,-40.69857484307656,4320,0.016829300463582882,0.5127314814814815,0.6619781370077588,1.428524896469052,0.5057870370370371,1.0929999228216407,-0.29783786078102115,-0.6425851880251837,-4.127709590348052,-8.896581203022738,-8.915049252306837,-19.165711445249244,-23.2770682381832,-49.241523080497544,7272,0.03235655672891714,0.5387788778877888,0.5225748052335267,1.445917497550202,0.528052805280528,1.0506120203548344,-0.39407326386771524,-1.0901624330279558,-4.075417783191055,-11.256340799946747,-8.677098432345229,-23.86843911458299,-22.482140379807753,-60.27949011434222,False,[],False,False,-2.8609509700880573,-1.2144668131029976,HOLD_RESEARCH
crypto_a1_1h_1_price_basis_confirmation_af6489903a6a,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_3),Rank(mark_minus_index))","['basis', 'price']","['ret_3', 'mark_minus_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8760,0.02235657337668934,0.5292237442922374,-0.12757178006693282,-0.23818057957042313,0.5246575342465754,0.7180043383947939,-0.7569360078108718,-1.4131583275516364,-3.2728232095462304,-6.108274263692651,-6.4176822117154275,-11.963512564156098,-15.85225921822302,-29.29246422011136,4320,0.028896484334657756,0.5335648148148148,0.01834130563294975,0.03878850160973184,0.5111111111111111,0.6931388438681794,-0.5927467182412804,-1.2533552044142238,-3.021505227155381,-6.384717066562481,-6.0574533632980065,-12.777013174020253,-15.165297771725884,-31.616359852614337,7272,0.03677152243222608,0.5477172717271728,0.6168587489920164,1.6452490734032665,0.5379537953795379,0.6955026818869482,0.009755168363320209,0.026018081116482968,-2.4272862289685464,-6.47053422944444,-5.473587975633379,-14.559715640951007,-14.612493215627879,-38.23902952856962,False,[],False,False,-0.6574836545820268,-1.7698025743865196,HOLD_RESEARCH
crypto_a1_1h_1_price_basis_confirmation_419b4b2e5a89,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_24),Rank(premium_index))","['basis', 'price']","['ret_24', 'premium_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8748,0.018045598260020255,0.5206904435299498,0.6732615428172276,1.2519327556474722,0.5088020118884317,0.81653156753054,-0.042919527141619535,-0.07981294031506576,-2.9076438069770107,-5.406147679301306,-6.488549156771249,-12.051837743080071,-17.231265206153967,-31.738800152565982,4320,0.016440372684955188,0.5203703703703704,0.23513567109832098,0.46504782469095085,0.5115740740740741,0.8640117311105966,-0.5264522849457273,-1.0410753037543405,-3.5539493907572584,-7.02425283284818,-7.338320773021671,-14.481117716992443,-18.69143491981491,-36.49598648990137,7272,0.02928690187191408,0.5383663366336634,0.8094147691615449,2.269115875229912,0.5218646864686468,0.8180901297391463,0.09668122549946692,0.27106218876257343,-2.7699065891065024,-7.7630927128198355,-6.353141357363965,-17.765039440858274,-17.102845662136346,-46.939140175665244,False,[],False,False,-0.5243634844427484,-2.245543104663754,HOLD_RESEARCH
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_24),Rank(mark_minus_index))","['basis', 'price']","['ret_24', 'mark_minus_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",next_open_to_future_open_minus_forward_funding_cost,bar_close,next_bar_open,next_bar_open,next_bar_open_plus_1_bars,12,8748,0.01607462310343351,0.5211476909007773,-0.4320534950952924,-0.8348087066609795,0.5074302697759487,0.3927008410396925,-0.7764919953239153,-1.500285994473784,-2.154245996238411,-4.160587428209931,-3.8764384973815296,-7.4779471750057045,-9.043016000810885,-17.307878189545214,4320,0.02902604113923312,0.5340277777777778,0.2756739460590869,0.5449381948631286,0.5231481481481481,0.38211005634020223,-0.06516006359846557,-0.12879540495715894,-1.4040737010145348,-2.7745734213952487,-3.0777157477846204,-6.076075302824558,-8.098641888094877,-15.877717557034966,7272,0.03461478906864175,0.536991199119912,1.0863448938349167,2.9968089522893666,0.5295654565456546,0.3778022280291569,0.7567594137971801,2.087423584328083,-0.5670595932169861,-1.5631529775740862,-2.2218333519846936,-6.112349141718453,-7.186154628287817,-19.49612892817558,False,[],False,False,-0.5243634844427484,-0.042696108774237684,HOLD_RESEARCH
