candidate_id,semantic_bucket,motif_bucket,replay_rows,median_spread,median_cost_adjusted_spread,max_tstat,min_control_ratio,validation_recent_clean_splits,replay_clean
a7ffcore11e_34c80c6d72709214b6,liquidity_like|volatility_like,liquidity_shock,12,0.0014800642183663,0.0004971373998893,2.4862352348613195,0.6747063540620573,2,True
a7ffcore11e_47e7feb2ae3fd724af,liquidity_like|volatility_like,liquidity_shock,12,0.0017049193933607,0.0004276127599618,2.3099682728431645,0.839641155225303,2,True
a7ffcore11e_915089a6e339233ea8,taker_flow_like|basis_premium_like,gated_sign,12,0.0005165353973443,-0.0002760321501173,4.274745689395481,1.250743538168276,0,False
a7ffcore11e_e2ef38c0251e5f9d9f,taker_flow_like|basis_premium_like,gated_sign,12,0.0004023683918096,-0.0003028028981295,4.229889182515791,0.9661240957816792,0,False
a7ffcore11e_e5f7689834367b6808,taker_flow_like|basis_premium_like,gated_sign,12,0.0004027714365744,-0.000439246473964,3.92097329666216,1.538739397122297,0,False
a7ffcore11e_a8bc245f20ba6f090e,taker_flow_like|basis_premium_like,gated_sign,12,0.0005381261399199,-0.000346648232336,3.550011657074252,1.81321035646921,0,False
a7ffcore11e_3de814e190a09da7c5,taker_flow_like|basis_premium_like,gated_sign,12,0.0003496393713131,-0.000416389615051,3.047293191041077,2.169033560643197,0,False
a7ffcore11e_10950375da87ec66dc,taker_flow_like|basis_premium_like,gated_sign,12,0.0002954449063362,-0.0004834746827144,2.879498663445393,2.3548021989765813,0,False
a7ffcore11e_a8d20b6bdd9fb53e86,taker_flow_like|basis_premium_like,gated_sign,12,0.0010297212115561,-3.830349778676404e-05,2.857048713028969,0.8328338195803621,1,False
a7ffcore11e_fc238d0a2f892c56c8,taker_flow_like|basis_premium_like,gated_sign,12,0.0004460647515609,-0.0004420013717832,2.839088237995366,1.955244181608314,0,False
a7ffcore11e_0e0f0e07398f95176c,taker_flow_like|basis_premium_like,gated_sign,12,0.0003242979540321,-0.0004959585524001,2.7768818230023027,2.3429652931911407,0,False
a7ffcore11e_ce389ddfa48b59e0f7,taker_flow_like|basis_premium_like,gated_sign,12,0.0003290788029601,-0.0002080998533687,2.751208955908748,0.8444638126509262,1,False
a7ffcore11e_108bca7372512beafd,taker_flow_like|basis_premium_like,gated_sign,12,0.0007889850995214,-0.0002249561949049,2.717133036669549,0.6813269681239442,1,False
a7ffcore11e_7c8802ba202be3239e,liquidity_like,single,12,-0.0001831550267073,-0.0005948353191463,2.5318397896898563,0.8303077541042498,0,False
a7ffcore11e_55aaf9f22b9764a1a2,taker_flow_like|basis_premium_like,gated_sign,12,0.000873399108665,-7.537485839426077e-05,2.446855128392825,0.7979396733053177,1,False
a7ffcore11e_c70bbc5022a6f28dd1,liquidity_like,single,12,-0.0001641577592954,-0.0006065173667326,2.430881458697405,0.9808804937654516,0,False
a7ffcore11e_4c3d00558447cd47dd,open_interest_like|positioning_like,delta_x_divergence,12,0.0001537357913672,-0.0005616885802339,2.429604319859362,0.9026287601459124,0,False
a7ffcore11e_941cf981f5d72cff80,taker_flow_like|open_interest_like,flow_x_leverage,12,0.0024140255715529,0.0017140255715529,2.4173693700528185,0.825688076129715,0,False
a7ffcore11e_b42a7e3dcfc5ad4c16,open_interest_like|positioning_like,delta_x_divergence,12,0.0002701283822006,-0.0006399015244261,2.4144414535573686,0.6810134492809238,0,False
a7ffcore11e_0700ec30c6b8fb8e9c,liquidity_like|volatility_like,liquidity_shock,12,-0.0003524786843048,-0.0007538042511354,2.3035410251773105,0.6429475165596822,0,False
a7ffcore11e_835cc04ca784ccc502,taker_flow_like|open_interest_like,flow_x_leverage,12,2.7877728712340955e-05,-0.0006087253753005,2.1110629640153693,0.7973824507106133,0,False
a7ffcore11e_2414f8e2f51a8e9e85,liquidity_like|volatility_like,liquidity_shock,12,0.0005263645500517,-0.0002902052554781,2.075046145137423,1.0072293424705487,0,False
a7ffcore11e_f19f4cce024077a6bc,taker_flow_like|basis_premium_like,gated_sign,12,0.0006403822967363,-0.0003189987922302,2.018785083212473,1.4888265127056377,0,False
a7ffcore11e_c6c5696a8e9141f9bf,taker_flow_like|basis_premium_like,gated_sign,12,0.0006099196571344,-0.0003006863663321,1.9973712708057625,0.3305975521574494,0,False
a7ffcore11e_3a5ff4c4fdf2df5a9f,open_interest_like|positioning_like,delta_x_divergence,12,0.000172650762289,-0.000597115332224,1.9699027807072815,0.4406837965728383,0,False
a7ffcore11e_3a24520d5c00abc2a3,open_interest_like|positioning_like,delta_x_divergence,12,0.0001521475447757,-0.000530471015772,1.9419164417469628,1.0380346953531288,0,False
a7ffcore11e_4ce0c8b245d5808abe,liquidity_like|volatility_like,liquidity_shock,12,0.0011293512554066,0.0003337908494451,1.9095601969585487,0.9116398514029472,1,False
a7ffcore11e_39a12c5e1a821ba4d7,liquidity_like|volatility_like,liquidity_shock,12,-0.0001460974610432,-0.0005536269823321,1.8831344454429453,0.7691393057279293,0,False
a7ffcore11e_7d56c9ecbc9ab9d958,taker_flow_like|open_interest_like,flow_x_leverage,12,0.0078873016858544,0.0071873016858544,1.881053893192173,0.658308921500043,1,False
a7ffcore11e_123c59e7517b7ef3c6,taker_flow_like|basis_premium_like,gated_sign,12,0.000352471881849,-0.0002430238915288,1.867184861241268,0.4898022302703956,0,False
a7ffcore11e_393e6f44827ee26050,open_interest_like|positioning_like,delta_x_divergence,12,0.0001260819330164,-0.0006316339552912,1.8596925534623252,1.1344330026861345,0,False
a7ffcore11e_11882b391b74beae55,liquidity_like|volatility_like,liquidity_shock,12,0.0005352074448874,-0.0003506290417158,1.828121177401083,1.11220941446448,0,False
a7ffcore11e_5ba23f43a8b1fe6632,taker_flow_like|basis_premium_like,gated_sign,12,-0.0002202319956048,-0.0006975470539567,1.8021679540894184,1.9038211967146288,0,False
a7ffcore11e_7dd7c256aff9e3f288,open_interest_like|positioning_like,delta_x_divergence,12,0.0001022865063544,-0.0003350406989659,1.7826477269715442,1.0837012808669242,0,False
