candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_z8_materialization,preflight_decision,shared_pool_stage,control_modes,static_valid
a7al2z7_077a7ed6ad2b4e7c,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,168),12)),Rank(Mean(Delta(funding_rate,168),12))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,12|168,skeleton-c0f866db89ee2ec1,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::12|168,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_07b817c9b7cafc4e,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(mark_index_basis_bps,72),4))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,72),4))))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,4|72,skeleton-fe9029b7f2645954,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::4|72,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_082fbbd3dfdcd912,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_trade_basis_bps,24),4)),Rank(Mean(Delta(funding_rate,24),4))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|mark_trade_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,4|24,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|mark_trade_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::4|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_087b0dafeafd155d,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_trade_basis_bps,24),12)),Rank(Mean(Delta(funding_rate,24),12))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|mark_trade_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,12|24,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|mark_trade_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::12|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_09b3119c49b19810,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_trade_basis_bps,48),8)),Rank(Mean(Delta(funding_rate,48),8))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_trade_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,8|48,skeleton-c0f866db89ee2ec1,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_trade_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::8|48,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0a6474b051adf02b,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,24),12)),Rank(Mean(Delta(funding_rate,24),12))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|premium_close_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|premium_close_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0b1ea1cff920a0d7,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(premium_close_bps,24),8))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,24),8))))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,8|24,skeleton-fe9029b7f2645954,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::8|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0c73f49834fd864b,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,24),12)),Rank(Mean(Delta(funding_rate,24),12))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Rank|Sub,12|24,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Rank|Sub::12|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0d801bcb056219af,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,24),12)),Rank(Mean(Delta(funding_rate,24),12))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|mark_index_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0de0b607e3f2ebe2,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(mark_trade_basis_bps,12),8))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,12),8))))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|mark_trade_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,8|12,skeleton-fe9029b7f2645954,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|mark_trade_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::8|12,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0e4d1db68418df12,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,168),8)),Rank(Mean(Delta(funding_rate,168),8))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,8|168,skeleton-c0f866db89ee2ec1,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::8|168,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0e6e8bc25cec2f59,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(mark_trade_basis_bps,12),8))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,12),8))))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|mark_trade_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,8|12,skeleton-fe9029b7f2645954,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|mark_trade_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::8|12,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0e7aa22367204562,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,168),8)),Rank(Mean(Delta(funding_rate,168),8))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Rank|Sub,8|168,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Rank|Sub::8|168,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0e8a5d545f98f034,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(premium_close_bps,24),4))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,24),4))))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,4|24,skeleton-fe9029b7f2645954,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::4|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_0f2955824976ef30,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(mark_index_basis_bps,24),8))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,24),8))))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,8|24,skeleton-e4518b847942bc9b,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::8|24,True,True,True,True,True,,selected_for_response_guided_materialization,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_14096c76aebe4ee1,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(premium_close_bps,168),8))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,168),8))))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,8|168,skeleton-fe9029b7f2645954,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::8|168,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_14700c268da0e3da,"GroupNeutralize(Mul(Winsor(ZScore(Mean(Delta(mark_index_basis_bps,72),8))),Neg(Winsor(ZScore(Mean(Delta(funding_rate,72),8))))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore,8|72,skeleton-fe9029b7f2645954,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Mul|Neg|Winsor|ZScore::8|72,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_14b4823fc7a5771d,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,24),4)),Rank(Mean(Delta(funding_rate,24),4))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|premium_close_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,4|24,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|premium_close_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::4|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_14b6e0632a48457c,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_index_basis_bps,24),4)),Rank(Mean(Delta(funding_rate,24),4))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_index_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,4|24,skeleton-c0f866db89ee2ec1,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_index_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::4|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_15539000829e3e0e,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,72),12)),Rank(Mean(Delta(funding_rate,72),12))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|premium_close_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|72,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|premium_close_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|72,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_159ee20a81036531,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,24),12)),Rank(Mean(Delta(funding_rate,24),12))),R10_stress_proxy_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R10_stress_proxy_state|funding_rate|mark_index_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24,skeleton-1d048fd25fceb186,a7al2z7::M0_basis_funding_double_difference::R10_stress_proxy_state|funding_rate|mark_index_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_17c29b20852473e6,"GroupNeutralize(Sub(Rank(Mean(Delta(premium_close_bps,72),8)),Rank(Mean(Delta(funding_rate,72),8))),R5_basis_premium_dislocation_state)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,R5_basis_premium_dislocation_state|funding_rate|premium_close_bps,Delta|GroupNeutralize|Mean|Rank|Sub,8|72,skeleton-4964bb24550c433f,a7al2z7::M0_basis_funding_double_difference::R5_basis_premium_dislocation_state|funding_rate|premium_close_bps::Delta|GroupNeutralize|Mean|Rank|Sub::8|72,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_18d4b8a59c1cd6ee,"LatentNeutralRank(Sub(Rank(Mean(Delta(premium_close_bps,168),4)),Rank(Mean(Delta(funding_rate,168),4))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|premium_close_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,4|168,skeleton-aea444a5ed8a6400,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|premium_close_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::4|168,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_1909f81ac76079e5,"GroupNeutralize(Sub(Rank(Mean(Delta(mark_trade_basis_bps,168),4)),Rank(Mean(Delta(funding_rate,168),4))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_trade_basis_bps,Delta|GroupNeutralize|Mean|Rank|Sub,4|168,skeleton-c0f866db89ee2ec1,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_trade_basis_bps::Delta|GroupNeutralize|Mean|Rank|Sub::4|168,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
a7al2z7_199d46a592fcc3cb,"LatentNeutralRank(Sub(Rank(Mean(Delta(mark_index_basis_bps,24),12)),Rank(Mean(Delta(funding_rate,24),12))),liquidity_tier)",M0_basis_funding_double_difference,a7al2z7_response_guided_dry_generation,basis_premium|funding|state,funding_rate|liquidity_tier|mark_index_basis_bps,Delta|LatentNeutralRank|Mean|Rank|Sub,12|24,skeleton-aea444a5ed8a6400,a7al2z7::M0_basis_funding_double_difference::funding_rate|liquidity_tier|mark_index_basis_bps::Delta|LatentNeutralRank|Mean|Rank|Sub::12|24,True,True,True,True,False,,dry_generated_response_guided_non_oi,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random,True
