source,field,split,timestamp_start,timestamp_end,hour_count,cell_count,finite_cell_count,finite_share,nonzero_share,symbol_with_any_finite
base_panel,raw_funding_rate,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,126943,0.15053767266241652,0.14984512560716454,96
base_panel,raw_funding_rate,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,10530,0.15234375,0.15133101851851852,96
base_panel,raw_funding_rate,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,11256,0.16284722222222223,0.16196469907407407,96
base_panel,raw_funding_rate,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,11648,0.1685185185185185,0.1678096064814815,96
base_panel,raw_funding_rate,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,9621,0.16675332778702162,0.1663026899611758,96
base_panel,funding_rate_state_last_ffill_8h,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,841205,0.9975582972829387,0.9920179208409229,96
base_panel,funding_rate_state_last_ffill_8h,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,0.9919560185185186,96
base_panel,funding_rate_state_last_ffill_8h,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,0.9929398148148149,96
base_panel,funding_rate_state_last_ffill_8h,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,0.9943287037037037,96
base_panel,funding_rate_state_last_ffill_8h,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,57696,1.0,0.9963948973932335,96
base_panel,funding_rate_delta_state_24h_ffill_8h,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,838877,0.9947975960078932,0.5428252599423193,96
base_panel,funding_rate_delta_state_24h_ffill_8h,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,0.7339699074074074,96
base_panel,funding_rate_delta_state_24h_ffill_8h,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,0.7891927083333333,96
base_panel,funding_rate_delta_state_24h_ffill_8h,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,0.6805555555555556,96
base_panel,funding_rate_delta_state_24h_ffill_8h,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,57696,1.0,0.6747608153078203,96
base_panel,funding_rate_state_last_ffill_24h,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,841221,0.9975772711748634,0.9920368947328476,96
base_panel,funding_rate_state_last_ffill_24h,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,0.9919560185185186,96
base_panel,funding_rate_state_last_ffill_24h,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,0.9929398148148149,96
base_panel,funding_rate_state_last_ffill_24h,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,0.9943287037037037,96
base_panel,funding_rate_state_last_ffill_24h,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,57696,1.0,0.9963948973932335,96
base_panel,funding_rate_delta_state_24h_ffill_24h,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,838893,0.9948165698998178,0.5428430479659988,96
base_panel,funding_rate_delta_state_24h_ffill_24h,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,0.7339699074074074,96
base_panel,funding_rate_delta_state_24h_ffill_24h,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,0.7891927083333333,96
base_panel,funding_rate_delta_state_24h_ffill_24h,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,0.6805555555555556,96
base_panel,funding_rate_delta_state_24h_ffill_24h,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,57696,1.0,0.6747608153078203,96
base_panel,funding_rate_state_last_ffill_72h,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,841269,0.9976341928506375,0.9920938164086217,96
base_panel,funding_rate_state_last_ffill_72h,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,0.9919560185185186,96
base_panel,funding_rate_state_last_ffill_72h,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,0.9929398148148149,96
base_panel,funding_rate_state_last_ffill_72h,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,0.9943287037037037,96
base_panel,funding_rate_state_last_ffill_72h,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,57696,1.0,0.9963948973932335,96
base_panel,funding_rate_delta_state_24h_ffill_72h,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,838941,0.994873491575592,0.5428430479659988,96
base_panel,funding_rate_delta_state_24h_ffill_72h,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,0.7339699074074074,96
base_panel,funding_rate_delta_state_24h_ffill_72h,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,0.7891927083333333,96
base_panel,funding_rate_delta_state_24h_ffill_72h,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,0.6805555555555556,96
base_panel,funding_rate_delta_state_24h_ffill_72h,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,57696,1.0,0.6747608153078203,96
base_panel,premium_close_bps,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,841927,0.9984144941560413,0.7194638926836673,96
base_panel,premium_close_bps,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,0.6982928240740741,96
base_panel,premium_close_bps,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,0.6738715277777778,96
base_panel,premium_close_bps,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,0.6062644675925926,96
base_panel,premium_close_bps,known_may2026_stress,2026-05-01T00:00:00+00:00,2026-05-26T00:00:00+00:00,601,57696,57600,0.9983361064891847,0.6235094287298946,96
base_panel,open_interest_mean,train_2024,2024-01-01T00:00:00+00:00,2024-12-31T23:00:00+00:00,8784,843264,840976,0.9972867334547663,0.9972677595628415,96
base_panel,open_interest_mean,validation_2025H1,2025-06-01T00:00:00+00:00,2025-06-30T23:00:00+00:00,720,69120,69120,1.0,1.0,96
base_panel,open_interest_mean,test_2025H2,2025-12-02T00:00:00+00:00,2025-12-31T23:00:00+00:00,720,69120,69120,1.0,1.0,96
base_panel,open_interest_mean,recent_oos_2026JanApr,2026-04-01T00:00:00+00:00,2026-04-30T23:00:00+00:00,720,69120,69120,1.0,1.0,96
