candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status,execution_lag_1bar_raw_10bp__fresh_forward_2026May,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr,execution_lag_1bar_raw_10bp__validation_2025H1,raw_10bp__fresh_forward_2026May,raw_10bp__recent_oos_2025H2_2026Apr,raw_10bp__validation_2025H1,raw_20bp__fresh_forward_2026May,raw_20bp__recent_oos_2025H2_2026Apr,raw_20bp__validation_2025H1,residual_vs_core4_10bp__fresh_forward_2026May,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr,residual_vs_core4_10bp__validation_2025H1,residual_vs_funding_10bp__fresh_forward_2026May,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr,residual_vs_funding_10bp__validation_2025H1,execution_lag_1bar_raw_10bp__fresh_forward_2026May__gross_exposure,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__gross_exposure,execution_lag_1bar_raw_10bp__validation_2025H1__gross_exposure,raw_10bp__fresh_forward_2026May__gross_exposure,raw_10bp__recent_oos_2025H2_2026Apr__gross_exposure,raw_10bp__validation_2025H1__gross_exposure,raw_20bp__fresh_forward_2026May__gross_exposure,raw_20bp__recent_oos_2025H2_2026Apr__gross_exposure,raw_20bp__validation_2025H1__gross_exposure,residual_vs_core4_10bp__fresh_forward_2026May__gross_exposure,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__gross_exposure,residual_vs_core4_10bp__validation_2025H1__gross_exposure,residual_vs_funding_10bp__fresh_forward_2026May__gross_exposure,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__gross_exposure,residual_vs_funding_10bp__validation_2025H1__gross_exposure,execution_lag_1bar_raw_10bp__fresh_forward_2026May__active_hour_count,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__active_hour_count,execution_lag_1bar_raw_10bp__validation_2025H1__active_hour_count,raw_10bp__fresh_forward_2026May__active_hour_count,raw_10bp__recent_oos_2025H2_2026Apr__active_hour_count,raw_10bp__validation_2025H1__active_hour_count,raw_20bp__fresh_forward_2026May__active_hour_count,raw_20bp__recent_oos_2025H2_2026Apr__active_hour_count,raw_20bp__validation_2025H1__active_hour_count,residual_vs_core4_10bp__fresh_forward_2026May__active_hour_count,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__active_hour_count,residual_vs_core4_10bp__validation_2025H1__active_hour_count,residual_vs_funding_10bp__fresh_forward_2026May__active_hour_count,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__active_hour_count,residual_vs_funding_10bp__validation_2025H1__active_hour_count,min_fold_component,positive_fold_rate,mean_turnover,mean_gross_exposure,pilot_rank_score,candidate_decision,reject_reasons,liquidity_volatility_flag,diversity_adjusted_rank_score,deep_selection_stage,deep_audit_status,deep_selection_policy,liquidity_volatility_deep_cap,liquidity_volatility_deep_forced_fill_count,return_corr_cluster,raw_10bp__stress_min_ann,raw_10bp__stress_median_ann,raw_10bp__stress_positive_rate,raw_10bp__stress_min_gross,raw_10bp__stress_min_active_hours,residual_vs_funding_10bp__stress_min_ann,residual_vs_funding_10bp__stress_median_ann,residual_vs_funding_10bp__stress_positive_rate,residual_vs_funding_10bp__stress_min_gross,residual_vs_funding_10bp__stress_min_active_hours,residual_vs_core4_10bp__stress_min_ann,residual_vs_core4_10bp__stress_median_ann,residual_vs_core4_10bp__stress_positive_rate,residual_vs_core4_10bp__stress_min_gross,residual_vs_core4_10bp__stress_min_active_hours,raw_20bp__stress_min_ann,raw_20bp__stress_median_ann,raw_20bp__stress_positive_rate,raw_20bp__stress_min_gross,raw_20bp__stress_min_active_hours,execution_lag_1bar_raw_10bp__stress_min_ann,execution_lag_1bar_raw_10bp__stress_median_ann,execution_lag_1bar_raw_10bp__stress_positive_rate,execution_lag_1bar_raw_10bp__stress_min_gross,execution_lag_1bar_raw_10bp__stress_min_active_hours,stress_analog_min_ann,stress_analog_positive_rate,stress_analog_score
a7o_l1_C0004_0564,C0004,564,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_12;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Mul(TSRank(quote_volume_mean_24,60),ZScore(TSMean(quote_volume_mean_12,96))),Rank(TSMean(quote_volume_mean_24,36)))),20),Clip(Abs(TSMean(quote_volume_mean_12,3)),0.05,4.0))",0d34b1a5cf5d2371,72,generated_candidate,original,0.1716,False,False,selected_for_strict_replay,0.0,0.6024481545836459,0.6874333625915884,0.0,0.6890737765007815,0.6644098036471241,0.0,0.6599713806878089,0.627957099456434,0.0,0.6890737765007815,0.6644098036471241,0.0,0.6890737765007815,0.6644098036471241,0.0,0.1229148445870214,0.1519933818200061,0.0,0.1229474792397532,0.1517794939885733,0.0,0.1229474792397532,0.1517794939885733,0.0,0.1229474792397532,0.1517794939885733,0.0,0.1229474792397532,0.1517794939885733,0,1814,1589,0,1814,1589,0,1814,1589,0,1814,1589,0,1814,1589,-0.2901050753299699,0.8615384615384616,0.0043874354261734,0.1550830088844664,0.5703365273519484,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity;may_stress_raw_active_hours_below_min;may_stress_residual_active_hours_below_min,False,0.5703365273519484,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_000,0.2232369730527283,1.3278505847280877,1.0,0.1160423706198821,884,0.2232369730527283,1.3278505847280877,1.0,0.1160423706198821,884,0.2232369730527283,1.3278505847280877,1.0,0.1160423706198821,884,0.1396586777607012,1.2574728305374545,1.0,0.1160423706198821,884,0.0455870915351919,1.2172383915285727,1.0,0.1148972131836561,875,0.0455870915351919,1.0,0.2955870915351919
a7o_l1_C0004_0180,C0004,180,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_12;quote_volume_mean_24,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Mul(TSRank(quote_volume_mean_12,60),ZScore(TSMean(quote_volume_mean_24,96))),Rank(TSMean(quote_volume_mean_12,4)))),4),Clip(Abs(TSMean(quote_volume_mean_24,8)),0.05,4.0))",76297293bd1c7961,72,generated_candidate,original,0.1756,False,False,selected_for_strict_replay,0.0,1.6940056925430576,1.389906616734819,0.0,1.700983603596813,1.400111163794528,0.0,1.6269186605666757,1.3085725844433769,0.0,1.700983603596813,1.400111163794528,0.0,1.700983603596813,1.400111163794528,0.0,0.1110209931035113,0.14369989816403,0.0,0.1109603004747713,0.1440228133642097,0.0,0.1109603004747713,0.1440228133642097,0.0,0.1109603004747713,0.1440228133642097,0.0,0.1109603004747713,0.1440228133642097,0,1664,1492,0,1664,1492,0,1664,1492,0,1664,1492,0,1664,1492,-0.3712193938895369,0.8307692307692308,0.0107960796385696,0.1508357560966861,0.4568508169700515,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity;may_stress_raw_active_hours_below_min;may_stress_residual_active_hours_below_min,False,0.4568508169700515,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_001,1.2527342064337337,3.5786702987687935,1.0,0.1106718534619399,858,1.2527342064337337,3.5786702987687935,1.0,0.1106718534619399,858,1.2527342064337337,3.5786702987687935,1.0,0.1106718534619399,858,1.1543452539966448,3.4446930134274587,1.0,0.1106718534619399,858,1.4588680163749406,3.4125336163962827,1.0,0.1106408102524894,857,1.1543452539966448,1.0,1.4043452539966448
a7o_l1_C0004_2036,C0004,2036,H14_open_ast_cem_diversity,P2_liquidity,TSRankMul,H72,same_symbol_rank,none,low_turnover,F2_low_liquidity,quote_volume_mean_12,liquidity,"SafeDiv(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Mul(TSRank(quote_volume_mean_12,60),ZScore(TSMean(quote_volume_mean_12,96))),Rank(TSMean(quote_volume_mean_12,3)))),16),Clip(Abs(TSMean(quote_volume_mean_12,24)),0.05,4.0))",f7dfea510180950c,72,generated_candidate,original,0.1886,False,False,selected_for_strict_replay,0.0,2.24202511803217,-0.0850889254983257,0.0,2.266234282524897,0.0358027970379339,0.0,2.2233807080962538,-0.0187339512147835,0.0,2.266234282524897,0.0358027970379339,0.0,2.266234282524897,0.0358027970379339,0.0,0.1229095171500234,0.1573299585080391,0.0,0.1228868918513948,0.1567347537856402,0.0,0.1228868918513948,0.1567347537856402,0.0,0.1228868918513948,0.1567347537856402,0.0,0.1228868918513948,0.1567347537856402,0,1826,1591,0,1826,1591,0,1826,1591,0,1826,1591,0,1826,1591,-0.4109389701502902,0.7846153846153846,0.0063572193177477,0.1587618468418751,0.3720871096356574,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity;may_stress_raw_active_hours_below_min;may_stress_residual_active_hours_below_min,False,0.3720871096356574,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_002,0.0158118484182687,1.3943774593598202,1.0,0.118515269328588,905,0.0158118484182687,1.3943774593598202,1.0,0.118515269328588,905,0.0158118484182687,1.3943774593598202,1.0,0.118515269328588,905,-0.0981188578729643,1.2942117974405232,0.75,0.118515269328588,905,-0.4109389701502902,1.1086576298373194,0.75,0.1186280292001044,904,-0.4109389701502902,0.9,-0.18593897015029018
a7o_l1_C0007_0757,C0007,757,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_12,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(RegimeMaskNonMay(F5_funding_neutral,Add(SafeDiv(ZScore(TSMean(cs_z_ret_12,48)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,84))),0.05,2.5)),ZScore(TSMean(cs_z_mark_index_ratio,10)))))),16),ZScore(TSStd(cs_z_ret_12,16)))",2e5103c28c0fc24f,72,generated_candidate,original,0.2784,False,False,selected_for_strict_replay,-0.3985899474022899,3.7942360537350273,1.0465685751619782,-0.36250902041782,3.9733375568729175,0.998192743673866,-0.7512993580240359,3.540038054399884,0.6866941182874639,-0.36250902041782,3.9733375568729175,0.998192743673866,-0.36250902041782,3.9733375568729175,0.998192743673866,0.3495330993778411,0.3857796654039827,0.2768870180251974,0.3488260206434039,0.3858215153935376,0.2763170243831111,0.3488260206434039,0.3858215153935376,0.2763170243831111,0.3488260206434039,0.3858215153935376,0.2763170243831111,0.3488260206434039,0.3858215153935376,0.2763170243831111,367,7248,4104,367,7248,4105,367,7248,4105,367,7248,4105,367,7248,4105,-0.193722492001606,0.9846153846153848,0.0442291873128882,0.3428266169447316,0.7798355957855565,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_material_fail;may_residual_funding_negative,False,0.7798355957855565,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_003,0.2219879761780926,2.5781769715788085,1.0,0.3080260431562888,3290,0.2219879761780926,2.5781769715788085,1.0,0.3080260431562888,3290,0.2219879761780926,2.5781769715788085,1.0,0.3080260431562888,3290,-0.193722492001606,2.18808462118893,0.75,0.3080260431562888,3290,0.5012038126879584,2.3226184422618354,1.0,0.3079873067793902,3289,-0.193722492001606,0.95,0.043777507998394
a7o_l1_C0007_0484,C0007,484,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_ret_6,basis;price,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(SafeDiv(Sub(SafeDiv(ZScore(TSMean(cs_z_ret_6,60)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,96))),0.02,4.0)),Rank(TSMean(cs_z_ret_6,36))),Clip(Abs(TSRank(cs_z_mark_index_ratio,72)),0.05,2.25)))),12),ZScore(TSStd(cs_z_ret_6,12)))",576f79d17bd1aabc,72,generated_candidate,original,0.2764,False,False,selected_for_strict_replay,-7.462899174949555,2.276580415534923,0.2890310434110073,-7.6444524965825345,2.3150340416291018,0.0917829314766668,-8.11449284347198,1.7822830378887669,-0.3054787320832194,-3.5667598204428077,6.047727002834002,3.773835541471908,-3.3627162575053124,6.091158332738204,3.6908818877495295,0.3595334018396707,0.3884036680140851,0.2879371189499525,0.3598551931369027,0.3875452228690771,0.2864818451376557,0.3598551931369027,0.3875452228690771,0.2864818451376557,0.3598551931369027,0.3875452228690771,0.2864818451376557,0.3598551931369027,0.3875452228690771,0.2864818451376557,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-0.636857036514391,0.953846153846154,0.0548329727270353,0.3462909188292096,0.3032808741500041,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,False,0.3032808741500041,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_004,-0.1162223199360294,0.8297926820892407,0.75,0.3108889298929537,3341,3.6644455182565,4.610808865114104,1.0,0.3108889298929537,3341,3.5994108301445182,4.561699103176249,1.0,0.3108889298929537,3341,-0.636857036514391,0.3588590554715474,0.75,0.3108889298929537,3341,0.0950395774793847,1.1759500577514292,1.0,0.3120513270884186,3341,-0.636857036514391,0.9,-0.411857036514391
a7o_l1_C0007_0581,C0007,581,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,SafeDivZScore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,cs_z_mark_index_ratio;cs_z_taker_imbalance,basis;flow,"Sub(Decay(ResidualizeVsFundingCore(cross_symbol_rank(Add(SafeDiv(ZScore(TSMean(cs_z_taker_imbalance,48)),Clip(Abs(ZScore(TSMean(cs_z_mark_index_ratio,84))),0.05,2.0)),ZScore(TSMean(cs_z_mark_index_ratio,12))))),10),ZScore(TSStd(cs_z_taker_imbalance,10)))",ad8671df2c0b6e86,72,generated_candidate,original,0.2764,False,False,selected_for_strict_replay,0.99191690898149,0.351858805298772,6.190938878803258,0.7064247103542658,0.2598380550613298,6.400317762387472,0.0960601311930973,-0.4224665454376105,5.849689343236852,3.4434596965084565,2.7160678209698674,8.815329885616416,3.3851634020375183,2.746739347811518,8.820052763049995,0.3851374803644863,0.3970422498577252,0.303961033056851,0.3813483466878043,0.3969240047241407,0.3024409167322894,0.3813483466878043,0.3969240047241407,0.3024409167322894,0.3813483466878043,0.3969240047241407,0.3024409167322894,0.3813483466878043,0.3969240047241407,0.3024409167322894,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-1.1827193100140472,0.9384615384615383,0.0710564278456163,0.3573386175317081,-0.2620218785139128,A7O_PILOT_PRE_MAY_NEAR_MISS,cost20_recent_nonpositive,False,-0.2620218785139128,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_005,3.435400965665134,4.51808932931568,1.0,0.3200701810114568,3341,5.942627884094742,6.981514633182334,1.0,0.3200701810114568,3341,5.928095799743066,6.9303674401879425,1.0,0.3200701810114568,3341,2.8686490305631,3.9111565141152527,1.0,0.3200701810114568,3341,3.2877071919605134,4.435269948051104,1.0,0.3210845656856997,3341,2.8686490305631,1.0,3.1186490305631
a7o_l1_C0017_0372,C0017,372,H00_low_turnover_robust,P2_liquidity,TSStdZScore,H72,cross_symbol_zscore,none,medium_turnover,F2_low_liquidity,quote_asset_volume;quote_volume_mean_12,liquidity,"TSMean(Clip(Clip(cross_symbol_zscore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(ZScore(TSStd(quote_volume_mean_12,60)),Rank(TSMean(quote_volume_mean_12,24))))),-4.0,4.0),-3.0,3.0),16)",6951ffb3b970bfdf,72,generated_candidate,original,0.1732,False,False,selected_for_strict_replay,0.0,0.92015152514132,5.363550964093108,0.0,0.9462830543654364,5.216011623538923,0.0,0.9209099964646088,5.189656459529868,0.0,0.9462830543654364,5.216011623538923,0.0,0.9462830543654364,5.216011623538923,0.0,0.1183699904477399,0.1606721451129121,0.0,0.1182440366217505,0.16019584229635,0.0,0.1182440366217505,0.16019584229635,0.0,0.1182440366217505,0.16019584229635,0.0,0.1182440366217505,0.16019584229635,0,1826,1591,0,1826,1591,0,1826,1591,0,1826,1591,0,1826,1591,-0.2210966925615927,0.9230769230769232,0.003517294898994,0.1560843355972094,0.7011009067905819,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity;may_stress_raw_active_hours_below_min;may_stress_residual_active_hours_below_min,False,0.7011009067905819,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_006,1.1305037517541947,2.553210245631286,1.0,0.1126867322820109,905,1.1305037517541947,2.553210245631286,1.0,0.1126867322820109,905,1.1305037517541947,2.553210245631286,1.0,0.1126867322820109,905,1.1102606497370535,2.504762944217494,1.0,0.1126867322820109,905,1.1115795016160546,2.699131048564772,1.0,0.1129441592005111,904,1.1102606497370535,1.0,1.3602606497370535
a7o_l1_C0017_0564,C0017,564,H00_low_turnover_robust,P2_liquidity,TSStdZScore,H72,cross_symbol_zscore,none,medium_turnover,F2_low_liquidity,quote_volume_mean_12;quote_volume_mean_24,liquidity,"TSMean(Clip(Clip(cross_symbol_zscore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(ZScore(TSStd(quote_volume_mean_24,60)),Rank(TSMean(quote_volume_mean_24,36))))),-4.0,4.0),-3.0,3.0),3)",7d7d1428c16dc25f,72,generated_candidate,original,0.1712,False,False,selected_for_strict_replay,0.0,0.2483734416366715,3.0025445266871205,0.0,0.2600888070405697,2.77522859171187,0.0,0.2230185943646153,2.7296327205682096,0.0,0.2600888070405697,2.77522859171187,0.0,0.2600888070405697,2.77522859171187,0.0,0.0981411592045048,0.1366585904653088,0.0,0.0981362120392532,0.1364865165143121,0.0,0.0981362120392532,0.1364865165143121,0.0,0.0981362120392532,0.1364865165143121,0.0,0.0981362120392532,0.1364865165143121,0,1538,1416,0,1538,1416,0,1538,1416,0,1538,1416,0,1538,1416,-0.414124000590717,0.6307692307692307,0.0050432684889274,0.1395940563301757,0.2153844130562818,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity;may_stress_raw_active_hours_below_min;may_stress_residual_active_hours_below_min,False,0.2153844130562818,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_007,-0.3665433859803343,1.0663855619006513,0.5,0.1001592883909234,815,-0.3665433859803343,1.0663855619006513,0.5,0.1001592883909234,815,-0.3665433859803343,1.0663855619006513,0.5,0.1001592883909234,815,-0.414124000590717,1.0068029406650858,0.5,0.1001592883909234,815,-0.2845232302943203,1.1949407361201128,0.5,0.1005997863343706,818,-0.414124000590717,0.5,-0.289124000590717
a7o_l1_C0017_0177,C0017,177,H00_low_turnover_robust,P2_liquidity,TSStdZScore,H72,cross_symbol_zscore,none,medium_turnover,F2_low_liquidity,number_of_trades;quote_volume_mean_6,liquidity,"TSMean(Clip(Clip(cross_symbol_zscore(ResidualizeVsCore4(Sub(ZScore(TSStd(quote_volume_mean_6,96)),ZScore(TSMean(number_of_trades,10))))),-4.0,4.0),-3.0,3.0),20)",e4802d7ef87b6f9e,72,generated_candidate,original,0.1822,False,False,selected_for_strict_replay,18.73311401000984,1.649891303602677,6.462645904115135,18.23207465609813,1.6602544822019027,6.489444385678296,18.14644057635923,1.5670337906361032,6.413160528536067,26.33087085094726,9.540226408676109,14.33729646589177,26.598359589915884,9.570652692650174,14.240227104095188,0.4102747475598687,0.4154567432275796,0.3567477081390668,0.4083036727700307,0.4149820667720175,0.3566459766526968,0.4083036727700307,0.4149820667720175,0.3566459766526968,0.4083036727700307,0.4149820667720175,0.3566459766526968,0.4083036727700307,0.4149820667720175,0.3566459766526968,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,367,7248,4296,-1.1829718240100835,0.953846153846154,0.0098462342494308,0.3906657917467938,-0.2315872287262875,A7O_PILOT_RESEARCH_CANDIDATE,,False,-0.2315872287262875,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_008,3.141643609197596,5.0833471419308776,1.0,0.3642663723511269,3341,11.012561125951938,13.01994484242051,1.0,0.3642663723511269,3341,10.992201484670291,12.972116916820918,1.0,0.3642663723511269,3341,3.050777449191508,4.996984391918399,1.0,0.3642663723511269,3341,3.3140606648359383,5.006852309044346,1.0,0.3647697067440281,3341,3.050777449191508,1.0,3.300777449191508
a7o_l1_C0019_0387,C0019,387,H06_liquidity_structure_ex_realized_vol_mul,P9_price_basis,CrossSymbolRank,mixed_12_48,cross_symbol_rank,none,medium_turnover,F3_high_liquidity_high_vol,premium_index;ret_6,basis;price,"Sub(Clip(cross_symbol_rank(Clip(CrossSymbolRank(TSMean(ret_6,48)),-4.0,4.0)),-4.0,4.0),ZScore(TSStd(ret_6,60)))",6f2ef1f5039c8e3c,24,generated_candidate,original,0.2464,False,False,selected_for_strict_replay,-2.298631768193653,3.649226459402256,3.239220780784448,-2.107097101117738,3.60858398247676,3.266699655259551,-2.3416854791599384,3.451213027499102,3.1423695436189587,-0.8194115898310611,4.33272341401582,3.908119681054647,-0.2125982871073723,4.409370262141684,3.6845542649250542,0.493146490926206,0.4583258243847705,0.3866129090086174,0.4929845679681665,0.4581183603268318,0.3862237910543799,0.4929845679681665,0.4581183603268318,0.3862237910543799,0.4929845679681665,0.4581183603268318,0.3862237910543799,0.4929845679681665,0.4581183603268318,0.3862237910543799,415,7248,4296,415,7248,4296,415,7248,4296,415,7248,4296,415,7248,4296,0.8757949030778258,1.0,0.0166964086094889,0.4295019046281642,1.8716208009254536,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,False,1.8716208009254536,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_009,1.0193885964810865,2.7019867857574185,1.0,0.4072007835851805,3341,1.830003232488265,3.5018218840410182,1.0,0.4072007835851805,3341,1.7156613682399198,3.4248414289885045,1.0,0.4072007835851805,3341,0.8757949030778258,2.5507695055190283,1.0,0.4072007835851805,3341,1.1129309039300828,2.657626346178039,1.0,0.4077271707190285,3341,0.8757949030778258,1.0,1.1257949030778258
