candidate_id,objective_family,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,oriented_may_stress_spread,one_bar_lag_recent_oriented,cost10_recent_proxy,control_dominance_ratio_premay_max,pre_may_positive,lag_ok,may_stress_clean,decision
a7al2x3_9add29eae207e174,F5_OI_upper_regime_interaction,1.0,0.0002758380477033421,-0.0016099077058817708,-0.00148086832487769,,-0.0012809652866680602,-0.00348086832487769,13.607934135516311,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_d294deb3ca25cf27,F5_OI_upper_regime_interaction,1.0,0.0002758380477033421,-0.0016099077058817708,-0.00148086832487769,,-0.0012809652866680602,-0.00348086832487769,13.607934135516311,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_c23082c0a63a46bd,F5_OI_upper_regime_interaction,1.0,0.0002758380477033421,-0.0016099077058817708,-0.00148086832487769,,-0.0012809652866680602,-0.00348086832487769,13.607934135516311,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_5e16028aa4a04eb5,F5_OI_upper_regime_interaction,1.0,0.0002758380477033421,-0.0016099077058817708,-0.00148086832487769,,-0.0012809652866680602,-0.00348086832487769,13.607934135516311,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_eeff378890468230,F5_OI_upper_regime_interaction,1.0,0.001839260710813871,-0.00016794507433631533,-0.0033270847596735915,,-0.003602804842768117,-0.0053270847596735916,35.51239405270167,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_49640239a5937d81,F5_OI_upper_regime_interaction,1.0,0.003625024576130636,-0.002639909527462324,0.00036234260602659754,,0.0004742499751247894,-0.0016376573939734026,47.075190844537076,False,True,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_2fce75f307a1b1c7,F5_OI_upper_regime_interaction,1.0,0.004628070760698837,-0.003770270673859737,-0.004561177690776689,,-0.004568484519030359,-0.006561177690776689,6.852824009435702,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_54f5361a609798fc,F5_OI_upper_regime_interaction,1.0,0.0031997960028931046,-0.0005334091416016426,-0.005173944651930056,,-0.004779533878434594,-0.007173944651930056,4.914684299916673,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_6425856b9df4b997,F6_OI_latent_state_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_f726e8031e11a5c6,F6_OI_latent_state_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_bc8ed4094566ea5e,F6_OI_latent_state_interaction,-1.0,,-0.00024642639834223534,,-0.0004982010356154481,,,45.98847213176587,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_67d3a9b6da05c211,F6_OI_latent_state_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_3cb1db3cafe85fa0,F6_OI_latent_state_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_aaa82dfd8a7c3555,F6_OI_latent_state_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_c73e0ebc3866e01e,F6_OI_latent_state_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_42246afae2fc6cd4,F6_OI_latent_state_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
