candidate_id,variant,split,n_dates,avg_n_obs,mean_spread_24h,naive_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_spread_rate
a7al2x3_c6d040e141ee4a7a,original,train_2024,684,96.0,-0.0011829763856955145,-1.2728931384815918,-0.3770728679026066,-2.3994564176580946,0.45614035087719296
a7al2x3_c6d040e141ee4a7a,original,validation_2025H1,696,96.0,0.00010091971333536783,0.19880895480237823,0.2504232804470766,-1.7394432985441328,0.5028735632183908
a7al2x3_c6d040e141ee4a7a,original,test_2025H2,696,96.0,0.0024605195746768504,3.838783927790715,0.9337097837162456,-1.1785864467162999,0.5646551724137931
a7al2x3_c6d040e141ee4a7a,original,recent_oos_2026JanApr,696,96.0,-0.003415507249165352,-3.641260567598674,-0.7545908098595853,-2.2673500415676244,0.4209770114942529
a7al2x3_c6d040e141ee4a7a,original,known_may2026_stress,576,96.0,0.0003462106873000375,0.5320911229557186,0.06016091322942814,-2.3194023953955596,0.5138888888888888
a7al2x3_c6d040e141ee4a7a,one_bar_lag,train_2024,683,96.0,-0.0011394074113705288,-1.2305095874136058,-0.2648813142250442,-1.6964265356044734,0.4494875549048316
a7al2x3_c6d040e141ee4a7a,one_bar_lag,validation_2025H1,696,96.0,-1.4323310473706524e-05,-0.02823376850277777,0.0788199266389998,-2.2943037950387546,0.5028735632183908
a7al2x3_c6d040e141ee4a7a,one_bar_lag,test_2025H2,696,96.0,0.002357509549773292,3.6597348504478817,0.8415771853521039,-0.7360276924178552,0.5617816091954023
a7al2x3_c6d040e141ee4a7a,one_bar_lag,recent_oos_2026JanApr,696,96.0,-0.0039249992624968985,-4.25928347349191,-1.0008815274049088,-2.0105106585657886,0.4224137931034483
a7al2x3_c6d040e141ee4a7a,one_bar_lag,known_may2026_stress,576,96.0,0.00010017684455673516,0.15255980740617647,-0.2951380306834568,-2.297583655840627,0.515625
a7al2x3_c6d040e141ee4a7a,time_shuffle,train_2024,694,96.0,0.0005801317195722948,0.690387278723169,0.23718412394782545,-1.999893071296913,0.5086455331412104
a7al2x3_c6d040e141ee4a7a,time_shuffle,validation_2025H1,693,96.0,0.0005993544133816845,1.3267890304742849,0.18383765196545987,-2.973503648018099,0.5050505050505051
a7al2x3_c6d040e141ee4a7a,time_shuffle,test_2025H2,692,96.0,6.656881867411073e-05,0.12154899534829858,-0.06238379213620683,-1.3784911852937254,0.5187861271676301
a7al2x3_c6d040e141ee4a7a,time_shuffle,recent_oos_2026JanApr,694,96.0,-0.00014022553273808754,-0.23697233683923385,-0.3698268849466494,-2.7951248150555887,0.4783861671469741
a7al2x3_c6d040e141ee4a7a,time_shuffle,known_may2026_stress,575,96.0,-7.635446010703644e-05,-0.1450295325452919,0.012604320423809795,-2.1927241661906995,0.5026086956521739
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,train_2024,684,96.0,0.0010900862931637932,2.0310344372084943,0.4890186377164353,-1.9531528205748916,0.5277777777777778
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,validation_2025H1,696,96.0,-0.00014044243211359584,-0.33094894713092904,0.14603015892136292,-1.8862324770855756,0.4956896551724138
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,test_2025H2,696,96.0,-0.0018284220320467395,-2.971987254311591,-0.6790091894862549,-2.5651184117295918,0.40948275862068967
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,recent_oos_2026JanApr,696,96.0,-0.00047588769986120033,-0.43691556978221674,-0.44088383627285976,-1.3926417114891694,0.5272988505747126
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,known_may2026_stress,576,96.0,-0.001452428527503641,-2.3518392724764654,-0.5660053714985467,-2.023322047158389,0.4583333333333333
a7al2x3_c6d040e141ee4a7a,same_family_random,train_2024,696,96.0,-0.0005033563826087656,-0.7974217749389271,-0.2531359190813819,-2.589167513509855,0.49137931034482757
a7al2x3_c6d040e141ee4a7a,same_family_random,validation_2025H1,696,96.0,-0.0003654650812819968,-0.9586522114147497,0.1463877727192936,-2.60666691248493,0.5086206896551724
