semantic_pair,decision,count
basis_premium_like|price_return_like,A7FF53ES00_NUMERIC_CLUE,77
basis_premium_like|price_return_like,A7FF53ES00_RANK_LABEL_DIAGNOSTIC_CLUE,39
basis_premium_like|price_return_like,HOLD_A7FF53ES00_CONTROL_DOMINATED,902
basis_premium_like|price_return_like,HOLD_A7FF53ES00_COST2_PROXY_FRAGILE,12
basis_premium_like|price_return_like,HOLD_A7FF53ES00_ONE_BAR_LAG_FRAGILE,102
basis_premium_like|price_return_like,HOLD_A7FF53ES00_PRE_MAY_UNSTABLE,1868
liquidity_like|price_return_like,A7FF53ES01_NUMERIC_CLUE,10
liquidity_like|price_return_like,A7FF53ES01_RANK_LABEL_DIAGNOSTIC_CLUE,40
liquidity_like|price_return_like,HOLD_A7FF53ES01_CONTROL_DOMINATED,736
liquidity_like|price_return_like,HOLD_A7FF53ES01_COST2_PROXY_FRAGILE,2
liquidity_like|price_return_like,HOLD_A7FF53ES01_ONE_BAR_LAG_FRAGILE,16
liquidity_like|price_return_like,HOLD_A7FF53ES01_PRE_MAY_UNSTABLE,2196
open_interest_like|price_return_like,A7FF53ES02_NUMERIC_CLUE,3
open_interest_like|price_return_like,A7FF53ES02_RANK_LABEL_DIAGNOSTIC_CLUE,32
open_interest_like|price_return_like,HOLD_A7FF53ES02_CONTROL_DOMINATED,574
open_interest_like|price_return_like,HOLD_A7FF53ES02_ONE_BAR_LAG_FRAGILE,1
open_interest_like|price_return_like,HOLD_A7FF53ES02_PRE_MAY_UNSTABLE,2390
positioning_like|price_return_like,A7FF53ES03_NUMERIC_CLUE,15
positioning_like|price_return_like,A7FF53ES03_RANK_LABEL_DIAGNOSTIC_CLUE,60
positioning_like|price_return_like,HOLD_A7FF53ES03_CONTROL_DOMINATED,797
positioning_like|price_return_like,HOLD_A7FF53ES03_ONE_BAR_LAG_FRAGILE,4
positioning_like|price_return_like,HOLD_A7FF53ES03_PRE_MAY_UNSTABLE,2124
regime_state|price_return_like,A7FF53ES04_NUMERIC_CLUE,72
regime_state|price_return_like,A7FF53ES04_RANK_LABEL_DIAGNOSTIC_CLUE,42
regime_state|price_return_like,HOLD_A7FF53ES04_CONTROL_DOMINATED,906
regime_state|price_return_like,HOLD_A7FF53ES04_COST2_PROXY_FRAGILE,10
regime_state|price_return_like,HOLD_A7FF53ES04_ONE_BAR_LAG_FRAGILE,102
regime_state|price_return_like,HOLD_A7FF53ES04_PRE_MAY_UNSTABLE,1868
taker_flow_like|basis_premium_like,A7FF53ES06_RANK_LABEL_DIAGNOSTIC_CLUE,14
taker_flow_like|basis_premium_like,HOLD_A7FF53ES06_CONTROL_DOMINATED,467
taker_flow_like|basis_premium_like,HOLD_A7FF53ES06_ONE_BAR_LAG_FRAGILE,8
taker_flow_like|basis_premium_like,HOLD_A7FF53ES06_PRE_MAY_UNSTABLE,2511
volatility_like|basis_premium_like,A7FF53ES05_NUMERIC_CLUE,9
volatility_like|basis_premium_like,A7FF53ES05_RANK_LABEL_DIAGNOSTIC_CLUE,31
volatility_like|basis_premium_like,HOLD_A7FF53ES05_CONTROL_DOMINATED,761
volatility_like|basis_premium_like,HOLD_A7FF53ES05_COST2_PROXY_FRAGILE,2
volatility_like|basis_premium_like,HOLD_A7FF53ES05_ONE_BAR_LAG_FRAGILE,9
volatility_like|basis_premium_like,HOLD_A7FF53ES05_PRE_MAY_UNSTABLE,2188
