blueprint_id,parent_blueprint_id,expression,semantic_pair,motif,parent_label_family,parent_label_horizon_h,approval_tier,approval_score,parent_score,mutation_kind,mutation_detail,authorizes_search,skeleton_key,source_stage,target_shard
a7ls30_202ac5834c55b848,a7ls29_d4af9426b9fa5cf6,"Mul(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))),Sign(Decay(top_global_account_divergence,24)))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,406.2599286009182,393.2599286009182,interaction_probe,gate_top_global_divergence_24,False,basis_premium_like|positioning_like|safe_div_abs|8f18c43f7229,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_29d5296550b3027e,a7ls29_d4af9426b9fa5cf6,"Mul(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))),Sign(Decay(leverage_crowding_state,24)))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,406.2599286009182,393.2599286009182,interaction_probe,gate_leverage_crowding,False,basis_premium_like|positioning_like|safe_div_abs|8f18c43f7229,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_d30a33e8929e9407,a7ls29_d4af9426b9fa5cf6,"Mul(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))),Sign(Decay(account_position_divergence,24)))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,406.2599286009182,393.2599286009182,interaction_probe,gate_account_divergence_24,False,basis_premium_like|positioning_like|safe_div_abs|8f18c43f7229,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_fff7eb24b131d467,a7ls29_d4af9426b9fa5cf6,"Mul(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))),Sign(Decay(liquidity_cycle_state,24)))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,406.2599286009182,393.2599286009182,interaction_probe,gate_liquidity_cycle,False,basis_premium_like|positioning_like|safe_div_abs|8f18c43f7229,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_020fc4b38cb0a66d,a7ls29_d4af9426b9fa5cf6,"Neg(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,381.2599286009182,393.2599286009182,wrapper_probe,wrap_neg,False,basis_premium_like|positioning_like|safe_div_abs|026219bd449e,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_08c13689aff8d524,a7ls29_d4af9426b9fa5cf6,"Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,381.2599286009182,393.2599286009182,parent_identity,keep,False,basis_premium_like|positioning_like|safe_div_abs|e740a0aa371c,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_0f2703768e6741b6,a7ls29_d4af9426b9fa5cf6,"Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,48))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,381.2599286009182,393.2599286009182,window_grid,window_168_to_48,False,basis_premium_like|positioning_like|safe_div_abs|e740a0aa371c,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_1248d2ec57a663cf,a7ls29_d4af9426b9fa5cf6,"Sign(Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(account_position_divergence,168)))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,381.2599286009182,393.2599286009182,wrapper_probe,wrap_sign,False,basis_premium_like|positioning_like|safe_div_abs|45ccb9520665,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_1707a0a0768c8d73,a7ls29_d4af9426b9fa5cf6,"Neg(SafeDiv(TSRank(mark_index_basis_bps,8),Abs(Decay(top_long_short_position_ratio_mean,168))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,381.2599286009182,393.2599286009182,same_type_field_swap,field_swap_positioning_to_top_long_short_position_ratio_mean,False,basis_premium_like|positioning_like|safe_div_abs|e740a0aa371c,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
a7ls30_1e8278c16afb1f4c,a7ls29_d4af9426b9fa5cf6,"Neg(SafeDiv(TSRank(mark_index_basis_bps,16),Abs(Decay(account_position_divergence,168))))",basis_premium_like|positioning_like,safe_div_abs,L5_vol_adjusted_return,24,A7LS30_PRODUCTIVE_FOLLOWUP_EXPANSION,381.2599286009182,393.2599286009182,window_grid,window_8_to_16,False,basis_premium_like|positioning_like|safe_div_abs|e740a0aa371c,A7LS29_ACCEPTANCE_NO_SEARCH_AUTH,a7ls30_prod_s000
