decision,label_family,count
A7FF12S07_NUMERIC_CLUE,L0_raw_forward_return,4
A7FF12S07_NUMERIC_CLUE,L1_cross_sectional_relative_return,6
A7FF12S07_NUMERIC_CLUE,L3_liquidity_tier_relative_return,5
A7FF12S07_NUMERIC_CLUE,L5_vol_adjusted_return,11
A7FF12S07_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,11
HOLD_A7FF12S07_CONTROL_DOMINATED,L0_raw_forward_return,92
HOLD_A7FF12S07_CONTROL_DOMINATED,L1_cross_sectional_relative_return,90
HOLD_A7FF12S07_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,86
HOLD_A7FF12S07_CONTROL_DOMINATED,L5_vol_adjusted_return,91
HOLD_A7FF12S07_CONTROL_DOMINATED,L7_ranked_future_return,104
HOLD_A7FF12S07_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF12S07_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF12S07_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,11
HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,11
HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,12
HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,22
HOLD_A7FF12S07_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,38
HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L0_raw_forward_return,252
HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,252
HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,256
HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,236
HOLD_A7FF12S07_PRE_MAY_UNSTABLE,L7_ranked_future_return,207
