candidate_id,split,original_abs_spread,max_control_abs_spread,control_ratio,control_gate
a7al2k_0096829c83c908a8,validation_2025H1,0.0005088611261122,0.0005350011710579,1.051369703057129,HOLD_CONTROL_DOMINATED
a7al2k_0096829c83c908a8,test_2025H2,0.0014315039380366,0.0012922498176371,0.9027218041813452,WARN_CONTROL_CLOSE
a7al2k_0096829c83c908a8,recent_oos_2026JanApr,0.002246844898385,0.0021839210304891,0.9719945653831608,WARN_CONTROL_CLOSE
a7al2k_01bdc8d049fffe52,validation_2025H1,0.0011203692525959,0.0013777919199647,1.2297659158106584,HOLD_CONTROL_DOMINATED
a7al2k_01bdc8d049fffe52,test_2025H2,0.0022476728573017,0.0012627365207344,0.5617972903095415,ELIGIBLE_DIAGNOSTIC
a7al2k_01bdc8d049fffe52,recent_oos_2026JanApr,0.0027401014520017,0.0020271750954946,0.7398175326733641,ELIGIBLE_DIAGNOSTIC
a7al2k_01759e5da72c472c,validation_2025H1,0.0012383812885329,0.0011719326449002,0.9463423387869327,WARN_CONTROL_CLOSE
a7al2k_01759e5da72c472c,test_2025H2,0.0030394639666952,0.000473405661144,0.1557530098501982,ELIGIBLE_DIAGNOSTIC
a7al2k_01759e5da72c472c,recent_oos_2026JanApr,0.0019558814382863,0.0008470935619747,0.43310067031307614,ELIGIBLE_DIAGNOSTIC
a7al2k_0cf817ef95787b3d,validation_2025H1,0.002081802666004,0.0021673289434471,1.0410827975387633,HOLD_CONTROL_DOMINATED
a7al2k_0cf817ef95787b3d,test_2025H2,0.0044964636417948,0.0037634463591043,0.8369791593827033,WARN_CONTROL_CLOSE
a7al2k_0cf817ef95787b3d,recent_oos_2026JanApr,0.0037906611248732,0.0005529144870544,0.1458622833432243,ELIGIBLE_DIAGNOSTIC
a7al2k_046e806368e99c76,validation_2025H1,0.0012886564146032,0.0007544551808005,0.5854587555308992,ELIGIBLE_DIAGNOSTIC
a7al2k_046e806368e99c76,test_2025H2,0.0019117069408947,0.0015166521454323,0.7933497090942663,ELIGIBLE_DIAGNOSTIC
a7al2k_046e806368e99c76,recent_oos_2026JanApr,0.0018654298451999,0.0008976828296519,0.48122036428322723,ELIGIBLE_DIAGNOSTIC
a7al2k_16eeb579c992bb45,validation_2025H1,0.0007068217650198,0.0008137173761442,1.1512341815357165,HOLD_CONTROL_DOMINATED
a7al2k_16eeb579c992bb45,test_2025H2,0.0032599644091057,0.0028746886711175,0.8818159680173036,WARN_CONTROL_CLOSE
a7al2k_16eeb579c992bb45,recent_oos_2026JanApr,0.0015742266667112,0.0010418610219338,0.6618240206223966,ELIGIBLE_DIAGNOSTIC
a7al2k_09e91fd6263c0156,validation_2025H1,0.0011396790192559,0.0010341654860164,0.9074182015666217,WARN_CONTROL_CLOSE
a7al2k_09e91fd6263c0156,test_2025H2,0.0018017556984027,0.0018438704805171,1.0233743021607955,HOLD_CONTROL_DOMINATED
a7al2k_09e91fd6263c0156,recent_oos_2026JanApr,0.0018354546796888,0.0014792204609101,0.8059150014866621,WARN_CONTROL_CLOSE
a7al2k_134ec76b5d7444f9,validation_2025H1,0.0021405332764039,0.002287574633787,1.0686937965431353,HOLD_CONTROL_DOMINATED
a7al2k_134ec76b5d7444f9,test_2025H2,0.0041849137191326,0.0033025080616935,0.7891460334283799,ELIGIBLE_DIAGNOSTIC
a7al2k_134ec76b5d7444f9,recent_oos_2026JanApr,0.0021834175482841,0.0012693905880162,0.5813778445693021,ELIGIBLE_DIAGNOSTIC
a7al2k_0a247ec03472983b,validation_2025H1,0.0012293800054126,0.0008943183726896,0.7274547892044593,ELIGIBLE_DIAGNOSTIC
a7al2k_0a247ec03472983b,test_2025H2,0.0015918458677626,0.0014021771331087,0.8808498118473702,WARN_CONTROL_CLOSE
a7al2k_0a247ec03472983b,recent_oos_2026JanApr,0.0018851734349219,0.0011804463741019,0.6261738852429799,ELIGIBLE_DIAGNOSTIC
a7al2k_01298a6b5902f416,validation_2025H1,0.0008302323846803,0.0007740907160575,0.9323783682029959,WARN_CONTROL_CLOSE
a7al2k_01298a6b5902f416,test_2025H2,0.0017432163050307,0.0013587522263264,0.7794513064186093,ELIGIBLE_DIAGNOSTIC
a7al2k_01298a6b5902f416,recent_oos_2026JanApr,0.0015932228720284,0.000555406085452,0.3486053930075011,ELIGIBLE_DIAGNOSTIC
