candidate_id,label_family,horizon_h,neutralization_mode,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,one_bar_lag_recent_oriented,control_ratio_premay_max,min_oriented_nonoverlap_min_tstat,decision,blockers,warnings
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,liquidity_tier_neutral,1.0,0.01190562417828317,0.010814675372752726,0.008569015894150487,0.00824298426752365,0.4715103586983306,4.033668130459165,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,meme_multiplier_neutral,1.0,0.009904333100318696,0.010967215862688348,0.010653318798284624,0.008744890125399083,0.4751553432701971,4.456569081283467,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,4,liquidity_tier_neutral,1.0,0.015715983875402482,0.015525824694780322,0.016843266886272197,0.016599483847591124,0.8133485734835847,3.2668009030463114,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,4,meme_multiplier_neutral,1.0,0.014169671564862502,0.016556937179399815,0.018476369212110745,0.01659064640962242,0.7381851692170895,3.0912550736967845,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_165c7d8966b27a17,L7_ranked_future_return,1,liquidity_tier_neutral,-1.0,0.007935452547083817,0.008529624471981747,0.007906538928378717,0.0057525829241250334,0.8738155057524978,3.805077389800499,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode
a7ab3_165c7d8966b27a17,L7_ranked_future_return,4,liquidity_tier_neutral,-1.0,0.010973427018430302,0.009868460127021826,0.0133765972705146,0.010985706128849427,0.43499436229390215,3.5826382959322927,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_165c7d8966b27a17,L7_ranked_future_return,4,meme_multiplier_neutral,-1.0,0.012311203603305123,0.012615006212014371,0.018625803357968127,0.015854442075277028,0.43701385605563775,3.8554429877169474,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_04daf24ce962db97,L7_ranked_future_return,1,liquidity_tier_neutral,-1.0,0.006964346140805676,0.008779339145531629,0.008025186469368673,0.007880350833575292,0.7048565237561226,4.137122305785726,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_04daf24ce962db97,L7_ranked_future_return,1,meme_multiplier_neutral,-1.0,0.00739858607740049,0.008053238039058882,0.010328773447769174,0.009883879382601907,0.6890582683146499,3.9908718885047145,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_04daf24ce962db97,L7_ranked_future_return,4,liquidity_tier_neutral,-1.0,0.011384778866617928,0.01097143675146116,0.0148462633871959,0.013522772159402336,0.8583664728484254,3.415602658914066,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode
a7ab3_04daf24ce962db97,L7_ranked_future_return,4,meme_multiplier_neutral,-1.0,0.013296151443888488,0.011281650433890438,0.018111243151714206,0.017133795143434053,0.8548479968865498,3.248728319900067,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode
a7ab3_0bc78809db3a1428,L7_ranked_future_return,1,liquidity_tier_neutral,-1.0,0.009944648633979763,0.011008548661450462,0.008266492221031166,0.006040693604454431,0.43165547870297066,3.964834484207834,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_0bc78809db3a1428,L7_ranked_future_return,1,meme_multiplier_neutral,-1.0,0.009582507498355855,0.012533825503272908,0.009864868552685247,0.009301932198528748,0.5247765659263113,4.180662994337431,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_0bc78809db3a1428,L7_ranked_future_return,4,liquidity_tier_neutral,-1.0,0.01291539310201246,0.014979135699737295,0.01514229142176822,0.013394041310677656,0.672030117043865,3.878989569253421,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_0bc78809db3a1428,L7_ranked_future_return,4,meme_multiplier_neutral,-1.0,0.01355420864582392,0.017988951854666518,0.018883776998281927,0.017331064490971784,0.7490311225439591,3.7263566610152368,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,ranked_return_label;neutralized_mode
a7ab3_4092255ee6888704,L7_ranked_future_return,1,meme_multiplier_neutral,-1.0,0.014012133158710308,0.014652341369415515,0.014532429683887755,0.015755153055973654,0.8730886284094697,6.340236660427417,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode
a7ab3_4092255ee6888704,L7_ranked_future_return,4,meme_multiplier_neutral,-1.0,0.022166504930825375,0.026872667871293776,0.028158660263286277,0.02797855216978616,0.8926843057677716,5.222538539476828,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;ranked_return_label;neutralized_mode
a7ab3_6e301587da1c1fa3,L0_raw_forward_return,4,liquidity_tier_neutral,-1.0,0.0005890986822771524,0.00031414756023540025,0.00048398375658625394,0.00047402304504315493,0.8702846191734801,1.618199580886673,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;neutralized_mode
a7ab3_6e301587da1c1fa3,L1_cross_sectional_relative_return,4,liquidity_tier_neutral,-1.0,0.0005890986822771524,0.00031414756023540025,0.000483983756586254,0.00047402304504315493,0.8702846191734801,1.6181995808866734,A7AC3_LABEL_NEUTRALIZATION_PASS_WITH_WARNINGS,none,control_ratio_warning_ge_0_80;neutralized_mode
