decision,label_family,count
A7FF25R3S00_NUMERIC_CLUE,L0_raw_forward_return,17
A7FF25R3S00_NUMERIC_CLUE,L1_cross_sectional_relative_return,20
A7FF25R3S00_NUMERIC_CLUE,L3_liquidity_tier_relative_return,17
A7FF25R3S00_NUMERIC_CLUE,L5_vol_adjusted_return,23
A7FF25R3S00_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,56
HOLD_A7FF25R3S00_CONTROL_DOMINATED,L0_raw_forward_return,119
HOLD_A7FF25R3S00_CONTROL_DOMINATED,L1_cross_sectional_relative_return,116
HOLD_A7FF25R3S00_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,110
HOLD_A7FF25R3S00_CONTROL_DOMINATED,L5_vol_adjusted_return,110
HOLD_A7FF25R3S00_CONTROL_DOMINATED,L7_ranked_future_return,173
HOLD_A7FF25R3S00_COST2_PROXY_FRAGILE,L0_raw_forward_return,3
HOLD_A7FF25R3S00_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,3
HOLD_A7FF25R3S00_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,5
HOLD_A7FF25R3S00_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,10
HOLD_A7FF25R3S00_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,10
HOLD_A7FF25R3S00_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,14
HOLD_A7FF25R3S00_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,27
HOLD_A7FF25R3S00_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,53
HOLD_A7FF25R3S00_PRE_MAY_UNSTABLE,L0_raw_forward_return,479
HOLD_A7FF25R3S00_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,479
HOLD_A7FF25R3S00_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,482
HOLD_A7FF25R3S00_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,468
HOLD_A7FF25R3S00_PRE_MAY_UNSTABLE,L7_ranked_future_return,346
