decision,label_family,count
A7FF37A_NUMERIC_CLUE,L0_raw_forward_return,5
A7FF37A_NUMERIC_CLUE,L1_cross_sectional_relative_return,6
A7FF37A_NUMERIC_CLUE,L3_liquidity_tier_relative_return,4
A7FF37A_NUMERIC_CLUE,L5_vol_adjusted_return,4
A7FF37A_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,5
HOLD_A7FF37A_CONTROL_DOMINATED,L0_raw_forward_return,5
HOLD_A7FF37A_CONTROL_DOMINATED,L1_cross_sectional_relative_return,4
HOLD_A7FF37A_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,6
HOLD_A7FF37A_CONTROL_DOMINATED,L5_vol_adjusted_return,6
HOLD_A7FF37A_CONTROL_DOMINATED,L7_ranked_future_return,2
HOLD_A7FF37A_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF37A_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,2
HOLD_A7FF37A_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,4
HOLD_A7FF37A_PRE_MAY_UNSTABLE,L0_raw_forward_return,6
HOLD_A7FF37A_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,6
HOLD_A7FF37A_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,5
HOLD_A7FF37A_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,4
HOLD_A7FF37A_PRE_MAY_UNSTABLE,L7_ranked_future_return,5
