blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,next_wave_family,a7ls_arm,source_seed_id,source_info_axis,source_stability_tier,source_info_axis_score,skeleton_key,production_key,company_numeric_shard,blocker_family,premay_all_positive_bool,lag_ok_bool,robust_ok_bool,deep_followup_score,promotion_lane
a7ls9_f131878ada5f7bdb,"Mul(Abs(ZScore(Mean(premium_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L1_cross_sectional_relative_return,24,-1.0,3,True,0.4830890998790644,0.0054386426737386,True,1.0527856197317944,1.455225967797271,True,0.0051649226359058,0.0045649226359058,0.0035649226359058,94.93333333333334,A7LS10S003_NUMERIC_CLUE,2125,-0.0005532309282818,-1.2336351477899057,-0.2503949281558256,-0.8128753404821195,0.4734117647058823,2136,-0.0030755573974858,-7.149658323075406,-1.47035126378743,-1.9515753097726136,0.4293071161048689,2136,-0.0023300620674048,-5.112689490285941,-1.0527856197317944,-1.455225967797271,0.4293071161048689,2136,-0.0055649226359058,-12.17528418505304,-2.5528401370494764,-3.1189993465982573,0.3965355805243445,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_003\a7ls10_s003_label_response_metrics.csv,s003,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_6ef80d25d0bfaa17,prod_2a2f2e27fa48743e,a7ls10_s003,numeric_clue,True,True,True,622.2438485208525,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_29951786081ea561,"Mul(Abs(ZScore(Mean(basis_abs_168h,8))),Sign(ZScore(Mean(age_x_volatility,8))))",basis_premium_like|age_x_volatility,basis_abs_gate,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.5196534977761815,0.0060551718386904,True,1.4080236217594535,1.8917378990404743,True,0.0057583238693917,0.0051583238693917,0.0041583238693917,94.93333333333334,A7LS10S001_NUMERIC_CLUE,2129,-0.000434520307042,-0.9346024053114712,-0.1600326255405168,-1.1163177164242657,0.4560826679192108,2136,-0.002984426954266,-7.605494419280051,-1.6290679587415084,-2.1390209931904662,0.4087078651685393,2136,-0.0028199034876175,-6.96160562112867,-1.4080236217594535,-1.8917378990404743,0.4489700374531835,2136,-0.0061583238693917,-14.281180939597688,-2.9963009885482097,-3.4670325845799472,0.3469101123595505,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_d32637a67c107851,prod_453ea4f669301374,a7ls10_s001,numeric_clue,True,True,True,621.2094161181508,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,L3_liquidity_tier_relative_return,8,-1.0,3,True,0.5151095706124562,0.0018719913536508,True,1.3320386560554127,1.517304484585456,True,0.001489295608884,0.000889295608884,-0.0001107043911159,95.64444444444445,A7LS10S001_NUMERIC_CLUE,2129,-0.0001010045758616,-0.3476860804296364,-0.0925503353089457,-0.5011439065251171,0.4715829027712541,2152,-0.0010574075434564,-4.676664402428556,-1.7061295085311337,-2.164909395577681,0.4368029739776952,2152,-0.0009070429638022,-3.782400917863443,-1.3320386560554127,-1.517304484585456,0.4460966542750929,2152,-0.001889295608884,-7.065786946920089,-2.531030442794896,-2.973368327604723,0.4214684014869888,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_8798ec5798472960,a7ls10_s001,numeric_clue,True,True,True,618.1130149066216,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_e35d41d4178faab2,"Mul(Abs(ZScore(Mean(premium_abs_168h,24))),ZScore(Mean(taker_buy_sell_volume_ratio_last,24)))",basis_premium|positioning_flow,raw_abs_state,L1_cross_sectional_relative_return,24,1.0,3,True,0.5577326070776126,0.0048685610387918,True,1.542229254938023,0.8173775959598844,True,0.0045671441372708,0.0039671441372708,0.0029671441372708,94.93333333333334,A7LS10S027_NUMERIC_CLUE,2113,0.0005302651145224,1.3296237521220604,0.2227885369346279,-1.1886556427993236,0.5177472787505916,2136,0.0030349414722322,7.549353114117721,1.542229254938023,0.8173775959598844,0.5543071161048689,2136,0.0056038850288712,11.224412729996518,2.377199586736123,1.2415435494143698,0.5795880149812734,2136,0.0049671441372708,8.958723682644527,1.8339800638425745,0.9266989541119875,0.5941011235955056,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_027\a7ls10_s027_label_response_metrics.csv,s027,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_ef7cc2ad85d60bf9,prod_cdf59a4c2ea0720c,a7ls10_s027,numeric_clue,True,True,True,596.5390040265776,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_1920f31cd91f269e,"Mul(Delta(realized_vol_168h,336),ZScore(Mean(liquidity_rank_active_universe,336)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L0_raw_forward_return,24,1.0,3,True,0.5462543886593951,0.0038332227353758,True,1.4217624672392768,0.8917008317339935,True,0.0035806559961482,0.0029806559961482,0.0019806559961482,94.93333333333334,A7LS10S033_NUMERIC_CLUE,1800,0.0033251544020843,5.394462013587874,1.0927966341918205,0.60806975885522,0.5588888888888889,2136,0.0026136528442471,6.759065625834205,1.4217624672392768,0.9076448362173446,0.5781835205992509,2136,0.0043426299350379,7.64277896906224,1.469500835046068,0.8917008317339935,0.5842696629213483,2136,0.0039806559961482,8.492019935563146,1.7249855510821308,1.0384942457523436,0.5767790262172284,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_033\a7ls10_s033_label_response_metrics.csv,s033,vol_liquidity_interaction,A7LS9_B,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_80f4102c9447249d,prod_d42183609b7bc5f4,a7ls10_s033,numeric_clue,True,True,True,595.9601902918863,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_1920f31cd91f269e,"Mul(Delta(realized_vol_168h,336),ZScore(Mean(liquidity_rank_active_universe,336)))",volatility_like|liquidity_rank_active_universe,typed_interaction,L1_cross_sectional_relative_return,24,1.0,3,True,0.5462543886593951,0.0038332227353758,True,1.4217624672392764,0.8917008317339928,True,0.0035806559961482,0.0029806559961482,0.0019806559961482,94.93333333333334,A7LS10S033_NUMERIC_CLUE,1800,0.0033251544020843,5.3944620135878765,1.0927966341918205,0.6080697588552203,0.5588888888888889,2136,0.0026136528442471,6.759065625834205,1.4217624672392764,0.907644836217344,0.5781835205992509,2136,0.0043426299350379,7.64277896906224,1.4695008350460674,0.8917008317339928,0.5842696629213483,2136,0.0039806559961482,8.492019935563146,1.7249855510821313,1.0384942457523438,0.5767790262172284,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_033\a7ls10_s033_label_response_metrics.csv,s033,vol_liquidity_interaction,A7LS9_B,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_80f4102c9447249d,prod_d42183609b7bc5f4,a7ls10_s033,numeric_clue,True,True,True,595.9601902918862,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_a5baef25254e750a,"Mul(ZScore(Mean(basis_abs_168h,24)),ZScore(Mean(premium_abs_168h,24)))",basis_premium|basis_premium,raw_typed_mul,L0_raw_forward_return,8,-1.0,3,True,0.55736199056123,0.0017010357664996,True,1.4326797690935245,1.5189759393956952,True,0.0012793708254179,0.0006793708254179,-0.000320629174582,95.64444444444445,A7LS10S023_NUMERIC_CLUE,2129,-0.0001012830082929,-0.4002156850212325,-0.1611279393661757,-0.2664778569991521,0.4950681070925317,2152,-0.0011023595851478,-4.462215183263771,-1.5778884324617062,-1.7910089146609764,0.4716542750929368,2152,-0.0013662284140528,-3.962917173370025,-1.4326797690935245,-1.5189759393956952,0.4609665427509293,2152,-0.0016793708254179,-5.641969003472096,-1.991398211395191,-2.1488776509188963,0.4191449814126394,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_023\a7ls10_s023_label_response_metrics.csv,s023,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_8cb0abec7e5d45e7,prod_85dd1a672ca1c4d5,a7ls10_s023,numeric_clue,True,True,True,585.9229967057875,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_a5baef25254e750a,"Mul(ZScore(Mean(basis_abs_168h,24)),ZScore(Mean(premium_abs_168h,24)))",basis_premium|basis_premium,raw_typed_mul,L1_cross_sectional_relative_return,4,-1.0,3,True,0.5604068357194787,0.0008810170341803,True,1.4280025431763146,1.5737998658390666,True,0.0004543391235991,-0.0001456608764008,-0.0011456608764008,95.82222222222222,A7LS10S023_NUMERIC_CLUE,2133,-6.349233996676663e-05,-0.3395579300594013,-0.159619357597624,-0.2387874895391698,0.4950773558368495,2156,-0.0005275201521287,-3.0698053470724123,-1.5280776303934365,-1.5782920038303636,0.4744897959183674,2156,-0.0007373534811612,-2.86489382753996,-1.4280025431763146,-1.5737998658390666,0.475417439703154,2156,-0.0008543391235991,-3.993282299645727,-2.007688868047683,-2.0578392241166936,0.4457328385899815,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_023\a7ls10_s023_label_response_metrics.csv,s023,raw_multi_axis_probe,A7LS9_R,a7ls9_reserved_raw,raw_multi_axis,RESERVE,0.0,skel_8cb0abec7e5d45e7,prod_85dd1a672ca1c4d5,a7ls10_s023,numeric_clue,True,True,True,582.4022287684945,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_b627111b0d3434a7,"Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L0_raw_forward_return,24,-1.0,3,True,0.5569246257587614,0.0065477609633112,True,1.3856337985548024,1.7807883783477312,True,0.0062632389140813,0.0056632389140813,0.0046632389140813,94.93333333333334,A7LS10S002_NUMERIC_CLUE,2125,-0.0017176577193861,-3.476030509815264,-0.7551795022676442,-1.4358184791532476,0.4296470588235294,2136,-0.0031120561068844,-7.16100877462624,-1.4697142850782656,-1.7807883783477312,0.4260299625468164,2136,-0.0032609927119502,-7.008285030380559,-1.3856337985548024,-1.959601304313649,0.4311797752808989,2136,-0.0066632389140813,-13.171698634198354,-2.669189161816135,-3.320755227220074,0.37125468164794,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_002\a7ls10_s002_label_response_metrics.csv,s002,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_1d3d331b6d9d96e0,a7ls10_s002,numeric_clue,True,True,True,581.704231706352,A7LS11_PRIORITY_DEEP_AUDIT
a7ls9_b627111b0d3434a7,"Mul(Abs(ZScore(Mean(basis_abs_168h,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L1_cross_sectional_relative_return,24,-1.0,3,True,0.5569246257587616,0.0065477609633112,True,1.3856337985548026,1.7807883783477316,True,0.0062632389140813,0.0056632389140813,0.0046632389140813,94.93333333333334,A7LS10S002_NUMERIC_CLUE,2125,-0.0017176577193861,-3.4760305098152644,-0.7551795022676442,-1.4358184791532476,0.4296470588235294,2136,-0.0031120561068844,-7.16100877462624,-1.4697142850782656,-1.7807883783477316,0.4260299625468164,2136,-0.0032609927119502,-7.008285030380558,-1.3856337985548026,-1.959601304313649,0.4311797752808989,2136,-0.0066632389140813,-13.171698634198354,-2.6691891618161345,-3.320755227220073,0.37125468164794,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_002\a7ls10_s002_label_response_metrics.csv,s002,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_1d3d331b6d9d96e0,a7ls10_s002,numeric_clue,True,True,True,581.7042317063518,A7LS11_PRIORITY_DEEP_AUDIT
