control_id,base_candidate_id,control_mode,control_class,expression,production_family,horizon,availability_mask,uses_same_mask_as_candidate,feature_available_lag_bars,promotable,allowed_in_a7v5_replay,expected_behavior,decision
a7v3_rolling_self_reproduction_12_b28d7ce95edf__ctrl_wrong_lag_6a9cda1b,a7v3_rolling_self_reproduction_12_b28d7ce95edf,wrong_lag,replay_negative_control,"Decay(agg_max_trade_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b28d7ce95edf__ctrl_sign_flip_0be286c9,a7v3_rolling_self_reproduction_12_b28d7ce95edf,sign_flip,replay_negative_control,"Decay(agg_max_trade_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_row_shuffle_06649ccf,a7v3_rolling_self_reproduction_12_b26d29c81a80,row_shuffle,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_time_shuffle_92e22d18,a7v3_rolling_self_reproduction_12_b26d29c81a80,time_shuffle,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_wrong_lag_6bb3d2a2,a7v3_rolling_self_reproduction_12_b26d29c81a80,wrong_lag,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b26d29c81a80__ctrl_sign_flip_de4bbe7f,a7v3_rolling_self_reproduction_12_b26d29c81a80,sign_flip,replay_negative_control,"Decay(agg_notional,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b3789982a101__ctrl_row_shuffle_52a9855e,a7v3_rolling_self_reproduction_12_b3789982a101,row_shuffle,replay_negative_control,"Decay(agg_notional_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b3789982a101__ctrl_time_shuffle_4a6420a2,a7v3_rolling_self_reproduction_12_b3789982a101,time_shuffle,replay_negative_control,"Decay(agg_notional_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b3789982a101__ctrl_wrong_lag_0b9396c8,a7v3_rolling_self_reproduction_12_b3789982a101,wrong_lag,replay_negative_control,"Decay(agg_notional_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_b3789982a101__ctrl_sign_flip_650ee136,a7v3_rolling_self_reproduction_12_b3789982a101,sign_flip,replay_negative_control,"Decay(agg_notional_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_row_shuffle_68240259,a7v3_rolling_self_reproduction_12_214b62a005b2,row_shuffle,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_time_shuffle_bba8dbeb,a7v3_rolling_self_reproduction_12_214b62a005b2,time_shuffle,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_wrong_lag_39b6aea0,a7v3_rolling_self_reproduction_12_214b62a005b2,wrong_lag,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_214b62a005b2__ctrl_sign_flip_c0912793,a7v3_rolling_self_reproduction_12_214b62a005b2,sign_flip,replay_negative_control,"Decay(agg_notional_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_row_shuffle_45b7259a,a7v3_rolling_self_reproduction_12_3eb1e9032578,row_shuffle,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_time_shuffle_77ccedcc,a7v3_rolling_self_reproduction_12_3eb1e9032578,time_shuffle,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_wrong_lag_7de5dd65,a7v3_rolling_self_reproduction_12_3eb1e9032578,wrong_lag,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_3eb1e9032578__ctrl_sign_flip_e72bb551,a7v3_rolling_self_reproduction_12_3eb1e9032578,sign_flip,replay_negative_control,"Decay(agg_notional_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_row_shuffle_27cffe8b,a7v3_rolling_self_reproduction_12_9fa317374c73,row_shuffle,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_time_shuffle_6fda6857,a7v3_rolling_self_reproduction_12_9fa317374c73,time_shuffle,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_wrong_lag_f33e297c,a7v3_rolling_self_reproduction_12_9fa317374c73,wrong_lag,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_9fa317374c73__ctrl_sign_flip_463a901c,a7v3_rolling_self_reproduction_12_9fa317374c73,sign_flip,replay_negative_control,"Decay(agg_notional_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7538e540549__ctrl_row_shuffle_fb320266,a7v3_rolling_self_reproduction_12_e7538e540549,row_shuffle,replay_negative_control,"Decay(agg_notional_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7538e540549__ctrl_time_shuffle_69830a5a,a7v3_rolling_self_reproduction_12_e7538e540549,time_shuffle,replay_negative_control,"Decay(agg_notional_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7538e540549__ctrl_wrong_lag_ea0af33d,a7v3_rolling_self_reproduction_12_e7538e540549,wrong_lag,replay_negative_control,"Decay(agg_notional_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7538e540549__ctrl_sign_flip_51edc878,a7v3_rolling_self_reproduction_12_e7538e540549,sign_flip,replay_negative_control,"Decay(agg_notional_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_df2cbf21af24__ctrl_row_shuffle_c9e4e8d1,a7v3_rolling_self_reproduction_12_df2cbf21af24,row_shuffle,replay_negative_control,"Decay(agg_notional_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_df2cbf21af24__ctrl_time_shuffle_156d6fe1,a7v3_rolling_self_reproduction_12_df2cbf21af24,time_shuffle,replay_negative_control,"Decay(agg_notional_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_df2cbf21af24__ctrl_wrong_lag_95047578,a7v3_rolling_self_reproduction_12_df2cbf21af24,wrong_lag,replay_negative_control,"Decay(agg_notional_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_df2cbf21af24__ctrl_sign_flip_d581f0ff,a7v3_rolling_self_reproduction_12_df2cbf21af24,sign_flip,replay_negative_control,"Decay(agg_notional_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_dd3b78a80285__ctrl_row_shuffle_88e34e38,a7v3_rolling_self_reproduction_12_dd3b78a80285,row_shuffle,replay_negative_control,"Decay(agg_quantity,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_dd3b78a80285__ctrl_time_shuffle_ae9456d8,a7v3_rolling_self_reproduction_12_dd3b78a80285,time_shuffle,replay_negative_control,"Decay(agg_quantity,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_dd3b78a80285__ctrl_wrong_lag_93e40037,a7v3_rolling_self_reproduction_12_dd3b78a80285,wrong_lag,replay_negative_control,"Decay(agg_quantity,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_dd3b78a80285__ctrl_sign_flip_c2755781,a7v3_rolling_self_reproduction_12_dd3b78a80285,sign_flip,replay_negative_control,"Decay(agg_quantity,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_row_shuffle_49eff82e,a7v3_rolling_self_reproduction_12_00b278cfd69c,row_shuffle,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_time_shuffle_8b19121c,a7v3_rolling_self_reproduction_12_00b278cfd69c,time_shuffle,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_wrong_lag_d00b7801,a7v3_rolling_self_reproduction_12_00b278cfd69c,wrong_lag,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_00b278cfd69c__ctrl_sign_flip_e86aaa23,a7v3_rolling_self_reproduction_12_00b278cfd69c,sign_flip,replay_negative_control,"Decay(agg_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_row_shuffle_d8d21d3d,a7v3_rolling_self_reproduction_12_69861a81fba7,row_shuffle,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_time_shuffle_a5aaa03f,a7v3_rolling_self_reproduction_12_69861a81fba7,time_shuffle,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_wrong_lag_80e52669,a7v3_rolling_self_reproduction_12_69861a81fba7,wrong_lag,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_69861a81fba7__ctrl_sign_flip_14c15c45,a7v3_rolling_self_reproduction_12_69861a81fba7,sign_flip,replay_negative_control,"Decay(agg_trade_count_100_1k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7d584a35a3d__ctrl_row_shuffle_25c0154c,a7v3_rolling_self_reproduction_12_e7d584a35a3d,row_shuffle,replay_negative_control,"Decay(agg_trade_count_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7d584a35a3d__ctrl_time_shuffle_a458315f,a7v3_rolling_self_reproduction_12_e7d584a35a3d,time_shuffle,replay_negative_control,"Decay(agg_trade_count_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7d584a35a3d__ctrl_wrong_lag_761cb45c,a7v3_rolling_self_reproduction_12_e7d584a35a3d,wrong_lag,replay_negative_control,"Decay(agg_trade_count_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_e7d584a35a3d__ctrl_sign_flip_20b2a51b,a7v3_rolling_self_reproduction_12_e7d584a35a3d,sign_flip,replay_negative_control,"Decay(agg_trade_count_100k_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ede80b2dbc95__ctrl_row_shuffle_bc2d0daf,a7v3_rolling_self_reproduction_12_ede80b2dbc95,row_shuffle,replay_negative_control,"Decay(agg_trade_count_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ede80b2dbc95__ctrl_time_shuffle_456fe721,a7v3_rolling_self_reproduction_12_ede80b2dbc95,time_shuffle,replay_negative_control,"Decay(agg_trade_count_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ede80b2dbc95__ctrl_wrong_lag_38783788,a7v3_rolling_self_reproduction_12_ede80b2dbc95,wrong_lag,replay_negative_control,"Decay(agg_trade_count_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ede80b2dbc95__ctrl_sign_flip_8cf62673,a7v3_rolling_self_reproduction_12_ede80b2dbc95,sign_flip,replay_negative_control,"Decay(agg_trade_count_10k_100k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_row_shuffle_d48624b4,a7v3_rolling_self_reproduction_12_519354de8b22,row_shuffle,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_time_shuffle_467eaaef,a7v3_rolling_self_reproduction_12_519354de8b22,time_shuffle,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_wrong_lag_180c680e,a7v3_rolling_self_reproduction_12_519354de8b22,wrong_lag,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_519354de8b22__ctrl_sign_flip_76f95d3c,a7v3_rolling_self_reproduction_12_519354de8b22,sign_flip,replay_negative_control,"Decay(agg_trade_count_1k_10k,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_row_shuffle_afd51b08,a7v3_rolling_self_reproduction_12_4ad10b772ccf,row_shuffle,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_time_shuffle_2f7dde21,a7v3_rolling_self_reproduction_12_4ad10b772ccf,time_shuffle,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_wrong_lag_5140b8e2,a7v3_rolling_self_reproduction_12_4ad10b772ccf,wrong_lag,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4ad10b772ccf__ctrl_sign_flip_e68e77e8,a7v3_rolling_self_reproduction_12_4ad10b772ccf,sign_flip,replay_negative_control,"Decay(agg_trade_count_gt_1m,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ec56094dd3b6__ctrl_row_shuffle_65fce9d6,a7v3_rolling_self_reproduction_12_ec56094dd3b6,row_shuffle,replay_negative_control,"Decay(agg_trade_count_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ec56094dd3b6__ctrl_time_shuffle_5116bc5e,a7v3_rolling_self_reproduction_12_ec56094dd3b6,time_shuffle,replay_negative_control,"Decay(agg_trade_count_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ec56094dd3b6__ctrl_wrong_lag_6dcf0f4b,a7v3_rolling_self_reproduction_12_ec56094dd3b6,wrong_lag,replay_negative_control,"Decay(agg_trade_count_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_ec56094dd3b6__ctrl_sign_flip_b36956b2,a7v3_rolling_self_reproduction_12_ec56094dd3b6,sign_flip,replay_negative_control,"Decay(agg_trade_count_le_100,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_row_shuffle_e14c7ce0,a7v3_rolling_self_reproduction_12_4beec949fff2,row_shuffle,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_time_shuffle_ee043515,a7v3_rolling_self_reproduction_12_4beec949fff2,time_shuffle,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_wrong_lag_725d7052,a7v3_rolling_self_reproduction_12_4beec949fff2,wrong_lag,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4beec949fff2__ctrl_sign_flip_08852c3f,a7v3_rolling_self_reproduction_12_4beec949fff2,sign_flip,replay_negative_control,"Decay(agg_underlying_trade_count,4)",rolling_self_reproduction,12,agg_features_available,True,4,False,True,return orientation should invert or materially degrade,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4df5062b4697__ctrl_row_shuffle_80443d49,a7v3_rolling_self_reproduction_12_4df5062b4697,row_shuffle,replay_negative_control,"Decay(agg_avg_agg_trade_notional,8)",rolling_self_reproduction,12,agg_features_available,True,8,False,True,candidate edge should disappear versus original if signal depends on aligned features,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4df5062b4697__ctrl_time_shuffle_32e1d4f4,a7v3_rolling_self_reproduction_12_4df5062b4697,time_shuffle,replay_negative_control,"Decay(agg_avg_agg_trade_notional,8)",rolling_self_reproduction,12,agg_features_available,True,8,False,True,candidate edge should disappear if temporal order matters,A7V4_REPLAY_CONTROL_READY
a7v3_rolling_self_reproduction_12_4df5062b4697__ctrl_wrong_lag_79a4ed36,a7v3_rolling_self_reproduction_12_4df5062b4697,wrong_lag,replay_negative_control,"Decay(agg_avg_agg_trade_notional,8)",rolling_self_reproduction,12,agg_features_available,True,8,False,True,candidate must not improve versus original under stale/future timing displacement,A7V4_REPLAY_CONTROL_READY
