split,expression,horizon,orientation,base_train_ic,active_hours,net10,net20,lag1_net10,lag2_net10,lag3_net10,turnover_mean,gross_exposure_mean
train_2024,ZScore(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,8751,-7.938514890641604,-9.031348223974936,-7.227961482719688,-6.70066696823566,-6.29144627715306,0.12455360534913759,0.9973786186459995
validation_2025H1,ZScore(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,4344,0.5036624592278063,-0.15283754077219291,0.6691078833577069,0.6955694825854866,0.7627432250268209,0.1511279926335175,1.0
recent_oos_2025H2_2026Apr,ZScore(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,7294,0.9488994325912348,0.12289943259123481,1.055995454274282,1.1217396160460205,1.2308906374141144,0.11321271929824561,0.9997258771929824
fresh_may_2026,ZScore(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,480,0.588787104837132,0.5504537715037987,0.6151074325358712,0.6499156635680142,0.6589112067800045,0.0759075907590759,0.9504950495049505
train_2024,ZScore(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,8751,-11.386005953173413,-12.478839286506744,-11.045969596027325,-10.606470860666597,-10.215185567260125,0.12455360534913759,0.9973786186459995
validation_2025H1,ZScore(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,4344,1.1173405427942373,0.4608405427942368,1.2058161409745098,1.2128753180560214,1.2361092756239676,0.1511279926335175,1.0
recent_oos_2025H2_2026Apr,ZScore(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,7294,1.3892684423591992,0.5632684423591989,1.3780412658695183,1.3192192750131007,1.2652918954846641,0.11321271929824561,0.9997258771929824
fresh_may_2026,ZScore(global_long_short_account_ratio_zscore_168h),48,1.0,0.0005114300623385808,456,0.7302147525659566,0.6932147525659563,0.7169020603232042,0.7081372531692829,0.7267667848384192,0.07326732673267326,0.902970297029703
train_2024,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937,8751,-7.938514890641604,-9.031348223974936,-7.227961482719688,-6.70066696823566,-6.29144627715306,0.12455360534913759,0.9973786186459995
validation_2025H1,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937,4344,0.5036624592278063,-0.15283754077219291,0.6691078833577069,0.6955694825854866,0.7627432250268209,0.1511279926335175,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937,7294,0.9488994325912348,0.12289943259123481,1.055995454274282,1.1217396160460205,1.2308906374141144,0.11321271929824561,0.9997258771929824
fresh_may_2026,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),24,-1.0,-0.0038452153301716937,480,0.588787104837132,0.5504537715037987,0.6151074325358712,0.6499156635680142,0.6589112067800045,0.0759075907590759,0.9504950495049505
train_2024,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834,8751,-11.386005953173413,-12.478839286506744,-11.045969596027325,-10.606470860666597,-10.215185567260125,0.12455360534913759,0.9973786186459995
validation_2025H1,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834,4344,1.1173405427942373,0.4608405427942368,1.2058161409745098,1.2128753180560214,1.2361092756239676,0.1511279926335175,1.0
recent_oos_2025H2_2026Apr,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834,7294,1.3892684423591992,0.5632684423591989,1.3780412658695183,1.3192192750131007,1.2652918954846641,0.11321271929824561,0.9997258771929824
fresh_may_2026,Neg(ZScore(global_long_short_account_ratio_zscore_168h)),48,-1.0,-0.0005114300623384834,456,0.7302147525659566,0.6932147525659563,0.7169020603232042,0.7081372531692829,0.7267667848384192,0.07326732673267326,0.902970297029703
train_2024,Rank(global_long_short_account_ratio_zscore_168h),24,1.0,0.00384521533017177,8751,-7.938514890641604,-9.031348223974936,-7.227961482719688,-6.70066696823566,-6.29144627715306,0.12455360534913759,0.9973786186459995
