parent_row_id,parent_proposal_id,child_proposal_id,panel_id,lane_id,operator,parent_blocker,target_blocker,syntax_changed_fields,syntax_change_count,exact_identity_changed,signal_identity_distance,behaviour_distance,turnover_delta,cost_delta,gross_lcb_proxy_delta,net_lcb_delta,stability_delta,concentration_delta,target_gate_distance_before,target_gate_distance_after,target_gate_distance_delta,target_gate_improved,target_gate_crossed,non_target_collateral_damage_count,non_target_collateral_damage,gross_lcb_method
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:add8efb4860c15a402d24a94,main,local_mcts_repair,mcts_two_step:improve_net_lcb:interaction=none->improve_net_lcb:interaction=residual,NET_LCB_NEAR_ZERO,NET_LCB,economic_hypothesis|field_a|field_b|interaction|mechanism_id|primitive,6,True,1.0,1.0,0.08441128395456632,4.220564197728315e-05,-4.988738487063202e-05,-9.209302684791517e-05,0.021896325082835566,0.0008733534427000089,-4.346854899728483e-05,-0.0001355615758452,-9.209302684791517e-05,False,False,2,IC_LCB|BENCHMARK_INCREMENT,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:fbf6341a6e837ac66f9f5379,main,local_mcts_repair,mcts_two_step:improve_net_lcb:interaction=none->improve_net_lcb:interaction=residual,NET_LCB_NEAR_ZERO,NET_LCB,field_a|interaction,2,True,1.0,1.0,0.006773970224468004,3.3869851122339955e-06,-7.107193179178117e-05,-7.445891690401517e-05,0.101547011076915,0.0033331452201837974,-4.346854899728483e-05,-0.0001179274659013,-7.445891690401517e-05,False,False,2,IC_LCB|BENCHMARK_INCREMENT,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:972dc93fa368956fb6be8666,main,evolutionary_random_control,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,economic_hypothesis|field_a|field_b|mechanism_id|primitive,5,True,1.0,1.0,0.069894580529299,3.494729026464947e-05,-1.2750556666166496e-05,-4.7697846930815966e-05,-0.04572429159880431,0.0002642052190093003,-4.346854899728483e-05,-9.11663959281008e-05,-4.7697846930815966e-05,False,False,2,IC_LCB|BENCHMARK_INCREMENT,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:c4dc9e49c81f4f1f4a3331fb,main,evolutionary_repair,improve_net_lcb:interaction=residual,NET_LCB_NEAR_ZERO,NET_LCB,field_a|interaction,2,True,1.0,1.0,0.004762140202339199,2.3810701011695995e-06,9.80954843259715e-06,7.428478331427551e-06,0.1279457798080177,3.10997820456016e-05,-4.346854899728483e-05,-3.604007066585728e-05,7.428478331427551e-06,True,False,1,IC_LCB,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:4a7b92fa6d40bcb30f323e3e,main,llm_random_repair_control,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,threshold,1,True,1.0,1.0,0.0008908704566663039,4.4543522833311974e-07,1.135663623976076e-05,1.0911201011427641e-05,-0.08691826759357058,0.00440671144491489,-4.346854899728483e-05,-3.255734798585719e-05,1.0911201011427641e-05,True,False,0,,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:9c5aca47f6aab7151145fa89,main,evolutionary_random_control,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,field_b,1,True,1.0,1.0,0.0013738942631039003,6.869471315519556e-07,6.8003970037164336e-06,6.113449872164478e-06,-0.04508332660847403,-0.000352351695077191,-4.346854899728483e-05,-3.7355099125120354e-05,6.113449872164478e-06,True,False,0,,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:baa9adc29b655b32c5e6b0cf,main,local_mcts_repair,mcts_two_step:improve_net_lcb:interaction=none->improve_net_lcb:interaction=residual,NET_LCB_NEAR_ZERO,NET_LCB,field_a|interaction,2,True,1.0,1.0,0.006248041233399698,3.124020616699858e-06,-5.288866745622068e-05,-5.601268807292053e-05,0.1308005917605315,0.004241167976790999,-4.346854899728483e-05,-9.948123707020536e-05,-5.601268807292053e-05,False,False,2,IC_LCB|BENCHMARK_INCREMENT,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:0a46cda7d04dd3dcf3ad2270,epoch-candidate:5f8671df18010c194e15e440,main,evolutionary_repair,improve_net_lcb:interaction=condition,NET_LCB_NEAR_ZERO,NET_LCB,economic_hypothesis|field_a|field_b|mechanism_id|primitive,5,True,1.0,1.0,0.0629960127592715,3.149800637963577e-05,-7.42220911774794e-05,-0.00010572009755711516,0.018866016238131444,0.002493185209946208,-4.346854899728483e-05,-0.0001491886465544,-0.00010572009755711516,False,False,2,IC_LCB|BENCHMARK_INCREMENT,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0aceb057baa31a06fac1c2e9,epoch-candidate:0aceb057baa31a06fac1c2e9,epoch-candidate:dd44ea30b3c102da1b52814c,main,evolutionary_random_control,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,economic_hypothesis|field_a|field_b|mechanism_id|primitive,5,True,1.0,1.0,0.034289581901241296,1.7144790950620664e-05,-7.47000695963777e-05,-9.184486054699836e-05,-0.042567135390389144,0.0,-1.843022366820163e-05,-0.0001102750842152,-9.184486054699836e-05,False,False,2,IC_LCB|BENCHMARK_INCREMENT,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
GLOBAL_TOP_K_CONTROL|epoch-candidate:0aceb057baa31a06fac1c2e9,epoch-candidate:0aceb057baa31a06fac1c2e9,epoch-candidate:1830f6a4ce006f18b0aeaf14,main,local_mcts_random_control,random_mutation_control,NET_LCB_NEAR_ZERO,NET_LCB,primitive,1,True,1.0,1.0,0.008353880926696498,4.176940463348232e-06,-5.328450421062894e-05,-5.746144467397716e-05,-0.06139857494013701,0.0,-1.843022366820163e-05,-7.58916683421788e-05,-5.746144467397716e-05,False,False,2,IC_LCB|BENCHMARK_INCREMENT,SUMMARY_PROXY_NET_LCB_PLUS_MEAN_COST_DRAG
