semantic_pair,label_family,selected_count
basis_premium_like|price_return_like,L5_vol_adjusted_return,20
basis_premium_like|price_return_like,L7_ranked_future_return,4
liquidity_like|price_return_like,L5_vol_adjusted_return,3
liquidity_like|price_return_like,L7_ranked_future_return,20
open_interest_like|price_return_like,L7_ranked_future_return,20
positioning_like|price_return_like,L5_vol_adjusted_return,5
positioning_like|price_return_like,L7_ranked_future_return,19
regime_state|price_return_like,L5_vol_adjusted_return,20
regime_state|price_return_like,L7_ranked_future_return,4
taker_flow_like|basis_premium_like,L7_ranked_future_return,11
volatility_like|basis_premium_like,L5_vol_adjusted_return,3
volatility_like|basis_premium_like,L7_ranked_future_return,19
