candidate_id,label_family,horizon_h,orientation_from_train,premay_all_positive,one_bar_lag_ok,control_ratio_premay_max,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,decision
a7ab3_7935162ab6cc52c9,L7_ranked_future_return,4,1.0,True,True,0.7776954504798147,0.017448313441679363,0.02668961495777138,0.025752520550006583,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_87c3ee594944936f,L7_ranked_future_return,1,1.0,True,True,0.7812134869928389,0.036545981613458144,0.023249615780474606,0.018825287247683807,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_6406fc0cf7ff3b35,L7_ranked_future_return,1,1.0,True,True,0.818843474644514,0.011976191955630053,0.020795290884549133,0.012710186028539959,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_3144de7015d18195,L1_cross_sectional_relative_return,1,1.0,True,True,0.8235712208413303,0.00024405432061545978,0.00027484766593706183,0.0005599470233174254,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_3144de7015d18195,L0_raw_forward_return,1,1.0,True,True,0.8235712208413308,0.00024405432061545978,0.0002748476659370617,0.0005599470233174253,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0bc78809db3a1428,L7_ranked_future_return,4,-1.0,True,True,0.8282358214464629,0.017023426184564452,0.03065432314297538,0.0455930419770329,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_f0f4c568b02b1b72,L7_ranked_future_return,1,-1.0,True,True,0.8774384826360727,0.008334299180961208,0.021892626719208778,0.02169559380312162,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_6e301587da1c1fa3,L7_ranked_future_return,1,-1.0,True,True,0.8825573169255974,0.020483133080925153,0.026549380569721323,0.03458668160510998,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_e5d6e69d28752387,L7_ranked_future_return,1,1.0,True,True,0.8866761720462625,0.018704310651133493,0.026156553144448657,0.03710901829491015,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_e142ac349de3313f,L7_ranked_future_return,1,1.0,True,True,0.9040588080861117,0.007664403363725339,0.016133679750682535,0.010213758177509916,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_259e51a3d817578c,L7_ranked_future_return,1,1.0,True,True,0.9299997775652289,0.0055083899963941675,0.016965435532890333,0.02532927355380415,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,1,1.0,True,True,0.935474085143198,0.007163611368670476,0.022483886442074896,0.0249090493483748,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_3144de7015d18195,L7_ranked_future_return,1,1.0,True,True,0.9475570636449948,0.012993870087055066,0.014326981275433985,0.021793144413537323,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_2af478d1ff284e21,L7_ranked_future_return,1,-1.0,True,True,0.9489624799404038,0.024525849302014107,0.028914338973883482,0.036153688894040074,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,1,-1.0,True,True,0.9489624799404038,0.024525849302014107,0.028914338973883482,0.036153688894040074,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_da7270f10c2caee8,L7_ranked_future_return,1,-1.0,True,True,0.9489624799404038,0.024525849302014107,0.028914338973883482,0.036153688894040074,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0b7b3deaa9bdd1bc,L1_cross_sectional_relative_return,1,-1.0,True,True,0.9586871305260203,0.00021312303718823167,0.0003257607532463148,0.0003300062996934585,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_0b7b3deaa9bdd1bc,L0_raw_forward_return,1,-1.0,True,True,0.9586871305260204,0.0002131230371882316,0.00032576075324631474,0.0003300062996934585,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_6e301587da1c1fa3,L7_ranked_future_return,4,-1.0,True,True,0.9633075807159003,0.029077759673080895,0.04464594002172563,0.0598930044744465,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_d4939ee84cb32793,L7_ranked_future_return,1,-1.0,True,True,0.9751233547536498,0.019569602199556994,0.024678292252614226,0.0324775118477309,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_ced6188c184ada50,L7_ranked_future_return,4,-1.0,True,True,0.981989858366847,0.027510006078005377,0.019876128310573147,0.04542161312849161,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_2ad4a9e8d3c38900,L7_ranked_future_return,4,1.0,True,True,0.9862537764350452,0.010166110593834059,0.006834927193254706,0.012039380948686116,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_04daf24ce962db97,L7_ranked_future_return,1,-1.0,True,True,0.99973230580447,0.008425560806254477,0.014247972012662554,0.01628930560823815,A7AB6_SMALL_REPLAY_PREFLIGHT_CLUE
a7ab3_2af478d1ff284e21,L7_ranked_future_return,4,-1.0,True,True,1.0126680565312736,0.02841734235981792,0.05028353248499896,0.0625931906941858,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3edc6f38cc9be3f3,L7_ranked_future_return,4,-1.0,True,True,1.0126680565312736,0.02841734235981792,0.05028353248499896,0.0625931906941858,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_da7270f10c2caee8,L7_ranked_future_return,4,-1.0,True,True,1.0126680565312736,0.02841734235981792,0.05028353248499896,0.0625931906941858,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_6eb23cd8ce4aeef1,L7_ranked_future_return,4,1.0,True,True,1.0194472520237752,0.017643027105317607,0.03486544330643493,0.047561846937719844,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_9b74006f5f8908f8,L7_ranked_future_return,4,1.0,True,True,1.0194472520237752,0.017643027105317607,0.03486544330643493,0.047561846937719844,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_39e2cf80d4b57fa7,L7_ranked_future_return,1,1.0,True,True,1.021429904766895,0.016126033456961827,0.02731360750527996,0.02681157893258032,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_249b631ed84be563,L1_cross_sectional_relative_return,1,-1.0,True,True,1.0256336489258142,0.00045987434789952753,0.0004674098551230717,0.0007006311443814037,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_249b631ed84be563,L0_raw_forward_return,1,-1.0,True,True,1.0256336489258144,0.00045987434789952753,0.0004674098551230717,0.0007006311443814038,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_2942692cc4933504,L7_ranked_future_return,4,-1.0,True,True,1.0304356387983284,0.015572140751086282,0.029551391475274153,0.04589831626319057,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_f0f4c568b02b1b72,L7_ranked_future_return,4,-1.0,True,True,1.0304356387983284,0.015572140751086282,0.029551391475274153,0.04589831626319057,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d4939ee84cb32793,L7_ranked_future_return,4,-1.0,True,True,1.0326735480413634,0.025941686711152486,0.04580245835919718,0.061645038019863437,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_7c68909e8aa7f6ea,L7_ranked_future_return,4,1.0,True,True,1.0368250023422436,0.016390974162011174,0.03733479464100973,0.020183908157459136,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_a40bddb7136ef900,L7_ranked_future_return,4,-1.0,True,True,1.0376656137335223,0.022239518673701636,0.043446907976412166,0.06298260332609146,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_27293c9fb29d33c4,L7_ranked_future_return,4,-1.0,True,True,1.0389835813675556,0.02067612960376577,0.04260625193978894,0.06357326906165943,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_2a0039bf30a6a7d0,L7_ranked_future_return,4,-1.0,True,True,1.0723620016022777,0.01817801208077046,0.039734232748810265,0.060513736938754385,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3ce43ff8d3208a0f,L7_ranked_future_return,4,-1.0,True,True,1.0733605511610105,0.011817113464721703,0.019005082247051525,0.02935611938754397,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_2a0039bf30a6a7d0,L7_ranked_future_return,1,-1.0,True,True,1.080413768550565,0.015578778337384042,0.021234803997321382,0.03140171856487921,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_7935162ab6cc52c9,L0_raw_forward_return,1,1.0,True,True,1.095489582954766,0.0003410978211077501,0.0005591113709961414,0.00018803041168193968,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_7935162ab6cc52c9,L1_cross_sectional_relative_return,1,1.0,True,True,1.0954895829547664,0.0003410978211077501,0.0005591113709961415,0.00018803041168193968,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_e5d6e69d28752387,L7_ranked_future_return,4,1.0,True,True,1.1022743717039092,0.02226495268678404,0.047386654237322,0.0642688083112315,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_1f9142d27f055f5f,L7_ranked_future_return,4,-1.0,True,True,1.1084916042458024,0.01878645186737016,0.022767464566521824,0.04200168438340575,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_0bc78809db3a1428,L7_ranked_future_return,1,-1.0,True,True,1.118412911065938,0.006188024777211146,0.02101869559058363,0.0219291679544635,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_0ec11b8f07b0f3e5,L1_cross_sectional_relative_return,1,-1.0,True,True,1.1191934144461329,0.0009134294481308686,0.0013509271819583549,0.001243003645870768,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_0ec11b8f07b0f3e5,L0_raw_forward_return,1,-1.0,True,True,1.119193414446133,0.0009134294481308688,0.0013509271819583549,0.0012430036458707678,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_b5cbf40bc83635e6,L7_ranked_future_return,1,1.0,True,True,1.121429208637,0.020751316772266007,0.02807646615669912,0.03887110119507546,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_27293c9fb29d33c4,L7_ranked_future_return,1,-1.0,True,True,1.1297286354953908,0.015506361716375622,0.023807097692268065,0.0341354697882862,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_58203eba4254d6d4,L7_ranked_future_return,1,1.0,True,True,1.132537818137902,0.02066020514603616,0.0280062812290733,0.039018392958326896,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_a40bddb7136ef900,L7_ranked_future_return,1,-1.0,True,True,1.1664825083899086,0.015661138798743108,0.023944972441147683,0.03278183433781486,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_9e4c76ac7a668ba0,L7_ranked_future_return,4,-1.0,True,True,1.1884958731834276,0.0088818894837575,0.0160615333385061,0.021791993197806746,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_28e51a0e6693cfec,L7_ranked_future_return,4,-1.0,True,True,1.1935034214750357,0.0076537606041796,0.016843834057521212,0.011073123577488105,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_87c3ee594944936f,L7_ranked_future_return,4,1.0,True,True,1.1939935424300967,0.01829155105931468,0.01912974418811971,0.017994787048121547,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_5d4caf4e15cc5120,L1_cross_sectional_relative_return,1,-1.0,True,True,1.2014175451068791,0.0004831648903527775,0.0008792042002132517,0.0012185620111868343,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_5d4caf4e15cc5120,L0_raw_forward_return,1,-1.0,True,True,1.2014175451068791,0.00048316489035277746,0.0008792042002132517,0.0012185620111868343,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_5f3490d60d842a6e,L1_cross_sectional_relative_return,1,1.0,True,True,1.224820199202779,0.0002322468158707144,0.0005223886842866412,0.0008877542327491268,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_5f3490d60d842a6e,L0_raw_forward_return,1,1.0,True,True,1.2248201992027792,0.0002322468158707144,0.0005223886842866412,0.0008877542327491267,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_1f9142d27f055f5f,L7_ranked_future_return,1,-1.0,True,True,1.240763460459899,0.01702829611600474,0.013776850564055016,0.020670105084221912,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_b5cbf40bc83635e6,L7_ranked_future_return,4,1.0,True,True,1.25113935448123,0.023338894061659426,0.0493888856559073,0.06851358822160149,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_58203eba4254d6d4,L7_ranked_future_return,4,1.0,True,True,1.2535960775093016,0.023374780157252223,0.04940294912580177,0.0686412909942065,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_fdd86cd8983e9d9b,L1_cross_sectional_relative_return,1,1.0,True,True,1.2949670129933724,0.0002120607981961683,0.0006464007753244418,0.0008827757239760107,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_fdd86cd8983e9d9b,L0_raw_forward_return,1,1.0,True,True,1.2949670129933724,0.00021206079819616826,0.0006464007753244418,0.0008827757239760107,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_177d9ba31efe9ca9,L1_cross_sectional_relative_return,1,1.0,True,True,1.3074204161241338,0.00043862099737916843,0.0008864280727578635,0.0009778257141778305,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_177d9ba31efe9ca9,L0_raw_forward_return,1,1.0,True,True,1.3074204161241338,0.0004386209973791683,0.0008864280727578635,0.0009778257141778305,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d4939ee84cb32793,L0_raw_forward_return,4,-1.0,True,True,1.3146284332544529,0.00020658340703601336,0.0012341852830127413,0.0008015896133477092,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d4939ee84cb32793,L1_cross_sectional_relative_return,4,-1.0,True,True,1.3146284332544533,0.00020658340703601339,0.0012341852830127413,0.0008015896133477092,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_209db83affacfa08,L1_cross_sectional_relative_return,1,-1.0,True,True,1.3172955373303028,0.00045717912631840284,0.0008833201635600511,0.0009300022081117051,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_209db83affacfa08,L0_raw_forward_return,1,-1.0,True,True,1.3172955373303035,0.00045717912631840284,0.0008833201635600511,0.0009300022081117048,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_2851ccb20396dab9,L7_ranked_future_return,4,-1.0,True,True,1.3423049813955774,0.016196914442375338,0.01681974834471343,0.014792588066418375,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3ed79f238f5c8699,L0_raw_forward_return,1,-1.0,True,True,1.3597355966292684,0.0004577967500217295,0.0008750517724642822,0.0009927007017233652,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3ed79f238f5c8699,L1_cross_sectional_relative_return,1,-1.0,True,True,1.3597355966292684,0.0004577967500217295,0.0008750517724642822,0.000992700701723365,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_23820b477fd5da2d,L1_cross_sectional_relative_return,1,-1.0,True,True,1.370427975626682,0.00023590168275683458,0.0004880672250778871,0.0008724864482257153,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_23820b477fd5da2d,L0_raw_forward_return,1,-1.0,True,True,1.370427975626682,0.00023590168275683458,0.0004880672250778871,0.0008724864482257151,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d772ca7c25367e24,L7_ranked_future_return,1,-1.0,True,True,1.3727172951103757,0.010251104285787878,0.015431267063308093,0.02423520965332509,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_9b74006f5f8908f8,L7_ranked_future_return,1,1.0,True,True,1.3754929609114306,0.007163611368670476,0.022483886442074896,0.0249090493483748,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_448cdf2a0f96bd5d,L1_cross_sectional_relative_return,4,-1.0,True,True,1.3825073733026194,0.0004893958747977479,0.0007247022274090163,0.0015080745138707611,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d4ddbe33a0950c8d,L1_cross_sectional_relative_return,4,-1.0,True,True,1.3825073733026194,0.0004893958747977479,0.0007247022274090163,0.0015080745138707611,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_dc42ddd075af946e,L1_cross_sectional_relative_return,4,-1.0,True,True,1.3825073733026194,0.0004893958747977479,0.0007247022274090163,0.0015080745138707611,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_448cdf2a0f96bd5d,L0_raw_forward_return,4,-1.0,True,True,1.3825073733026199,0.0004893958747977477,0.0007247022274090161,0.0015080745138707607,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d4ddbe33a0950c8d,L0_raw_forward_return,4,-1.0,True,True,1.3825073733026199,0.0004893958747977477,0.0007247022274090161,0.0015080745138707607,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_dc42ddd075af946e,L0_raw_forward_return,4,-1.0,True,True,1.3825073733026199,0.0004893958747977477,0.0007247022274090161,0.0015080745138707607,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_7935162ab6cc52c9,L1_cross_sectional_relative_return,4,1.0,True,True,1.4087510737528603,0.0002252396618286526,0.0006145269430183361,0.0007066223734188098,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_7935162ab6cc52c9,L0_raw_forward_return,4,1.0,True,True,1.408751073752861,0.0002252396618286525,0.0006145269430183363,0.0007066223734188102,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_e25116e69ba3fa53,L7_ranked_future_return,4,-1.0,True,True,1.4551159516929695,0.010908888112973305,0.015020755741775296,0.017854140802813986,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_209db83affacfa08,L7_ranked_future_return,4,-1.0,True,True,1.4757701824649183,0.022340987242021635,0.03653307418621739,0.02570322056184886,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3ed79f238f5c8699,L7_ranked_future_return,4,-1.0,True,True,1.4851244097772889,0.02247512220670391,0.03618692452927788,0.026227320634181667,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_0ec11b8f07b0f3e5,L0_raw_forward_return,4,-1.0,True,True,1.487105352814115,0.0004908149199035511,0.0009223924304478871,0.0022075300839724606,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_0ec11b8f07b0f3e5,L1_cross_sectional_relative_return,4,-1.0,True,True,1.4871053528141152,0.0004908149199035512,0.0009223924304478871,0.0022075300839724606,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_2039549c89431ccf,L7_ranked_future_return,4,1.0,True,True,1.489146809718041,0.021584954498384146,0.03773523287955906,0.023866812620880407,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_177d9ba31efe9ca9,L7_ranked_future_return,4,1.0,True,True,1.491529719595514,0.021684496560107593,0.037801879655493476,0.025595757681564246,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_6406fc0cf7ff3b35,L7_ranked_future_return,4,1.0,True,True,1.5096569152357153,0.005174670996684377,0.0160774151474039,0.017221417394603585,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d4939ee84cb32793,L0_raw_forward_return,1,-1.0,True,True,1.588116789456461,0.00011092692398824601,0.0003614870307031535,0.0001833286355910341,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_d4939ee84cb32793,L1_cross_sectional_relative_return,1,-1.0,True,True,1.5881167894564618,0.00011092692398824598,0.0003614870307031534,0.00018332863559103406,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_2942692cc4933504,L7_ranked_future_return,1,-1.0,True,True,1.5993935179819991,0.008334299180961208,0.021892626719208778,0.02169559380312162,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_35b6dd6c60cc1f63,L7_ranked_future_return,4,1.0,True,True,1.623947731013606,0.015780102291537347,0.008127991242734608,0.01477952162091478,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_6e301587da1c1fa3,L1_cross_sectional_relative_return,4,-1.0,True,True,1.6586445899511557,0.00023776091761240942,0.0012002021325296921,0.0005578286828504986,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_6e301587da1c1fa3,L0_raw_forward_return,4,-1.0,True,True,1.6586445899511562,0.00023776091761240942,0.0012002021325296921,0.0005578286828504984,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3f4762f1af1b5e34,L1_cross_sectional_relative_return,1,-1.0,True,True,1.6731145819543563,0.00013204530504980775,0.00016121913434186135,0.0002545569302701724,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3f4762f1af1b5e34,L0_raw_forward_return,1,-1.0,True,True,1.6731145819543571,0.0001320453050498077,0.00016121913434186146,0.0002545569302701724,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_5d4caf4e15cc5120,L7_ranked_future_return,4,-1.0,True,True,1.6762774873613089,0.016914798003310572,0.03751325522449824,0.03237483511793917,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_8c5b70787959de8b,L7_ranked_future_return,4,1.0,True,True,1.764014954823969,0.017295804883095386,0.019910478739913095,0.007782594920339335,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_4dceec11484308cd,L7_ranked_future_return,1,1.0,True,True,1.789259359251261,0.0035774996136609485,0.012346591201772006,0.022322341109284778,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_f9d3a2b05e2e13ae,L7_ranked_future_return,4,-1.0,True,True,1.8034812880765878,0.006087785148975792,0.0046433698013656115,0.013896648044692737,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_0caf6e64238a4009,L1_cross_sectional_relative_return,1,-1.0,True,True,1.8489719497687143,0.00011630263284679001,0.00010610479821637841,0.0003914181551515095,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_0caf6e64238a4009,L0_raw_forward_return,1,-1.0,True,True,1.848971949768715,0.00011630263284678997,0.00010610479821637837,0.00039141815515150957,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_6a2a3b864e045e61,L7_ranked_future_return,4,-1.0,True,True,1.851669589154741,0.014336818487481895,0.008573382216014896,0.03630145290192427,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3ce43ff8d3208a0f,L7_ranked_future_return,1,-1.0,True,True,1.9919513438706402,0.002210020347190025,0.010178585226394683,0.007700864111677742,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_ac94a00af91868bc,L7_ranked_future_return,4,-1.0,True,True,2.0432522293972943,0.009368372387750882,0.013504083255741775,0.008410924891371819,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_47f44a5d3ee776de,L7_ranked_future_return,4,1.0,True,True,2.0920871451893186,0.012859606267972388,0.009065059497645068,0.013191601569062187,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_04daf24ce962db97,L7_ranked_future_return,4,-1.0,True,True,2.1079236843852005,0.0037321245509094646,0.024592673711039625,0.03194908818163008,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_dc6b0b0d1d92ef26,L7_ranked_future_return,4,1.0,True,True,2.1313784077319364,0.007544411119228655,0.02462991544259447,0.01473707859074891,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_64f833333849ff7f,L7_ranked_future_return,4,1.0,True,True,2.1524140723281806,0.01777226554417546,0.0196682475946617,0.011179165373474034,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_24767370869504a1,L7_ranked_future_return,4,1.0,True,True,2.1697306268351864,0.002532394475481065,0.024470680090006205,0.011460434771363541,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_39e2cf80d4b57fa7,L1_cross_sectional_relative_return,1,1.0,True,True,2.3434638756562536,0.00012215020040473346,0.00041332681212162455,0.0007476236315222187,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_39e2cf80d4b57fa7,L0_raw_forward_return,1,1.0,True,True,2.3434638756562536,0.00012215020040473343,0.00041332681212162455,0.0007476236315222187,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_da906fe9c76e14a5,L7_ranked_future_return,4,1.0,True,True,2.4674895419098277,0.013461650372439479,0.020067116697703287,0.010955038925098285,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_9d9d758365bd7848,L7_ranked_future_return,4,1.0,True,True,2.4818828284576226,0.01641486994659298,0.014577476708877008,0.011036092566435545,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_6406fc0cf7ff3b35,L0_raw_forward_return,4,1.0,True,True,2.5592976209894656,0.0001756655740806727,0.00037012577869225153,0.0004084848861516323,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_6406fc0cf7ff3b35,L1_cross_sectional_relative_return,4,1.0,True,True,2.559297620989466,0.0001756655740806727,0.0003701257786922514,0.00040848488615163257,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_7005b0d4aa2dce2e,L0_raw_forward_return,1,-1.0,True,True,2.5672779648709287,0.000309040019505504,0.0005305123758313054,0.0003019346707995158,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_7005b0d4aa2dce2e,L1_cross_sectional_relative_return,1,-1.0,True,True,2.567277964870929,0.000309040019505504,0.0005305123758313054,0.0003019346707995158,HOLD_A7AB6_CONTROL_DOMINATED
a7ab3_3ed79f238f5c8699,L1_cross_sectional_relative_return,4,-1.0,True,True,2.5980647860376846,0.00024494872451027186,0.00048222532609528204,0.001593492950464246,HOLD_A7AB6_CONTROL_DOMINATED
