decision,label_family,count
A7FF55DS01P_NUMERIC_CLUE,L0_raw_forward_return,3
A7FF55DS01P_NUMERIC_CLUE,L1_cross_sectional_relative_return,1
A7FF55DS01P_NUMERIC_CLUE,L3_liquidity_tier_relative_return,3
HOLD_A7FF55DS01P_CONTROL_DOMINATED,L0_raw_forward_return,139
HOLD_A7FF55DS01P_CONTROL_DOMINATED,L1_cross_sectional_relative_return,141
HOLD_A7FF55DS01P_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,133
HOLD_A7FF55DS01P_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF55DS01P_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF55DS01P_PRE_MAY_UNSTABLE,L0_raw_forward_return,457
HOLD_A7FF55DS01P_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,457
HOLD_A7FF55DS01P_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,464
