a7ls20_rank,a7ls19_rank,blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id,lag_ok_bool,robust_ok_bool,premay_all_positive_bool,is_l7,is_placebo,is_low_prior,contains_basis_premium,contains_basis_premium_like,contains_price_like,contains_liquidity_like,contains_volatility_like,contains_positioning_like,contains_open_interest_like,contains_taker_flow_like,contains_funding_state_like,contains_listing_age_like,contains_regime_state,strict_non_l7,strong_non_l7,arbitration_score,a7ls19_reject_reason,a7ls19_decision,is_l5,split_mean_floor,split_mean_median,split_tstat_floor,split_tstat_median,split_nonoverlap_floor,split_positive_rate_floor,split_positive_rate_median,cost_floor,control_margin,non_l5_bonus,non_basis_bonus,a7ls20_deep_score,a7ls20_decision
31,42,a7ls15_78478a819e0cd255,"Mean(Mul(Abs(ZScore(Mean(open_interest_value_mean,120))),Abs(ZScore(Mean(kline_taker_buy_quote_share,96)))),4)",open_interest_like|taker_flow_like,smooth_mul,L5_vol_adjusted_return,4,1.0,3,True,0.7675018000522847,0.1433237205410778,True,0.9978565741472244,0.8112624471505744,True,0.1651317680044279,0.1645317680044279,0.1635317680044279,95.46666666666668,A7LS18a7ls18_s070_NUMERIC_CLUE,690,0.0183157584731803,1.174031123314066,0.5644177211795153,0.1143694896340166,0.5101449275362319,716,0.0649004463947867,3.706196159492308,1.898137772703728,1.2651491720339036,0.5586592178770949,716,0.0490545389316264,2.1820198825906774,0.9978565741472244,0.8112624471505744,0.4902234636871508,716,0.1655317680044279,5.867649924840408,2.937976253807542,2.4437184814973243,0.5824022346368715,1.0,170.7642662043757,skel_2462e8a79b04eae3,0.9925308819304798,1.0,a7ls18_s070,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,329.7141582012386,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0183157584731803,0.05697749266320655,1.174031123314066,2.944108021041493,0.1143694896340166,0.4902234636871508,0.5344020727066634,0.1635317680044279,0.23249819994771526,0.0,1.0,398.7086115414032,A7LS20_MARGINAL_QUEUE
32,43,a7ls15_4382d4990e40e198,"Sub(CSRank(Delta(index_close,1)),CSRank(CSRank(trade_return_1h)))",price_like,spread_rank,L5_vol_adjusted_return,8,1.0,3,True,0.6765586185041822,0.1043245653567704,True,0.5982472535726149,-0.4279756289393207,True,0.1556716737451139,0.1550716737451139,0.1540716737451139,94.93333333333334,A7LS18a7ls18_s078_NUMERIC_CLUE,711,0.0424007450281361,1.4252937450312173,0.4936541649533625,-0.6499213864749628,0.5203938115330521,712,0.0776539967769301,2.3336079356389456,0.5982472535726149,-0.0177310088875209,0.550561797752809,712,0.0690945668181922,1.7541181126398395,0.733541943136373,-0.4279756289393207,0.5337078651685393,712,0.1560716737451139,3.247558848946051,0.8054878147908269,-0.0998873760463619,0.5828651685393258,1.0,161.39511512660974,skel_9505754fb4b5368b,0.999138178684286,0.9777560139927162,a7ls18_s078,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,325.80159801635887,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,True,0.0424007450281361,0.07337428179756116,1.4252937450312173,2.0438630241393927,-0.6499213864749628,0.5203938115330521,0.5421348314606742,0.1540716737451139,0.3234413814958178,0.0,1.0,363.5412873856959,A7LS20_MARGINAL_QUEUE
33,114,a7ls15_15e77eac9947540d,"Mul(Decay(funding_state_x_basis_delta,96),Mean(median_quote_volume_168h,96))",funding_state_like|liquidity_like,mul,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.8106816262312354,0.0096369960516441,True,0.7972674954693797,2.07092658586622,True,0.0094892711966218,0.0088892711966218,0.0078892711966218,92.8,A7LS18a7ls18_s054_NUMERIC_CLUE,673,-0.0003207951832899,-0.4249793338270842,0.0038546631267842,-0.8806416147564718,0.4442793462109955,696,-0.0030835264144557,-5.819356611921524,-1.1824952047010917,-2.1987997221093,0.4195402298850574,696,-0.0024271065422723,-4.019710747301274,-0.7972674954693797,-2.07092658586622,0.425287356321839,696,-0.0098892711966218,-11.605937491100072,-2.519793722398024,-3.403972604035049,0.3017241379310345,1.0,15.078589570390609,skel_8727d93aac220fc6,0.841424877908647,0.9343774894730852,a7ls18_s054,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,66.43769199651648,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0098892711966218,-0.002755316478364,-11.605937491100072,-4.9195336796113995,-3.403972604035049,0.3017241379310345,0.4224137931034482,0.0078892711966218,0.1893183737687646,1.0,1.0,221.405693483102,A7LS20_MARGINAL_QUEUE
34,104,a7ls15_2969ccd90f67db23,"Sub(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,16))),Delta(kline_taker_buy_quote_share,48))",taker_flow_like,sub,L0_raw_forward_return,24,-1.0,3,True,0.752182790170816,0.0037033443806277,True,0.8026793153017843,1.9903998590611016,True,0.0034600529480779,0.0028600529480779,0.0018600529480779,92.8,A7LS18a7ls18_s088_NUMERIC_CLUE,648,-0.000964613014257,-1.6287490015039237,-0.2773483243428041,-1.987317110880999,0.4799382716049383,696,-0.001723476825878,-3.833373698677415,-1.066617204479357,-2.013989494454424,0.4597701149425287,696,-0.0023814193848307,-4.517400037567311,-0.8026793153017843,-1.9903998590611016,0.4511494252873563,696,-0.0038600529480779,-4.952223195277733,-1.1694986698321814,-3.088605701968919,0.4008620689655172,1.0,9.107870157907117,skel_977fab637a7d4823,0.9859235851766732,1.0,a7ls18_s088,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,213.97690274765813,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0038600529480779,-0.00205244810535435,-4.952223195277733,-4.175386868122363,-3.088605701968919,0.4008620689655172,0.4554597701149425,0.0018600529480779,0.24781720982918398,1.0,1.0,215.646961602164,A7LS20_MARGINAL_QUEUE
35,115,a7ls15_9edb5f77500e18d5,"Mul(Sub(CSRank(ZScore(Mean(funding_rate_state_last_ffill_8h,48))),CSRank(Mean(market_breadth_state,168))),Sign(Mean(market_breadth_state,168)))",funding_state_like|regime_state,signed_spread,L1_cross_sectional_relative_return,24,-1.0,3,True,0.8646234675080641,0.0116401484696495,True,0.7494807647816479,1.631513711434501,True,0.0118557389655311,0.0112557389655311,0.0102557389655311,92.8,A7LS18a7ls18_s058_NUMERIC_CLUE,618,-0.0044359532103758,-3.590979365733201,-0.748669558026846,-1.6304111408572286,0.4983818770226537,690,-0.0030101760965175,-6.014253015285729,-1.267999576247056,-2.3833465728330183,0.4188405797101449,694,-0.002701658075685,-3.839125841533536,-0.7494807647816479,-1.631513711434501,0.4495677233429395,696,-0.0122557389655311,-7.672496901451957,-1.6382430710092888,-1.9101947881901653,0.4281609195402299,1.0,17.391115498023076,skel_de24d62b59cd8e14,0.8282940725845064,0.9953395280278616,a7ls18_s058,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,65.51370744753925,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0122557389655311,-0.00372306465344665,-7.672496901451957,-4.926689428409633,-2.3833465728330183,0.4188405797101449,0.4388643214415847,0.0102557389655311,0.13537653249193593,1.0,1.0,208.04405620657832,A7LS20_MARGINAL_QUEUE
36,108,a7ls15_ea8481574724f2ec,"Mean(Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,36))),Decay(kline_taker_buy_quote_share,4)),4)",taker_flow_like,smooth_mul,L1_cross_sectional_relative_return,24,-1.0,3,True,0.7859795511853556,0.0024462114523456,True,0.6444265651126861,1.638523043700567,True,0.001854948366009,0.001254948366009,0.000254948366009,92.8,A7LS18a7ls18_s088_NUMERIC_CLUE,670,-0.0022845374902732,-3.7122235679249886,-0.6668308488572168,-1.835619152604932,0.4492537313432835,696,-0.0042750533437524,-8.491499631629843,-1.686382508123467,-2.6166157204484035,0.3951149425287356,696,-0.0025037826260732,-4.173310994552886,-0.7626676586788762,-1.638523043700567,0.4870689655172414,696,-0.002254948366009,-3.5228753586626644,-0.6444265651126861,-2.3775736858917904,0.4310344827586206,1.0,7.468968814823713,skel_9da5f904b499ace3,0.9922436081585752,1.0,a7ls18_s088,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,210.3101957437024,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0042750533437524,-0.0023941600581732,-8.491499631629843,-3.9427672812389374,-2.6166157204484035,0.3951149425287356,0.4401441070509521,0.000254948366009,0.21402044881464444,1.0,1.0,199.9758363838034,A7LS20_MARGINAL_QUEUE
37,120,a7ls15_c61a2e9324cce6db,"Mul(Mul(Delta(realized_vol_72h,168),ZScore(Mean(liquidity_rank_active_universe,168))),Delta(market_breadth_state,24))",volatility_like|liquidity_rank_active_universe|regime_state,seed_mul,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.8848497432546283,0.0059568662718283,True,0.6994079248795816,1.7264724689055122,True,0.0056356924075048,0.0050356924075048,0.0040356924075048,92.8,A7LS18a7ls18_s044_NUMERIC_CLUE,356,-0.0005450887629176,-0.7567268483396756,-0.0388101888346619,-3.789008825987509,0.4691011235955056,441,-0.0025547456303762,-4.702541886865484,-0.6994079248795816,-3.290461310058799,0.4058956916099773,500,-0.0036697093191366,-4.984543374028403,-1.0347069004844305,-2.3578670494964906,0.444,396,-0.0060356924075048,-3.996942760403105,-0.737943098170905,-1.7264724689055122,0.452020202020202,1.0,11.150842664250185,skel_0502920317c04faa,0.7790864694053433,0.6438053097345132,a7ls18_s044,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,58.05985806897248,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0060356924075048,-0.0031122274747564004,-4.984543374028403,-4.3497423236342945,-3.789008825987509,0.4058956916099773,0.44801010101010097,0.0040356924075048,0.11515025674537172,1.0,1.0,196.9355912816335,A7LS20_MARGINAL_QUEUE
38,119,a7ls15_2d95ff5c78595504,"SafeDiv(Clip(ZScore(open_interest_mean),-3,3),Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,336))))",open_interest_like|taker_flow_like,safe_div_abs,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.8670409053739567,0.0052514825805158,True,0.9780424476010826,1.5500260253695908,True,0.0048341378710069,0.0042341378710069,0.0032341378710069,92.8,A7LS18a7ls18_s119_NUMERIC_CLUE,673,-0.0010867236011288,-1.791861612533855,-0.3820073016718279,-1.1237847984436635,0.5052005943536404,696,-0.0037416668471245,-11.212859387261782,-2.143639885054501,-3.064636822572106,0.3318965517241379,696,-0.0027429001449068,-5.046678772163611,-1.0173083249592885,-1.5836048943500172,0.4497126436781609,696,-0.0052341378710069,-5.0517351687822,-0.9780424476010826,-1.5500260253695908,0.5158045977011494,1.0,10.367096965633008,skel_834ae9e41baf8417,0.9933927032461936,1.0,a7ls18_s119,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,58.344642643195606,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0052341378710069,-0.00324228349601565,-11.212859387261782,-5.0492069704729055,-3.064636822572106,0.3318965517241379,0.47745661901590064,0.0032341378710069,0.13295909462604327,1.0,1.0,193.26535266465618,A7LS20_MARGINAL_QUEUE
39,106,a7ls15_81fdc57942461f08,"Mul(Delta(TSRank(funding_rate_delta_state_24h,48),4),ZScore(ZScore(Mean(open_interest_mean,6))))",funding_state_like|open_interest_like,relative_shock,L3_liquidity_tier_relative_return,24,-1.0,3,True,0.7607067746554933,0.0023636507208852,True,0.2115641851902438,1.1774693803237075,True,0.0020367708493116,0.0014367708493116,0.0004367708493116,92.8,A7LS18a7ls18_s056_NUMERIC_CLUE,669,-0.0011585644126728,-1.828723628277092,-0.2789115229342712,-3.234751518982232,0.4170403587443946,696,-0.000561406784752,-1.2132555973183938,-0.2115641851902438,-1.1774693803237075,0.4827586206896552,696,-0.0006698113361122,-1.4561835939649117,-0.235053733828913,-2.884210813372699,0.4410919540229885,696,-0.0024367708493116,-2.53013106391003,-0.2131795708828694,-2.629277109125939,0.4612068965517241,1.0,7.676064074656161,skel_f89a6e67ef647a58,0.8202504069711769,0.8317305587578618,a7ls18_s056,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,212.03365759532656,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0024367708493116,-0.0009141878743924999,-2.53013106391003,-1.642453611121002,-3.234751518982232,0.4170403587443946,0.4511494252873563,0.0004367708493116,0.2392932253445067,1.0,1.0,191.75546626501102,A7LS20_MARGINAL_QUEUE
40,99,a7ls15_fda4be0acb183aa9,"Mul(Delta(Mul(Delta(realized_vol_168h,336),ZScore(Mean(liquidity_rank_active_universe,336))),4),ZScore(Mean(stress_proxy_state,72)))",volatility_like|liquidity_rank_active_universe|regime_state,seed_relative_shock,L3_liquidity_tier_relative_return,24,1.0,3,True,0.6185803663377448,0.0061422806483522,True,0.7599223782398131,-1.5886133351986629,True,0.0054662921451652,0.0048662921451652,0.0038662921451652,50.8,A7LS18a7ls18_s044_NUMERIC_CLUE,189,0.0006343181502,0.564719922985632,0.1963419059552418,-2.6537825446383976,0.5185185185185185,200,0.0041972106358815,6.466304942935638,1.2429196389906076,-0.543863290782777,0.695,220,0.0018803349019121,2.3939687081650685,0.7599223782398131,-1.5886133351986629,0.5590909090909091,381,0.0058662921451652,4.093749320150017,0.9725199094224156,-0.8295258080150042,0.5984251968503937,1.0,11.247711778827483,skel_c017fb36d8da95ae,0.2979029014650962,1.0,a7ls18_s044,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,224.1328897985628,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,0.0006343181502,0.0030387727688968,0.564719922985632,3.2438590141575423,-2.6537825446383976,0.5185185185185185,0.5787580529706514,0.0038662921451652,0.3814196336622552,1.0,1.0,185.79389808538636,A7LS20_MARGINAL_QUEUE
41,100,a7ls15_f93f4cd8598c1688,"Mul(Decay(open_interest_last,336),Sign(Mean(ZScore(Mean(top_long_short_position_ratio_mean,2)),24)))",open_interest_like|positioning_like,state_gate,L1_cross_sectional_relative_return,24,1.0,3,True,0.5908587282381406,0.0036247980343207,True,1.0409038213376356,-0.1324856311134195,True,0.0032107890863532,0.0026107890863532,0.0016107890863532,92.8,A7LS18a7ls18_s114_NUMERIC_CLUE,672,0.0038628982547303,5.558363479227462,1.1706541694094552,0.443933978100296,0.5357142857142857,696,0.0015943249688935,3.7612048972029752,1.0409038213376356,-0.1324856311134195,0.5502873563218391,696,0.0042994327953963,10.939924288960244,2.254841573078478,1.5200989826321327,0.6681034482758621,696,0.0036107890863532,7.271666727204311,1.606575237288159,0.49811541522982,0.5646551724137931,1.0,9.019930358115154,skel_4b7f5aabd80a7296,0.993105429474289,1.0,a7ls18_s114,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,223.56840666382675,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,0.0015943249688935,0.00373684367054175,3.7612048972029752,6.415015103215886,-0.1324856311134195,0.5357142857142857,0.5574712643678161,0.0016107890863532,0.40914127176185944,1.0,1.0,185.0097169230111,A7LS20_MARGINAL_QUEUE
42,101,a7ls15_32b786bf6c2f3ba1,"Mul(Abs(ZScore(Mean(open_interest_mean,2))),Mean(taker_buy_sell_volume_ratio_last,4))",open_interest_like|taker_flow_like,mul,L0_raw_forward_return,24,1.0,3,True,0.6030115560909897,0.0039800474911983,True,0.5801290101954238,-1.1154201115821267,True,0.003554363486233,0.002954363486233,0.001954363486233,92.8,A7LS18a7ls18_s118_NUMERIC_CLUE,693,0.0006853558169651,1.1918021898607565,0.3140666197733291,-1.609695051340524,0.5310245310245311,696,0.000732819796842,1.952375806820116,0.5801290101954238,-1.1154201115821267,0.5344827586206896,696,0.0017603099617845,3.785120337784403,0.6810590631668072,-0.4299670861453833,0.5502873563218391,696,0.003954363486233,5.299271399531772,1.0691922556891609,-0.865693028994126,0.5086206896551724,1.0,9.351351930142055,skel_977fab637a7d4823,0.999138178684286,1.0,a7ls18_s118,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,223.1706585646827,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,0.0006853558169651,0.00124656487931325,1.1918021898607565,2.8687480723022594,-1.609695051340524,0.5086206896551724,0.5327536448226103,0.001954363486233,0.39698844390901034,1.0,1.0,184.16116118969927,A7LS20_MARGINAL_QUEUE
43,118,a7ls15_8830a89babfbc15d,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,72))),Sign(Mean(Mean(leverage_crowding_state,336),24)))",taker_flow_like|regime_state,state_gate,L1_cross_sectional_relative_return,24,-1.0,3,True,0.8386998012129977,0.0037769846880199,True,0.4690242724616049,1.0841807301917463,True,0.00386979804486,0.00326979804486,0.00226979804486,92.8,A7LS18a7ls18_s091_NUMERIC_CLUE,650,-0.0002585729336759,-0.4710530149758694,-0.0132612238121371,-1.54987318051795,0.4815384615384615,696,-0.0014108937332292,-2.749191157505453,-0.4690242724616049,-1.1719939790058236,0.4640804597701149,696,-0.0022245002898128,-3.6449073511083423,-0.8166058346019907,-1.0841807301917463,0.4339080459770115,696,-0.00426979804486,-3.8416742942127167,-0.8604712130109351,-1.3750762996309307,0.4899425287356322,1.0,9.431098243647032,skel_f5c01f6f6c088fd7,0.9037632864119506,1.0,a7ls18_s091,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,59.10911017086717,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.00426979804486,-0.001817697011521,-3.8416742942127167,-3.1970492543068976,-1.54987318051795,0.4339080459770115,0.4728094606542882,0.00226979804486,0.1613001987870023,1.0,1.0,183.15963478171693,A7LS20_MARGINAL_QUEUE
44,103,a7ls15_2ea731d575cf1f68,"Mul(Delta(Abs(ZScore(Mean(age_x_volatility,336))),4),ZScore(Decay(trade_volume,16)))",listing_age_like|liquidity_like,relative_shock,L0_raw_forward_return,8,1.0,3,True,0.765698553608045,0.0046428193892114,True,0.8522471742981773,0.6371636445217592,True,0.0048075882014094,0.0042075882014094,0.0032075882014094,94.93333333333334,A7LS18a7ls18_s102_NUMERIC_CLUE,685,8.031916166297752e-05,0.1562082641770865,-0.0191958386126892,-0.1836445473082174,0.5109489051094891,712,0.0014523376497037,4.298941718420089,1.529864553877406,1.150117515141545,0.5547752808988764,712,0.0009922048251369,2.450067376727197,0.8522471742981773,0.6371636445217592,0.5463483146067416,712,0.0052075882014094,6.475557626580491,2.304480307143225,2.062471656311691,0.6474719101123596,1.0,10.441889647801414,skel_43237bd24e4079e9,0.9092214880781384,1.0,a7ls18_s102,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,214.49997643131871,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,8.031916166297752e-05,0.0012222712374203,0.1562082641770865,3.3745045475736433,-0.1836445473082174,0.5109489051094891,0.550561797752809,0.0032075882014094,0.23430144639195505,1.0,1.0,182.48379424534812,A7LS20_MARGINAL_QUEUE
45,121,a7ls15_6d1c3e20633d7d88,"Mean(Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_last,48))),Mean(sqrt_listing_age_days,168)),4)",taker_flow_like|listing_age_like,smooth_mul,L0_raw_forward_return,24,-1.0,3,True,0.8378189991764181,0.0022938009899605,True,0.5137859289088504,1.0997616566270336,True,0.0017946666730451,0.0011946666730451,0.0001946666730451,92.8,A7LS18a7ls18_s090_NUMERIC_CLUE,670,-0.0006432672031074,-1.1330275316721905,-0.2256890102888665,-1.2827263632432602,0.5014925373134328,696,-0.0013423154975566,-2.9167621872994114,-0.7380510707550805,-1.5724583487291732,0.4410919540229885,696,-0.0025319549814643,-3.910810060102959,-1.1461569523375157,-1.7629701544597784,0.4382183908045977,696,-0.0021946666730451,-2.01670590674779,-0.5137859289088504,-1.0997616566270336,0.425287356321839,1.0,7.356847673868714,skel_9da5f904b499ace3,0.8612467681700661,1.0,a7ls18_s090,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,57.08770772328363,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0025319549814643,-0.0017684910853008502,-3.910810060102959,-2.4667340470236008,-1.7629701544597784,0.425287356321839,0.4396551724137931,0.0001946666730451,0.1621810008235819,1.0,1.0,180.09808282188507,A7LS20_MARGINAL_QUEUE
46,123,a7ls15_b22141240b8d5ddd,"Mul(ZScore(Mean(funding_rate_update_age_hours,96)),Delta(global_long_short_account_ratio_mean,8))",funding_state_like|positioning_like,mul,L1_cross_sectional_relative_return,4,-1.0,3,True,0.8877553365032449,0.0016185142184862,True,0.7465767880078135,1.217490655071959,True,0.0016375802901841,0.0010375802901841,3.7580290184100005e-05,95.46666666666668,A7LS18a7ls18_s057_NUMERIC_CLUE,693,-0.0007729463964267,-2.3814748220856896,-1.1576548687997752,-1.444066850628514,0.4877344877344877,716,-0.0003167251142035,-1.2458841581892928,-0.7465767880078135,-1.217490655071959,0.4916201117318435,716,-0.0007837493999446,-2.6481674235813464,-1.3505002285854295,-1.822759669858979,0.4874301675977653,716,-0.0020375802901841,-3.925041406265029,-1.9430665455371847,-2.2076075602736323,0.4776536312849162,1.0,7.149824953680855,skel_eaa129218e1e1a2f,0.8418049171693958,1.0,a7ls18_s057,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,53.88450476348616,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,-0.0020375802901841,-0.00077834789818565,-3.925041406265029,-2.514821122833518,-2.2076075602736323,0.4776536312849162,0.4875823276661265,3.7580290184100005e-05,0.1122446634967551,1.0,1.0,176.56079536072835,A7LS20_MARGINAL_QUEUE
47,116,a7ls15_387a3b4fa58108b4,"Mean(Mul(Mul(Delta(premium_close_bps,12),ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Mean(leverage_crowding_state,168)))),4)",basis_premium|positioning_flow|regime_state,seed_smooth_mul,L0_raw_forward_return,24,1.0,3,True,0.8248706269754108,0.0072728466491706,True,0.5473567387712919,-2.870077109937137,True,0.0075629998408791,0.0069629998408791,0.0059629998408791,34.266666666666666,A7LS18a7ls18_s037_NUMERIC_CLUE,185,0.0010553625074155,0.6862936054325609,0.3125636223450578,-2.4316473865775423,0.518918918918919,162,0.0017205799022307,1.7439621368137896,0.5473567387712919,-1.0609648645074707,0.5185185185185185,286,0.00327588689037,2.732915048165282,0.851532882719906,-2.870077109937137,0.5034965034965035,257,0.0079629998408791,4.926759397196718,1.0117235602552883,-0.6612803129272379,0.642023346303502,1.0,13.138129213903728,skel_7dd09b9431bdefe2,0.2714737144498707,0.9709104938271604,a7ls18_s037,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,63.64589159537908,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,0.0010553625074155,0.00249823339630035,0.6862936054325609,2.238438592489536,-2.870077109937137,0.5034965034965035,0.5187187187187188,0.0059629998408791,0.1751293730245892,1.0,1.0,164.31700789204515,A7LS20_MARGINAL_QUEUE
48,105,a7ls15_fa0efb084d4e6fde,"Mul(Delta(Delta(global_long_short_account_ratio_last,720),24),Sub(CSRank(Delta(global_long_short_account_ratio_last,720)),CSRank(ZScore(Mean(taker_buy_sell_volume_ratio_mean,16)))))",positioning_like|taker_flow_like,delta_x_divergence,L3_liquidity_tier_relative_return,24,1.0,3,True,0.7961196991623393,0.0050355857728113,True,0.523775200804209,-1.0875375061651609,True,0.0047140508486289,0.004114050848629,0.0031140508486289,92.8,A7LS18a7ls18_s127_NUMERIC_CLUE,0,,,,,,672,0.0011048743113804,2.321273246869448,0.523775200804209,-0.7371570136362045,0.4985119047619047,696,0.0023259879927015,4.375528266455744,1.2570082946912773,-1.0875375061651609,0.6120689655172413,696,0.005114050848629,4.388778019395578,0.9133018779482068,-0.9598963215747224,0.5617816091954023,1.0,10.31793114946666,skel_ea3ce7738ec5fb30,0.7862683137029589,0.9864777432712216,a7ls18_s127,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,212.55074919972628,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE,False,0.0011048743113804,0.0023259879927015,2.321273246869448,4.375528266455744,-1.0875375061651609,0.4985119047619047,0.5617816091954023,0.0031140508486289,0.20388030083766073,1.0,1.0,162.8512684061438,A7LS20_MARGINAL_QUEUE
