blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,blocker_family
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L0_raw_forward_return,1,-1.0,3,True,20.93858117341521,8.692311306272262e-05,True,0.3252895146150338,0.3252895146150338,True,-0.000356641814756,-0.000956641814756,-0.001956641814756,95.95555555555556,HOLD_A7LS6S000_CONTROL_DOMINATED,2135,-0.0001093064325853,-1.0761224901552755,-1.0761224901552755,-1.0761224901552755,0.497423887587822,2159,-0.0001183082316208,-1.4152308490778396,-1.4152308490778396,-1.4152308490778396,0.4937471051412691,2159,-0.0001077659868639,-0.9472865485032004,-0.9472865485032004,-0.9472865485032004,0.491894395553497,2159,-4.335818524399865e-05,-0.3252895146150338,-0.3252895146150338,-0.3252895146150338,0.4993052339045855,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,control_dominated
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L1_cross_sectional_relative_return,1,-1.0,3,True,20.93858117341523,8.69231130627226e-05,True,0.3252895146150336,0.3252895146150336,True,-0.000356641814756,-0.000956641814756,-0.001956641814756,95.95555555555556,HOLD_A7LS6S000_CONTROL_DOMINATED,2135,-0.0001093064325853,-1.0761224901552755,-1.0761224901552755,-1.0761224901552755,0.497423887587822,2159,-0.0001183082316208,-1.41523084907784,-1.41523084907784,-1.41523084907784,0.4937471051412691,2159,-0.0001077659868639,-0.9472865485032004,-0.9472865485032004,-0.9472865485032004,0.491894395553497,2159,-4.3358185243998615e-05,-0.3252895146150336,-0.3252895146150336,-0.3252895146150336,0.4993052339045855,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,control_dominated
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L3_liquidity_tier_relative_return,1,-1.0,3,True,21.222281511769044,8.853865599798208e-05,True,0.3242885730939774,0.3242885730939774,True,-0.0003576110600055,-0.0009576110600055,-0.0019576110600055,95.95555555555556,HOLD_A7LS6S000_CONTROL_DOMINATED,2135,-9.55981390852232e-05,-0.988834389007282,-0.988834389007282,-0.988834389007282,0.4969555035128805,2159,-0.0001090610835459,-1.3475364183286598,-1.3475364183286598,-1.3475364183286598,0.4895785085687818,2159,-0.0001163659238475,-1.0537948998511648,-1.0537948998511648,-1.0537948998511648,0.4844835572024085,2159,-4.238893999442772e-05,-0.3242885730939774,-0.3242885730939774,-0.3242885730939774,0.4988420565076424,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,control_dominated
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L5_vol_adjusted_return,1,-1.0,1,False,8.492240632610345,-0.0038078428634669,False,-1.066473093450256,-1.066473093450256,False,-0.0107141745329804,-0.0113141745329804,-0.0123141745329804,95.95555555555556,HOLD_A7LS6S000_PRE_MAY_UNSTABLE,2135,-0.0021182811472976,-0.3004052471612699,-0.3004052471612699,-0.3004052471612699,0.5053864168618267,2159,-0.0073032153815052,-1.0687574239949689,-1.0687574239949689,-1.0687574239949689,0.4969893469198703,2159,0.0072828426018463,0.9502656210143946,0.9502656210143946,0.9502656210143946,0.4946734599351551,2159,0.0103141745329804,1.066473093450256,1.066473093450256,1.066473093450256,0.5220009263547939,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,pre_may_unstable
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L7_ranked_future_return,1,1.0,1,False,34.127977298729576,-0.0046006810423206,False,-1.0535018351298473,-1.0535018351298473,False,-0.000102365635668,-0.000702365635668,-0.001702365635668,95.95555555555556,HOLD_A7LS6S000_PRE_MAY_UNSTABLE,2135,0.0013458452597796,0.4321314623970453,0.4321314623970453,0.4321314623970453,0.4969555035128805,2159,-0.0032493449041908,-1.0535018351298473,-1.0535018351298473,-1.0535018351298473,0.4937471051412691,2159,-0.0015112770830116,-0.473896996431711,-0.473896996431711,-0.473896996431711,0.4951366373320982,2159,0.0002976343643319,0.09043917233601,0.09043917233601,0.09043917233601,0.5118110236220472,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,pre_may_unstable
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L0_raw_forward_return,4,-1.0,3,True,13.602652242624352,0.0003097244000163,True,0.5529703803746138,0.7861331965169782,True,-0.0001336749558771,-0.0007336749558771,-0.0017336749558771,95.82222222222222,HOLD_A7LS6S000_CONTROL_DOMINATED,2132,-0.0004344333245094,-2.184805807912131,-1.059536367725306,-1.4363353216738275,0.4845215759849906,2156,-0.0004250841905979,-2.751689529557084,-1.3823573971001095,-1.5412004174643583,0.4819109461966605,2156,-0.0003860221168581,-1.807618430237412,-0.7471848919911269,-1.6270091749655675,0.475417439703154,2156,-0.0002663250441228,-1.0485611712062453,-0.5529703803746138,-0.7861331965169782,0.4837662337662338,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,control_dominated
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L1_cross_sectional_relative_return,4,-1.0,3,True,13.60265224262436,0.0003097244000163,True,0.5529703803746138,0.7861331965169777,True,-0.0001336749558771,-0.0007336749558771,-0.0017336749558771,95.82222222222222,HOLD_A7LS6S000_CONTROL_DOMINATED,2132,-0.0004344333245094,-2.184805807912131,-1.059536367725306,-1.436335321673828,0.4845215759849906,2156,-0.0004250841905979,-2.751689529557084,-1.382357397100109,-1.5412004174643583,0.4819109461966605,2156,-0.0003860221168581,-1.807618430237412,-0.7471848919911268,-1.6270091749655675,0.475417439703154,2156,-0.0002663250441228,-1.0485611712062448,-0.5529703803746138,-0.7861331965169777,0.4837662337662338,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,control_dominated
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L3_liquidity_tier_relative_return,4,-1.0,3,True,13.142529028863477,0.0003202834859993,True,0.581306009689702,0.775309192603659,True,-0.0001263973505435,-0.0007263973505435,-0.0017263973505435,95.82222222222222,HOLD_A7LS6S000_CONTROL_DOMINATED,2132,-0.00033853310989,-1.7997123168391993,-0.8471746291825941,-1.2917495957065088,0.4718574108818011,2156,-0.0003967240693933,-2.658837891182003,-1.3421356857783209,-1.4405122731857125,0.4763450834879406,2156,-0.000415679844875,-1.9967006424755884,-0.8975390637625017,-1.6825459404123742,0.4730983302411873,2156,-0.0002736026494564,-1.104458037640339,-0.581306009689702,-0.775309192603659,0.4953617810760667,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,control_dominated
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L5_vol_adjusted_return,4,-1.0,1,False,12.384662691397049,-0.0232386775601498,False,-0.982589164136233,-0.5609016654683023,False,-0.0289509829361251,-0.0295509829361251,-0.0305509829361251,95.82222222222222,HOLD_A7LS6S000_PRE_MAY_UNSTABLE,2132,-0.0039377965645104,-0.2887045517164455,-0.1061654912886293,-0.393096599390794,0.5121951219512195,2156,-0.0340923591352899,-2.644485804205753,-1.32588476873521,-1.7470844043017506,0.4851576994434137,2156,0.0264061072252603,1.7051562062821488,0.982589164136233,0.1192616085067308,0.5018552875695733,2156,0.0285509829361251,1.440186131172265,0.6621753019926098,0.5609016654683023,0.5023191094619666,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,pre_may_unstable
a7ls6_005008d1e6ae6cf6,"Delta(basis_abs_168h,24)",basis_premium_like,delta,L7_ranked_future_return,4,-1.0,3,True,5.827824954877655,0.0147316865508829,True,0.9168531016714996,1.227619423922062,True,0.0125851877619734,0.0119851877619734,0.0109851877619734,95.82222222222222,HOLD_A7LS6S000_CONTROL_DOMINATED,2132,-0.0013659524616079,-0.4259584054676217,-0.1349903377702361,-1.018573629931148,0.4962476547842401,2156,-0.0062283657149728,-2.0470515549099035,-1.0162747205411282,-1.227619423922062,0.4916512059369202,2156,-0.0054429821170892,-1.7573366319166763,-0.9168531016714996,-1.2978293717988845,0.4763450834879406,2156,-0.0129851877619734,-3.9063386177091055,-1.96223124980904,-2.179588481409958,0.4568645640074211,G:\AlphaFactory_CryptoData\research_runtime\a7ls6_company_deep_numeric\shard_000\a7ls6_s000_label_response_metrics.csv,s000,control_dominated
