decision,label_family,count
A7FF27_NUMERIC_CLUE,L0_raw_forward_return,10
A7FF27_NUMERIC_CLUE,L1_cross_sectional_relative_return,11
A7FF27_NUMERIC_CLUE,L3_liquidity_tier_relative_return,9
A7FF27_NUMERIC_CLUE,L5_vol_adjusted_return,19
A7FF27_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,14
HOLD_A7FF27_CONTROL_DOMINATED,L0_raw_forward_return,14
HOLD_A7FF27_CONTROL_DOMINATED,L1_cross_sectional_relative_return,14
HOLD_A7FF27_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,14
HOLD_A7FF27_CONTROL_DOMINATED,L5_vol_adjusted_return,7
HOLD_A7FF27_CONTROL_DOMINATED,L7_ranked_future_return,9
HOLD_A7FF27_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF27_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF27_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF27_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,2
HOLD_A7FF27_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF27_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,3
HOLD_A7FF27_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,2
HOLD_A7FF27_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,12
HOLD_A7FF27_PRE_MAY_UNSTABLE,L0_raw_forward_return,29
HOLD_A7FF27_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,29
HOLD_A7FF27_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,29
HOLD_A7FF27_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,28
HOLD_A7FF27_PRE_MAY_UNSTABLE,L7_ranked_future_return,21
