candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status
a7o_l1_C0128_2036,C0128,2036,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(quote_volume_mean_12,12)),Rank(TSMean(quote_volume_mean_12,3))))),16))",62ac1f24832a6fd4,12,generated_candidate,original,0.3028,False,False,selected_for_strict_replay
a7o_l1_C0128_0181,C0128,181,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_buy_ratio,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F5_funding_neutral,Add(Rank(TSMean(quote_volume_mean_12,20)),ZScore(TSMean(taker_buy_ratio,10))))),10))",04e1af3c7ed5898c,12,generated_candidate,original,0.2908,False,False,selected_for_strict_replay
a7o_l1_C0128_0180,C0128,180,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(quote_volume_mean_12,3)),Rank(TSMean(quote_volume_mean_12,4))))),4))",b40355797d2177e4,6,generated_candidate,original,0.2898,False,False,selected_for_strict_replay
a7o_l1_C0128_0373,C0128,373,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_buy_ratio,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F5_funding_neutral,Add(Rank(TSMean(quote_volume_mean_12,16)),ZScore(TSMean(taker_buy_ratio,60))))),24))",f0fcc229742c8e89,48,generated_candidate,original,0.2888,False,False,selected_for_strict_replay
a7o_l1_C0128_0372,C0128,372,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(quote_volume_mean_12,16)),Rank(TSMean(quote_volume_mean_12,24))))),10))",954e6ef1d7f7d09d,24,generated_candidate,original,0.2878,False,False,selected_for_strict_replay
a7o_l1_C0128_0565,C0128,565,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_buy_ratio,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F5_funding_neutral,Add(Rank(TSMean(quote_volume_mean_12,3)),ZScore(TSMean(taker_buy_ratio,10))))),6))",bcae99e560020a70,6,generated_candidate,original,0.2868,False,False,selected_for_strict_replay
a7o_l1_C0128_0564,C0128,564,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(quote_volume_mean_12,60)),Rank(TSMean(quote_volume_mean_12,36))))),20))",104effbdc35fb8e2,72,generated_candidate,original,0.2858,False,False,selected_for_strict_replay
a7o_l1_C0128_0757,C0128,757,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_buy_ratio,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F5_funding_neutral,Add(Rank(TSMean(quote_volume_mean_12,48)),ZScore(TSMean(taker_buy_ratio,10))))),16))",baade7e28547fc87,24,generated_candidate,original,0.2848,False,False,selected_for_strict_replay
a7o_l1_C0128_0756,C0128,756,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(quote_volume_mean_12,3)),Rank(TSMean(quote_volume_mean_12,10))))),4))",3dc56fd620ff9d7a,12,generated_candidate,original,0.2838,False,False,selected_for_strict_replay
a7o_l1_C0128_0096,C0128,96,H03_basis_premium_residual,P12_liquidity_flow,Rank,mixed_6_24,same_symbol_rank,Core4,low_turnover,F3_high_liquidity_high_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"ResidualizeVsFundingCore(TSMean(ResidualizeVsCore4(Mul(Neg(Rank(TSMean(taker_imbalance,4))),Rank(TSMean(taker_imbalance,16)))),20))",fc3d7f05691bee3e,12,generated_candidate,original,0.2828,False,False,selected_for_strict_replay
