field_name,source_field_names,source_family,feature_class,formula,lookback_hours,fit_window,train_only_fit,uses_future,uses_label,pit_lag_required,latency_audit_required,fixed_delay_stress_required,allowed_for_rank,allowed_for_regime,allowed_for_search,allowed_for_label,allowed_for_neutralization,caveat,non_null_rate,nan_count,economic_role
trade_return_1h,derived from accepted source fields,derived_replay_base,derived_rolling,pipeline metadata or accepted derived field,1,none,False,False,False,+1h primary,True,False,True,True,True,False,False,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,,,
premium_close_bps,derived from accepted source fields,derived_replay_base,derived_rolling,pipeline metadata or accepted derived field,1,none,False,False,False,+1h primary,True,False,True,True,True,False,False,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,,,
listing_age_hours,"symbol,timestamp,first_observed_timestamp",metadata_listing,derived_latent_state,(timestamp - first_observed_timestamp) / 1h,0,train thresholds only,True,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,,,listing lifecycle state
listing_age_days,listing_age_hours,metadata_listing,derived_latent_state,listing_age_hours / 24,0,train thresholds only,True,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,1.0,0.0,listing lifecycle state
log1p_listing_age_days,listing_age_days,metadata_listing,derived_latent_state,log1p(listing_age_days),0,train thresholds only,True,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,1.0,0.0,nonlinear age transform
sqrt_listing_age_days,listing_age_days,metadata_listing,derived_latent_state,sqrt(listing_age_days),0,train thresholds only,True,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,1.0,0.0,nonlinear age transform
age_percentile_active_universe,listing_age_days,metadata_listing,derived_cross_section,rank_pct(listing_age_days) within timestamp,0,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,1.0,0.0,active-universe age rank
history_length_hours,"symbol,timestamp",metadata_listing,derived_latent_state,row_number_since_first_observed + 1,0,train thresholds only,True,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,,,history coverage state
median_quote_volume_168h,trade_quote_volume,trade_ohlcv,derived_rolling,"rolling_median(trade_quote_volume, 168h)",168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.998277671166014,11454.0,liquidity level
log_quote_volume_168h,median_quote_volume_168h,trade_ohlcv,derived_rolling,log1p(median_quote_volume_168h),168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.998277671166014,11454.0,liquidity level transform
liquidity_rank_active_universe,median_quote_volume_168h,trade_ohlcv,derived_cross_section,rank_pct(median_quote_volume_168h) within timestamp,168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.998277671166014,11454.0,active liquidity rank
trade_count_168h,trade_count,trade_ohlcv,derived_rolling,"rolling_mean(trade_count, 168h)",168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.998277671166014,11454.0,activity level
realized_vol_24h,trade_return_1h,trade_ohlcv,derived_rolling,"rolling_std(trade_return_1h, 24h)",24,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9991013936518334,5976.0,volatility state
realized_vol_72h,trade_return_1h,trade_ohlcv,derived_rolling,"rolling_std(trade_return_1h, 72h)",72,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9982027873036668,11952.0,volatility state
realized_vol_168h,trade_return_1h,trade_ohlcv,derived_rolling,"rolling_std(trade_return_1h, 168h)",168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9964055746073334,23904.0,volatility state
volume_volatility_ratio_168h,"log_quote_volume_168h,realized_vol_168h",trade_ohlcv,derived_interaction,log_quote_volume_168h / realized_vol_168h,168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9958281568735716,27744.0,liquidity per volatility state
funding_rate_abs_168h,funding_rate,funding,derived_rolling,"rolling_mean(abs(funding_rate), 168h)",168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.5828537307651477,2774147.0,funding crowding state
funding_rate_mean_168h,funding_rate,funding,derived_rolling,"rolling_mean(funding_rate, 168h)",168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.5828537307651477,2774147.0,funding direction state
basis_abs_168h,mark_index_basis_bps,mark_index_premium,derived_rolling,"rolling_mean(abs(mark_index_basis_bps), 168h)",168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9965588008236624,22885.0,basis dislocation state
premium_abs_168h,premium_close_bps,mark_index_premium,derived_rolling,"rolling_mean(abs(premium_close_bps), 168h)",168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.99765995448625,15562.0,premium dislocation state
open_interest_change_24h,open_interest_last,metrics_positioning,derived_rolling,log(open_interest_last).diff(24h),24,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9963532461252111,24252.0,leverage flow state
trade_return_24h,trade_close,trade_ohlcv,derived_rolling,log(trade_close).diff(24h),24,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9982027873036668,11952.0,past price move
oi_x_price_move_24h,"open_interest_change_24h,trade_return_24h","metrics_positioning,trade_ohlcv",derived_interaction,open_interest_change_24h * trade_return_24h,24,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,False,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9963532461252111,24252.0,leverage-flow price interaction
age_x_liquidity,"log1p_listing_age_days,liquidity_rank_active_universe","metadata_listing,trade_ohlcv",derived_interaction,log1p_listing_age_days * liquidity_rank_active_universe,168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.998277671166014,11454.0,listing liquidity lifecycle
age_x_volatility,"log1p_listing_age_days,realized_vol_168h","metadata_listing,trade_ohlcv",derived_interaction,log1p_listing_age_days * realized_vol_168h,168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.9964055746073334,23904.0,listing volatility lifecycle
age_x_funding_abs,"log1p_listing_age_days,funding_rate_abs_168h","metadata_listing,funding",derived_interaction,log1p_listing_age_days * funding_rate_abs_168h,168,rolling past only,False,False,False,+1h primary,True,False,True,True,True,False,True,derived feature; source lineage and field-native latency audit required; fixed delay stress prohibited,0.5828537307651477,2774147.0,listing funding crowding lifecycle
