decision,label_family,count
A7FF10S02_NUMERIC_CLUE,L0_raw_forward_return,3
A7FF10S02_NUMERIC_CLUE,L1_cross_sectional_relative_return,6
A7FF10S02_NUMERIC_CLUE,L3_liquidity_tier_relative_return,5
A7FF10S02_NUMERIC_CLUE,L5_vol_adjusted_return,5
A7FF10S02_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,3
HOLD_A7FF10S02_CONTROL_DOMINATED,L0_raw_forward_return,48
HOLD_A7FF10S02_CONTROL_DOMINATED,L1_cross_sectional_relative_return,44
HOLD_A7FF10S02_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,42
HOLD_A7FF10S02_CONTROL_DOMINATED,L5_vol_adjusted_return,50
HOLD_A7FF10S02_CONTROL_DOMINATED,L7_ranked_future_return,42
HOLD_A7FF10S02_NONOVERLAP_WEAK,L5_vol_adjusted_return,1
HOLD_A7FF10S02_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,2
HOLD_A7FF10S02_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,3
HOLD_A7FF10S02_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,3
HOLD_A7FF10S02_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,5
HOLD_A7FF10S02_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,17
HOLD_A7FF10S02_PRE_MAY_UNSTABLE,L0_raw_forward_return,331
HOLD_A7FF10S02_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,331
HOLD_A7FF10S02_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,334
HOLD_A7FF10S02_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,323
HOLD_A7FF10S02_PRE_MAY_UNSTABLE,L7_ranked_future_return,322
