field_name,present,non_null_rate,min_symbol_rate,median_symbol_rate,max_symbol_rate
open_interest_change_24h,True,0.9985217291111498,0.9974186146565324,0.9985180935991205,0.9987093073282661
open_interest_zscore_168h,True,0.998900490060283,0.9988993108728943,0.9989005210574119,0.9989005210574119
open_interest_value_zscore_168h,True,0.998900490060283,0.9988993108728943,0.9989005210574119,0.9989005210574119
global_long_short_account_ratio_zscore_168h,True,0.998900490060283,0.9988993108728943,0.9989005210574119,0.9989005210574119
top_long_short_account_ratio_zscore_168h,True,0.9988048805003077,0.9988035987748851,0.998804914192839,0.998804914192839
top_long_short_position_ratio_zscore_168h,True,0.998900490060283,0.9988993108728943,0.9989005210574119,0.9989005210574119
taker_buy_sell_volume_ratio_zscore_168h,True,0.998900490060283,0.9988993108728943,0.9989005210574119,0.9989005210574119
mark_index_basis_change_24h,True,0.9530569318156745,0.0,0.998804914192839,0.998804914192839
mark_index_basis_zscore_168h,True,0.9522650885369041,0.0,0.9979922558439696,0.9979922558439696
premium_index_change_24h,True,0.958619446984499,0.21349012859123284,0.998804914192839,0.998804914192839
premium_index_bps,True,0.9597667617042036,0.21463741096610736,0.9999521965677136,0.9999521965677136
funding_rate_bps,True,0.7404298507755406,0.0010994789425880778,0.9999521965677136,0.9999521965677136
funding_rate_change_3obs,True,0.7402864364355776,0.0009560686457287633,0.9998087862708542,0.9998087862708542
