candidate_id,cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,source_fields,source_field_families,expression,expr_hash,horizon,object_type,signal_mode,static_score,may_used_for_generation,may_used_for_static_score,selection_status,execution_lag_1bar_raw_10bp__fresh_forward_2026May,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr,execution_lag_1bar_raw_10bp__validation_2025H1,raw_10bp__fresh_forward_2026May,raw_10bp__recent_oos_2025H2_2026Apr,raw_10bp__validation_2025H1,raw_20bp__fresh_forward_2026May,raw_20bp__recent_oos_2025H2_2026Apr,raw_20bp__validation_2025H1,residual_vs_core4_10bp__fresh_forward_2026May,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr,residual_vs_core4_10bp__validation_2025H1,residual_vs_funding_10bp__fresh_forward_2026May,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr,residual_vs_funding_10bp__validation_2025H1,execution_lag_1bar_raw_10bp__fresh_forward_2026May__gross_exposure,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__gross_exposure,execution_lag_1bar_raw_10bp__validation_2025H1__gross_exposure,raw_10bp__fresh_forward_2026May__gross_exposure,raw_10bp__recent_oos_2025H2_2026Apr__gross_exposure,raw_10bp__validation_2025H1__gross_exposure,raw_20bp__fresh_forward_2026May__gross_exposure,raw_20bp__recent_oos_2025H2_2026Apr__gross_exposure,raw_20bp__validation_2025H1__gross_exposure,residual_vs_core4_10bp__fresh_forward_2026May__gross_exposure,residual_vs_core4_10bp__recent_oos_2025H2_2026Apr__gross_exposure,residual_vs_core4_10bp__validation_2025H1__gross_exposure,residual_vs_funding_10bp__fresh_forward_2026May__gross_exposure,residual_vs_funding_10bp__recent_oos_2025H2_2026Apr__gross_exposure,residual_vs_funding_10bp__validation_2025H1__gross_exposure,min_fold_component,positive_fold_rate,mean_turnover,mean_gross_exposure,pilot_rank_score,candidate_decision,reject_reasons,liquidity_volatility_flag,diversity_adjusted_rank_score,deep_selection_stage,deep_audit_status,deep_selection_policy,liquidity_volatility_deep_cap,liquidity_volatility_deep_forced_fill_count,return_corr_cluster
a7o_l1_C0256_0387,C0256,387,H09_trend_reversal_horizon_mix,P12_liquidity_flow,HorizonSpread,H48,same_symbol_rank,Core4,low_turnover,F1_high_realized_vol,quote_volume_mean_12;taker_buy_ratio,flow;liquidity,"Add(TSMean(ResidualizeVsCore4(Clip(Sub(Rank(TSMean(quote_volume_mean_12,12)),Rank(TSMean(quote_volume_mean_12,20))),-4.0,4.0)),60),Neg(Rank(Delta(quote_volume_mean_12,60))))",db8987cf34957881,48,generated_candidate,original,0.28040000000000004,False,False,selected_for_strict_replay,-8.989576582094195,2.250167776703678,5.4394611603877525,-8.990750781267435,2.2998668547202445,5.575076391645163,-9.375025360591893,1.8721601763918334,5.234367073159111,-10.02615300206475,1.069921285974354,4.316575021143088,-9.869166863233987,1.0952862000382613,4.2562986873706965,0.42748305924795726,0.4465472202095239,0.38618717526569823,0.4266159248661838,0.4474965315463036,0.38587435585495883,0.4266159248661838,0.4474965315463036,0.38587435585495883,0.4266159248661838,0.4474965315463036,0.38587435585495883,0.4266159248661838,0.4474965315463036,0.38587435585495883,1.0484096148956619,1.0,0.046864601435525635,0.42084554411907443,2.0366934645367802,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,False,2.0366934645367802,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_000
a7o_l1_C0256_0564,C0256,564,H09_trend_reversal_horizon_mix,P12_liquidity_flow,HorizonSpread,H48,same_symbol_rank,Core4,low_turnover,F1_high_realized_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"Add(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Sub(Rank(TSMean(quote_volume_mean_12,48)),Rank(TSMean(quote_volume_mean_12,72))),Rank(TSMean(quote_volume_mean_12,36))))),20),Neg(Rank(Delta(quote_volume_mean_12,20))))",1ad29b241707d9ab,48,generated_candidate,original,0.28340000000000004,False,False,selected_for_strict_replay,0.0,0.6129496070405375,3.7180782086127206,0.0,0.5992228487432473,3.6465197045873183,0.0,0.4293098402483069,3.4296871488775817,0.0,0.5992228487432473,3.6465197045873183,0.0,0.5992228487432473,3.6465197045873183,0.0,0.12292549248772029,0.15511539830625587,0.0,0.12283260308377225,0.15520014095251228,0.0,0.12283260308377225,0.15520014095251228,0.0,0.12283260308377225,0.15520014095251228,0.0,0.12283260308377225,0.15520014095251228,0.03307782317680911,1.0,0.024136241863841484,0.15516673641642623,1.0270437627108489,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity,False,1.0270437627108489,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_001
a7o_l1_C0256_2036,C0256,2036,H09_trend_reversal_horizon_mix,P12_liquidity_flow,HorizonSpread,H48,same_symbol_rank,Core4,low_turnover,F1_high_realized_vol,quote_volume_mean_12;taker_imbalance,flow;liquidity,"Add(TSMean(ResidualizeVsCore4(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Sub(Rank(TSMean(quote_volume_mean_12,36)),Rank(TSMean(quote_volume_mean_12,60))),Rank(TSMean(quote_volume_mean_12,3))))),16),Neg(Rank(Delta(quote_volume_mean_12,16))))",363ff0e84e33c0d8,48,generated_candidate,original,0.30040000000000006,False,False,selected_for_strict_replay,0.0,0.15298208279361036,3.0045063147678412,0.0,0.21190067864403908,2.9282633281126067,0.0,0.034903864378805834,2.6986883739156133,0.0,0.21190067864403908,2.9282633281126067,0.0,0.21190067864403908,2.9282633281126067,0.0,0.1254687289715822,0.15768315614590225,0.0,0.12545885202520698,0.15735080123226225,0.0,0.12545885202520698,0.15735080123226225,0.0,0.12545885202520698,0.15735080123226225,0.0,0.12545885202520698,0.15735080123226225,-0.1777937519357726,0.9076923076923077,0.02578727440761626,0.16016457252543334,0.723451737154631,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity,False,0.723451737154631,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_002
a7o_l1_C0257_0290,C0257,290,H12_horizon_ensemble_stability,P3_trade_size,ResidualizeVsFundingCore,H6,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F2_low_liquidity,avg_trade_size_quote;quote_asset_volume,liquidity,"Add(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Sub(ResidualizeVsFundingCore(Mul(Rank(TSMean(quote_asset_volume,3)),ZScore(TSMean(avg_trade_size_quote,8)))),Abs(ZScore(TSMean(avg_trade_size_quote,10))))))),48),HorizonSpread(quote_asset_volume,48,72))",c0571685c3395b8f,6,generated_candidate,original,0.2052,False,False,selected_for_strict_replay,-1.1763030894108482,-0.08621754030087228,1.0071384733401278,-1.2587362385548242,-0.2670310291382838,1.2744823349971348,-1.5939045077855933,-0.5666654110367386,0.9905368042708778,-0.4931903287656129,0.48755317035032736,2.027457533563569,-0.37588072877900097,0.4912440008090845,1.9891391291723495,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.6345633605446511,0.8769230769230769,0.033913979455855545,0.5,0.23388122151446192,A7O_PILOT_REJECTED,raw_recent_nonpositive;cost20_recent_nonpositive;lag1_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative,False,0.23388122151446192,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_003
a7o_l1_C0257_0387,C0257,387,H12_horizon_ensemble_stability,P3_trade_size,ResidualizeVsFundingCore,H6,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F2_low_liquidity,number_of_trades;quote_asset_volume,liquidity,"Add(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Clip(ResidualizeVsFundingCore(Mul(Rank(TSMean(number_of_trades,3)),ZScore(TSMean(quote_asset_volume,8)))),-4.0,4.0)))),60),HorizonSpread(number_of_trades,60,96))",5d166cbbaab2ce0d,6,generated_candidate,original,0.2052,False,False,selected_for_strict_replay,-1.6712993128304132,0.05131600911695271,0.8694763780282184,-1.6619900339203206,0.09369077889067495,0.9944682691427327,-1.9023986877664747,-0.14098085466340904,0.7694868911166619,-2.3974314789397697,-0.7172250865879871,0.17247398535255995,-2.2150378611685624,-0.7048513688684893,0.1099734170151567,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.1192606764494293,0.6923076923076923,0.026730312709493203,0.5,-0.43363556231911027,A7O_PILOT_REJECTED,cost20_recent_nonpositive;residual_funding_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative,False,-0.43363556231911027,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_004
a7o_l1_C0257_2036,C0257,2036,H12_horizon_ensemble_stability,P3_trade_size,ResidualizeVsFundingCore,H6,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F2_low_liquidity,number_of_trades,liquidity,"Add(TSMean(ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(ResidualizeVsFundingCore(Mul(Rank(TSMean(number_of_trades,3)),ZScore(TSMean(number_of_trades,8)))),Rank(TSMean(number_of_trades,3))))))),16),HorizonSpread(number_of_trades,16,24))",d9634cc94cce3f0f,6,generated_candidate,original,0.2252,False,False,selected_for_strict_replay,0.0,0.053024441352109854,0.23524451684772232,0.0,-0.09590231365770405,0.3696226336033921,0.0,-0.28112168451863123,0.10912682354752624,0.0,-0.09590231365770405,0.3696226336033921,0.0,-0.09590231365770405,0.3696226336033921,0.0,0.12596578366445915,0.18517225325884543,0.0,0.12596578366445915,0.18517225325884543,0.0,0.12596578366445915,0.18517225325884543,0.0,0.12596578366445915,0.18517225325884543,0.0,0.12596578366445915,0.18517225325884543,-0.9641656901569404,0.4307692307692308,0.028505111841457407,0.17454371525156784,-0.540522737348074,A7O_PILOT_REJECTED,raw_recent_nonpositive;cost20_recent_nonpositive;residual_funding_recent_nonpositive;may_stress_no_raw_activity;may_stress_no_residual_activity,False,-0.540522737348074,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_005
a7o_l1_C0258_0949,C0258,949,H00_low_turnover_robust,P0_price_return,RollingMaxRank,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,lag_stable,F8_low_vol_high_liquidity,ret_24;ret_3,price,"TSMean(Clip(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F5_funding_neutral,Add(Rank(RollingMax(ret_3,48)),ZScore(TSMean(ret_24,60)))))),36),-3.0,3.0),48)",942f58b112d87022,72,generated_candidate,original,0.2046,False,False,selected_for_strict_replay,25.293030941545645,6.1690913018292965,6.160810499843639,25.334180415349678,6.171925864337783,5.964642723934258,25.334180415349678,6.113044722874032,5.920856633717921,25.334180415349678,6.171925864337783,5.964642723934258,25.334180415349678,6.171925864337783,5.964642723934258,0.3424334205602391,0.3922203871418782,0.2935158684732896,0.3425757393522782,0.39287692856497775,0.2925892744232311,0.3425757393522782,0.39287692856497775,0.2925892744232311,0.3425757393522782,0.39287692856497775,0.2925892744232311,0.3425757393522782,0.39287692856497775,0.2925892744232311,2.0,1.0,0.006189120821700389,0.3537873154787675,2.998452719794575,A7O_PILOT_RESEARCH_CANDIDATE,,False,2.998452719794575,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_006
a7o_l1_C0258_0484,C0258,484,H00_low_turnover_robust,P0_price_return,RollingMaxRank,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,lag_stable,F8_low_vol_high_liquidity,ret_24;ret_3,price,"TSMean(Clip(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(SafeDiv(Sub(Rank(RollingMax(ret_24,60)),Rank(TSMean(ret_24,36))),Clip(Abs(TSRank(ret_3,72)),0.05,2.25)))),12),-3.0,3.0),20)",213874c33ab4ab56,72,generated_candidate,original,0.2046,False,False,selected_for_strict_replay,2.641541460511631,4.174291572978466,0.7392049333181593,2.786280869309749,4.193327807013837,0.7979554471698916,2.685148000073022,4.081913017110668,0.7112917230703707,8.619343164772106,9.626697901200542,6.17265722201557,8.947285842016656,9.678923348532633,6.047075997960883,0.3848512503980191,0.3832046695523954,0.2944093095331235,0.3824505833698514,0.3839075893541298,0.2936711773327216,0.3824505833698514,0.3839075893541298,0.2936711773327216,0.3824505833698514,0.3839075893541298,0.2936711773327216,0.3824505833698514,0.3839075893541298,0.2936711773327216,-0.43455182820275745,0.9076923076923077,0.01148178284042966,0.3464463340508232,0.4702700337794428,A7O_PILOT_RESEARCH_CANDIDATE,,False,0.4702700337794428,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_007
a7o_l1_C0258_0756,C0258,756,H00_low_turnover_robust,P0_price_return,RollingMaxRank,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,lag_stable,F8_low_vol_high_liquidity,ret_12;ret_3,price,"TSMean(Clip(Decay(ResidualizeVsCore4(ResidualizeVsFundingCore(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(RollingMax(ret_3,3)),Rank(TSMean(ret_3,10)))))),4),-3.0,3.0),8)",88b93e9d7c0896af,12,generated_candidate,original,0.2056,False,False,selected_for_strict_replay,-7.0531983311901705,-0.7073950214352858,0.0007970973413134305,-7.0531983311901705,-0.6798660521948492,0.17277974713692332,-7.0531983311901705,-0.8598481162125091,-0.05678631553435025,-7.0531983311901705,-0.6798660521948492,0.17277974713692332,-7.0531983311901705,-0.6798660521948492,0.17277974713692332,0.5,0.5,0.4531756155235776,0.5,0.5,0.45386313642921633,0.5,0.5,0.45386313642921633,0.5,0.5,0.45386313642921633,0.5,0.5,0.45386313642921633,-0.8598481162125091,0.5076923076923077,0.026099292103825153,0.48126774389020827,-0.35868063154615776,A7O_PILOT_REJECTED,raw_recent_nonpositive;cost20_recent_nonpositive;lag1_recent_nonpositive;residual_funding_recent_nonpositive;may_stress_severe_fail;may_residual_funding_negative,False,-0.35868063154615776,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_008
a7o_l1_C0259_0564,C0259,564,H13_symbol_tier_relative,P6_funding_observable,ResidualizeVsFundingCore,spread_12_vs_48,cross_symbol_rank,Core4,lag_stable,F4_basis_dislocation,funding_rate_z_24,funding,"CrossSymbolZScore(Decay(ResidualizeVsCore4(cross_symbol_rank(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(ResidualizeVsFundingCore(Mul(Rank(TSMean(funding_rate_z_24,60)),ZScore(TSMean(funding_rate_z_24,96)))),Rank(TSMean(funding_rate_z_24,36)))))),20))",92bd5403a7b17f4f,72,generated_candidate,original,0.1066,False,False,selected_for_strict_replay,18.5278694040366,5.288963597006455,6.592926254023299,18.527869404036554,5.396601998034964,6.433670260487125,18.527869404036554,5.329081311257297,6.354008553878898,18.527869404036554,5.396601998034964,6.433670260487125,18.527869404036554,5.396601998034964,6.433670260487125,0.3699566702747782,0.43382905326346766,0.3424415627779001,0.3699566702747772,0.4338349724038656,0.3425792037561326,0.3699566702747772,0.4338349724038656,0.3425792037561326,0.3699566702747772,0.4338349724038656,0.3425792037561326,0.3699566702747772,0.4338349724038656,0.3425792037561326,2.0,1.0,0.009986695751419063,0.39758082967595937,2.9975033260621453,A7O_PILOT_RESEARCH_CANDIDATE,,False,2.9975033260621453,cell_quota,selected_for_deep_audit,global_liquidity_volatility_cap_15pct,28,0,rc_009
