semantic_pair,decision,count
basis_premium_like|basis_premium_like,A7FF12S00_NUMERIC_CLUE,2
basis_premium_like|basis_premium_like,A7FF12S00_RANK_LABEL_DIAGNOSTIC_CLUE,3
basis_premium_like|basis_premium_like,HOLD_A7FF12S00_CONTROL_DOMINATED,141
basis_premium_like|basis_premium_like,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,81
basis_premium_like|basis_premium_like,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,193
basis_premium_like|positioning_like,A7FF12S00_NUMERIC_CLUE,11
basis_premium_like|positioning_like,A7FF12S00_RANK_LABEL_DIAGNOSTIC_CLUE,3
basis_premium_like|positioning_like,HOLD_A7FF12S00_CONTROL_DOMINATED,103
basis_premium_like|positioning_like,HOLD_A7FF12S00_COST2_PROXY_FRAGILE,2
basis_premium_like|positioning_like,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,27
basis_premium_like|positioning_like,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,374
basis_premium_like|price_like,A7FF12S00_NUMERIC_CLUE,19
basis_premium_like|price_like,A7FF12S00_RANK_LABEL_DIAGNOSTIC_CLUE,4
basis_premium_like|price_like,HOLD_A7FF12S00_CONTROL_DOMINATED,135
basis_premium_like|price_like,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,9
basis_premium_like|price_like,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,193
basis_premium_like|volatility_like,A7FF12S00_NUMERIC_CLUE,6
basis_premium_like|volatility_like,A7FF12S00_RANK_LABEL_DIAGNOSTIC_CLUE,7
basis_premium_like|volatility_like,HOLD_A7FF12S00_CONTROL_DOMINATED,174
basis_premium_like|volatility_like,HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,25
basis_premium_like|volatility_like,HOLD_A7FF12S00_PRE_MAY_UNSTABLE,288
