decision,label_family,count
A7FF12S00_NUMERIC_CLUE,L0_raw_forward_return,9
A7FF12S00_NUMERIC_CLUE,L1_cross_sectional_relative_return,9
A7FF12S00_NUMERIC_CLUE,L3_liquidity_tier_relative_return,9
A7FF12S00_NUMERIC_CLUE,L5_vol_adjusted_return,11
A7FF12S00_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,17
HOLD_A7FF12S00_CONTROL_DOMINATED,L0_raw_forward_return,116
HOLD_A7FF12S00_CONTROL_DOMINATED,L1_cross_sectional_relative_return,115
HOLD_A7FF12S00_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,110
HOLD_A7FF12S00_CONTROL_DOMINATED,L5_vol_adjusted_return,110
HOLD_A7FF12S00_CONTROL_DOMINATED,L7_ranked_future_return,102
HOLD_A7FF12S00_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF12S00_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,1
HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,22
HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,23
HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,24
HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,30
HOLD_A7FF12S00_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,43
HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L0_raw_forward_return,212
HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,212
HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,217
HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,209
HOLD_A7FF12S00_PRE_MAY_UNSTABLE,L7_ranked_future_return,198
