panel_id,lane_id,seed,query_ordinal,proxy_score,program_identity,persisted
main,cem,2701,0,-0.20907671010434176,typed-program:b90d3731c1f63e8dfd8ca4f926e172419906fa3f610193ead0ca88cf66fb2c1a,False
main,cem,2701,1,-inf,typed-program:90f5eb09da9339539a1a0baf674ebca0f9f74537c582dc6181a17f774d4acd64,False
main,cem,2701,2,-0.20654286301326705,typed-program:e09b2535e511f14b76be8c54963facc326b2601ba9a94b84ad0c71c792aa3188,False
main,cem,2701,3,0.07808371192716687,typed-program:b6baad8f6a56eb49f74b73a3ba478a8e15ad60410ca1e7f5ade17ccc6cf7d8b9,False
main,cem,2701,4,-inf,typed-program:bd79d96b187e2d1b7002e7a4ffad9278c3ab42d69fbc4531d22aecf626b6083a,False
main,cem,2701,5,-1.631462023691089,typed-program:aae915be0fcde1928fa7ce3498c2d1f271324ecbe34ac1762deff2b165ffb2a3,False
main,cem,2701,6,0.6845551509566702,typed-program:4ccf201f5c531992a1e27b5b0b23b3f691cb46a155699ed0607714759f988665,False
main,cem,2701,7,-0.9106315969903584,typed-program:161183887ac5f97c01fce1b1549fc6b0c6c706592fba52630a43c4e9f0df9d6d,False
main,cem,2701,8,0.8097997557882268,typed-program:dacb86e8e9c639fb3d5d3b1d9d7b152ff15b6ec46537c2f6e1768fc0e4bfe599,False
main,cem,2701,9,1.0449165829178875,typed-program:11da1e5c00ba3a94a2c4237799733bc469b2a769d03ab318637dfec1f2468d3a,False
main,cem,2701,10,0.22481783552176557,typed-program:614bd7346bdb97b499048d7c6ac5ab1d5b9c35ff3a062b8fc63d0de768b060f6,False
main,cem,2701,11,-0.14921645547765078,typed-program:1c6639ac3b3c9c3762c40078fc2e57031aa28b80443950446a0d1267124924e4,False
main,cem,2701,12,-inf,typed-program:e3131eb6d8298d4621c2bc15bd44168d8c6710abe4cc896d2d650540203e8141,False
main,cem,2701,13,-inf,typed-program:99f4116f4a8e1e148e9758ac8a38a67b0a7a1fd102c57518c007ff86548c172c,False
main,cem,2701,14,-inf,typed-program:0346310f0acd48f57ab05250443b2052c202c9ff50f327aadc3867ef2815deb7,False
main,cem,2701,15,-0.4101339690271733,typed-program:9ed9f2160e1b36f55d901b3dc172af2a3080a1205504f788b9b94a0d4d648b9e,False
main,cem,2701,16,-1.3351041417518987,typed-program:7fbb384415b7618a6d78cc1801b3f207c1bd3b34009ff1e5b1b83ebc04f1dc28,False
main,cem,2701,17,-0.0628521011241744,typed-program:626eec3a68a81f4df5e1e0b1819cc0585f9b77ef9d3914262b789987d7acbfdf,False
main,cem,2701,18,0.40912989206224487,typed-program:e9c42e4ce6bd649ca7f0d7e610f21b2bc884af5430b998fd4b22f1013cf0fdb2,False
main,cem,2701,19,-0.045057220664538905,typed-program:7fc6dee296323efe10e8dafc079c09228866591f80c6e0c077bb0f34f2255f8c,False
main,cem,2701,20,-0.05778116313702158,typed-program:c6f0108120d7a9074e4eb4481785a0425b206b41c713133c0ea3c6e8cc3607af,False
main,cem,2701,21,-0.5683162145223511,typed-program:07b10163ad2fb35b84dd78831ab7a7019544c45b3ec557e565e66b692fd114c6,False
main,cem,2701,22,3.114626912696432,typed-program:28464d232071a24554e5df0584436ab8bb4f8301bbb7d6515ed4b01011430db5,False
main,cem,2701,23,-0.4356267564581641,typed-program:0024a1cffa86426f8a913ddb835dd7b2a163cf295baa08d95f80672367983359,False
main,cem,2701,24,0.020033664463085403,typed-program:5beb5ef4a1c165555e66a7e65e7d455c8263d6934dc1e162b6c64bf69ba0adf3,False
main,cem,2701,25,3.2059900035718805,typed-program:b9917106f0615da354a3c5e71fb85063ef3cb2b5861674fb4be5ad30edf1a195,False
main,cem,2701,26,-0.7176972753289594,typed-program:c0173598ca59f4856a5fb61de18c87b18653d3fa8ac0fbc92465a311159f9fd4,False
main,cem,2701,27,-0.29050361843158484,typed-program:0de31f7bdd658858039d58e8922207828932e2bd7eac48907c58e1acd3c6932f,False
main,cem,2701,28,-inf,typed-program:6588c5001705d917cd11d9173a44cd69149133d5cb3d02f3e6e5ca729fde937f,False
main,cem,2701,29,0.7677597953208543,typed-program:958272819598e682b10005ef1023ba81eacc2fe5469841a17283eb447d0d7de9,False
main,cem,2701,30,-inf,typed-program:67cca6655fa15c138ed824e7a33afeeebb5fa5e23a3cde62565e680f25f6022b,False
main,cem,2701,31,-inf,typed-program:6b7c4afe6d7a381943a230e026cefb0f841611ce817b950a76c6a03d837d13b3,False
main,cem,2701,32,0.6488584967944118,typed-program:e466cf0e97b44cc89da620e9701a6cba88d58e34121641518708166c4e4e951c,False
main,cem,2701,33,1.638128859446533,typed-program:301c9d04419abb8841d01142762562a35b91e2da811a0b8014eb4dfaeec9d37b,False
main,cem,2701,34,0.6106791787760059,typed-program:7765251396052e6ccb50db94c0fce7436b06e71b99f59e01913047a4aad87d51,False
main,cem,2701,35,-inf,typed-program:4c6198a018b7e2087d8dbbbb6face1430586520fafa89058393b3323e45c034d,False
main,cem,2701,36,-inf,typed-program:1c2a0c999fcd7ea7becd13b0e2e6b485977254cb0e9c0c8d78fa213420da3d57,False
main,cem,2701,37,-0.24274029651001253,typed-program:f3b2f04c01dbb85fd7b4acbf9cc98b00fea5ca1fd7cfdab71c80ba0c5d83ac32,False
main,cem,2701,38,-inf,typed-program:1ecec7cef1ffa20863aab044db05bf76a7446d2e7dec6bcd0cd1c5e4e2cf8900,False
