arm,proposal_id,panel_id,lane_id,proposal_sketch_identity,exact_identity,activation_identity,behaviour_cluster,economic_hypothesis,mechanism_id,algorithm,proxy_score,coordinate_coverage,observations,ic_mean,ic_lcb,gross_mean,net_mean,net_lcb,return_risk,worst_horizon_net_mean,time_block_positive_fraction,time_block_stability,turnover_mean,cost_drag_mean,max_weight_mean,concentration_hhi_mean,complexity,behaviour_novelty,benchmark_incremental_mean,benchmark_incremental_lcb,placebo_ic_abs,wrong_lag_ic_abs,hard_gate_pass,hard_gate_reasons,lane_scalar,development_survivor,candidate_promotion,feedback_persisted,pack_status
STRATIFIED_ADMISSION,epoch-candidate:4804beb687a243938a840fb2,bbo_micro,bbo_typed_temporal,exact-signal:658e019756a8984fa75ee380,exact-signal:6c79e0a82a2be718686b207a,activation:a826baa3adea05e940058caa,behaviour-cluster:fab3ceb291a4561e9e1e170b,bbo_spread_state,liquidity_top_level,typed_ast,-2.468946115752659,0.9923611111111111,1429,0.007965353839512728,-0.008634433432832146,5.821801612473584e-05,-0.00014024599402416365,-0.0002405233707562846,-2.741217982014783,-0.00014024599402416368,0.0,1.0,0.396928020297799,0.0001984640101488995,0.16778063872297272,0.12212789540356095,2,3.4965075614664802,-0.0001855992394988533,-0.0003162884510401321,0.002860926654073305,0.014368669262070765,True,,2.8517131774786515,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:3b1a308c164a3b8ca5c50c89,bbo_micro,bbo_typed_temporal,exact-signal:be27814713d9b1bf2a943032,exact-signal:b83be1151aaba968aea59306,activation:3ad9c022139ded61cc935f47,behaviour-cluster:cc542547e88217e02f8d89ab,bbo_top_level_liquidity,liquidity_top_level,typed_ast,1.4421968551481905,0.9347222222222222,1346,0.0035301273989652186,-0.013653097470942344,6.441374354189541e-06,-0.0001502362917142641,-0.0002543376520270375,-2.8286194423899995,-0.0001502362917142641,0.0,1.0,0.31335533213690725,0.00015667766606845362,0.1852867884962982,0.13819801991832636,3,3.4965075614664802,-0.00016928581724428332,-0.00030508691447859743,0.004953015878396193,0.006067275288917687,True,,2.8382785462582683,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:53dbd8578f7231087ed27dca,bbo_micro,bbo_typed_temporal,exact-signal:844ec3b811dc695e8f38a61b,exact-signal:4a487ab388f789327763179b,activation:baa6660dcd9bac9258610acc,behaviour-cluster:259dc8a6ae51b3a5939a006c,bbo_spread_state,liquidity_top_level,typed_ast,-0.701187026461233,0.8923611111111112,1285,0.0003076134472350076,-0.017136696331262857,1.848559829641977e-05,-2.3375705121303925e-05,-0.00012674362561446582,-0.4432359848120055,-2.3375705121303925e-05,0.0,1.0,0.08372260683544734,4.186130341772367e-05,0.18676739602809642,0.13943023311520963,3,3.4965075614664802,-3.721456737324664e-05,-0.0001781878970942409,0.010498081520118946,0.000960251675080423,True,,3.201263150224215,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:dd5920a41be33dde100fef91,bbo_micro,bbo_typed_temporal,exact-signal:01b2180c3faaf52cca46eb48,exact-signal:e9f43153a251945e3f37dca1,activation:b11581faa1eb7e8118393317,behaviour-cluster:2dd741b898068220d3bcd599,bbo_top_level_liquidity,liquidity_top_level,typed_ast,0.6098725982375727,0.9861111111111112,1420,-0.006131253941841233,-0.02337362710383859,-5.261637758157155e-05,-0.00017844945271281153,-0.0002727492936460244,-3.709029875934001,-0.0001784494527128115,0.0,1.0,0.2516661502624799,0.00012583307513123993,0.16372020062102985,0.11631006113212997,3,3.4965075614664802,-0.0002239189106494655,-0.0003548810291166787,0.010099282166192755,0.003950404752122863,True,,2.664645728827923,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:08038633f0c796d7c81fd85c,bbo_micro,bbo_typed_temporal,exact-signal:fc779ee99b45dd5387c8f890,exact-signal:80da592b3167d36c3f106f61,activation:8bda777303518d187b7d2cde,behaviour-cluster:905b0fcb1c8298113ac77348,bbo_top_level_liquidity,liquidity_top_level,typed_ast,-0.69658964102607,1.0,1440,-0.013573646264081547,-0.02913546664933099,-1.2698226482759746e-05,-4.4340873187906494e-05,-0.00015381031350210082,-0.7939029486115661,-4.434087318790649e-05,0.0,1.0,0.06328529341029349,3.1642646705146736e-05,0.18426118326118326,0.13732674737479933,2,3.4965075614664802,-8.806190810044268e-05,-0.0002647779246849384,0.01620535708397881,0.012507172352939556,True,,3.0326332106525467,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:fda1186afa864490911e169c,bbo_micro,bbo_typed_temporal,exact-signal:17cf77e1e20d7907791bf341,exact-signal:4844dc8606f3befc7e0b6bc7,activation:280c237a3ffa0583d45fe282,behaviour-cluster:98d307eb668d21f2b99debaf,bbo_top_level_liquidity,liquidity_top_level,typed_ast,-0.20969613643327462,0.9180555555555555,1322,0.002440000216715038,-0.015569041033056537,2.194188587710871e-05,1.6296053645226327e-06,-0.0001001385077392519,0.03138533689042029,1.6296053645226359e-06,1.0,1.0,0.04062456102517216,2.0312280512586068e-05,0.1679418350799725,0.11876306205961254,3,3.4965075614664802,-1.2700975169646236e-05,-0.00014167622764644288,0.0106202687068223,0.003160435513450429,True,,4.293662475325595,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:0d882505281cf6ab60fe1d46,bbo_micro,bbo_typed_temporal,exact-signal:70e261b7693189a6a49b0ba2,exact-signal:9592eb57d5b6415a0c40e708,activation:b0d397e7af0916d5dc2ded90,behaviour-cluster:0bfb105c96e17a4011c13c66,bbo_quote_imbalance,liquidity_top_level,typed_ast,-0.705252800371564,0.9840277777777777,1417,-0.013632865992219013,-0.029397329008662022,-1.00910855876198e-05,-4.173922338254663e-05,-0.00015279866998616455,-0.7366224155769056,-4.173922338254663e-05,0.0,1.0,0.06329627558985364,3.164813779492682e-05,0.18454676821649302,0.1375719160964008,2,3.4965075614664802,-8.330044746929013e-05,-0.00026253659594797517,0.01591278745657687,0.012852894051758046,True,,3.039554594146674,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:d18ec8bfd126a6d7de56c863,bbo_micro,bbo_typed_temporal,exact-signal:e664ed3b7d7e71f277f86342,exact-signal:820394d3b34c9ed59e08f440,activation:797e5b8f454f8595f7c2aae7,behaviour-cluster:b5603374df2ba05c53ae5f38,bbo_top_level_liquidity,liquidity_top_level,typed_ast,-0.2852257241077704,0.9493055555555555,1367,0.010400905881649573,-0.006762209242904488,1.2799148110101095e-05,-0.0007152696789419008,-0.0008131682760566785,-14.320211035123258,-0.0007152696789419008,0.0,1.0,1.4561376541040039,0.000728068827052002,0.18478527568505626,0.1377084999720404,3,3.4965075614664802,-0.0007622264266539604,-0.0009034067361309618,0.01417723463277283,0.004576920749222303,True,,1.0612240021463746,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:bd2615382e3bc819f8dec854,bbo_micro,bbo_typed_temporal,exact-signal:1941b27a6d5fc5fcc76509f5,exact-signal:999ede8cc047e25dfe366694,activation:4792b263d88ef2260f6dc9bd,behaviour-cluster:1578cb2351215bd8c485e087,bbo_top_level_liquidity,liquidity_top_level,typed_ast,0.6295902251987904,0.9597222222222223,1382,0.02401199321281407,0.0065088518217757685,9.197169196023066e-05,-4.5833578023042245e-05,-0.00015695385000873136,-0.8084376623622038,-4.5833578023042245e-05,0.0,1.0,0.27561053996654583,0.0001378052699832729,0.18503329762374623,0.1379516653232518,3,3.4965075614664802,-8.547419261412898e-05,-0.00022113091087250464,0.008506950102648422,0.022355994770827288,True,,3.206787764646531,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
STRATIFIED_ADMISSION,epoch-candidate:3e49389a5f9573aad94d5753,bbo_micro,bbo_typed_temporal,exact-signal:f99bf2658d124231efea2106,exact-signal:38ca42a9229e48102fc1bbb8,activation:1a17b901e88fdabbca6aefcc,behaviour-cluster:f2e3ada346c8645092525be3,bbo_spread_state,liquidity_top_level,typed_ast,0.3249192737052746,0.9180555555555555,1322,-0.0025047200293016503,-0.019960771566863957,-2.826352399367219e-05,-4.864651971706127e-05,-0.00014576843841686296,-0.9817266784046222,-4.864651971706127e-05,0.0,1.0,0.04076599144677816,2.0382995723389082e-05,0.18422762310810725,0.13728724574353982,3,3.4965075614664802,-6.297710025123016e-05,-0.00019500181873337047,0.0041583591879495695,0.003608457000540742,True,,3.121451689052853,False,False,False,FROZEN_DEVELOPMENT_CANDIDATE_NO_PROMOTION
