admission_policy,exact_identity,activation_identity,full_behaviour_cluster,panel_id,lane_id,seed,ordinal,parent_row_id,repair_action,mechanism_id,primitive,hypothesis,canonical,legal,sketch_exact,behaviour_cluster,quality,near_score,early_gate_pass,gate_reasons,sketch_net_lcb,sketch_worst_block,sketch_positive_block_fraction,sketch_turnover_mean,sketch_benchmark_increment_lcb,coordinate_coverage,observations,ic_mean,ic_lcb,gross_mean,net_mean,net_lcb,return_risk,worst_horizon_net_mean,time_block_positive_fraction,time_block_stability,turnover_mean,cost_drag_mean,max_weight_mean,concentration_hhi_mean,complexity,behaviour_novelty,benchmark_incremental_mean,benchmark_incremental_lcb,placebo_ic_abs,wrong_lag_ic_abs,hard_gate_pass,hard_gate_reasons,lane_scalar,development_scalar,feedback_stability_lcb,feedback_positive_block_fraction,survivor,near_miss,failed_gates
GLOBAL_QUALITY,exact-signal:cc65b00c14bd8c6dba914d84,activation:4dcbcfa2ba5f38ef8c64e23b,behaviour-cluster:4aabb86df8fd467de3cc4052,main,evolutionary_repair,5201,2465,GLOBAL_TOP_K_CONTROL|epoch-candidate:6af3a9d62e20d1f07bd9ff39,improve_net_lcb:interaction=condition,volatility_regime,Persistence,volatility_compression_breakout,"{""direction"":1,""economic_hypothesis"":""volatility_compression_breakout"",""field_a"":""asset_return"",""field_b"":""volatility"",""interaction"":""condition"",""long_window"":48,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""volatility_regime"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Persistence"",""secondary_primitive"":""PathShape"",""threshold"":1.0,""window"":24}",True,exact-signal:1ad0952ce214023667343e57,behaviour-cluster:c597cf90632afa83ff04a26d,79.57497532807187,1.0,False,COVERAGE|OBSERVATIONS,0.008069933117602,0.008069933117602,1.0,1.0000000000000002,0.009961545822995785,0.08390255009107468,737,0.00042654893286571367,-0.017539853383774003,4.704087652706091e-05,-9.220677421169889e-05,-0.00027514592678469556,-0.9878982979480926,-0.0002045570421578433,0.0,0.588155595781934,0.2784953014775196,0.0001392476507387598,0.20491373988196102,0.1612993276970527,4,0.0,8.732472947496576e-05,-0.00016145245857629938,0.00863991157316235,0.00914516831410961,False,COVERAGE,-0.3443264669800806,-4.779281240346901,-0.0003383704892378171,0.4166666666666667,False,False,HARD_GATE|IC_LCB|NET_LCB|BENCHMARK_INCREMENT
GLOBAL_QUALITY,exact-signal:d2d1be4169fc0e44ab9bfe23,activation:f62fcf30279381066b179f2b,behaviour-cluster:d7fe0f94698ccba31be0a0ac,main,local_mcts_repair,5201,1046,GLOBAL_TOP_K_CONTROL|epoch-candidate:4fb427565c03f9d5dde00722,mcts_two_step:improve_net_lcb:interaction=residual->improve_net_lcb:interaction=condition,oi_inventory,Level,oi_price_divergence,"{""direction"":1,""economic_hypothesis"":""oi_price_divergence"",""field_a"":""taker"",""field_b"":""relative_market_return"",""interaction"":""condition"",""long_window"":72,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""oi_inventory"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Level"",""secondary_primitive"":""Identity"",""threshold"":1.0,""window"":48}",True,exact-signal:c75cf699e9e464fad2ac7d8f,behaviour-cluster:a22db9b102519490c36fff31,14.616841124071303,1.0,False,COVERAGE|OBSERVATIONS,0.002263739496995511,0.002263739496995511,1.0,1.0,0.00023563427909372228,0.0006830601092896175,6,0.050750107544737195,-0.1452393810745695,0.002111599362242429,0.0013177397131196222,-0.0018068055563976932,0.8266066307029215,-0.0026847822028149694,0.6666666666666666,0.033690784511320876,1.587719298245614,0.0007938596491228071,0.23684210526315794,0.19875346260387813,3,0.0,0.0029198871141874576,-0.0014940717822525167,0.23087107892712747,0.0527490152865135,False,COVERAGE|OBSERVATIONS|PLACEBO,-1.4050879417261168,-22.586065291988554,-0.003004242277849035,0.5,False,False,HARD_GATE|IC_LCB|NET_LCB|BENCHMARK_INCREMENT|WORST_BLOCK
GLOBAL_QUALITY,exact-signal:11ea37c98c30542640aa20ea,activation:dbcc156998c96921dd0f5dc9,behaviour-cluster:18971e73d644c922a1972ab9,main,llm_typed_repair,5209,501,STRATIFIED_ADMISSION|epoch-candidate:1bb1327af002100b7d27ac2d,llm_typed_reduce_turnover:window=48,volatility_regime,Persistence,volatility_burst_continuation,"{""direction"":-1,""economic_hypothesis"":""volatility_burst_continuation"",""field_a"":""volatility"",""field_b"":""liquidity"",""interaction"":""difference"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""volatility_regime"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Persistence"",""secondary_primitive"":""PathShape"",""threshold"":-0.5,""window"":48}",True,exact-signal:4cde5c39d58497ac730ec7d2,behaviour-cluster:89d7c5b0a835a5fa16f48b79,1.0179199117077,1.0,True,,1.3187549985765041e-05,-6.423948190716419e-05,0.75,0.06562998405103675,1.5119784012539259e-05,0.9877049180327869,8676,-0.0037466470873027606,-0.010666742753599783,1.6016831729864466e-05,-1.7527172163378738e-05,-6.823114408365967e-05,-0.6775259637299039,-4.6490423034484406e-05,0.25,0.7548908113898388,0.06708800778648644,3.354400389324321e-05,0.1527777777777778,0.11033950617283952,3,0.0,6.195878620417573e-05,-2.215194087986485e-05,0.0053842269893857415,0.003589010903525266,True,,0.11407409134342132,-0.2829135902834875,-7.071967605100314e-05,0.25,False,False,IC_LCB|NET_LCB|BENCHMARK_INCREMENT
GLOBAL_QUALITY,exact-signal:5e6eb5986b20756b15aeff10,activation:8ded333c090420aadf4b4895,behaviour-cluster:2cc1c82b9d6e6d8056247f64,main,local_mcts_repair,5209,2008,GLOBAL_TOP_K_CONTROL|epoch-candidate:af2682a275e1cbf5a568d2ff,mcts_two_step:reduce_turnover:window=48->reduce_turnover:window=72,oi_inventory,EventWindow,oi_price_divergence,"{""direction"":-1,""economic_hypothesis"":""oi_price_divergence"",""field_a"":""taker"",""field_b"":""oi_change"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""oi_inventory"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""EventWindow"",""secondary_primitive"":""PathShape"",""threshold"":-1.0,""window"":72}",True,exact-signal:81b7e8a8f2f6d86944ecc4d2,behaviour-cluster:fc5e4e6fc98e510697016102,0.9745911090311465,1.0,True,,3.0337539561628278e-05,-0.00015465673255615468,0.8333333333333334,0.03849855630413865,2.4758195525188375e-05,0.9863387978142076,8664,-0.0011537476769709959,-0.007486643283241952,-4.767333319060682e-07,-1.9642887020220454e-05,-6.104540874506852e-05,-0.9298964641693784,-0.00011989776543351381,0.75,0.6315701940520604,0.03833230737662876,1.9166153688314376e-05,0.1527777777777778,0.11033950617283952,3,0.0,6.0709033822527276e-05,-6.63875533962391e-06,0.003178415755603062,0.0009778935750711702,True,,0.6185084097416389,-0.3269354260597104,-0.000125781710167289,0.5,False,False,IC_LCB|NET_LCB|BENCHMARK_INCREMENT
GLOBAL_QUALITY,exact-signal:6d67d6e4686fd669d7b406e3,activation:b26e50cc2100c83e3cfc2ce4,behaviour-cluster:bdd534e413bc931f636a7699,main,typed_random_fresh,5209,1084,,FRESH,volatility_regime,Duration,volatility_burst_continuation,"{""direction"":1,""economic_hypothesis"":""volatility_burst_continuation"",""field_a"":""volatility"",""field_b"":""volatility"",""interaction"":""difference"",""long_window"":72,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""volatility_regime"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Duration"",""secondary_primitive"":""Persistence"",""threshold"":-1.0,""window"":48}",True,exact-signal:478aa40867aa085aec55e274,behaviour-cluster:c61fb53f7d28155fddee49e6,0.8802664274430874,1.0,True,,2.6698728902260064e-05,-0.00020333393844548187,0.8333333333333334,0.09048986088060537,3.32051045870068e-05,0.9677823315118397,8501,0.0014823063813647244,-0.005247971123688497,1.1540807628748224e-05,-2.4574961133773863e-05,-7.163847504206808e-05,-1.023445123882008,-6.34901252313461e-05,0.0,0.8028987284395576,0.07223153752504417,3.611576876252208e-05,0.16134735095448932,0.10821882911582387,3,0.0,5.5332928343141175e-05,-1.938914114317751e-05,0.0015899891235155476,0.0012858922218408047,True,,-0.14633711490238452,-0.07094931457149692,-7.594886437414718e-05,0.4166666666666667,False,False,IC_LCB|NET_LCB|BENCHMARK_INCREMENT
GLOBAL_QUALITY,exact-signal:777434fcdd1560e563b0485f,activation:8b3e3386d1ba12f1fa764dbc,behaviour-cluster:e37c9142c45e1066e3b5953b,main,evolutionary_random_control,5201,1466,GLOBAL_TOP_K_CONTROL|epoch-candidate:66ac99836b94d7bca1d0ea2d,random_mutation_control,volatility_regime,MultiScaleRelation,volatility_burst_continuation,"{""direction"":-1,""economic_hypothesis"":""volatility_burst_continuation"",""field_a"":""liquidity"",""field_b"":""liquidity"",""interaction"":""difference"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""volatility_regime"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""MultiScaleRelation"",""secondary_primitive"":""Persistence"",""threshold"":-0.5,""window"":72}",True,exact-signal:192feddbe714bb760242e156,behaviour-cluster:d2a776aaf519c2ed8e84f92c,0.8725633383015682,1.0,True,,1.4551851371481577e-05,-0.00016875092014231316,0.8333333333333334,0.08655270261992995,7.015998752488563e-06,0.9863387978142076,8664,-0.0016910607274160914,-0.008580757423628575,4.927381225514378e-05,6.1461483912584274e-06,-4.6237294921892454e-05,0.22996676210939826,-4.121467298381685e-05,0.25,0.6064286418455752,0.08625532772777068,4.312766386388534e-05,0.15466643566903884,0.11136355400964942,3,0.0,8.64980692340062e-05,1.7377725818581893e-07,0.0010247289432864961,0.0023687782918178934,True,,0.23453465738822282,0.047797404759558834,-9.859902643209658e-05,0.4166666666666667,False,False,IC_LCB|NET_LCB
GLOBAL_QUALITY,exact-signal:67f04425a56c349cd13ce48d,activation:2220a89a33d7799a3c8dffb7,behaviour-cluster:d9af6b029aa52bcf17ca1f99,main,evolutionary_repair,5201,191,STRATIFIED_ADMISSION|epoch-candidate:f696246865364dca32defbfc,reduce_turnover:window=168,mark_index_deviation,Slope,mark_index_convergence,"{""direction"":-1,""economic_hypothesis"":""mark_index_convergence"",""field_a"":""mark_index_deviation"",""field_b"":""asset_return"",""interaction"":""difference"",""long_window"":336,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""mark_index_deviation"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Slope"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":168}",True,exact-signal:90f94ec259f58fe37a8fed6d,behaviour-cluster:95b7daa3a280080495429a73,0.8632910656982367,1.0,True,,7.449283572128374e-06,-5.385655574844027e-05,0.7272727272727273,0.0541519491648027,-6.122920050529991e-06,0.9710837887067395,8530,-0.002700215594403604,-0.009220210747347229,-3.227994011725946e-05,-5.607635620407204e-05,-9.868558279734608e-05,-2.5794802428385477,-0.00010013755155405966,0.25,0.7049028254126468,0.047592832173625164,2.3796416086812575e-05,0.15359664871936096,0.11062776199326722,3,0.0,3.2350323915325226e-05,-3.1664251810481836e-05,0.005914956979442852,0.003129247426028299,True,,-0.07887276069240678,-0.5034749320108911,-0.0001306215184776324,0.3333333333333333,False,False,IC_LCB|NET_LCB|BENCHMARK_INCREMENT
GLOBAL_QUALITY,exact-signal:f9974df0e9c5770e7f690f1e,activation:c38a57af9cd4c7ee398f7b84,behaviour-cluster:55b8091103ce4775e11fdc36,main,typed_random_fresh,5209,768,,FRESH,orthogonal_exile,PathShape,new_mechanism_exile,"{""direction"":1,""economic_hypothesis"":""new_mechanism_exile"",""field_a"":""liquidity"",""field_b"":""volatility_burst"",""interaction"":""none"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""orthogonal_exile"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""PathShape"",""secondary_primitive"":""Identity"",""threshold"":1.0,""window"":48}",True,exact-signal:63f5836cc981e6d0ea8ac65f,behaviour-cluster:108957309d4e19be12b834aa,0.8573190896767551,1.0,True,,-4.71484319862851e-06,-7.268336141224458e-05,0.75,0.06233895987800396,1.2501724443774657e-07,0.9903233151183971,8699,-0.007973147257051557,-0.014990267937757817,5.499613937527658e-06,-2.649001449996838e-05,-7.91004468587097e-05,-0.9868846556116803,-7.462868542474812e-05,0.25,0.7688821608730573,0.0639792568749921,3.1989628437496034e-05,0.1527777777777778,0.11033950617283952,1,0.0,5.2399967191860636e-05,-3.59072592140372e-05,0.005410330471624937,0.00725887865846376,True,,0.05224424063001389,-0.47637310125085824,-9.644932228198609e-05,0.3333333333333333,False,False,IC_LCB|NET_LCB|BENCHMARK_INCREMENT
GLOBAL_QUALITY,exact-signal:668e22b2a0915cbb7b5520e2,activation:fb47e4f956095277b4c61e30,behaviour-cluster:29daa3015c0d03525280482e,main,typed_random_fresh,5209,1267,,FRESH,cross_asset_confirmation,Persistence,market_confirmation,"{""direction"":1,""economic_hypothesis"":""market_confirmation"",""field_a"":""asset_return"",""field_b"":""market_return"",""interaction"":""condition"",""long_window"":72,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""cross_asset_confirmation"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""Persistence"",""secondary_primitive"":""Persistence"",""threshold"":0.0,""window"":48}",True,exact-signal:bc0c0e6cd82376e149652622,behaviour-cluster:b1bffaac6e8b593ede0af2ef,0.8495211103286413,1.0,True,,2.1301958463020598e-05,-0.00014079441205234618,0.75,0.06159130397313275,3.959873448014132e-06,0.9296448087431693,8166,0.008321980376359525,0.0016857629433538052,4.274469764725585e-05,1.1993429902216904e-05,-3.523767347918571e-05,0.49770428648510306,-2.7615309545058435e-05,0.5,0.7029032862687742,0.061502535490077885,3.0751267745038947e-05,0.15913574894067953,0.10980617148385825,4,0.0,9.015271764057197e-05,1.9387790316616264e-05,0.0016012333567535586,0.009084976535327052,True,,0.5728261439640379,0.16182920761282155,-6.86008026312397e-05,0.4166666666666667,False,True,NET_LCB
GLOBAL_QUALITY,exact-signal:54aa05acde8dc57545f8fc3c,activation:619b348878d636c98aca086e,behaviour-cluster:d0522f2bc6b019068be26a5a,main,evolutionary_random_control,5209,2762,GLOBAL_TOP_K_CONTROL|epoch-candidate:d1678e9f8148f5dd526c110c,random_mutation_control,taker_imbalance,StateAge,aggressive_flow_exhaustion,"{""direction"":-1,""economic_hypothesis"":""aggressive_flow_exhaustion"",""field_a"":""liquidity"",""field_b"":""liquidity"",""interaction"":""residual"",""long_window"":168,""maturity_rule"":""max(source_maturity,completed_past_window)"",""mechanism_id"":""taker_imbalance"",""observable_time_rule"":""completed_bucket_plus_source_lag"",""pit_rule"":""usable_time_lte_decision_time"",""primitive"":""StateAge"",""secondary_primitive"":""Persistence"",""threshold"":1.0,""window"":72}",True,exact-signal:30160e725db7e797eb36e6c4,behaviour-cluster:63c696eca017926cc1fa3b60,0.835765734017593,1.0,True,,1.4430913682393344e-05,-9.859642975397998e-05,0.75,0.05317418662120689,6.320532071413926e-06,0.9707422586520947,8527,-0.0031486010894687224,-0.009723923812952708,3.4387628114029614e-05,7.549221996326618e-06,-3.9605913807582166e-05,0.31378289682655647,-1.7990713484645763e-05,0.5,0.7848028747080258,0.05367681223540599,2.6838406117702997e-05,0.1600597889877644,0.11158186504267999,3,0.0,8.585330710978513e-05,9.970154397996871e-06,0.0005639537287242608,0.0030281756432213682,True,,0.49976890821707143,0.19688147102921527,-8.845917919943638e-05,0.5,False,False,IC_LCB|NET_LCB
