level,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_route,secondary_route,primary_transform,secondary_transform,motif,expression,semantic_pair,generation_priority,candidate_role,modifier_guard_required,skeleton_key,production_key,blueprint_id,company_shard,source_blueprint_id,source_expression,repair_rule,dense_funding_fields_required,raw_funding_rate_present
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,decay_24h,,single,"Decay(mark_index_basis_bps,24)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_91f2d0a1e37a54e8,a7ff24r_8ee65f030b52e93f,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_336h,,single,"Mean(mark_index_basis_bps,336)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_215162d7a144a014,a7ff24r_a39fead768620491,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_336h,,single,"Delta(mark_index_basis_bps,336)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_6e02108b85d35043,a7ff24r_acdf1de7772e8224,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_8h,,single,"Mean(mark_index_basis_bps,8)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_2538cce5a70ba1ae,a7ff24r_ba91531e12984292,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_72h,,single,"Mean(mark_index_basis_bps,72)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_beb2285dedd5dcf4,a7ff24r_bb78ec0b9ce75244,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_12h,,single,"Mean(mark_index_basis_bps,12)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_20ca666688eb3fb0,a7ff24r_daaa1b56bc5d5709,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,decay_8h,,single,"Decay(mark_index_basis_bps,8)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_3ac3049ba5f25313,a7ff24r_e2c62815ca1308e7,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,decay_72h,,single,"Decay(mark_index_basis_bps,72)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_0083bf8c67d2e358,a7ff24r_e66cb2221d4873e6,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_2h,,single,"Delta(mark_index_basis_bps,2)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_cc89c303d0cefe7f,a7ff24r_eab92902c63036e3,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_72h,,single,"Delta(mark_index_basis_bps,72)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_47d0f6606d8c6144,a7ff24r_eb94ce69b7faa44c,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_48h,,single,"Delta(mark_index_basis_bps,48)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_5f5e93d7c35fd792,a7ff24r_ec49ba0ff46743d0,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,delta_8h,,single,"Delta(mark_index_basis_bps,8)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_43adedbb4e448796,a7ff24r_fad5886189793630,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,mean_48h,,single,"Mean(mark_index_basis_bps,48)",basis_premium_like,P0,ordinary_alpha_valid,False,skel_1d39996e97d5ace0,prod_ba8085b579efebb5,a7ff24r_ffbf24e72b8becc7,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_2h,,single,"ZScore(Mean(mark_index_basis_bps,2))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_2574ffb099570c29,a7ff24r_44729f0f6d18b9fe,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_1h,,single,"ZScore(Mean(mark_index_basis_bps,1))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_95d701a5f939ee83,a7ff24r_49641183569fa632,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_4h,,single,"ZScore(Mean(mark_index_basis_bps,4))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_b2e5f397e5aab576,a7ff24r_4f65613a81b1eeff,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_48h,,single,"ZScore(Mean(mark_index_basis_bps,48))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_0bbca4e5bb6161d1,a7ff24r_8471f37f26b71942,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_168h,,single,"ZScore(Mean(mark_index_basis_bps,168))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_9184d712825a40ec,a7ff24r_88992f2e9ba008c9,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_12h,,single,"ZScore(Mean(mark_index_basis_bps,12))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_070953943073420b,a7ff24r_bfe9e22928a7e753,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_336h,,single,"ZScore(Mean(mark_index_basis_bps,336))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_f6512d1a475709fc,a7ff24r_d7aea3d28b581d05,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_8h,,single,"ZScore(Mean(mark_index_basis_bps,8))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_8f045f7916cafaf5,a7ff24r_f38e776e4a9338ce,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_24h,,single,"ZScore(Mean(mark_index_basis_bps,24))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_454a597b2f65d7db,a7ff24r_f78f703c043d4ca5,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,zmean_72h,,single,"ZScore(Mean(mark_index_basis_bps,72))",basis_premium_like,P0,ordinary_alpha_valid,False,skel_a311ee3fdacdeca2,prod_67e3ed6e234863cf,a7ff24r_fe0e46a6ad043180,shard_00,,,,,
L1_single_field_transform,mark_index_basis_bps,,basis_premium_like,,primary_signal_seed,,level,,single,mark_index_basis_bps,basis_premium_like,P0,ordinary_alpha_valid,False,skel_ca36cd3eaf5a3a94,prod_9565c946a2809299,a7ff24r_09b35fe95cd05cef,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_2h,level,gated_sign,"Mul(Mean(mark_index_basis_bps,2),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_393b83dde6320cee,a7ff24r_01cf1067ca4f1d1b,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_1h,level,gated_sign,"Mul(Mean(mark_index_basis_bps,1),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_9e434d369a2f0a3f,a7ff24r_12c28f14b2e253f4,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_2h,level,gated_sign,"Mul(Delta(mark_index_basis_bps,2),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_d07844f9a60a42f7,a7ff24r_168885405125bba0,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_4h,level,gated_sign,"Mul(Delta(mark_index_basis_bps,4),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_6465c8500ea9bfbb,a7ff24r_18d238dbb46f8356,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_4h,level,gated_sign,"Mul(Mean(mark_index_basis_bps,4),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_6b4eae51c72cbda7,a7ff24r_2aba0095eb16d0ce,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_12h,level,gated_sign,"Mul(Delta(mark_index_basis_bps,12),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_86d9eb9b04888f8e,a7ff24r_654bac19bfd68712,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_8h,level,gated_sign,"Mul(Mean(mark_index_basis_bps,8),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_dd5f1d6c8f31e579,a7ff24r_721fa669f6c5e4fa,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,mean_12h,level,gated_sign,"Mul(Mean(mark_index_basis_bps,12),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_8136acb0c68759d3,a7ff24r_96d6f119dec2cfa2,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_1h,level,gated_sign,"Mul(Delta(mark_index_basis_bps,1),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_6630d09a0c348867,a7ff24r_cd42b88abdb7431f,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_8h,level,gated_sign,"Mul(Delta(mark_index_basis_bps,8),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_136259b72205469f,prod_c42abd7fdc72f237,a7ff24r_e4aa857356712920,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_2h,level,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,2)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_51c2bb588b20fa9e,prod_6ff06b3782478da4,a7ff24r_0f268297ef2840ff,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_4h,level,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,4)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_51c2bb588b20fa9e,prod_8271c6dd55e45f1d,a7ff24r_1d3f3101ab99b27f,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,level,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_51c2bb588b20fa9e,prod_07934430548c1e30,a7ff24r_2ab082367c1b62e6,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_8h,level,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,8)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_51c2bb588b20fa9e,prod_5911b212750c52bc,a7ff24r_2c0d6c573917da43,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_12h,level,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,12)),Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_51c2bb588b20fa9e,prod_29fd5cc45ab1ff60,a7ff24r_bc32b0288dcab0a1,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_1h,gated_sign,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,1)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_c25b32e39b6b7e0a,a7ff24r_1d2b1df468a7a96c,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_4h,gated_sign,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,4)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_3167d66c71d97895,a7ff24r_291a13ec6e55c045,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_2h,gated_sign,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,2)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_72333dcce7590c56,a7ff24r_3e2fde77fbddbec6,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_8h,gated_sign,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_ee6ee7477bab517b,a7ff24r_48f9f812cd8214e5,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_12h,gated_sign,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,12)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_ab5d34688703ac8f,a7ff24r_6b6636564de3dfde,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_1h,gated_sign,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,1)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_fe8592a45e62448b,a7ff24r_6c90b9509851a83f,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,delta_8h,gated_sign,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,8)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_1aa55e43d651f449,a7ff24r_7621f8118c16f1ec,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_4h,gated_sign,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,4)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_dd53343b2bfde2fc,a7ff24r_b0d378e198b93b66,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_12h,gated_sign,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,12)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_0de9e9b29e73d75b,a7ff24r_c788201269d6553a,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,mean_2h,gated_sign,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,2)))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_a2f58ee62d9e7ad2,prod_84e929f0d825f65a,a7ff24r_d34e5a1ebc8a9542,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,zmean_4h,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_af8c1327eb17d836,prod_4836c4a0e04f731a,a7ff24r_8df15a328689de4d,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,zmean_1h,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,1))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_af8c1327eb17d836,prod_1b7cddd93c9a9a7f,a7ff24r_b4fdfbf0e95cd293,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,zmean_1h,zmean_2h,gated_sign,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,2))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_af8c1327eb17d836,prod_072ae4ae45102b6f,a7ff24r_be3665cc85e43910,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_2h,gated_sign,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_c80f62c274b367a9,prod_8059d73f6d7fc9e1,a7ff24r_03973baca083813c,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_1h,gated_sign,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,1))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_c80f62c274b367a9,prod_66ef301d31f278f8,a7ff24r_09c2ead438b1c084,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_4h,gated_sign,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,4))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_c80f62c274b367a9,prod_dfa2ad93cff16465,a7ff24r_9541ec8967117ee6,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_8h,gated_sign,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,8))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_c80f62c274b367a9,prod_f29dbac35635eb07,a7ff24r_be85852a429d432f,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,zmean_12h,gated_sign,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,12))))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_c80f62c274b367a9,prod_8fc167259d68c008,a7ff24r_db273ce127bc4c60,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,level,level,gated_sign,"Mul(mark_index_basis_bps,Sign(premium_close_bps))",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_d9d4f69744bac825,prod_792cc7ff8b3af71c,a7ff24r_5abdbff8f1a9df35,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_1h,level,mul,"Mul(Delta(mark_index_basis_bps,1),premium_close_bps)",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_0994b3a36a4d53ba,prod_51f10efaa8954181,a7ff24r_4badde106bddfdc1,shard_00,,,,,
L2_typed_two_field_interaction,mark_index_basis_bps,premium_close_bps,basis_premium_like,basis_premium_like,primary_signal_seed,exploratory_signal_seed,delta_12h,level,mul,"Mul(Delta(mark_index_basis_bps,12),premium_close_bps)",basis_premium_like|basis_premium_like,P0,role_mixed_allowed,False,skel_0994b3a36a4d53ba,prod_0c8d5460c371f31a,a7ff24r_5179e095cab6585f,shard_00,,,,,
