candidate_id,symbol,gross_pnl_sum_may,positive_hour_rate_may,long_hours,short_hours,flat_hours,avg_position,avg_abs_position
a7v3_rolling_self_reproduction_12_3eb1e9032578,BTCUSDT,0.1635116842694294,0.4186991869918699,357,0,148,0.35346534653465345,0.35346534653465345
a7v3_rolling_self_reproduction_12_3eb1e9032578,ETHUSDT,-0.19600398541464037,0.10365853658536585,122,3,380,0.11782178217821782,0.12376237623762376
a7v3_rolling_self_reproduction_12_3eb1e9032578,SOLUSDT,-0.18215179918217772,0.45121951219512196,1,477,27,-0.47128712871287126,0.47326732673267324
a7v3_rolling_self_reproduction_12_519354de8b22,BTCUSDT,0.20450948121114554,0.3800813008130081,315,0,190,0.3118811881188119,0.3118811881188119
a7v3_rolling_self_reproduction_12_519354de8b22,ETHUSDT,-0.21997542020383298,0.1483739837398374,165,0,340,0.16336633663366337,0.16336633663366337
a7v3_rolling_self_reproduction_12_519354de8b22,SOLUSDT,-0.21851715381480252,0.4491869918699187,0,480,25,-0.4752475247524752,0.4752475247524752
a7v3_rolling_self_reproduction_12_9fa317374c73,BTCUSDT,0.15014394971424821,0.42276422764227645,363,0,142,0.3594059405940594,0.3594059405940594
a7v3_rolling_self_reproduction_12_9fa317374c73,ETHUSDT,-0.1442691489455422,0.10365853658536585,117,0,388,0.11584158415841585,0.11584158415841585
a7v3_rolling_self_reproduction_12_9fa317374c73,SOLUSDT,-0.21851715381480252,0.4491869918699187,0,480,25,-0.4752475247524752,0.4752475247524752
a7v3_rolling_self_reproduction_12_b26d29c81a80,BTCUSDT,0.1150183154326117,0.46747967479674796,413,0,92,0.4089108910891089,0.4089108910891089
a7v3_rolling_self_reproduction_12_b26d29c81a80,ETHUSDT,-0.09292360726289495,0.05894308943089431,67,1,437,0.06534653465346535,0.06732673267326733
a7v3_rolling_self_reproduction_12_b26d29c81a80,SOLUSDT,-0.21453879608087512,0.4491869918699187,0,479,26,-0.47425742574257423,0.47425742574257423
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,BTCUSDT,0.082972169896399,0.5304878048780488,477,0,28,0.47227722772277225,0.47227722772277225
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,ETHUSDT,-0.03361556289889822,0.0,3,5,497,-0.0019801980198019802,0.007920792079207921
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,SOLUSDT,-0.222238785736262,0.4410569105691057,0,475,30,-0.47029702970297027,0.47029702970297027
