candidate_id,family_id,replay_rows,positive_rows,control_clean_rows,split_pass_rows,median_net_book_return,median_control_ratio,max_abs_net_book_return,train_split_pass_count,train_median_net_book_return,train_median_control_ratio,oos_split_count,oos_positive_split_count,oos_control_clean_split_count,oos_min_net_book_return,oos_worst_control_ratio,book_survivor
a7ffcore33_000,F1b_taker_flow_market_panel,32,11,10,0,-0.008374795216135681,1.5065170487510873,5.365056743481197,0,0.01140730754379183,1.5195844315648919,3,0,1,-0.049419733022339644,5.264269489052568,False
a7ffcore33_001,F1b_taker_flow_market_panel,32,15,11,8,-0.00015382627234794186,1.256923672316541,28.45643203729857,1,-0.09669084792770445,1.003037721621491,3,2,1,-0.00858156187622808,12.412021023194525,False
a7ffcore33_002,F2a_basis_funding_independent,32,21,9,9,0.022776011541485786,1.8963162853295996,27.9264103698181,1,-0.002268152358010411,1.2840436601487737,3,2,1,-0.0007817388996481896,4.890055818541871,False
a7ffcore33_003,F2a_basis_funding_independent,32,13,12,0,-0.006909584010019898,1.4204805641200957,7.1305851405411955,0,-0.07375290223071351,0.9029985260606961,3,2,1,-0.047203007757198066,3.6427103414094812,False
a7ffcore33_004,F2a_basis_funding_independent,32,14,5,1,-0.008552879950031638,1.8906453297076937,15.120326057449914,0,0.0005395496380515398,2.79463164509692,3,1,0,-0.16514199264440688,2.229609149096584,False
a7ffcore33_005,F2a_basis_funding_independent,32,12,10,0,-0.03224033167678863,1.2864583742221316,3.7765388391744343,0,-0.06671322602033615,1.1840168966050175,3,2,1,-0.11339215278998016,1.7660980702570397,False
a7ffcore33_006,F1b_taker_flow_market_panel,32,8,6,0,-0.029460975672584027,1.4270356196674365,6.400313148639165,0,-0.017529482735786587,6.583886561822666,3,0,0,-0.03579949089093134,1.7329631325675576,False
a7ffcore33_007,F1a_aggtrades_flow_microstructure,32,14,19,8,-0.0018216352318413554,0.7438549587526416,31.010512298583983,0,-0.13704299801588057,0.6378924903584937,3,2,2,-0.035012402437627314,6.665251100623106,False
a7ffcore33_008,F1a_aggtrades_flow_microstructure,32,19,10,5,0.004722947466187179,1.6411851381627065,17.701830139160155,1,0.014275388181209565,5.732481917652098,3,2,1,-0.147242068618536,2.2729489456811436,False
a7ffcore33_009,F2a_basis_funding_independent,32,23,6,2,0.030610666235908867,1.8906030842584087,8.543594604422339,0,0.019508536366745828,1.1762927588156145,3,3,0,0.0030953364693559705,5.586386297754103,False
a7ffcore33_010,F2a_basis_funding_independent,32,15,6,6,-0.004740048389881849,1.534589630181765,19.014614120499232,0,-0.00017038341611623747,1.7251606064755927,3,1,1,-0.19559590555820613,3.8000759693682484,False
a7ffcore33_011,F2a_basis_funding_independent,32,26,3,3,0.025167775680776685,2.0137308932409304,6.553406662300229,0,0.028732302606105806,1.7124087467412266,3,2,0,-0.006970799015834927,3.452096992209433,False
a7ffcore33_012,F1b_taker_flow_market_panel,32,16,5,0,0.0003192878942936657,1.5842710676433023,5.062454452387057,0,0.031194678515195848,2.1411361450060826,3,0,0,-0.02781912927236408,2.1211783950893537,False
a7ffcore33_013,F2a_basis_funding_independent,32,17,10,0,0.02637672365177423,1.1995454008203457,10.82036500518024,0,0.19241684138169513,1.1943897859354395,3,1,1,-0.11154960681032389,1.3828750862204082,False
a7ffcore33_014,F1b_taker_flow_market_panel,32,12,12,4,-0.02136129076499492,1.8530199079468401,18.006744400040247,0,-0.16706743124779314,0.8838936673354159,3,1,0,-0.18626276441011577,2.912982359617082,False
a7ffcore33_015,F1a_aggtrades_flow_microstructure,32,9,14,3,-0.024992622300982474,1.1335493142347488,42.32853598022461,0,-0.23184040808677675,0.4848516103734758,3,1,0,-0.05662733675539494,2.9999513254068537,False
a7ffcore33_016,F1a_aggtrades_flow_microstructure,32,14,5,2,-0.00047661978262476617,1.8498767715145226,15.106588134765625,0,0.002716489545069635,3.5786750651413675,3,0,0,-0.013695842459273992,3.210249108089518,False
a7ffcore33_017,F1a_aggtrades_flow_microstructure,32,25,10,7,0.023990794971585273,1.48325195189161,15.07010675048828,2,0.09590797251462936,1.3175366019523742,3,3,1,0.00017681356752291327,5.107054355830117,False
a7ffcore33_018,F1a_aggtrades_flow_microstructure,32,32,14,14,0.034660139814019206,1.157039699287158,9.781279792785645,0,0.01656768223643303,4.622702477250438,3,3,2,0.034274166584014894,1.2432644711642908,False
a7ffcore33_019,F1b_taker_flow_market_panel,32,10,5,0,-0.04184194786287844,1.6683488743943091,30.746249908502215,0,-0.053065522963181136,1.0395186014293123,3,1,0,-0.5679458248568698,10.502094217252896,False
a7ffcore33_020,F1a_aggtrades_flow_microstructure,32,30,8,8,0.04678496471047401,1.9393970572022434,15.778976669311524,0,0.04678496471047401,3.0025014859443697,3,3,1,0.00903036831319332,3.488483069340729,False
