candidate_id,interval,horizon,motif_family,priority,expression,feature_families,source_features,train_orientation,symbols,train_2024_n_dates,train_2024_mean_ic,train_2024_icir,train_2024_ic_positive_rate,train_2024_ls_mean,train_2024_ls_annualized,train_2024_ls_sharpe_proxy,train_2024_ls_hit_rate,train_2024_turnover_mean,validation_2025H1_n_dates,validation_2025H1_mean_ic,validation_2025H1_icir,validation_2025H1_ic_positive_rate,validation_2025H1_ls_mean,validation_2025H1_ls_annualized,validation_2025H1_ls_sharpe_proxy,validation_2025H1_ls_hit_rate,validation_2025H1_turnover_mean,recent_oos_2025H2_2026_n_dates,recent_oos_2025H2_2026_mean_ic,recent_oos_2025H2_2026_icir,recent_oos_2025H2_2026_ic_positive_rate,recent_oos_2025H2_2026_ls_mean,recent_oos_2025H2_2026_ls_annualized,recent_oos_2025H2_2026_ls_sharpe_proxy,recent_oos_2025H2_2026_ls_hit_rate,recent_oos_2025H2_2026_turnover_mean,hard_blockers,decision
crypto_a1_1h_1_price_momentum_continuation_cd58bdfa34b6,1h,1,price_momentum_continuation,medium,Rank(ret_3),['price'],['ret_3'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8781,0.026308622272302594,0.07360542506770401,0.5218678815489749,-0.00011180541150964517,-0.9794154048244917,-1.6498052563797665,0.5068898758683521,0.8749857679608334,4344,0.023168633894871782,0.06353010267037465,0.5195672191528545,1.1477447060171821e-05,0.10054243624710515,0.19701751036753357,0.5094383057090239,0.8864072453757005,7295,0.04124358045699569,0.11687989098785685,0.544893762851268,0.00012192828650370027,1.0680917897724143,2.8184430924485984,0.5337902673063742,0.8995202193283071,[],KEEP_REPLAY_CANDIDATE
crypto_a1_1h_1_price_momentum_continuation_fd4cc71299e6,1h,1,price_momentum_continuation,medium,Rank(ret_24),['price'],['ret_24'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8760,0.013995149869731502,0.03898880440579969,0.5179815047379838,-0.00015941508482981146,-1.3964761431091484,-2.317690372719256,0.4985159817351598,0.33249838703556106,4344,0.0232087464785222,0.0624425873270005,0.5220994475138122,1.551691938570464e-05,0.13592821381877265,0.24482162964164447,0.5117403314917127,0.34093176759536414,7295,0.03456837088018634,0.09619879887258277,0.5383139136394791,0.00011680321445356821,1.0231961586132576,2.679809820844615,0.5313228238519534,0.36170893305917295,[],KEEP_REPLAY_CANDIDATE
crypto_a1_1h_1_price_momentum_continuation_caae96ebcea8,1h,1,price_momentum_continuation,medium,Rank(ret_6),['price'],['ret_6'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8778,0.02786760585339431,0.07894130874617454,0.5264896889597812,-0.00010378092182280706,-0.9091208751677898,-1.5199965683278658,0.5060378218272955,0.6380887320201905,4344,0.012438317396814261,0.03419444732288404,0.513121546961326,-8.712028360025955e-05,-0.7631736843382736,-1.4321663964593094,0.4976979742173112,0.638421981733057,7295,0.03946070033234042,0.11099944149780332,0.5492803289924606,0.00011083412660952243,0.9709069490994164,2.5372070342118818,0.5337902673063742,0.6594928032899247,[],HOLD_RESEARCH
crypto_a1_1h_1_price_momentum_continuation_7b779638e1a8,1h,1,price_momentum_continuation,medium,Rank(ret_12),['price'],['ret_12'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8772,0.01628670041630549,0.045571903936159654,0.5170448067495155,-0.0002139018935636814,-1.873780587617849,-3.133225366022722,0.49601003191974463,0.46248434475691674,4344,0.009726334405083102,0.026620359382252483,0.5087476979742173,-8.953971244667023e-05,-0.7843678810328313,-1.4614570250526946,0.5094383057090239,0.45728758922403867,7295,0.03660376864884805,0.10290307560628156,0.5410555174777245,8.45065409819112e-05,0.740277299001542,1.9400780412365133,0.5291295407813571,0.4861777473155129,[],HOLD_RESEARCH
crypto_a1_1h_1_basis_premium_continuation_2f57cd57cb58,1h,1,basis_premium_continuation,medium,Rank(premium_index),['basis'],['premium_index'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8784,0.016352491589601486,0.051408899288544765,0.5177046567232153,0.00020155287928879894,1.7656032225698788,3.492937303189854,0.5144581056466302,1.0697180158639794,4344,0.005937144381295102,0.018596278084190787,0.5006906077348067,1.4958414399208036e-05,0.1310357101370624,0.2800898465545235,0.5046040515653776,1.1409164172231177,7295,0.009911255982625518,0.03219301215338272,0.5124057573680603,2.8586441268661602e-05,0.2504172255134756,0.7950275908977392,0.5051405071967101,1.0123372172721041,[],KEEP_REPLAY_CANDIDATE
crypto_a1_1h_1_basis_premium_continuation_97d363b5f73e,1h,1,basis_premium_continuation,medium,Rank(mark_minus_index),['basis'],['mark_minus_index'],-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8784,0.007137022532697103,0.022013162617450895,0.512694978936582,5.1595844194570094e-05,0.45197959514443403,0.8980638511978953,0.5031876138433515,0.28669019697142206,4344,0.022715417851249847,0.0595575081232437,0.513121546961326,2.2776098963665794e-05,0.19951862692171235,0.3843956156651144,0.516804788213628,0.3188272315603653,7295,0.01418509657739889,0.04217361399722813,0.5184372858122002,2.329215174648573e-05,0.20403924929921502,0.5577590113201746,0.5084304318026045,0.19332876399360294,[],KEEP_REPLAY_CANDIDATE
crypto_a1_1h_1_price_basis_confirmation_a3ece719e014,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_3),Rank(premium_index))","['basis', 'price']","['ret_3', 'premium_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8781,0.02376787477248401,0.07283432875174149,0.5211845102505694,6.0042290834162226e-05,0.5259704677072611,0.9820645027491194,0.5116729301901833,1.0341948461042165,4344,0.016476162778530968,0.049000892783647367,0.5161141804788214,6.769560633908057e-05,0.5930135115303458,1.2804795720887103,0.5080570902394107,1.092485992785325,7295,0.031432285861921115,0.0953711963623309,0.535709389993146,5.799598833852538e-05,0.5080448578454824,1.4069498673553866,0.5277587388622345,1.050491204021019,[],KEEP_REPLAY_CANDIDATE
crypto_a1_1h_1_price_basis_confirmation_af6489903a6a,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_3),Rank(mark_minus_index))","['basis', 'price']","['ret_3', 'mark_minus_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8781,0.02205977536496836,0.06579900444971587,0.5284738041002278,-1.854788524515479e-05,-0.16247947474755595,-0.30360780310770313,0.5219223323083931,0.7177881513529925,4344,0.028572923041618938,0.08126364568515006,0.5310773480662984,-1.0031495637852132e-06,-0.008787590178758468,-0.01860310434374118,0.5087476979742173,0.6929158032082278,7295,0.03631408688847827,0.10746349285402368,0.5480466072652501,7.126259637640828e-05,0.6242603442573366,1.6659167589966501,0.5368060315284442,0.6955905871601554,[],HOLD_RESEARCH
crypto_a1_1h_1_price_basis_confirmation_419b4b2e5a89,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_24),Rank(premium_index))","['basis', 'price']","['ret_24', 'premium_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8760,0.01725027892153103,0.052264952687523944,0.520493206987099,6.741467776462642e-05,0.5905525772181275,1.098557119919291,0.5085616438356164,0.8155148202967855,4344,0.016298247555312808,0.04748807131704484,0.5179558011049724,2.1031851688866374e-05,0.18423902079446944,0.36478136694707997,0.5119705340699816,0.863765446312073,7295,0.029231501338246195,0.08781770228127823,0.53776559287183,8.965183295505461e-05,0.7853500566862783,2.2023962496886917,0.5232350925291296,0.8185515193054603,[],KEEP_REPLAY_CANDIDATE
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,1h,1,price_basis_confirmation,medium,"Mul(Rank(ret_24),Rank(mark_minus_index))","['basis', 'price']","['ret_24', 'mark_minus_index']",-1.0,"['ADAUSDT', 'AVAXUSDT', 'BCHUSDT', 'BNBUSDT', 'BTCUSDT', 'DOGEUSDT', 'ETHUSDT', 'LINKUSDT', 'LTCUSDT', 'SOLUSDT', 'SUIUSDT', 'XRPUSDT']",8760,0.015654204716941265,0.04737553009833065,0.5210640484073524,-5.379977339156363e-05,-0.4712860149100974,-0.9108225321114287,0.5077625570776255,0.39215909522183,4344,0.02857951300895327,0.08175796106899688,0.5317679558011049,2.5517175702877106e-05,0.22353045915720346,0.4421012327274806,0.524171270718232,0.382377772660987,7295,0.034907588367738086,0.10372068998320272,0.535709389993146,0.0001239365402268292,1.085684092387024,2.9978229532323906,0.5289924605894448,0.37770162211560426,[],KEEP_REPLAY_CANDIDATE
