candidate_id,cell_id,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,source_field_families,expression,orientation,train_ic_mean,series,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_10bp,validation_2025H1,4296,-1.4385637630247e-05,-0.12601818564096373,0.0029337768181989196,-0.45893808258256746,-0.2687332012563199,0.20041899441340782,-0.06180069925954111,-0.37027528950397465,-0.07742415282282422,-0.3157014203879698,-0.06297674370765013,-0.008063708582260269,-0.003500430311491444,0.0,0.003667555000688317,0.036540788614256685,0.18227221594064813
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_10bp,recent_oos_2025H2_2026Apr,7248,1.4340862334448677e-06,0.01256259540497704,0.0019084246453588622,0.07033189247844114,0.057409425170875224,0.18184326710816778,0.010394257020008402,-0.4531894848196969,-0.002810496777931548,-0.36891183636557323,-0.026154713187386276,-0.006191888750949154,-0.0027975877250334315,0.0,0.002751417155743668,0.036205389992641654,0.1778421633554084
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_10bp,fresh_forward_2026May,416,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,validation_2025H1,4296,-5.092642624450367e-05,-0.4461154939018521,0.002939734669469258,-1.6213886163512663,-0.9569436838864487,0.1962290502793296,-0.21877992714638775,-0.39206788324509356,-0.21152123778648657,-0.3304932713001576,-0.06322674370765013,-0.008269664258027097,-0.0035854225230609544,0.0,0.0035762517212347463,0.036540788614256685,0.18227221594064813
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,recent_oos_2025H2_2026Apr,7248,-3.477130375919679e-05,-0.3045966209305639,0.0019135829537731258,-1.7006922569939198,-1.3906640907365806,0.17591059602649006,-0.25202240964665834,-0.5993607861631285,-0.23303144790299668,-0.4562359410971203,-0.026154713187386276,-0.006304237541711788,-0.0029609732892908283,0.0,0.00267567158401997,0.036205389992641654,0.1778421633554084
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,raw_20bp,fresh_forward_2026May,416,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,residual_vs_funding_10bp,validation_2025H1,4296,-1.4385637630247e-05,-0.12601818564096373,0.0029337768181989196,-0.45893808258256746,-0.2687332012563199,0.20041899441340782,-0.06180069925954111,-0.37027528950397465,-0.07742415282282422,-0.3157014203879698,-0.06297674370765013,-0.008063708582260269,-0.003500430311491444,0.0,0.003667555000688317,0.036540788614256685,0.18227221594064813
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,residual_vs_funding_10bp,recent_oos_2025H2_2026Apr,7248,1.4340862334448677e-06,0.01256259540497704,0.0019084246453588622,0.07033189247844114,0.057409425170875224,0.18184326710816778,0.010394257020008402,-0.4531894848196969,-0.002810496777931548,-0.36891183636557323,-0.026154713187386276,-0.006191888750949154,-0.0027975877250334315,0.0,0.002751417155743668,0.036205389992641654,0.1778421633554084
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,residual_vs_funding_10bp,fresh_forward_2026May,416,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a7o_l1_C0000_0096,C0000,H11_regime_conditional_non_may,P0_price_return,ResidualizeVsCore4,spread_12_vs_48,price,"RegimeMaskNonMay(F7_trend_reversal,Decay(ResidualizeVsFundingCore(Mul(Neg(Rank(TSMean(ret_12,4))),ResidualizeVsCore4(Mul(Rank(TSMean(ret_12,16)),ZScore(TSMean(ret_3,24)))))),20))",1.0,,residual_vs_core4_10bp,validation_2025H1,4296,-1.4385637630247e-05,-0.12601818564096373,0.0029337768181989196,-0.45893808258256746,-0.2687332012563199,0.20041899441340782,-0.06180069925954111,-0.37027528950397465,-0.07742415282282422,-0.3157014203879698,-0.06297674370765013,-0.008063708582260269,-0.003500430311491444,0.0,0.003667555000688317,0.036540788614256685,0.18227221594064813
