candidate_id,cell_id,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,source_field_families,expression,orientation,train_ic_mean,series,fold_id,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F0_validation_2025H1,4296,-0.00014686315695103564,-1.2865212548910723,0.0043964273348534085,-3.126547371002477,-2.6923442231373347,0.18179702048417132,-0.6309241222616491,-1.4838916179950496,-0.48956682061852363,-0.7774956716237615,-0.04177866733413191,-0.014112602759516117,-0.0070753903459753785,0.0,0.0057568314788806725,0.015840627474975756,0.1624061661463625
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F0_recent_2025H2_2026Apr,7248,1.4693350598890438e-05,0.12871375124628023,0.0030884146168800508,0.4452842102091956,0.33289423805137686,0.12486203090507726,0.1064974051407579,-1.5690178422999765,0.07457707563571692,-0.7937206515288386,-0.027414490131214636,-0.011022199211769772,-0.0043074999211617105,0.0,0.004523903488179648,0.01221961941447376,0.12409247416104224
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F1_high_realized_vol,3463,0.00016594673766167985,1.4536934219163156,0.005618795753199389,2.7642513262853874,3.226220042453412,0.352873231302339,0.5746735525223974,-1.6043827400955895,0.6820325912092364,-0.8035768342089012,-0.04177866733413191,-0.016005948100859976,-0.008984996510039677,0.0,0.008558046564810868,0.03205196073657315,0.30885660122641473
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F2_low_liquidity,3463,3.3937067834798183e-06,0.029728871423283208,0.00041331602495062354,0.7685004491910051,0.17734746037892396,0.004620271440947156,0.01175240659119061,-0.03391714443454136,0.011523452547059776,-0.03344477209954255,-0.0050611992932357635,0.0,0.0,0.0,0.0,0.0003761867307587654,0.005109794906626686
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F3_high_liquidity_high_vol,3341,0.00012491150240428073,1.0942247610614992,0.005831891254696191,2.004680047192266,2.640477271003448,0.38940436994911704,0.41732932953270196,-1.9073607902824166,0.4341732232649447,-0.8549106639210653,-0.0311446508355541,-0.01621340150008413,-0.009379367388984653,0.0,0.009012271059317314,0.038429122218938655,0.3517774408520921
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F4_basis_dislocation,3463,0.0001416281939606179,1.2406629790950128,0.002847625310177642,4.654991859009305,3.5028907892161234,0.1458273173548946,0.49045843568561975,-0.32884910547178836,0.6102491415208171,-0.284261245087012,-0.0311446508355541,-0.009431982003260739,-0.0037326158118192324,0.0,0.0048350127958401165,0.012295686396573484,0.12122764491315484
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F5_funding_neutral,5775,0.00010894380497829269,0.9543477316098439,0.002610225301134539,3.906398976383849,3.01195659300108,0.12017316017316017,0.6291504737496403,-0.30025401906636484,0.8394739034976699,-0.2607972533915598,-0.022675565013773526,-0.008897210690973571,-0.0033360646904404176,0.0,0.004252487155517193,0.01088883162825878,0.10617252685880299
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F6_cross_symbol_dispersion,3463,-0.00015805534117380805,-1.3845647886825585,0.005190595451875313,-2.8499946699000187,-2.7452838305863807,0.23823274617383772,-0.5473456464848973,-1.7142905813114324,-0.44791657241752836,-0.8243388133581618,-0.04177866733413191,-0.0169266609960675,-0.008949004339236842,0.0,0.007084393756881998,0.021605360272373655,0.21633073856769838
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F7_trend_reversal,4178,-5.351724520111122e-05,-0.46881106796173433,0.003750639926760957,-1.3354893548045106,-1.031474903211153,0.16802297750119674,-0.2235950504502427,-1.217831332421783,-0.2235866867181131,-0.7082742927055197,-0.04177866733413191,-0.013380409986410309,-0.005607269571003478,0.0,0.005322223825060409,0.01618386889133085,0.15896908827677012
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F8_low_vol_high_liquidity,478,2.9332171185652204e-05,0.2569498195863133,0.001427266709952726,1.9234952923104147,0.8380627617526176,0.0397489539748954,0.014020777826741753,-0.026265960521107704,0.013626283920384674,-0.02615681323849295,-0.01607305451982245,-0.003721906204197394,0.0,0.0,0.0,0.0033124128312412835,0.043923057446416655
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F9_liquidity_shock,2886,-2.180754286038193e-06,-0.019103407545694572,0.0032978169574708832,-0.06189167565807431,-0.05074263113529704,0.14622314622314622,-0.006293656869506226,-0.5380929589629544,-0.021748350805868677,-0.4212085834547292,-0.022675565013773526,-0.011759520927981895,-0.0049433004379286025,0.0,0.005070498340584404,0.012609978719214673,0.1393948570259366
a7o_l1_C0320_2036,C0320,H03_basis_premium_residual,P3_trade_size,TSMeanRank,H48,liquidity,"ResidualizeVsFundingCore(TSMean(RegimeMaskNonMay(F3_high_liquidity_high_vol,Sub(Rank(TSMean(number_of_trades,36)),Rank(TSMean(number_of_trades,3)))),16))",1.0,,raw_10bp,F10_volatility_compression,4041,-2.1243397952923974e-05,-0.186092166067614,0.004224006296779483,-0.47070789322041884,-0.4712440304393843,0.19425884682009403,-0.08584457112776578,-1.2400475342571107,-0.114687566016619,-0.7142570365795272,-0.04177866733413191,-0.012176958122303669,-0.006455862351025696,0.0,0.005791619275012878,0.01743399602378493,0.19122410200699788
