candidate_id,arm,family,object_type,signal_mode,expression,expr_hash,horizon,source_fields,source_field_families,series,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_10bp,train_2024,8736,-0.000260489365537883,-2.281886842111855,0.00428216544470172,-5.693490606490912,-7.588310327970457,0.4716117216117216,-2.2756350973389456,-2.601593748301678,-0.9052176557549252,-0.9311529816699128,-0.03920236423127778,-0.012264116471726167,-0.0069428221086928876,-0.00014006624743793028,0.006389152150667526,0.22260411748360345,0.4564683242908648
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_10bp,validation_2025H1,4296,-5.6462962161925195e-05,-0.49461554853846473,0.00407053847806831,-1.2982664886340523,-1.897822697095769,0.49115456238361266,-0.24256488544763063,-0.5605779631931038,-0.24281103829546258,-0.4381481092303524,-0.04012218589341918,-0.010075371955665201,-0.006122685871172061,-6.028531109718138e-05,0.005945687052581594,0.2516432833535925,0.4876954578836744
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_10bp,recent_oos_2025H2_2026Apr,7248,-0.00018179415756902658,-1.592516820304673,0.003098037760970554,-5.492186396029868,-7.677291570210627,0.4735099337748344,-1.3176440540603047,-1.336893733841905,-0.7414199732706547,-0.7463375845244513,-0.02496548765056009,-0.009105582884901276,-0.004953728255443608,-0.00013611269085657952,0.004475930941247443,0.2509197939661516,0.5
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_10bp,fresh_forward_2026May,392,-0.0006641962902695486,-5.818359502761245,0.003234439776523009,-19.219825019565324,-26.38010259251048,0.3877551020408163,-0.26036494578566305,-0.2862917741465993,-0.23086983865369504,-0.25048557851093844,-0.018124389272168126,-0.009663333672533329,-0.005342388957435158,-0.0005389186156826784,0.003505262300007094,0.257015306122449,0.5
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_20bp,train_2024,8736,-0.00048309348302148645,-4.231898911268221,0.0042859273045921225,-10.549659228241797,-14.085682608519738,0.44150641025641024,-4.2203046676757054,-4.3917537999713385,-0.9864550501698323,-0.9885177946440397,-0.03928445203499046,-0.012454957028636072,-0.007175302903108543,-0.0003689856017249112,0.006140168839126761,0.22260411748360345,0.4564683242908648
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_20bp,validation_2025H1,4296,-0.0003081062455155177,-2.699010710715935,0.004073208754953904,-7.0797168129096635,-10.3213755762005,0.4615921787709497,-1.323624430734664,-1.3697506721958619,-0.7432014993622565,-0.7544303948635092,-0.04028885256008584,-0.010295400156168338,-0.006329366393129792,-0.0003251490791936325,0.00574597343470754,0.2516432833535925,0.4876954578836744
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_20bp,recent_oos_2025H2_2026Apr,7248,-0.0004327139515351782,-3.7905742154481614,0.0030993832032315256,-13.067053701126214,-18.262383096718366,0.4304635761589404,-3.136310720726972,-3.151310400508573,-0.958072906847657,-0.9586951857745021,-0.02513215431722676,-0.00934789880492359,-0.005248347483991869,-0.00038987317676768697,0.004257828593943198,0.2509197939661516,0.5
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,raw_20bp,fresh_forward_2026May,392,-0.0009212115963919975,-8.069813584393899,0.0032433078968220497,-26.584180063607093,-36.657330719420514,0.33163265306122447,-0.36111494578566306,-0.3672917741465992,-0.30464812311775524,-0.30886611545906806,-0.018541055938834792,-0.010036657407332231,-0.005578566792341221,-0.0007601775672188792,0.0032625163403219646,0.257015306122449,0.5
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,residual_vs_funding_10bp,train_2024,8736,5.4011536797812676e-20,4.73141062348839e-16,0.0042529935691146,1.1886222662451721e-15,1.5902116533256251e-15,0.5157967032967034,4.718447854656915e-16,-0.64718786065366,-0.0760517800693924,-0.5088435344391598,-0.041057544911685,-0.011882395868530814,-0.006608881928844788,0.00012570989903759112,0.006542728790883299,0.22260411748360345,0.4564683242908648
k0_basis_premium_clean_000,K0_basis_premium_clean,basis_premium_clean,generated_candidate,original,"Mul(Rank(mark_index_ratio),Rank(ret_3))",f37b6018bef6cf4e,12,mark_index_ratio;ret_3,basis;price,residual_vs_funding_10bp,validation_2025H1,4296,0.00018641528471404303,1.632997894095017,0.0040590461963618705,4.298427217424609,6.408297211233102,0.5251396648044693,0.8008400631315289,-0.2728855457686126,1.1499394764293065,-0.24476144086525664,-0.038001792172976355,-0.009403044666086675,-0.005690036123193697,0.00017096673207760155,0.0061472510348794165,0.2516432833535925,0.4876954578836744
