decision,label_family,count
A7FF25R3S02_NUMERIC_CLUE,L0_raw_forward_return,20
A7FF25R3S02_NUMERIC_CLUE,L1_cross_sectional_relative_return,19
A7FF25R3S02_NUMERIC_CLUE,L3_liquidity_tier_relative_return,24
A7FF25R3S02_NUMERIC_CLUE,L5_vol_adjusted_return,26
A7FF25R3S02_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,158
HOLD_A7FF25R3S02_CONTROL_DOMINATED,L0_raw_forward_return,175
HOLD_A7FF25R3S02_CONTROL_DOMINATED,L1_cross_sectional_relative_return,176
HOLD_A7FF25R3S02_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,175
HOLD_A7FF25R3S02_CONTROL_DOMINATED,L5_vol_adjusted_return,191
HOLD_A7FF25R3S02_CONTROL_DOMINATED,L7_ranked_future_return,191
HOLD_A7FF25R3S02_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF25R3S02_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,2
HOLD_A7FF25R3S02_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF25R3S02_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,17
HOLD_A7FF25R3S02_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,16
HOLD_A7FF25R3S02_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,16
HOLD_A7FF25R3S02_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,29
HOLD_A7FF25R3S02_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,47
HOLD_A7FF25R3S02_PRE_MAY_UNSTABLE,L0_raw_forward_return,455
HOLD_A7FF25R3S02_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,455
HOLD_A7FF25R3S02_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,452
HOLD_A7FF25R3S02_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,422
HOLD_A7FF25R3S02_PRE_MAY_UNSTABLE,L7_ranked_future_return,272
