candidate_id,semantic_bucket,motif_bucket,replay_rows,median_spread,median_cost_adjusted_spread,max_tstat,min_control_ratio,validation_recent_clean_splits,replay_clean
a7ffcore11e_0700ec30c6b8fb8e9c,liquidity_like|volatility_like,liquidity_shock,12,-0.000352478684304847,-0.0007538042511354814,2.3035410251773105,0.6429475165596822,0,False
a7ffcore11e_835cc04ca784ccc502,taker_flow_like|open_interest_like,flow_x_leverage,12,2.7877728712340955e-05,-0.000608725375300568,2.1110629640153693,0.7973824507106133,0,False
a7ffcore11e_2414f8e2f51a8e9e85,liquidity_like|volatility_like,liquidity_shock,12,0.0005263645500517653,-0.00029020525547813103,2.075046145137423,1.0072293424705487,0,False
a7ffcore11e_f19f4cce024077a6bc,taker_flow_like|basis_premium_like,gated_sign,12,0.0006403822967363942,-0.0003189987922302313,2.018785083212473,1.4888265127056375,0,False
a7ffcore11e_c6c5696a8e9141f9bf,taker_flow_like|basis_premium_like,gated_sign,12,0.0006099196571344435,-0.0003006863663321089,1.9973712708057625,0.33059755215744946,0,False
a7ffcore11e_3a5ff4c4fdf2df5a9f,open_interest_like|positioning_like,delta_x_divergence,12,0.0001726507622890437,-0.000597115332224032,1.9699027807072818,0.4406837965728383,0,False
a7ffcore11e_3a24520d5c00abc2a3,open_interest_like|positioning_like,delta_x_divergence,12,0.0001521475447757118,-0.0005304710157720113,1.9419164417469628,1.0380346953531288,0,False
a7ffcore11e_4ce0c8b245d5808abe,liquidity_like|volatility_like,liquidity_shock,12,0.0011293512554066982,0.0003337908494451047,1.9095601969585492,0.9116398514029472,1,False
a7ffcore11e_39a12c5e1a821ba4d7,liquidity_like|volatility_like,liquidity_shock,12,-0.00014609746104327038,-0.0005536269823321024,1.8831344454429455,0.7691393057279293,0,False
a7ffcore11e_7d56c9ecbc9ab9d958,taker_flow_like|open_interest_like,flow_x_leverage,12,0.00788730168585448,0.00718730168585448,1.881053893192173,0.658308921500043,1,False
a7ffcore11e_123c59e7517b7ef3c6,taker_flow_like|basis_premium_like,gated_sign,12,0.00035247188184904825,-0.00024302389152887477,1.8671848612412678,0.48980223027039566,0,False
a7ffcore11e_393e6f44827ee26050,open_interest_like|positioning_like,delta_x_divergence,12,0.0001260819330164704,-0.000631633955291238,1.8596925534623254,1.1344330026861345,0,False
a7ffcore11e_11882b391b74beae55,liquidity_like|volatility_like,liquidity_shock,12,0.0005352074448874951,-0.0003506290417158396,1.828121177401083,1.1122094144644799,0,False
a7ffcore11e_5ba23f43a8b1fe6632,taker_flow_like|basis_premium_like,gated_sign,12,-0.00022023199560486844,-0.0006975470539567479,1.8021679540894182,1.9038211967146292,0,False
a7ffcore11e_7dd7c256aff9e3f288,open_interest_like|positioning_like,delta_x_divergence,12,0.000102286506354476,-0.0003350406989659672,1.7826477269715442,1.0837012808669242,0,False
a7ffcore11e_0645e71850908e893a,open_interest_like|positioning_like,delta_x_divergence,12,8.749896364120418e-05,-0.000564343682714759,1.7693363482902622,1.3910250992249626,0,False
a7ffcore11e_8f6b5c507d07d416bf,open_interest_like|positioning_like,delta_x_divergence,12,0.00011490374506625573,-0.0002961394043051302,1.7450448896023931,1.261031319886697,0,False
a7ffcore11e_e8c050ca94b5544a55,open_interest_like|positioning_like,delta_x_divergence,12,9.791827680614258e-05,-0.0005667911070766491,1.7016643047524391,1.1823962635186558,0,False
a7ffcore11e_927921c104d8413250,taker_flow_like|open_interest_like,flow_x_leverage,12,0.02825184833397622,0.02755184833397622,1.6988713839657836,0.7848502761339589,0,False
a7ffcore11e_efeeb5b717de848eab,open_interest_like|positioning_like,delta_x_divergence,12,0.00013392960883649394,-0.0005357138355410421,1.6602987418231734,0.9852130002800418,0,False
a7ffcore11e_a632ea315826e6f709,liquidity_like,single,12,-0.0006659205280939725,-0.0012885431601852076,1.656060959995255,0.6256404408122339,1,False
a7ffcore11e_c21abf533e137c4adb,taker_flow_like|basis_premium_like,gated_sign,12,0.00026113979001057044,-0.00027648541499622096,1.5881201753894143,0.7658472674968891,0,False
a7ffcore11e_972c137febb8270f5e,taker_flow_like|open_interest_like,flow_x_leverage,12,0.000799759789383646,0.00021517733797211597,1.5607916270858355,1.18412241824236,0,False
a7ffcore11e_2e9ceddde79416ef0f,taker_flow_like|basis_premium_like,gated_sign,12,-9.924637309133798e-05,-0.0005908556188810035,1.5572771028967243,1.5187564502443323,0,False
a7ffcore11e_1f2c1c1b532d84483b,liquidity_like|volatility_like,liquidity_shock,12,-5.6585876896837506e-05,-0.0007218182546072194,1.5449373668162816,0.7438618795065364,0,False
a7ffcore11e_2589c8bd01327ba35c,open_interest_like|positioning_like,delta_x_divergence,12,-5.017767393335014e-05,-0.0004949721454256112,1.5391876928041575,1.453799305438441,0,False
a7ffcore11e_1942160ee15398d457,open_interest_like,single,12,7.89736299230704e-06,-0.00037443964772106847,1.4858177534110915,0.9148552325962422,1,False
a7ffcore11e_2672660b483c4cfb0e,liquidity_like|volatility_like,liquidity_shock,12,0.0010471391570974695,-0.000258457734641114,1.4821073495639678,0.5249368091707959,0,False
a7ffcore11e_40f891be37b850af13,liquidity_like|volatility_like,liquidity_shock,12,0.0005443981304111606,-0.00037846539578697885,1.437438164241761,0.8764230018362403,0,False
a7ffcore11e_64b7c6f83d3aa012b4,liquidity_like,single,12,0.00024090414197669953,-0.000550587577052578,1.3815766517115575,1.4019119061096732,0,False
a7ffcore11e_954ca2e0b13697327e,open_interest_like|positioning_like,delta_x_divergence,12,0.0007432199131839535,-1.9417608429471607e-05,1.3492669080171473,1.1739114312901355,0,False
a7ffcore11e_1aec87731a157bc5be,liquidity_like|volatility_like,liquidity_shock,12,1.4837566666444041e-05,-0.0006190629712419205,1.346527157859895,1.5489711666504826,0,False
a7ffcore11e_49182c09dd3b9c5213,taker_flow_like|open_interest_like,flow_x_leverage,12,-6.360383015810114e-05,-0.0006330428084623018,1.329667868266587,0.868324214254458,0,False
a7ffcore11e_117db61a4c24d455a6,liquidity_like|volatility_like,liquidity_shock,12,0.00015863046597388244,-0.0006265603468967038,1.2843735146013302,0.6640062775200648,0,False
a7ffcore11e_f8d5c4e118d204c286,liquidity_like,single,12,-0.00017057508196800393,-0.0007259439133814031,1.2758754854465504,2.4508002084319203,0,False
a7ffcore11e_3103906ad46d1df38b,liquidity_like|volatility_like,liquidity_shock,12,6.002527062972555e-05,-0.000699488204387965,1.2207652009738994,1.0339391229371635,0,False
a7ffcore11e_b22e934b8b01b76133,taker_flow_like|basis_premium_like,gated_sign,12,0.00022741160967664097,-0.0003285858676254455,1.2030062414142302,1.4845035789849061,0,False
a7ffcore11e_12acb7538ac2c1de85,liquidity_like|volatility_like,liquidity_shock,12,0.0009963566485181275,-0.00046933524816952007,1.2015086171628193,0.5370393793658677,0,False
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,12,0.0372133290896158,0.0365133290896158,1.185130174432863,0.9351498434019762,1,False
a7ffcore11e_557114329870cf4f2d,liquidity_like|volatility_like,liquidity_shock,12,0.0001720453367488485,-0.0007278780723718904,1.179295741807268,1.0437150873507737,0,False
a7ffcore11e_182f68b6ba2a032d4a,liquidity_like,single,12,0.0002962497987332199,-0.0008615721381861332,1.170830335942849,0.8928426330865749,0,False
a7ffcore11e_0ba480ce00fc18d6d2,liquidity_like|volatility_like,liquidity_shock,12,-0.0015018185769197468,-0.001974767663410676,1.1660764133208097,0.34158090995172796,0,False
a7ffcore11e_620048b49bc3dfd43f,taker_flow_like|basis_premium_like,gated_sign,12,-9.206969898652845e-05,-0.0005379173215885372,1.1657292264193901,1.847447951518293,0,False
a7ffcore11e_7f4ddd6ba1891e3a2c,liquidity_like,single,12,-7.234358411712619e-05,-0.0008968706693773043,1.154219079402454,2.1306677081248804,0,False
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,12,-0.00012674381633265102,-0.000928274296125882,1.1440062124360473,2.0092934948184027,0,False
a7ffcore11e_669405f740974badf1,taker_flow_like|open_interest_like,flow_x_leverage,12,0.000124416772721102,-0.00027748471262567054,1.1319524583450042,0.9255243467332489,0,False
a7ffcore11e_3133e9ebd2783af2e9,liquidity_like|volatility_like,liquidity_shock,12,-3.340391071429924e-05,-0.0007970406831586058,1.0613602011798233,0.5070099964291747,0,False
a7ffcore11e_a7ceb9c23859d4f00b,taker_flow_like|basis_premium_like,gated_sign,12,0.00028815755932952203,-0.0004527128867367815,1.0599919902577204,2.3595133908460024,0,False
a7ffcore11e_2d54ba78481e4e85dd,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.002144898587879784,-0.002844898587879784,1.0489843432308357,0.8316782664813284,0,False
a7ffcore11e_5c55acbd5042b16e79,taker_flow_like|open_interest_like,flow_x_leverage,12,0.00019152720194462615,-0.0006813034983130706,1.0231367438437318,1.9226742828186474,0,False
a7ffcore11e_317c3a2eaa7e3a189f,liquidity_like|volatility_like,liquidity_shock,12,0.000902560295166802,-0.0005919231513709893,1.0083463693760737,0.8144886603927286,0,False
a7ffcore11e_8e9f45a5dc22a8ab8f,open_interest_like|positioning_like,delta_x_divergence,12,0.0004523851893514144,-0.00016278711817877938,0.9880274474611269,1.817602560899998,0,False
a7ffcore11e_08873be32daaf18f8f,liquidity_like,single,12,0.00024382473567663885,-0.0009092583943660402,0.986229559764061,0.9595728413919087,0,False
a7ffcore11e_4831794c3f43dcc5d1,open_interest_like|positioning_like,delta_x_divergence,12,0.00042717016317049046,-0.00017195179731085253,0.9647748004814765,1.4991297371566261,0,False
a7ffcore11e_24d118bdee2c46d2f8,open_interest_like|positioning_like,delta_x_divergence,12,0.0004135032621040032,-0.0004517823829448936,0.9192619610669525,1.1323059156648505,0,False
a7ffcore11e_3da94ac56d8fd1b291,liquidity_like|volatility_like,liquidity_shock,12,0.010194285969715288,0.009494285969715289,0.8867282949563434,2.2732836088820245,0,False
a7ffcore11e_6265acb2b7aaeed67c,open_interest_like|positioning_like,delta_x_divergence,12,0.00036431727666228256,-0.0003725657411718901,0.8793166570870699,2.2071511178686145,0,False
a7ffcore11e_7b72349fd51af1e863,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.00010291775268884142,-0.0006931488267211927,0.8617865556153108,1.1300571583095675,0,False
a7ffcore11e_08612111456ef74614,liquidity_like|volatility_like,liquidity_shock,12,-0.0005059739473347079,-0.001205973947334708,0.8391164767773007,1.5789243362708718,0,False
a7ffcore11e_20915977e99a094b82,taker_flow_like|open_interest_like,flow_x_leverage,12,2.4455983189591047e-05,-0.0007240202063311409,0.8319198415812342,1.8875968985288165,0,False
a7ffcore11e_52fdc3bb64b98000d3,taker_flow_like|open_interest_like,flow_x_leverage,12,0.00018653699589075192,-0.0005019020033947105,0.8176078802445628,1.4022362043702012,0,False
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,12,0.00010261301671320088,-0.0008183211677637056,0.8014980589160713,1.643014760952198,0,False
a7ffcore11e_3c9e132afdab6a61c6,taker_flow_like|basis_premium_like,gated_sign,12,0.000353988492512092,-0.0009819655398512841,0.7936789422984114,1.2789120058427867,0,False
a7ffcore11e_6dfea25769981420cd,liquidity_like,single,12,0.00012967486852658315,-0.0005158370604159282,0.7871192301074421,4.224914612382752,0,False
a7ffcore11e_b50799eaf4f797bc7c,liquidity_like,single,12,0.0002257967292672157,-0.0005011028074945465,0.7599288143073072,4.078654868107379,0,False
a7ffcore11e_7036d028e1478c3480,liquidity_like,single,12,-0.00016023916199232457,-0.0008871711163994726,0.7465123681046002,2.1902048802200813,0,False
a7ffcore11e_534bb9195a9174cfa9,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.005666597258391866,-0.006366597258391866,0.7401191871281997,2.0755035836453746,0,False
a7ffcore11e_37bd4029b21e5907ea,liquidity_like|volatility_like,liquidity_shock,12,-0.00014813680002613783,-0.0008601591616505457,0.7015534953915287,1.1911619065403383,0,False
a7ffcore11e_2c46230d8041995149,taker_flow_like|open_interest_like,flow_x_leverage,12,0.00017168566228282668,-0.0005982451565183369,0.6798261827419143,1.8378310039579282,0,False
a7ffcore11e_498cf2fdb232c85d26,open_interest_like|positioning_like,delta_x_divergence,12,3.989319885454201e-05,-0.0006998510527944469,0.6204616462909396,1.8754604300872617,0,False
a7ffcore11e_597c2efceacc2a97eb,open_interest_like|positioning_like,delta_x_divergence,12,-2.6139012973298246e-05,-0.0006585586416666702,0.6053704638311208,1.4650009549689422,0,False
a7ffcore11e_1c294ee13a07d9e36a,liquidity_like,single,12,0.00017089324671836392,-0.0009033854238714904,0.583497289277817,2.489487490069909,0,False
a7ffcore11e_1c0ea6a158e2272181,liquidity_like,single,12,-0.00012493782353098496,-0.0008077516538151103,0.5721692097090646,2.283373536106599,0,False
a7ffcore11e_205fca9713a5ecddcf,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.002826586639756009,-0.003526586639756009,0.509494013673631,1.1811100871968452,0,False
a7ffcore11e_cfcfbc2592d847facd,liquidity_like,single,12,-0.00010922441624830036,-0.0010179661360385376,0.48444502915534815,2.7076753370389004,0,False
a7ffcore11e_75b0b94e2607e97c77,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.00017138594357000574,-0.0007646489427138965,0.4540892071758971,0.9476923311047402,0,False
a7ffcore11e_ceecd13760f1f015e9,liquidity_like,single,12,-0.0006574545998627003,-0.0015011707212033481,0.44575842127115656,0.9911227167338097,0,False
a7ffcore11e_94fc8621dfeb133185,liquidity_like,single,12,8.287126629043544e-05,-0.0009377744379671785,0.39890640513804065,2.6524384697432923,0,False
a7ffcore11e_7adbce68940be45d6b,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.008156908388186411,-0.00885690838818641,0.38773482292335976,1.2918706210754387,0,False
a7ffcore11e_b7574831145f932936,open_interest_like|positioning_like,delta_x_divergence,12,0.00011462918441908945,-0.0008007163284620893,0.37796266808419876,2.965401571134835,0,False
a7ffcore11e_af83cce5829bc7c751,open_interest_like|positioning_like,delta_x_divergence,12,7.105251840942996e-05,-0.0008880142093819098,0.3630759593772612,2.006811398703095,0,False
a7ffcore11e_64b67f614412e6012e,liquidity_like,single,12,-6.207184882866042e-05,-0.0009775914650155368,0.31847814758737686,1.4300624757320644,0,False
a7ffcore11e_e1cd41c78b574ae9af,open_interest_like|positioning_like,delta_x_divergence,12,4.4637318206074323e-05,-0.0007604024047869834,0.29966089046871114,3.1461030146372573,0,False
a7ffcore11e_291f1e0b6c4a8e9909,liquidity_like|volatility_like,liquidity_shock,12,-0.022728632062272235,-0.023428632062272234,0.241668477307078,1.2767870065231053,0,False
a7ffcore11e_1f36c1dcba2d435ade,open_interest_like|positioning_like,delta_x_divergence,12,-8.910953716255408e-05,-0.0007457592492529589,0.23891048066613468,3.9594762530280203,0,False
a7ffcore11e_b7855a480a99f124c1,open_interest_like|positioning_like,delta_x_divergence,12,-4.768798998885552e-06,-0.0006201062034396568,0.21310234357715602,8.337929943537915,0,False
a7ffcore11e_7e3618c56bcb4eab93,open_interest_like|positioning_like,delta_x_divergence,12,-0.00024914564535131626,-0.0010037414008639645,0.21244227845396343,1.8862098481182101,0,False
a7ffcore11e_dbe18bd5192060448c,liquidity_like,single,12,-0.0005839094606422086,-0.0014899589728103527,0.18155451937829414,0.9070117832794602,0,False
a7ffcore11e_301ad66263f3276961,liquidity_like|volatility_like,liquidity_shock,12,-0.00012004194055028911,-0.001020228478196313,0.09251514867872464,1.302728032952533,0,False
a7ffcore11e_72425732c25c5581c6,liquidity_like,single,12,-0.0007221902680132556,-0.0014661961454336039,0.08684848750557687,1.062147320061099,0,False
a7ffcore11e_1b46264ece4013083a,open_interest_like,single,12,-0.00013627234529283,-0.0007988069098069774,0.024076529366371006,5.595876816317773,0,False
a7ffcore11e_4eb3d22fbf77328491,open_interest_like|positioning_like,delta_x_divergence,12,-0.0002123878911533444,-0.0010066351765235216,0.019750682685924253,2.285193984153644,0,False
a7ffcore11e_222dfcdd27367e4bb3,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.00789269621309382,-0.008424539135199402,1.81972598922114e-05,2.1053702758194075,0,False
a7ffcore11e_a556c4fd6dec7dc783,open_interest_like|positioning_like,delta_x_divergence,12,-0.0001040093858848659,-0.0010059045327806227,-0.06472522332824747,1.923321378368385,0,False
a7ffcore11e_47b0b5c87258e63fb8,open_interest_like|positioning_like,delta_x_divergence,12,-0.00011927362266556561,-0.0009944029263994699,-0.07929528376999784,2.660237535507227,0,False
a7ffcore11e_053df6d3b4eac08f74,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.002044995376754115,-0.0025427297413637357,-0.08049056997194319,6.341009029642711,0,False
a7ffcore11e_0d924ccf8c5f90f8cf,liquidity_like|volatility_like,liquidity_shock,12,-0.0001493680466770307,-0.0008379515099344518,-0.11895885203451649,1.5524127297847983,0,False
a7ffcore11e_6d0ecabcabd36f16e1,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.027415962302743,-0.028115962302743,-0.13954244308114533,0.853966408517224,0,False
a7ffcore11e_2c8106afb4557ed610,open_interest_like,single,12,-0.00019901922629412527,-0.0009554974698442496,-0.1416083779557647,2.457535162600271,0,False
a7ffcore11e_7a314352756e85ad7a,taker_flow_like|open_interest_like,flow_x_leverage,12,-4.094349458390323e-05,-0.0007441800091167547,-0.21379331708588004,4.733061050928471,0,False
a7ffcore11e_540129e723d9aa7b52,liquidity_like|volatility_like,liquidity_shock,12,-0.00016746019504603325,-0.0010166810048278445,-0.23227318558787804,1.0676788216525521,0,False
a7ffcore11e_601bf2d8981a2d724c,taker_flow_like|open_interest_like,flow_x_leverage,12,-6.038688027100756e-05,-0.0007792745498859978,-0.27299319819485734,1.4949377309044607,0,False
a7ffcore11e_8d768d363bfaad4110,open_interest_like|positioning_like,delta_x_divergence,12,-0.00048538439978447684,-0.0010630430695181196,-0.30949395977560934,1.568898350752841,0,False
a7ffcore11e_8407a4df527aa176ad,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.00012113789564290189,-0.0007950633392013885,-0.36425092164154943,1.4864716522064572,0,False
a7ffcore11e_4d877da123e8e7ec1a,taker_flow_like|basis_premium_like,gated_sign,12,-0.00019731138441357368,-0.0009994435121555914,-0.3841671883990312,3.511947129127042,0,False
a7ffcore11e_6b92d9b2d7581eaead,taker_flow_like|basis_premium_like,gated_sign,12,-0.0003254888361902488,-0.001092542945075824,-0.5059300686027551,0.9454064594205172,0,False
a7ffcore11e_27a089db152c503fe2,liquidity_like|volatility_like,liquidity_shock,12,-0.0004600624589928734,-0.0011585815828481193,-0.5342584762224478,0.9680660700940147,0,False
a7ffcore11e_553515a1d566ce712b,liquidity_like|volatility_like,liquidity_shock,12,-0.00022254614446345344,-0.0009130393164781303,-0.6822976400376823,0.631449428339807,0,False
a7ffcore11e_64a42c6a53db48773f,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.00021412614131040771,-0.000902942866216856,-0.7995988675335534,1.2564454006436825,0,False
